timestamp,data
1724805741.8974302,"[-0.04095033124509721, 0.014401414854843562, 0.14405380405414434, 0.0, 0.0, 0.0]"
1724805741.8998249,"[-0.04123736627718901, 0.014502359351489661, 0.1450635269797575, 0.0, 0.0, 0.0]"
1724805741.908214,"[-0.042496012139897454, 0.01322106641416157, 0.14634817955470206, 0.0, 0.0, 0.0]"
1724805741.9225788,"[-0.04320828078625452, 0.012629874167876831, 0.14744996138512914, 0.0, 0.0, 0.0]"
1724805741.9321532,"[-0.04350505904793926, 0.012716346569218537, 0.14846224315287196, 0.0, 0.0, 0.0]"
1724805741.938267,"[-0.0610490934813213, 0.007584244700988724, 0.15156728588347926, 0.0, 0.0, 0.0]"
1724805741.943628,"[-0.06147700768796608, 0.007637405294687243, 0.1526296734013541, 0.0, 0.0, 0.0]"
1724805741.9488778,"[-0.06224449752487281, 0.006698349428115244, 0.15362196380002974, 0.0, 0.0, 0.0]"
1724805741.9580874,"[-0.06297441407254468, 0.006034828109789274, 0.1545103368666477, 0.0, 0.0, 0.0]"
1724805741.9688308,"[-0.06405995738494523, 0.005104723425234711, 0.15515196961808478, 0.0, 0.0, 0.0]"
1724805741.9700954,"[-0.07390621595723443, 0.030472836801068593, 0.14827250002855324, 0.0, 0.0, 0.0]"
1724805741.9776418,"[-0.07442425018123373, 0.030686431451543372, 0.14931179325305247, 0.0, 0.0, 0.0]"
1724805741.9871264,"[-0.07494228440523304, 0.030900026102018155, 0.15035108647755166, 0.0, 0.0, 0.0]"
1724805741.9972951,"[-0.07736216685628451, 0.028686038923479148, 0.14859750061136942, 0.0, 0.0, 0.0]"
1724805742.0075877,"[-0.07858161007468759, 0.028210333292751032, 0.14923386394204388, 0.0, 0.0, 0.0]"
1724805742.0100737,"[-0.06279514215530002, 0.04732139139868736, 0.14592260518686254, 0.0, 0.0, 0.0]"
1724805742.0177195,"[-0.06323529502087456, 0.04765308339447255, 0.1469454271858359, 0.0, 0.0, 0.0]"
1724805742.0287554,"[-0.062002986166055964, 0.04539714532224365, 0.14250644531998857, 0.0, 0.0, 0.0]"
1724805742.0396888,"[-0.0626537922218668, 0.044480681386096024, 0.14311143471656754, 0.0, 0.0, 0.0]"
1724805742.040894,"[-0.03766538825412122, 0.022649140275818446, 0.156261301450122, 0.0, 0.0, 0.0]"
1724805742.047671,"[-0.03792939798487441, 0.02280789593195736, 0.15735659094626772, 0.0, 0.0, 0.0]"
1724805742.0574212,"[-0.037657348434313086, 0.020509781437245314, 0.15605399022350475, 0.0, 0.0, 0.0]"
1724805742.067363,"[-0.03810477917964867, 0.019666565401892797, 0.15733401997578134, 0.0, 0.0, 0.0]"
1724805742.0774045,"[-0.03913377264489824, 0.01966060037638481, 0.16096843350262968, 0.0, 0.0, 0.0]"
1724805742.0877516,"[-0.040050965053660764, 0.019586623831512263, 0.16474898569148697, 0.0, 0.0, 0.0]"
1724805742.0982044,"[-0.040532283964053416, 0.01900694331279419, 0.16780665570452716, 0.0, 0.0, 0.0]"
1724805742.1011965,"[-0.039556021698796476, 0.028161792195443746, 0.13905419714932765, 0.0, 0.0, 0.0]"
1724805742.1075678,"[-0.04075886607911784, 0.026893276567404124, 0.14539029842898124, 0.0, 0.0, 0.0]"
