layout,data,timestamp
"dim: []
data_offset: 0","(0.0, 1.0, -0.07147523107899305, -0.009747273654169704, 0.8903195946263169, -0.14279426551978897, -0.0008871747044165209, 1.0673841809387927, 0.9194326171875, 2.455944580078125, 1.0160411987304687, 1724805741.9320846)",1724805741.933486
"dim: []
data_offset: 0","(0.0, 1.0, -0.06996548047637607, -0.006624283757940491, 0.8910937387658883, -0.15630451780959387, 0.02897482465452282, 1.0643092761824224, 0.9211917114257813, 2.459065185546875, 1.0161159057617188, 1724805741.9671407)",1724805741.9688737
"dim: []
data_offset: 0","(0.0, 1.0, -0.06693986539508627, -0.0030029445643272442, 0.8948042910196239, -0.1402986763241751, 0.05227905473320472, 1.0652746241818465, 0.9226244506835938, 2.4618701171875, 1.0160916748046875, 1724805742.0068069)",1724805742.007625
"dim: []
data_offset: 0","(0.0, 1.0, -0.06863389070773895, 0.0014569250688646234, 0.9016283012944666, -0.11263551249993664, 0.027916201092017014, 1.0841765506520857, 0.9234552001953125, 2.4656552734375, 1.0151043090820313, 1724805742.037441)",1724805742.0397897
"dim: []
data_offset: 0","(0.0, 1.0, -0.06714018176223216, 0.006715935612796291, 0.8958082144520517, -0.11335048748512525, 0.039615225560744594, 1.0582547064489298, 0.9243781127929688, 2.469829833984375, 1.012008056640625, 1724805742.0975792)",1724805742.0982401
"dim: []
data_offset: 0","(0.0, 1.0, -0.06417861277229917, 0.015595693931263489, 0.8684987665273357, -0.08675709341710752, 0.009794900357231701, 0.9190904332093407, 0.9271216430664062, 2.477809814453125, 0.9996929321289062, 1724805742.1768897)",1724805742.1773593
"dim: []
data_offset: 0","(0.0, 1.0, -0.06722860342385682, 0.023078803051476502, 0.8622935941263145, -0.08662345823576066, 0.028453838542765002, 0.9307366727633164, 0.927153076171875, 2.482701416015625, 0.9919745483398438, 1724805742.2467978)",1724805742.2492151
"dim: []
data_offset: 0","(0.0, 1.0, -0.06820807734816482, 0.02909306657243749, 0.8576475683374338, -0.10626596839685687, 0.009691596829452379, 0.9277954552837057, 0.926275146484375, 2.487669677734375, 0.9864552612304688, 1724805742.2968137)",1724805742.2972422
"dim: []
data_offset: 0","(0.0, 1.0, -0.07098025191354711, 0.03320751217004488, 0.854494079529355, -0.0923638656339285, 0.00693761786851102, 0.9174726886160912, 0.9249953002929687, 2.4911708984375, 0.983397216796875, 1724805742.3368115)",1724805742.337231
"dim: []
data_offset: 0","(0.0, 1.0, -0.07502799858288485, 0.03748890044932885, 0.8532254547640128, -0.059369857279285634, 0.021093348934187347, 0.9247037149609012, 0.9224381103515625, 2.49512255859375, 0.980427490234375, 1724805742.3768032)",1724805742.3774414
"dim: []
data_offset: 0","(0.0, 1.0, -0.07773620858590986, 0.03938442845934908, 0.8524695473079611, -0.06282834773834196, 0.03181054342029623, 0.9268520330639015, 0.9196817016601563, 2.498333740234375, 0.9783726806640625, 1724805742.4169786)",1724805742.4177687
"dim: []
data_offset: 0","(0.0, 1.0, -0.08307008596213805, 0.04268646491214716, 0.8503707757133054, -0.07142505982790326, 0.013506316650959381, 0.9329714236779153, 0.9153499145507813, 2.50160107421875, 0.9763724365234375, 1724805742.4671876)",1724805742.4680114
"dim: []
data_offset: 0","(0.0, 1.0, -0.08832451896054455, 0.044491046121825285, 0.8478478475462523, -0.06708367060807593, -0.014237583925308682, 0.9272596446473015, 0.910114501953125, 2.504491455078125, 0.974685302734375, 1724805742.5068052)",1724805742.5076962
"dim: []
data_offset: 0","(0.0, 1.0, -0.09342335624233183, 0.04489888464533216, 0.8467866299718727, -0.06708367060807592, -0.01854359035688828, 0.9313080076176536, 0.910114501953125, 2.504491455078125, 0.974685302734375, 1724805742.5370667)",1724805742.5396612
"dim: []
data_offset: 0","(0.0, 1.0, -0.10016989502342963, 0.0450115376321305, 0.8439672348035229, -0.08578528240327167, 0.0070308312350510355, 0.9305805530070239, 0.904118896484375, 2.5065361328125, 0.9731455078125, 1724805742.5778124)",1724805742.5785615
"dim: []
data_offset: 0","(0.0, 1.0, -0.10468358744926322, 0.04458896919087826, 0.8378717625945956, -0.08542895323921064, -0.0014459351562628453, 0.9246044872720736, 0.8992058715820312, 2.50745849609375, 0.9722623291015625, 1724805742.6175442)",1724805742.6183581
"dim: []
data_offset: 0","(0.0, 1.0, -0.11285284822612283, 0.042785531421527974, 0.8388334860385194, -0.041168030141827114, -0.048163263053159176, 0.962974560094854, 0.893043212890625, 2.5078994140625, 0.9715949096679688, 1724805742.6770499)",1724805742.677629
"dim: []
data_offset: 0","(0.0, 1.0, -0.12372166208287526, 0.03837977363338641, 0.851732193078338, -0.009125558516359308, -0.062238148214440354, 1.036089202485643, 0.87985546875, 2.506744384765625, 0.9739356689453125, 1724805742.7475092)",1724805742.7481132
