layout,data,timestamp
"dim: []
data_offset: 0","(0.0, 1.0, -0.012110378290606912, 0.015861473749699668, 0.8851910304897093, 0.18531141837041054, -0.00707074117513767, 1.0282999356491858, 0.8786591186523437, 3.270172119140625, 0.88205712890625, 1724804981.2782562)",1724804981.2786794
"dim: []
data_offset: 0","(0.0, 1.0, -0.014865670013031202, 0.011911312751396529, 0.8807437859286879, 0.1860840242072087, 0.04009919452646721, 1.0235631586051157, 0.8786591186523437, 3.270172119140625, 0.88205712890625, 1724804981.3081462)",1724804981.3086987
"dim: []
data_offset: 0","(0.0, 1.0, -0.018926387558078166, 0.007505931172207566, 0.866015992933478, 0.18608402420720888, 0.05821951913813103, 1.019397502038496, 0.8763475952148437, 3.266858154296875, 0.8805651245117188, 1724804981.3479705)",1724804981.3486338
"dim: []
data_offset: 0","(0.0, 1.0, -0.020795912150744153, 0.0032193495407160317, 0.8557932623377521, 0.14469186130807404, 0.01402486519133058, 1.0142376717021357, 0.8756385498046875, 3.264595458984375, 0.8785145263671875, 1724804981.3874338)",1724804981.3889315
"dim: []
data_offset: 0","(0.0, 1.0, -0.0238732332981387, 0.0004304144174624547, 0.8594874953814624, 0.16281768954087367, 0.002851137256325055, 1.0652289228546703, 0.8743501586914062, 3.261832763671875, 0.8751385498046875, 1724804981.4374874)",1724804981.437827
"dim: []
data_offset: 0","(0.0, 1.0, -0.02688745168483962, -0.002500415447353283, 0.8651838698606612, 0.14434925499614099, -0.03784689380226347, 1.1754032124929348, 0.8722562255859375, 3.25933984375, 0.87281396484375, 1724804981.4971988)",1724804981.497597
"dim: []
data_offset: 0","(0.0, 1.0, -0.027148896822017085, -0.0032777262119987323, 0.8579218362201422, 0.1409702518036579, -0.03979504359912313, 1.1583082480723452, 0.8726270141601562, 3.2564736328125, 0.8705661010742187, 1724804981.5573442)",1724804981.5593925
"dim: []
data_offset: 0","(0.0, 1.0, -0.022726345817663095, -0.0032968648728775194, 0.8606125449933195, 0.14723227513230386, -0.06658825567161616, 1.155931610301904, 0.874208740234375, 3.255991943359375, 0.8691692504882812, 1724804981.629041)",1724804981.6294332
"dim: []
data_offset: 0","(0.0, 1.0, -0.014479846576174805, -0.0008778622641368255, 0.8686015556073026, 0.17123385418034803, -0.07516554906574115, 1.1993537111781951, 0.8806279296875, 3.25664404296875, 0.8686719360351562, 1724804981.6869357)",1724804981.689202
"dim: []
data_offset: 0","(0.0, 1.0, -0.004425755924598088, 0.002234581314211499, 0.8689954247687901, 0.16581774434431149, -0.07069274757357494, 1.2198359571632815, 0.8850473022460937, 3.257941162109375, 0.870221923828125, 1724804981.747278)",1724804981.747793
"dim: []
data_offset: 0","(0.0, 1.0, 0.004233561612425769, 0.005239672738532903, 0.8739905453717965, 0.15160044631869887, -0.05576538181141113, 1.2118626619834711, 0.891736083984375, 3.25989013671875, 0.8726445922851562, 1724804981.7968948)",1724804981.7992675
