timestamp,data
1724804981.2272713,"[0.18219394464084077, 0.0, 0.116639567500151, 0.0, 0.0, 0.0]"
1724804981.2382815,"[0.18391527810025193, 0.0, 0.11779701408399185, 0.0, 0.0, 0.0]"
1724804981.248811,"[0.1864137486750478, 0.0, 0.11903578548289177, 0.0, 0.0, 0.0]"
1724804981.2600248,"[0.18882480589073744, 0.0, 0.1203070502549744, 0.0, 0.0, 0.0]"
1724804981.2687378,"[0.1905754885664619, 0.0, 0.12119888106516877, 0.0, 0.0, 0.0]"
1724804981.278708,"[0.19363450831281895, 0.0, 0.12271513754674374, 0.0, 0.0, 0.0]"
1724804981.2819161,"[0.16899305794183092, 0.0, 0.12250122281651188, 0.0, 0.0, 0.0]"
1724804981.2881646,"[0.17082530996602907, 0.0, 0.12388336587895632, 0.0, 0.0, 0.0]"
1724804981.2978544,"[0.17274303648265943, 0.0, 0.12546951350204447, 0.0, 0.0, 0.0]"
1724804981.308691,"[0.17393721476411186, 0.0, 0.1263369097916726, 0.0, 0.0, 0.0]"
1724804981.3108041,"[0.17201293825252537, 0.0, 0.12225338301102223, 0.0, 0.0, 0.0]"
1724804981.3174958,"[0.17321863641784682, 0.0, 0.1231102992470808, 0.0, 0.0, 0.0]"
1724804981.3279428,"[0.17541279269010582, 0.0, 0.12590395675189625, 0.0, 0.0, 0.0]"
1724804981.338629,"[0.17766603391345986, 0.0, 0.12841384001815306, 0.0, 0.0, 0.0]"
1724804981.348599,"[0.18033285604938462, 0.0, 0.13832668040129478, 0.0, 0.0, 0.0]"
1724804981.3523235,"[0.17548891247108567, 0.0, 0.13129457179389542, 0.0, 0.0, 0.0]"
1724804981.3576481,"[0.17747941029074704, 0.0, 0.13464150795295382, 0.0, 0.0, 0.0]"
1724804981.3682477,"[0.1791122345613732, 0.0, 0.13845891189786066, 0.0, 0.0, 0.0]"
1724804981.378038,"[0.18053421631029112, 0.0, 0.14180638172404306, 0.0, 0.0, 0.0]"
1724804981.3888977,"[0.18203232568089728, 0.0, 0.14383454056532016, 0.0, 0.0, 0.0]"
1724804981.3910491,"[0.14165753408074838, 0.0, 0.1356284144159124, 0.0, 0.0, 0.0]"
1724804981.3975277,"[0.14289418533763898, 0.0, 0.13710168107467388, 0.0, 0.0, 0.0]"
1724804981.4073792,"[0.143888820328505, 0.0, 0.13805601061639225, 0.0, 0.0, 0.0]"
1724804981.418903,"[0.1462084615229134, 0.0, 0.13934545782784127, 0.0, 0.0, 0.0]"
1724804981.4278584,"[0.14729255673293123, 0.0, 0.14044950750149474, 0.0, 0.0, 0.0]"
1724804981.4382598,"[0.14928232439928166, 0.0, 0.1372398664403489, 0.0, 0.0, 0.0]"
1724804981.442829,"[0.1598074299501946, 0.0, 0.17611466191706596, 0.0, 0.0, 0.0]"
1724804981.4558866,"[0.16132278403208025, 0.0, 0.17601929164657326, 0.0, 0.0, 0.0]"
1724804981.458942,"[0.16253861394563865, 0.0, 0.17732953906817775, 0.0, 0.0, 0.0]"
1724804981.4673033,"[0.1643708292567326, 0.0, 0.17661028708779708, 0.0, 0.0, 0.0]"
1724804981.4773524,"[0.1663367238165201, 0.0, 0.1756638283542865, 0.0, 0.0, 0.0]"
1724804981.4880207,"[0.16747112728505612, 0.0, 0.17686078936349214, 0.0, 0.0, 0.0]"
