timestamp,data
1724178420.3657482,"[0.25676731547507553, 0.017827125906191395, -0.02639198344276357, 0.0, 0.0, 0.0]"
1724178420.3669367,"[0.25856708637793824, 0.017952082396188066, -0.02657697398091378, 0.0, 0.0, 0.0]"
1724178420.3789966,"[0.25794182897623463, 0.019781860541002103, -0.02633302628074822, 0.0, 0.0, 0.0]"
1724178420.393497,"[0.2597246020171494, 0.019918766715495154, -0.026515010242461636, 0.0, 0.0, 0.0]"
1724178420.3968146,"[0.2615073750580642, 0.020055672889988208, -0.026696994204175057, 0.0, 0.0, 0.0]"
1724178420.4061933,"[0.26219398400762145, 0.021113339404714687, -0.026877881184005338, 0.0, 0.0, 0.0]"
1724178420.409865,"[0.25324612307915173, 0.020452707901242196, -0.025961948222564656, 0.0, 0.0, 0.0]"
1724178420.4177554,"[0.25210142895805954, 0.023395951585679916, -0.025194347033208872, 0.0, 0.0, 0.0]"
1724178420.425938,"[0.2532514196102866, 0.024097037526950617, -0.025222887451420317, 0.0, 0.0, 0.0]"
1724178420.4289286,"[0.2675299362977019, 0.02638111990555472, -0.02660915082560768, 0.0, 0.0, 0.0]"
1724178420.4358432,"[0.2690133820589178, 0.02724861488026092, -0.026029866612589235, 0.0, 0.0, 0.0]"
1724178420.4459832,"[0.2703698961403785, 0.028189262967449853, -0.025470609685973478, 0.0, 0.0, 0.0]"
1724178420.4489315,"[0.265812495436165, 0.028691427299421233, -0.024490575335069334, 0.0, 0.0, 0.0]"
1724178420.4609723,"[0.26767566713314744, 0.02889253543469755, -0.024662238246296455, 0.0, 0.0, 0.0]"
1724178420.4686437,"[0.2683087543305316, 0.030672498757026923, -0.0233675585511151, 0.0, 0.0, 0.0]"
1724178420.4756274,"[0.2695729953611646, 0.03170788731148643, -0.02273293896558798, 0.0, 0.0, 0.0]"
1724178420.4861746,"[0.27048753955881694, 0.03298625095305512, -0.021845434626897618, 0.0, 0.0, 0.0]"
1724178420.4896288,"[0.24738506043002872, 0.02809952356135056, -0.033885220571174324, 0.0, 0.0, 0.0]"
1724178420.496224,"[0.2491190678629495, 0.028296482838649745, -0.03412273379947695, 0.0, 0.0, 0.0]"
1724178420.506127,"[0.24943353858021705, 0.030084891976354156, -0.0325675239134495, 0.0, 0.0, 0.0]"
1724178420.5154068,"[0.249843313563765, 0.031520350245873234, -0.03126734937594884, 0.0, 0.0, 0.0]"
1724178420.5261483,"[0.25082614938976405, 0.03237091107036889, -0.030623339801881443, 0.0, 0.0, 0.0]"
1724178420.5286283,"[0.24805227388672701, 0.031929435308474335, -0.043214485640324325, 0.0, 0.0, 0.0]"
1724178420.5380332,"[0.2480522738867271, 0.031929435308474335, -0.043214485640324325, 0.0, 0.0, 0.0]"
1724178420.5477092,"[0.24892235871567933, 0.03291714465945092, -0.04188966774303311, 0.0, 0.0, 0.0]"
1724178420.5559,"[0.2497243624182841, 0.03385368300743993, -0.040934384209324284, 0.0, 0.0, 0.0]"
1724178420.5666385,"[0.2506506260496019, 0.03396465467955983, -0.039826307048965476, 0.0, 0.0, 0.0]"
1724178420.5698445,"[0.24394305722644508, 0.02927173697836891, -0.037866683179587475, 0.0, 0.0, 0.0]"
1724178420.576736,"[0.2456529384686865, 0.029476912704852802, -0.038132103856079916, 0.0, 0.0, 0.0]"
1724178420.5876672,"[0.24633439002559787, 0.03000998808344813, -0.03725461234581288, 0.0, 0.0, 0.0]"
1724178420.597007,"[0.24688698701005787, 0.030837168643120538, -0.03641706328031759, 0.0, 0.0, 0.0]"
1724178420.6000156,"[0.24152313879429613, 0.029934529895286083, -0.03578779300691299, 0.0, 0.0, 0.0]"
1724178420.6057873,"[0.2432160579914524, 0.03014435136651472, -0.03603864202331658, 0.0, 0.0, 0.0]"
1724178420.6187673,"[0.2593179295682099, 0.030910969341090392, -0.024297011309976017, 0.0, 0.0, 0.0]"
1724178420.6257882,"[0.2611355786072394, 0.031127635014041963, -0.024467317464017903, 0.0, 0.0, 0.0]"
1724178420.6410508,"[0.26109302457670214, 0.0319573045649403, -0.0230843107008272, 0.0, 0.0, 0.0]"
1724178420.6450098,"[0.2574577264986431, 0.03152397321903716, -0.022743698392743424, 0.0, 0.0, 0.0]"
1724178420.6474667,"[0.2592623367311102, 0.03174493564814256, -0.02290311683942153, 0.0, 0.0, 0.0]"
1724178420.6572964,"[0.25999112285360676, 0.03217603516521006, -0.022028873837234578, 0.0, 0.0, 0.0]"
1724178420.6668332,"[0.26056102775751144, 0.032065959119805774, -0.021026864173337947, 0.0, 0.0, 0.0]"
1724178420.6701531,"[0.2391377273614538, 0.027593889742532466, -0.006709653671220439, 0.0, 0.0, 0.0]"
1724178420.6765702,"[0.2408139263850154, 0.027787304857550217, -0.006756683953962638, 0.0, 0.0, 0.0]"
1724178420.6798718,"[0.2379348838213459, 0.027534701061559336, -0.005525339976105985, 0.0, 0.0, 0.0]"
1724178420.6868486,"[0.23960265169859832, 0.027727701302645034, -0.005564068994630093, 0.0, 0.0, 0.0]"
1724178420.6960115,"[0.2401119394422016, 0.028017751032799472, -0.004450270506697468, 0.0, 0.0, 0.0]"
1724178420.706168,"[0.2398980996910939, 0.028815960115841935, -0.003473938162474885, 0.0, 0.0, 0.0]"
1724178420.716111,"[0.24013196971878087, 0.02929837756012438, -0.0024480098321521125, 0.0, 0.0, 0.0]"
1724178420.7188253,"[0.2453781056136381, 0.026742549409284222, 0.005385105506590738, 0.0, 0.0, 0.0]"
1724178420.7282717,"[0.24709804560625706, 0.026929997185517522, 0.00542285157322572, 0.0, 0.0, 0.0]"
1724178420.730277,"[0.24537810561363804, 0.026742549409284222, 0.005385105506590738, 0.0, 0.0, 0.0]"
1724178420.7375555,"[0.24538943927128654, 0.02715352450895813, 0.0070358235507727625, 0.0, 0.0, 0.0]"
1724178420.7465422,"[0.24573856566888322, 0.027334233898050366, 0.008351265214389482, 0.0, 0.0, 0.0]"
