Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,0.196577,0.274238,1.952630,2287.862061,-3252.165527,930.817566,-0.027119,-0.120050,-1.583530,2566.575928,-1350.768066,1031.313110
2,0,0.195879,0.273009,1.955530,2287.446045,-3252.530762,930.181030,-0.008373,-0.128962,-1.589625,2566.390381,-1351.376343,1030.550659
3,0,0.173297,0.276391,1.959104,2287.005127,-3252.894043,929.336975,-0.018956,-0.130128,-1.589256,2566.405518,-1352.447021,1030.582153
4,0,2.220831,1.506429,2.484539,2379.486328,-3310.697754,905.043457,-0.026428,-0.128362,-1.586268,2566.232422,-1353.057617,1029.688232
5,0,2.139826,1.544480,2.546478,2381.008301,-3310.080566,905.545105,-0.026011,-0.119277,-1.584207,2566.250732,-1353.806274,1029.420044
6,0,,,,,,,-0.026677,-0.120563,-1.583592,2566.233154,-1354.708740,1029.289185
7,0,2.190670,2.234838,-0.196213,2286.627686,-3267.840088,932.203369,-0.024213,-0.121162,-1.583669,2566.221436,-1355.494141,1029.114136
8,0,2.188385,2.237145,-0.194979,2286.626953,-3268.481934,931.545166,-0.021305,-0.122863,-1.583308,2566.248535,-1356.213135,1028.917969
9,0,2.185974,2.240064,-0.195718,2286.650879,-3269.252197,930.812988,-0.029821,-0.125267,-1.582488,2566.393555,-1356.936401,1029.003662
10,0,2.182931,2.242892,-0.193849,2286.500732,-3269.913574,930.047485,-0.032828,-0.128213,-1.582202,2566.528076,-1357.654785,1028.951172
11,0,2.178599,2.250928,-0.184652,2286.244385,-3270.544434,929.692444,-0.039284,-0.132316,-1.580786,2566.697754,-1358.366089,1029.057861
12,0,2.193818,2.266316,-0.156124,2286.252441,-3272.241699,929.032532,-0.037672,-0.135917,-1.580938,2566.789307,-1358.977173,1028.978149
13,0,2.189118,2.265349,-0.182304,2286.249268,-3273.004883,927.564026,-0.039357,-0.139567,-1.581141,2566.964844,-1359.577759,1029.127441
14,0,2.174541,2.256310,-0.182457,2286.422119,-3273.985107,927.207153,-0.045587,-0.142115,-1.580645,2567.164062,-1360.221191,1029.294312
15,0,2.172026,2.253889,-0.182888,2286.831299,-3274.783691,926.356506,-0.042258,-0.143779,-1.581565,2567.325195,-1360.854614,1029.258667
16,0,2.181290,2.264101,-0.162768,2287.274658,-3276.280762,926.424255,-0.055037,-0.143682,-1.578782,2567.684082,-1361.652710,1029.474731
17,0,2.178054,2.264322,-0.166454,2287.556152,-3277.668945,925.806702,-0.057200,-0.142630,-1.577992,2567.873047,-1362.371948,1029.325195
18,0,2.175196,2.268373,-0.162615,2287.931641,-3278.966553,925.189819,-0.052891,-0.140755,-1.579686,2568.182129,-1363.186768,1029.158447
19,0,0.139225,0.050194,1.518418,2303.622070,-3283.996338,922.677795,-0.052591,-0.139942,-1.579669,2568.623047,-1364.041748,1029.239746
20,0,0.066724,0.039522,1.523010,2304.701660,-3286.293945,924.450378,-0.050204,-0.139083,-1.579797,2568.940186,-1364.801025,1029.166382
21,0,0.068102,0.040319,1.524030,2305.396240,-3287.731201,924.068665,-0.049444,-0.138415,-1.579743,2569.195068,-1365.454712,1028.940430
22,0,0.066153,0.039173,1.527338,2305.947998,-3289.244385,923.608154,-0.062088,-0.138447,-1.576257,2569.479492,-1366.631226,1029.459473
23,0,0.065726,0.036012,1.529312,2306.571533,-3291.030762,923.132507,-0.060188,-0.138069,-1.576288,2569.835693,-1367.301025,1029.010132
