Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,0.867528,3.027957,-0.143900,452.822998,-3165.442871,959.543030,0.012400,-0.016262,-1.612392,558.392212,-1728.955566,876.000793
2,0,0.868265,3.030012,-0.141084,452.823425,-3165.382568,959.489868,0.012576,-0.016332,-1.612316,558.413513,-1728.925049,875.994080
3,0,0.867749,3.028330,-0.143365,452.834717,-3165.357910,959.509338,0.012324,-0.016452,-1.612745,558.422791,-1728.939941,875.985779
4,0,0.898647,3.087782,-0.029309,453.287781,-3164.811768,958.597717,0.012185,-0.016262,-1.612601,558.413818,-1728.949707,875.970154
5,0,0.884798,3.036810,-0.095437,453.049988,-3164.878174,959.450562,0.012179,-0.016337,-1.612563,558.402527,-1728.946899,875.991272
6,0,0.875353,3.019759,-0.131083,453.078857,-3164.954834,960.092102,0.012569,-0.016061,-1.612585,558.412415,-1728.945557,875.988525
7,0,0.004631,0.073733,1.726643,530.103333,-3115.417969,958.460754,0.012147,-0.015906,-1.612618,558.411987,-1728.946655,875.998474
8,0,0.004417,0.072851,1.726503,530.097107,-3115.434570,958.448608,0.012512,-0.016078,-1.612444,558.406921,-1728.935913,875.992188
9,0,0.004838,0.072488,1.726223,530.088562,-3115.428955,958.410767,0.012718,-0.016419,-1.612494,558.395630,-1728.942505,876.005981
10,0,0.005234,0.072250,1.726405,530.098145,-3115.437988,958.405823,0.012505,-0.016122,-1.612586,558.364624,-1728.951782,876.007263
11,0,0.005092,0.072217,1.726136,530.061890,-3115.424805,958.378052,0.012455,-0.016186,-1.612247,558.391968,-1728.972412,875.984131
12,0,0.003495,0.073644,1.729397,530.383301,-3115.643799,958.405212,0.012443,-0.016754,-1.612584,558.408020,-1728.973145,876.004395
13,0,0.005014,0.072623,1.725696,530.007263,-3115.425293,958.336060,0.012417,-0.016490,-1.612649,558.394592,-1728.953735,875.987915
14,0,0.004686,0.073154,1.725759,529.983398,-3115.428711,958.291016,0.012562,-0.016060,-1.612651,558.407471,-1728.943481,875.989868
15,0,0.005044,0.072551,1.725845,529.962952,-3115.452148,958.277710,0.012539,-0.016336,-1.612638,558.409790,-1728.958618,875.953308
16,0,0.004802,0.072605,1.725730,529.928589,-3115.435791,958.241577,0.012733,-0.016093,-1.612649,558.411133,-1728.943604,875.979919
17,0,0.002734,0.074168,1.729139,530.193359,-3115.668213,958.237732,0.012624,-0.016113,-1.612472,558.416260,-1728.951294,875.984009
18,0,0.003604,0.078317,1.722159,529.544006,-3115.230469,958.274048,0.012456,-0.016022,-1.612822,558.389343,-1728.943237,875.992065
19,0,0.003086,0.074271,1.729194,530.074768,-3115.661621,958.162476,0.012111,-0.016245,-1.612627,558.387085,-1728.951904,875.997375
20,0,0.002192,0.074343,1.725282,529.825928,-3115.532471,958.116943,0.012409,-0.016385,-1.612567,558.382568,-1728.950562,876.017822
21,0,0.003445,0.075115,1.729792,529.943848,-3115.644287,958.042480,0.012629,-0.016157,-1.612579,558.398926,-1728.939697,876.006042
22,0,0.000043,0.080948,1.727462,529.876343,-3115.607910,958.108215,0.012345,-0.016063,-1.612833,558.396362,-1728.964600,875.995850
23,0,0.002244,0.075164,1.726328,529.588623,-3115.470215,957.904907,0.011862,-0.016440,-1.612354,558.387268,-1728.951538,875.988525
24,0,0.000010,0.077290,1.729983,529.860107,-3115.713867,957.926086,0.012283,-0.015979,-1.612778,558.407593,-1728.966064,875.990234
25,0,-0.000720,0.081297,1.723348,529.077454,-3115.255127,957.866760,0.012719,-0.016026,-1.612497,558.409241,-1728.950439,875.982971
