Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,0.051806,0.060329,1.443534,2294.303955,-3166.484375,1035.675781,-0.009123,-0.159655,-1.657733,2732.859131,-1316.296997,771.678833
2,0,0.049467,0.058854,1.445429,2296.270752,-3166.232666,1035.406372,-0.007843,-0.157987,-1.657977,2732.226807,-1315.255615,771.646057
3,0,0.055421,0.054183,1.444793,2298.043213,-3166.200928,1035.080078,-0.007984,-0.156594,-1.658293,2731.632324,-1314.314453,771.664185
4,0,0.046678,0.059644,1.445136,2299.899170,-3165.811279,1034.631836,-0.005363,-0.155063,-1.659095,2731.048584,-1313.402100,771.676575
5,0,0.046147,0.061794,1.446049,2301.868408,-3165.552246,1034.331299,0.001242,-0.153300,-1.658560,2730.329346,-1312.311646,771.659973
6,0,0.048585,0.061980,1.444455,2303.873779,-3165.242188,1033.998169,0.003302,-0.150908,-1.658782,2729.645996,-1311.308472,771.786926
7,0,0.024327,0.065251,1.432356,2305.562012,-3165.324951,1034.229858,0.004174,-0.149220,-1.659145,2729.036133,-1310.337402,771.869446
8,0,0.022802,0.062550,1.435321,2307.553467,-3165.047852,1033.965942,0.004903,-0.147436,-1.659299,2728.327148,-1309.342407,771.945129
9,0,0.022740,0.063529,1.430123,2309.694336,-3165.092529,1033.807861,0.006585,-0.147585,-1.660613,2727.631348,-1308.327515,771.977295
10,0,0.022136,0.061436,1.436835,2311.630371,-3164.436035,1033.344849,0.004956,-0.145127,-1.659662,2726.994873,-1307.481201,772.099304
11,0,0.021880,0.062117,1.436546,2313.770752,-3164.288330,1033.278320,0.005780,-0.143673,-1.660262,2726.239746,-1306.478149,772.177979
12,0,0.019783,0.063021,1.436492,2315.639648,-3164.024658,1032.793701,0.003850,-0.142143,-1.659877,2725.483643,-1305.535278,772.362793
13,0,0.015414,0.063075,1.438405,2317.808838,-3163.457520,1032.481201,0.004127,-0.141596,-1.660283,2724.734619,-1304.579468,772.545166
14,0,0.015512,0.063341,1.439304,2319.890381,-3163.174805,1032.194702,0.003285,-0.140412,-1.660196,2723.911133,-1303.620972,772.679993
15,0,0.016363,0.058093,1.438650,2321.873535,-3163.104492,1031.776489,0.002999,-0.139909,-1.660097,2723.169922,-1302.711426,772.837402
16,0,0.014479,0.059073,1.440000,2324.156738,-3162.689453,1031.447021,0.004165,-0.139163,-1.661103,2722.446045,-1301.864502,773.021606
17,0,0.050169,0.051392,1.444761,2326.627686,-3162.333984,1030.377563,0.004669,-0.138604,-1.661588,2721.588379,-1300.892456,773.076355
18,0,0.036170,0.052230,1.452025,2328.670654,-3161.918213,1030.047363,0.004350,-0.137590,-1.661617,2720.892822,-1300.025757,773.197449
19,0,0.033522,0.052259,1.452545,2330.944824,-3161.583496,1029.753174,0.006541,-0.136760,-1.661072,2720.060059,-1299.162354,773.314148
20,0,0.051272,0.042171,1.449808,2333.101074,-3161.500244,1029.132935,0.006025,-0.136903,-1.660689,2719.165771,-1298.275757,773.441467
21,0,0.035924,0.043129,1.455756,2335.328857,-3161.012695,1028.979126,0.006561,-0.136485,-1.660666,2718.350586,-1297.478516,773.598938
22,0,0.037993,0.043164,1.458709,2337.515869,-3160.768799,1028.602783,0.008931,-0.136860,-1.661001,2717.367188,-1296.573975,773.612915
23,0,0.046316,0.032497,1.456391,2339.850586,-3160.635986,1028.354614,0.007740,-0.137669,-1.661800,2716.475098,-1295.819458,773.709229
24,0,0.039784,0.038285,1.459531,2342.136963,-3160.010742,1027.823120,0.000343,-0.137260,-1.660814,2715.681641,-1295.194946,773.956604
25,0,0.048043,0.031871,1.456791,2344.375000,-3159.745605,1027.329468,-0.000623,-0.137132,-1.660112,2714.672852,-1294.370605,773.929199
26,0,0.050149,0.032820,1.457717,2346.710205,-3159.645020,1027.031738,-0.000168,-0.136883,-1.661061,2713.815430,-1293.729980,773.951904
27,0,0.042111,0.033856,1.464055,2349.011719,-3159.060791,1026.639648,-0.000725,-0.137384,-1.660547,2712.871094,-1292.911743,773.941162
28,0,0.049291,0.030142,1.464860,2351.452637,-3158.846680,1026.483887,-0.001564,-0.136481,-1.661283,2712.005859,-1292.215576,773.929749
29,0,0.059674,0.026121,1.463750,2353.667480,-3158.768555,1025.975952,0.000301,-0.133884,-1.661978,2711.221680,-1291.646973,773.957458
30,0,0.050868,0.025423,1.470941,2355.976074,-3158.347900,1025.649536,-0.003571,-0.132383,-1.660968,2710.370850,-1291.007568,773.983215
31,0,0.052560,0.027516,1.470692,2358.328125,-3158.123779,1025.271973,-0.004837,-0.130862,-1.661573,2709.561279,-1290.441284,773.958069
32,0,0.058564,0.029330,1.469735,2360.692871,-3157.919678,1024.979858,-0.002984,-0.129665,-1.662465,2708.704834,-1289.838379,773.750122
33,0,0.052408,0.025174,1.471984,2363.125488,-3157.497070,1024.541260,-0.004150,-0.128387,-1.662675,2707.797607,-1289.264282,773.608948
34,0,0.053867,0.023006,1.473452,2365.288818,-3157.396729,1024.054565,-0.009670,-0.126947,-1.661689,2706.984863,-1288.709961,773.529297
35,0,0.058599,0.023558,1.471278,2367.640137,-3157.111816,1023.549805,-0.011835,-0.126026,-1.660897,2706.101318,-1288.150879,773.381958
36,0,0.054418,0.022079,1.475792,2370.017334,-3156.761719,1023.228027,-0.011552,-0.124774,-1.660594,2705.185791,-1287.575073,773.340698
37,0,0.051563,0.026963,1.477195,2372.197998,-3156.619141,1022.667664,-0.011138,-0.122836,-1.661738,2704.243408,-1287.203491,773.322510
38,0,0.056177,0.024906,1.478200,2374.587158,-3156.539795,1022.288086,-0.012011,-0.121008,-1.661567,2703.509766,-1286.755005,773.307190
39,0,0.058406,0.024899,1.481862,2377.233154,-3156.256592,1022.157776,-0.013043,-0.120696,-1.662931,2702.621582,-1286.307251,773.264465
40,0,0.057345,0.026990,1.484152,2379.696289,-3156.078369,1021.873596,-0.013959,-0.118921,-1.662868,2701.791504,-1285.955933,773.137329
41,0,0.067259,0.023558,1.478906,2381.721436,-3156.269775,1021.147949,-0.013773,-0.117747,-1.662831,2700.973389,-1285.644165,773.095581
42,0,0.057835,0.026189,1.489120,2384.508545,-3155.900635,1021.263123,-0.006992,-0.118206,-1.664266,2700.004883,-1285.144897,772.950928
43,0,0.059132,0.026428,1.488659,2386.783936,-3155.813721,1020.889648,-0.006413,-0.118180,-1.664237,2699.142578,-1284.767090,772.945984
