Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,0.027736,0.026749,1.569590,2275.846680,-3031.632812,1106.742676,-0.020737,-0.156625,-1.531386,2285.677490,-1743.364502,1113.041992
2,0,,,,,,,-0.021245,-0.157382,-1.531160,2284.928467,-1742.987427,1113.215332
3,0,,,,,,,-0.021493,-0.157195,-1.530821,2284.186279,-1742.556885,1113.398804
4,0,0.027940,0.023911,1.571358,2281.544922,-3030.508789,1104.729248,-0.025027,-0.158867,-1.528928,2283.457764,-1742.091919,1113.508301
5,0,0.026356,0.059162,1.579390,2282.587646,-3030.583008,1105.825073,-0.022249,-0.156577,-1.529437,2282.801514,-1741.751099,1113.773682
6,0,0.026604,0.056974,1.580381,2284.474609,-3030.320312,1105.288574,-0.023871,-0.155388,-1.529084,2282.150146,-1741.327637,1113.957764
7,0,0.026159,0.058676,1.581194,2286.345947,-3030.003174,1104.834961,-0.024905,-0.154161,-1.528926,2281.540771,-1740.863281,1114.144165
8,0,0.015233,0.065217,1.576398,2289.435303,-3029.852295,1104.023438,-0.028466,-0.154491,-1.527135,2280.967285,-1740.334717,1114.233643
9,0,0.013355,0.067323,1.576085,2291.499512,-3029.524902,1103.435303,-0.028340,-0.153170,-1.526950,2280.421875,-1739.840332,1114.368530
10,0,0.008230,0.069328,1.577544,2292.822510,-3028.892578,1103.162109,-0.027299,-0.152982,-1.527311,2279.781250,-1739.295898,1114.427979
11,0,0.014930,0.065200,1.578222,2294.875977,-3028.532227,1102.639893,-0.022974,-0.151945,-1.528772,2279.095703,-1738.777710,1114.578857
12,0,0.015356,0.060993,1.576745,2297.026367,-3028.112061,1102.312988,-0.022210,-0.152700,-1.528218,2278.449463,-1738.191650,1114.646484
13,0,0.005014,0.067192,1.576860,2299.425293,-3028.087402,1101.869507,-0.021810,-0.152915,-1.528081,2277.855957,-1737.566162,1114.691284
14,0,-0.000735,0.066685,1.571747,2301.570312,-3027.801758,1101.750000,-0.021697,-0.152313,-1.528514,2277.268799,-1736.966064,1114.741699
15,0,0.016375,0.052722,1.577437,2302.774658,-3027.157715,1101.530640,-0.021339,-0.151920,-1.528593,2276.694336,-1736.326050,1114.819702
16,0,0.002177,0.062605,1.576607,2305.344482,-3027.029053,1100.916626,-0.021128,-0.151590,-1.528594,2276.148438,-1735.676758,1114.917358
17,0,0.005242,0.056394,1.574453,2307.194092,-3026.554199,1100.946655,-0.019691,-0.151654,-1.529107,2275.656494,-1734.967163,1114.968384
18,0,0.001261,0.048042,1.571286,2308.921875,-3026.295898,1100.963501,-0.019813,-0.151285,-1.529065,2275.164062,-1734.276489,1115.053833
