layout,data,timestamp
"dim: []
data_offset: 0","(1.6060563166586819, -0.7192173429739429, 1.105786559922729, 0.010493543071544906, -0.20629580027708452, -0.12456181297085948, 1.0, 0.0, 0.0, 0.0, 0.0, 0.03345155715942383, 1722279479.2423637)",1722279479.2433043
"dim: []
data_offset: 0","(1.597790414981861, -0.7363138534100081, 1.0857133715662932, -0.04737621626304721, -0.19543488030741174, -0.1163927389565881, 1.0, 0.0, 0.0, 0.0, 0.0, 0.02264118194580078, 1722279479.2655246)",1722279479.265988
"dim: []
data_offset: 0","(1.6092848390121712, -0.7429450416565212, 1.0884881928176433, -0.06322951249793357, -0.16891416901180165, -0.08107427662647103, 1.0, 0.0, 0.0, 0.0, 0.0, 0.02311229705810547, 1722279479.2894585)",1722279479.294952
"dim: []
data_offset: 0","(1.5907961152101189, -0.7283298156915436, 1.092348409590571, -0.10782955532057342, -0.14102126480286972, -0.056724160517980265, 1.0, 0.0, 0.0, 0.0, 0.0, 0.028100252151489258, 1722279479.3180645)",1722279479.3188527
"dim: []
data_offset: 0","(1.567374299307967, -0.7249154502553183, 1.1034889738304614, -0.16334049078213903, -0.092009955359763, -0.014104919599587243, 1.0, 0.0, 0.0, 0.0, 0.0, 0.019511938095092773, 1722279479.3383076)",1722279479.3390253
"dim: []
data_offset: 0","(1.5784744602237464, -0.7307434054828079, 1.084735008801249, -0.11161469364386611, -0.0639615109845724, 0.005581735014231104, 1.0, 0.0, 0.0, 0.0, 0.0, 0.025297164916992188, 1722279479.36488)",1722279479.3653677
"dim: []
data_offset: 0","(1.574529469765619, -0.7339339570342596, 1.0973621061234766, -0.11714587853763313, -0.04213737026998068, 0.05565529245848553, 1.0, 0.0, 0.0, 0.0, 0.0, 0.010186433792114258, 1722279479.3755465)",1722279479.376633
"dim: []
data_offset: 0","(1.567391802137965, -0.7299249814676108, 1.1115859511635362, -0.11669254847012603, 0.014722264972662534, 0.09165610966306266, 1.0, 0.0, 0.0, 0.0, 0.0, 0.01620769500732422, 1722279479.3922207)",1722279479.3927376
"dim: []
data_offset: 0","(1.5681098313400865, -0.7242674883106219, 1.10268196029175, -0.09236903816999123, 0.05642678576721531, 0.06344252243296454, 1.0, 0.0, 0.0, 0.0, 0.0, 0.04008173942565918, 1722279479.4396951)",1722279479.440104
"dim: []
data_offset: 0","(1.5584104339020586, -0.7280527283527845, 1.1130705667554475, -0.10570965995401509, 0.017944547192619842, 0.09809673517529308, 1.0, 0.0, 0.0, 0.0, 0.0, 0.017131567001342773, 1722279479.457435)",1722279479.457974
"dim: []
data_offset: 0","(1.5617837433910993, -0.7409446970588492, 1.114161084071969, -0.05941057169056883, -0.02079342103991833, 0.08715844909882521, 1.0, 0.0, 0.0, 0.0, 0.0, 0.025982379913330078, 1722279479.484392)",1722279479.4848745
"dim: []
data_offset: 0","(1.5577211053180666, -0.7399392363397407, 1.1029752820436372, -0.03072776014303599, -0.010275310145866549, 0.052517463447240384, 1.0, 0.0, 0.0, 0.0, 0.0, 0.014257192611694336, 1722279479.4993203)",1722279479.4999301
"dim: []
data_offset: 0","(1.5634206648573334, -0.7423959394434714, 1.0972132015199723, 0.010884625546983015, -0.012600313837686328, 0.07309470527590609, 1.0, 0.0, 0.0, 0.0, 0.0, 0.023808956146240234, 1722279479.5239427)",1722279479.5246198
"dim: []
data_offset: 0","(1.5764074167879067, -0.741258025622611, 1.1000483891272033, 0.013924372690027154, 0.013781053135039033, 0.12538486623755915, 1.0, 0.0, 0.0, 0.0, 0.0, 0.01654982566833496, 1722279479.5411077)",1722279479.5430312
"dim: []
data_offset: 0","(1.5727333781250934, -0.754431767986113, 1.1123523015500476, -0.02524417114718485, -0.015145000331485203, 0.15025873325126501, 1.0, 0.0, 0.0, 0.0, 0.0, 0.02776169776916504, 1722279479.5822794)",1722279479.5827305
"dim: []
data_offset: 0","(1.5809364269637163, -0.7555380182948603, 1.118155764145888, -0.06149485123423449, -0.04664046422445067, 0.13895598384250563, 1.0, 0.0, 0.0, 0.0, 0.0, 0.02129364013671875, 1722279479.6069229)",1722279479.607655
"dim: []
data_offset: 0","(1.5716069948006366, -0.7674961198585375, 1.1182444565581078, -0.10471271034747634, -0.09217978958488335, 0.1801705897697473, 1.0, 0.0, 0.0, 0.0, 0.0, 0.022679805755615234, 1722279479.6300316)",1722279479.6304846
