time,x,y,z
1718074587.8437927,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074587.9179547,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074587.9779103,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074588.0433078,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074588.0787747,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074588.154845,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074588.2118723,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074588.2798102,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074588.3464587,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074588.3844602,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074588.4487803,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074588.531802,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074588.5863092,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074588.6552017,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074588.7305105,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074588.7661762,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074588.8201237,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074588.8885596,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074588.9710665,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074589.0208566,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074589.0588555,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074589.1242402,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074589.1920848,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074589.260688,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074589.3264902,0.3143990757393317,0.059491544047747306,-0.038773553115919714
1718074589.3658392,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074589.4296198,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074589.496116,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074589.566875,0.3124501331640945,0.059243118547388944,-0.039188842813946516
1718074589.6328683,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074589.667523,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074589.7327943,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074589.8014712,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074589.8795178,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074589.9383266,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074590.0001602,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074590.0376782,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074590.1050231,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074590.1732752,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074590.2459316,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074590.3046458,0.31515093423407015,0.05986542997448234,-0.039202963228031906
1718074590.3407924,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074590.4099035,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074590.4880404,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074590.5496185,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074590.6091723,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074590.6462111,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074590.7124355,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074590.7788992,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074590.8478684,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074590.9138458,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074590.9508271,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074591.0162578,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074591.0842412,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074591.154677,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074591.2185252,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074591.2862368,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074591.321667,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074591.389924,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074591.4585044,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074591.5252361,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074591.5864463,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074591.6248686,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074591.692783,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074591.7628639,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074591.8296828,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074591.8938432,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074591.9418485,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074591.9956923,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074592.0660598,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074592.134513,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074592.1997526,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074592.247197,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074592.3008413,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074592.3694417,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074592.4385757,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074592.5019715,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074592.570092,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074592.6073864,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074592.684888,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074592.7391853,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074592.8099105,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074592.8757646,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074592.9255383,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074592.985577,0.3136876910218487,0.05946906834823571,-0.039068026293903685
1718074593.0444164,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074593.1121404,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074593.178749,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074593.2139351,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074593.282265,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074593.3501813,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074593.4156187,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074593.4837132,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074593.5212848,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074593.5846782,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074593.6541963,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074593.7211404,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074593.787883,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074593.8533428,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074593.889051,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074593.9673903,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074594.0222075,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074594.0948746,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074594.166862,0.31412529500063113,0.05980697361220048,-0.03920742981592862
1718074594.2034752,0.31515093423407015,0.05986542997448234,-0.039202963228031906
1718074594.260505,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074594.3285115,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074594.394955,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074594.4665596,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074594.500392,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074594.5646386,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074594.6317184,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074594.7011495,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074594.765585,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074594.8038628,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074594.8742564,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074594.9367592,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074595.0040648,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074595.0737753,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074595.1492953,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074595.1845808,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074595.2479148,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074595.310747,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074595.3764374,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074595.4404962,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074595.4789011,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074595.5436223,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074595.6144776,0.31515093423407015,0.05986542997448234,-0.039202963228031906
1718074595.6812093,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074595.7455976,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074595.779722,0.312354046898468,0.05923549764811172,-0.03896114919317506
1718074595.8488388,0.312354046898468,0.05923549764811172,-0.03896114919317506
1718074595.917051,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074595.9870095,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074596.0616825,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074596.095821,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074596.152517,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074596.2184572,0.31228182265426363,0.05896648448772821,-0.0391706756998844
1718074596.288648,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074596.3558712,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074596.4201822,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074596.4575114,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074596.525324,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074596.5906265,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074596.6625996,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074596.7236493,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074596.762829,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074596.827068,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074596.8961077,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074596.9650598,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074597.0426168,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074597.0781488,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074597.1672566,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074597.2035165,0.31443541036940453,0.05984719078719064,-0.03911098118503041
1718074597.2710752,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074597.3348858,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074597.371795,0.31201055541679734,0.05893244974145946,-0.0389328892925959
1718074597.4501395,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074597.5045018,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074597.57159,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074597.635556,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074597.6711457,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074597.7399886,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074597.8079371,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074597.8761735,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074597.9436803,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074598.0214767,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074598.0581782,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074598.1138153,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074598.178532,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074598.247779,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074598.3140101,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074598.350278,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074598.4179409,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074598.484654,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074598.5520196,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074598.6169431,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074598.6546617,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074598.719357,0.31396504124849306,0.05951257012949906,-0.03907141360718107
1718074598.7993414,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074598.857349,0.3147081293683133,0.05979272172817906,-0.03893975210714724
1718074598.9197683,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074598.9573326,0.31443541036940453,0.05984719078719064,-0.03911098118503041
1718074599.0354989,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074599.0906131,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074599.1607425,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074599.2270103,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074599.2905037,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074599.3271968,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074599.3938124,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074599.4743192,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074599.5303338,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074599.596084,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074599.6315033,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074599.6974387,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074599.766383,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074599.8354301,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074599.8981526,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074599.9335537,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074600.0014756,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074600.0709648,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074600.1381943,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074600.2147856,0.3136922836173614,0.05948354655422162,-0.03867575414196344
1718074600.2481005,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074600.3064208,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074600.3735445,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074600.4420638,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074600.5215368,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074600.573802,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074600.6088698,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074600.6791477,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074600.7458034,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074600.814615,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074600.8788729,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074600.9144523,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074600.9841115,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074601.0496187,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074601.1174989,0.3137523058423713,0.059362184777659345,-0.038884663266413794
1718074601.1819246,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074601.2172072,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074601.2863643,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074601.365974,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074601.422449,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074601.4980092,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074601.5307949,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074601.590705,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074601.6590927,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074601.72677,0.3136922836173614,0.05948354655422162,-0.03867575414196344
1718074601.7943347,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074601.8594015,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074601.9063814,0.31449957973024095,0.059607108625777734,-0.03899764531807943
1718074601.9631703,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074602.0332015,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074602.0981631,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074602.1635842,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074602.1967976,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074602.2672882,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074602.334326,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074602.4019701,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074602.4666505,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074602.5019348,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074602.570052,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074602.6388402,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074602.7057297,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074602.7727032,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074602.8058758,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074602.8752606,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074602.940285,0.3141880832835436,0.05980433704685336,-0.038850836606622384
1718074603.0217352,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074603.0788863,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074603.1423302,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074603.1780145,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074603.2596383,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074603.315122,0.31322493846146426,0.05975838734923543,-0.03886501556667365
1718074603.3837926,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074603.4599762,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074603.491812,0.3135087946293007,0.0594389132041368,-0.03880934756888299
1718074603.5486467,0.3132331610231402,0.059496854322642866,-0.038731339518481386
1718074603.6209357,0.3141880832835436,0.05980433704685336,-0.038850836606622384
