Topic,Timestamp,Data
/aruco_detection,1722476139196179622,True
/aruco_detection,1722476139219392247,True
/aruco_detection,1722476139243763283,True
/aruco_detection,1722476139267968882,True
/aruco_detection,1722476139293587255,True
/aruco_detection,1722476139319101470,True
/aruco_detection,1722476139344675876,False
/aruco_detection,1722476139368543337,False
/aruco_detection,1722476139393615032,True
/aruco_detection,1722476139417446942,False
/aruco_detection,1722476139444107823,True
/aruco_detection,1722476139469222429,True
/aruco_detection,1722476139493894516,True
/aruco_detection,1722476139520324522,True
/aruco_detection,1722476139544346476,True
/aruco_detection,1722476139568240369,True
/aruco_detection,1722476139592810825,True
/aruco_detection,1722476139618209714,True
/aruco_detection,1722476139644198960,True
/aruco_detection,1722476139667871225,True
/aruco_detection,1722476139694497579,True
/aruco_detection,1722476139722248264,True
/aruco_detection,1722476139747650865,True
/aruco_detection,1722476139774848857,True
/aruco_detection,1722476139798089545,True
/aruco_detection,1722476139818008792,True
/aruco_detection,1722476139843505183,True
/aruco_detection,1722476139868715243,True
/aruco_detection,1722476139893285988,True
/aruco_detection,1722476139918574063,True
/aruco_detection,1722476139943070120,True
/aruco_detection,1722476139967840765,True
/aruco_detection,1722476139993217606,False
/aruco_detection,1722476140019878072,True
/aruco_detection,1722476140042854768,False
/aruco_detection,1722476140068607987,True
/aruco_detection,1722476140092822547,True
/aruco_detection,1722476140120418805,True
/aruco_detection,1722476140144133887,True
/aruco_detection,1722476140167649196,True
/aruco_detection,1722476140192426754,True
/aruco_detection,1722476140218806362,True
/aruco_detection,1722476140242695776,True
/aruco_detection,1722476140270144356,True
/aruco_detection,1722476140292555590,True
/aruco_detection,1722476140320119496,True
/aruco_detection,1722476140344349288,True
/aruco_detection,1722476140367810134,True
/aruco_detection,1722476140392625099,True
/aruco_detection,1722476140418720969,True
/aruco_detection,1722476140442927113,True
/aruco_detection,1722476140467918331,True
/aruco_detection,1722476140494569326,True
/aruco_detection,1722476140518017116,True
/aruco_detection,1722476140544648976,True
/aruco_detection,1722476140569524804,True
/aruco_detection,1722476140592808437,True
/aruco_detection,1722476140619872833,True
/aruco_detection,1722476140643416750,True
/aruco_detection,1722476140670542392,True
/aruco_detection,1722476140692972825,True
/aruco_detection,1722476140718348260,True
/aruco_detection,1722476140743554674,True
/aruco_detection,1722476140768807711,True
/aruco_detection,1722476140793605844,True
/aruco_detection,1722476140818117103,True
/aruco_detection,1722476140844561766,True
/aruco_detection,1722476140869433562,True
/aruco_detection,1722476140894306638,True
/aruco_detection,1722476140918966022,True
/aruco_detection,1722476140944092949,True
/aruco_detection,1722476140969870904,True
/aruco_detection,1722476140993878365,True
/aruco_detection,1722476141019903100,True
/aruco_detection,1722476141045548611,True
/aruco_detection,1722476141070378105,True
/aruco_detection,1722476141093909191,True
/aruco_detection,1722476141120207330,True
/aruco_detection,1722476141146385152,True
/aruco_detection,1722476141169882958,True
/aruco_detection,1722476141193359677,True
/aruco_detection,1722476141219901108,True
/aruco_detection,1722476141243951704,True
/aruco_detection,1722476141268023069,True
/aruco_detection,1722476141294609618,True
/aruco_detection,1722476141319918336,True
/aruco_detection,1722476141345886497,True
/aruco_detection,1722476141371719652,True
/aruco_detection,1722476141394368067,True
/aruco_detection,1722476141419421365,True
/aruco_detection,1722476141444907391,True
/aruco_detection,1722476141469192959,True
/aruco_detection,1722476141493951990,True
/aruco_detection,1722476141520207890,True
/aruco_detection,1722476141543756320,True
/aruco_detection,1722476141568716596,True
/aruco_detection,1722476141594255325,True
/aruco_detection,1722476141619781574,True
/aruco_detection,1722476141644839576,True
/aruco_detection,1722476141669799276,True
/aruco_detection,1722476141693512502,True
/aruco_detection,1722476141719011264,True
/aruco_detection,1722476141745039360,True
/aruco_detection,1722476141770425708,True
/aruco_detection,1722476141794842634,True
/aruco_detection,1722476141822382382,True
/aruco_detection,1722476141844595156,True
/aruco_detection,1722476141869239086,True
/aruco_detection,1722476141894583354,True
/aruco_detection,1722476141919409233,True
/aruco_detection,1722476141944968409,True
/aruco_detection,1722476141969408247,True
/aruco_detection,1722476141994205965,True
/aruco_detection,1722476142019958259,True
/aruco_detection,1722476142044463089,True
/aruco_detection,1722476142068800721,True
/aruco_detection,1722476142094593047,True
/aruco_detection,1722476142119307441,True
/aruco_detection,1722476142144601504,False
/aruco_detection,1722476142169622452,True
/aruco_detection,1722476142194233903,True
/aruco_detection,1722476142217598562,False
/aruco_detection,1722476142242680885,False
/aruco_detection,1722476142268720182,False
/aruco_detection,1722476142292890010,False
/aruco_detection,1722476142319971112,False
/aruco_detection,1722476142344116844,False
/aruco_detection,1722476142368487084,False
/aruco_detection,1722476142392611856,False
/aruco_detection,1722476142418033213,False
/aruco_detection,1722476142445298824,False
/aruco_detection,1722476142468071717,False
/aruco_detection,1722476142493333589,False
/aruco_detection,1722476142518985821,False
/aruco_detection,1722476142542792135,False
/aruco_detection,1722476142569794359,False
/aruco_detection,1722476142592628083,False
/aruco_detection,1722476142617705862,False
/aruco_detection,1722476142645556422,False
/aruco_detection,1722476142668897145,False
/aruco_detection,1722476142693057213,False
/aruco_detection,1722476142718590151,False
/aruco_detection,1722476142743547644,False
/aruco_detection,1722476142768301365,False
/aruco_detection,1722476142793020367,False
/aruco_detection,1722476142818071746,False
/aruco_detection,1722476142845036723,True
/aruco_detection,1722476142868248232,True
/aruco_detection,1722476142894323848,True
/aruco_detection,1722476142920103119,True
/aruco_detection,1722476142944245619,True
/aruco_detection,1722476142970676493,True
/aruco_detection,1722476142993685478,True
/aruco_detection,1722476143019626474,True
/aruco_detection,1722476143045252052,True
/aruco_detection,1722476143070519365,True
/aruco_detection,1722476143093424705,True
/aruco_detection,1722476143119039628,True
/aruco_detection,1722476143143362030,True
/aruco_detection,1722476143168321252,True
/aruco_detection,1722476143193452280,True
/aruco_detection,1722476143220110415,True
/aruco_detection,1722476143244621262,True
/aruco_detection,1722476143268837842,True
/aruco_detection,1722476143293402736,True
/aruco_detection,1722476143318606018,True
/aruco_detection,1722476143343834707,True
/aruco_detection,1722476143369353312,True
/aruco_detection,1722476143393713441,True
/aruco_detection,1722476143418210048,True
/aruco_detection,1722476143443240085,True
