Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,-0.100949,0.164458,1.592854,2512.340332,-3243.399902,1101.878052,-0.001900,-0.119693,-1.554734,2492.764160,-1794.777588,984.475891
2,0,-0.063314,0.102967,1.601053,2509.259277,-3241.190430,1100.920166,-0.002843,-0.121191,-1.554319,2492.750244,-1793.612183,984.607971
3,0,-0.075741,0.166479,1.600352,2506.062500,-3238.909424,1101.580200,-0.008312,-0.124296,-1.551161,2492.639160,-1792.449585,984.729309
4,0,-0.076107,0.179072,1.599508,2502.832031,-3236.734375,1101.714355,-0.009934,-0.126162,-1.551383,2492.629639,-1791.262817,984.887451
5,0,-0.072713,0.184376,1.599055,2499.661865,-3234.506592,1101.938843,-0.001962,-0.124877,-1.554354,2492.497803,-1790.071777,984.821045
6,0,-0.067902,0.166691,1.598761,2496.583740,-3232.332764,1102.072144,-0.009403,-0.125734,-1.553252,2492.586182,-1789.002441,985.156982
7,0,-0.041223,0.129624,1.602257,2493.342773,-3230.250977,1101.625122,-0.009945,-0.127359,-1.552988,2492.590576,-1787.879639,985.349854
8,0,-0.037208,0.118644,1.600347,2490.070557,-3228.024170,1101.437866,-0.011023,-0.127661,-1.552134,2492.589355,-1786.815796,985.494324
9,0,-0.039957,0.135539,1.596883,2486.744141,-3225.931152,1101.624634,-0.011345,-0.126730,-1.551174,2492.536865,-1785.788086,985.610901
10,0,0.038261,0.154362,1.632475,2483.380127,-3224.004150,1101.307739,-0.005773,-0.126016,-1.553018,2492.598145,-1785.003296,986.067261
11,0,0.053453,0.140830,1.632266,2479.983154,-3221.940674,1101.075806,-0.004668,-0.123619,-1.553079,2492.713623,-1784.128418,986.369019
12,0,-0.010934,0.185413,1.616507,2477.025635,-3220.121582,1102.568359,-0.006438,-0.120594,-1.553034,2492.854004,-1783.379761,986.726562
13,0,-0.000743,0.202402,1.629208,2474.020508,-3218.801270,1103.645996,-0.014598,-0.107947,-1.548936,2492.464111,-1782.761353,987.510620
14,0,0.001245,0.206323,1.630931,2470.728271,-3216.695068,1103.617432,-0.003101,-0.104677,-1.551379,2492.409424,-1781.727783,987.353210
15,0,0.006878,0.203362,1.628281,2467.046387,-3214.683838,1103.253296,-0.003863,-0.103884,-1.549321,2492.573730,-1781.115845,987.694946
16,0,0.007658,0.220105,1.627950,2463.928711,-3212.863525,1103.721436,-0.005558,-0.102435,-1.547347,2492.718018,-1780.378052,987.892334
17,0,0.010586,0.164670,1.610038,2462.690918,-3212.900635,1104.476929,-0.003698,-0.100679,-1.548532,2492.865234,-1779.560669,987.995605
18,0,0.053836,0.088800,1.614601,2458.840332,-3211.243408,1103.458984,-0.002952,-0.099814,-1.549712,2493.059326,-1778.701660,988.100220
19,0,0.106368,0.005715,1.625090,2455.219482,-3209.232666,1102.191162,-0.001956,-0.100613,-1.549860,2493.103027,-1777.645264,987.918213
20,0,0.117204,-0.001932,1.618783,2451.735352,-3207.982910,1102.435547,0.001056,-0.102834,-1.550133,2493.343994,-1776.837891,988.159668
21,0,0.108178,0.003055,1.617361,2448.205566,-3206.256104,1102.373169,-0.000249,-0.103322,-1.549304,2493.612549,-1775.822998,988.227966
22,0,0.110868,0.008388,1.616279,2444.703857,-3204.370850,1102.173950,-0.002030,-0.103430,-1.549554,2493.825195,-1774.824463,988.360962
23,0,0.117092,0.006950,1.618258,2441.305908,-3202.661377,1102.090210,-0.005386,-0.103536,-1.549167,2494.036865,-1773.915649,988.439331
24,0,0.132464,-0.001827,1.621530,2438.060791,-3201.024414,1101.958862,-0.005115,-0.105268,-1.549811,2494.425049,-1773.208496,988.658813
25,0,0.123321,0.004454,1.620062,2434.512451,-3199.425537,1102.129517,-0.005094,-0.105347,-1.549917,2494.800049,-1772.445557,988.848938
26,0,0.128507,0.001341,1.617076,2431.459961,-3197.901367,1102.255737,-0.008584,-0.105398,-1.548670,2495.169678,-1771.804932,989.195984
27,0,0.122511,0.003763,1.617944,2427.816650,-3196.324951,1102.023804,-0.008388,-0.103423,-1.548926,2495.478271,-1771.104248,989.469849
28,0,0.126228,-0.000451,1.620541,2424.756348,-3194.759033,1102.000854,-0.008949,-0.100645,-1.548679,2495.787354,-1770.407104,989.624146
29,0,0.136888,-0.005753,1.620200,2421.181152,-3193.402100,1102.068115,-0.002973,-0.098590,-1.550438,2496.082520,-1769.797363,989.763306
30,0,0.126239,-0.001841,1.618543,2417.838379,-3191.974854,1102.058228,0.006395,-0.096696,-1.552234,2496.411133,-1769.226196,989.916382
31,0,0.126603,0.002210,1.615428,2414.436768,-3190.515381,1101.873779,-0.000325,-0.094810,-1.548651,2496.825684,-1768.947266,990.310608
32,0,0.146282,-0.011269,1.623553,2411.700195,-3188.817139,1101.633057,0.006495,-0.092148,-1.549571,2497.156738,-1768.357544,990.385315
33,0,0.088843,0.081315,1.637195,2409.862305,-3188.414551,1103.350098,0.003494,-0.090278,-1.548493,2497.614502,-1767.972168,990.663635
34,0,0.090255,0.082080,1.637027,2406.926270,-3187.507324,1103.578491,0.002858,-0.089601,-1.549519,2498.094727,-1767.405518,990.751282
35,0,0.091792,0.081957,1.638260,2403.869385,-3186.141602,1103.498047,0.006394,-0.090011,-1.550692,2498.520996,-1766.805298,990.702759
36,0,0.102640,0.082210,1.639929,2400.439697,-3184.982666,1103.458862,0.004285,-0.090205,-1.549894,2498.916992,-1766.216675,990.712646
37,0,0.094568,0.084167,1.641424,2397.693115,-3183.775391,1103.641235,0.010168,-0.091181,-1.551949,2499.403809,-1765.606934,990.811951
38,0,0.095684,0.084079,1.638489,2394.743164,-3182.629639,1103.647583,0.000446,-0.092070,-1.549737,2499.978516,-1765.312378,991.176392
39,0,0.088766,0.083885,1.642342,2391.770508,-3181.463135,1103.772827,-0.002687,-0.093052,-1.549670,2500.491455,-1764.721680,991.245117
40,0,0.087113,0.079307,1.637642,2388.925781,-3180.671143,1104.047852,-0.003573,-0.094696,-1.548663,2501.023682,-1764.240356,991.415649
41,0,0.097403,0.086960,1.642521,2385.502686,-3179.191895,1103.680908,-0.006407,-0.096062,-1.549063,2501.602539,-1763.761719,991.590332
42,0,0.086546,0.084549,1.641483,2382.892578,-3178.207520,1103.984497,-0.006585,-0.096555,-1.548946,2502.050049,-1763.368164,991.854980
43,0,0.090635,0.079912,1.641348,2380.446289,-3177.256592,1104.193115,-0.002560,-0.095982,-1.551017,2502.549561,-1762.927979,992.037109
44,0,0.112906,0.048203,1.639175,2377.126709,-3176.412354,1103.634766,0.005955,-0.095630,-1.555032,2503.351807,-1762.989868,992.595825
45,0,0.106597,0.046868,1.644352,2374.600098,-3175.449463,1103.788086,0.001793,-0.096781,-1.553013,2503.993164,-1762.830200,992.903442
46,0,0.125568,0.022795,1.624214,2370.591797,-3173.976807,1103.166138,-0.003905,-0.097424,-1.552125,2504.648438,-1762.464233,992.873657
47,0,0.120398,0.024007,1.624214,2368.047363,-3173.060059,1103.354736,0.001616,-0.097132,-1.553606,2505.204590,-1762.178589,993.016541
48,0,0.103754,0.064696,1.623068,2365.975586,-3171.958984,1103.918457,0.002466,-0.097098,-1.552715,2505.768311,-1761.906128,993.217651
49,0,0.123555,0.027244,1.627534,2363.306396,-3171.398438,1103.534424,-0.000459,-0.096058,-1.551164,2506.476074,-1761.839966,993.471680
50,0,0.132539,0.029570,1.631879,2360.448242,-3170.628174,1103.371826,0.000372,-0.095530,-1.551971,2507.149170,-1761.754028,993.640137
51,0,0.114976,0.034037,1.622247,2357.888184,-3169.694336,1103.596924,-0.000482,-0.095425,-1.554143,2508.044189,-1761.801270,993.723267
52,0,0.086301,0.026628,1.592585,2354.098877,-3167.104980,1102.594727,0.001775,-0.095126,-1.554261,2508.596436,-1761.488647,993.586182
53,0,0.084107,0.027538,1.592906,2351.452881,-3166.530273,1102.647827,-0.001680,-0.095596,-1.551639,2509.267090,-1761.436890,993.740906
54,0,0.115802,0.030788,1.626709,2350.705078,-3167.891113,1103.766235,0.002631,-0.095709,-1.551953,2509.927490,-1761.286255,993.663086
55,0,0.117100,0.027639,1.624682,2348.205811,-3167.248779,1103.732910,0.022058,-0.095424,-1.555201,2510.998047,-1761.247437,993.337036
56,0,0.111633,0.025736,1.625425,2346.580078,-3166.618652,1103.803467,0.015107,-0.093805,-1.554728,2511.919678,-1761.345337,993.424988
57,0,0.110977,0.026267,1.620273,2344.414551,-3165.848389,1103.824951,0.014230,-0.094615,-1.553048,2512.659424,-1761.263794,993.444885
58,0,0.110783,0.033797,1.621579,2341.795166,-3165.317627,1103.690186,0.011170,-0.094639,-1.551615,2513.431396,-1761.216919,993.291321
59,0,0.115305,0.034594,1.628068,2339.358154,-3164.604248,1103.326294,0.014054,-0.096351,-1.553241,2514.280029,-1761.433228,993.439758
60,0,0.103384,0.032631,1.621478,2337.317627,-3164.148193,1103.449463,0.016785,-0.097596,-1.554287,2515.073242,-1761.584717,993.577209
61,0,0.101379,0.033689,1.623816,2335.383545,-3163.537842,1103.389282,0.002848,-0.100101,-1.553294,2515.553711,-1761.917114,994.114685
62,0,0.093992,0.036348,1.619258,2333.102051,-3162.637939,1103.267822,0.000671,-0.102254,-1.552738,2516.232910,-1761.969482,993.999573
63,0,0.089137,0.038680,1.621614,2330.990723,-3161.876953,1102.981445,0.004098,-0.104856,-1.553226,2517.001953,-1762.219238,994.070740
64,0,0.088052,0.035282,1.619067,2328.552490,-3161.441895,1102.803345,0.013282,-0.107713,-1.555309,2517.732422,-1762.422974,994.133911
65,0,0.092771,0.030382,1.623524,2326.564697,-3160.721924,1102.609863,0.011286,-0.110451,-1.552985,2518.414795,-1762.653809,994.302734
66,0,0.077940,0.032682,1.616470,2324.734863,-3160.325684,1102.642944,0.011248,-0.110498,-1.553568,2519.321045,-1762.929443,994.238586
67,0,0.084657,0.032574,1.618134,2322.429688,-3159.614990,1102.292114,0.012137,-0.110160,-1.554886,2520.242676,-1763.297974,994.244812
68,0,0.080716,0.024525,1.617964,2320.500732,-3158.899902,1101.948486,0.013126,-0.110269,-1.554432,2521.110840,-1763.645752,994.270020
69,0,0.071497,0.025151,1.616224,2318.972900,-3158.487793,1101.903442,0.007973,-0.109380,-1.553044,2521.972168,-1763.876465,994.004150
70,0,0.064545,0.029183,1.610349,2316.732910,-3157.958496,1101.674561,0.010842,-0.109045,-1.553675,2523.071777,-1764.339966,994.106323
71,0,0.075749,0.027109,1.620199,2314.844482,-3157.117188,1101.192871,0.016713,-0.107091,-1.555056,2524.095703,-1764.896240,994.253601
72,0,0.062225,0.034120,1.612501,2313.094971,-3156.603271,1101.097046,0.010465,-0.104942,-1.554105,2524.916748,-1764.976807,993.738403
73,0,0.065831,0.035834,1.608426,2311.330811,-3156.002197,1100.721313,0.027209,-0.103949,-1.555935,2526.095215,-1765.241333,993.290161
74,0,0.070686,0.034341,1.605976,2309.525879,-3155.376221,1100.328003,0.027743,-0.103699,-1.556598,2527.100586,-1765.946289,993.610352
75,0,0.063739,0.033307,1.612128,2308.199951,-3154.531494,1100.098145,0.029016,-0.104634,-1.556713,2528.051758,-1766.449829,993.591614
76,0,0.073551,0.041354,1.615315,2305.677979,-3153.632568,1099.379272,0.025579,-0.106017,-1.554855,2528.926514,-1766.820923,993.428284
77,0,0.061600,0.042040,1.606021,2304.077881,-3153.185059,1099.301636,0.034720,-0.105612,-1.557860,2529.829834,-1767.608154,993.708740
78,0,0.071950,0.042631,1.613865,2302.263428,-3152.251953,1098.736816,0.033851,-0.107805,-1.558282,2530.701660,-1768.351318,993.937439
79,0,0.050139,0.041382,1.607203,2300.512451,-3151.575928,1098.718384,0.014433,-0.111162,-1.554716,2531.142578,-1768.669556,993.809204
80,0,0.060485,0.042154,1.605139,2298.416992,-3150.590332,1098.007812,0.024067,-0.114391,-1.556134,2531.851074,-1769.482422,994.003113
81,0,0.061232,0.038475,1.603963,2296.655029,-3149.635742,1097.489014,0.019017,-0.118018,-1.553704,2532.501465,-1769.891846,993.683167
82,0,0.056068,0.035566,1.603041,2295.039795,-3148.895752,1097.198486,0.021108,-0.119949,-1.553615,2533.176758,-1770.579224,993.625244
83,0,0.053867,0.037912,1.605479,2293.035156,-3148.030273,1096.871948,0.023233,-0.119777,-1.554676,2533.972412,-1771.341553,993.487793
84,0,0.054663,0.040202,1.604168,2291.368408,-3147.182373,1096.352783,0.020851,-0.120184,-1.552236,2534.546387,-1771.835571,993.322937
85,0,0.051221,0.044191,1.599973,2289.302002,-3146.086670,1095.753296,0.020471,-0.123775,-1.553286,2535.511230,-1772.524170,993.070801
86,0,0.051042,0.044373,1.600450,2287.697266,-3145.098145,1095.372559,0.032873,-0.118484,-1.555522,2536.462402,-1773.487183,993.294495
87,0,0.050983,0.038360,1.601080,2286.247803,-3144.195312,1094.984863,0.020077,-0.117331,-1.551602,2537.389160,-1774.135498,992.988831
88,0,0.044747,0.039370,1.592924,2284.481934,-3143.435303,1094.663330,0.018502,-0.114837,-1.551969,2538.387207,-1775.006714,992.919312
89,0,0.035945,0.046881,1.588563,2282.833740,-3142.185059,1094.148071,0.024430,-0.114726,-1.553928,2539.203613,-1775.813477,992.909119
90,0,0.047212,0.046215,1.596094,2280.892334,-3140.875488,1093.346191,0.029887,-0.114981,-1.554986,2540.077881,-1776.492798,992.703003
91,0,0.048195,0.045845,1.593335,2279.091797,-3139.787354,1092.769287,0.051791,-0.116331,-1.557422,2541.119873,-1777.586182,992.617981
92,0,0.041966,0.047205,1.585007,2277.553467,-3138.727539,1092.310303,0.039821,-0.118584,-1.553844,2541.807373,-1778.271240,992.379028
93,0,0.043119,0.043241,1.579773,2275.824951,-3137.641602,1091.699585,0.041336,-0.120868,-1.553354,2542.310303,-1779.067261,992.314331
94,0,0.026743,0.045377,1.572042,2274.301025,-3136.298584,1091.203247,0.041423,-0.134093,-1.559465,2543.264648,-1780.080444,992.068970
95,0,0.035418,0.041994,1.574307,2272.029541,-3135.146240,1090.473511,0.040049,-0.137077,-1.559044,2543.933594,-1780.869141,991.878540
