header,t,pose,velocity,acceleration,acc_bias,gyr_bias,jerk,snap,motors,timestamp
"seq: 10931
stamp: 
  secs: 1722274210
  nsecs: 644356251
frame_id: ""world""",1722274210.6443563,"position: 
  x: 0.0477934949664056
  y: 0.6089997762688604
  z: 1.2259963634633133
orientation: 
  x: 0.019473992196421156
  y: 0.06057767063536757
  z: 0.002375671579725219
  w: 0.9979706737338889","linear: 
  x: 0.6224613999895328
  y: 0.21610016717044708
  z: 0.047003012845968466
angular: 
  x: 0.3165058412462566
  y: 0.04173904605590449
  z: 0.03122366076674944","linear: 
  x: 0.6212835125236846
  y: 0.25008606453775073
  z: 0.15680182219441807
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.648415
"seq: 10932
stamp: 
  secs: 1722274210
  nsecs: 654277563
frame_id: ""world""",1722274210.6542776,"position: 
  x: 0.054283446749565985
  y: 0.610942620477217
  z: 1.226892012800199
orientation: 
  x: 0.021390439912398897
  y: 0.06003923252459919
  z: 0.002281624878986524
  w: 0.9979641946613731","linear: 
  x: 0.6366780018103582
  y: 0.21192326914526144
  z: 0.06031773345038659
angular: 
  x: 0.34087503424559046
  y: -0.01256900047364442
  z: 0.022788299748962924","linear: 
  x: 0.6781952496701391
  y: 0.2015939821783602
  z: 0.23941476895255775
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.6574426
"seq: 10933
stamp: 
  secs: 1722274210
  nsecs: 661678076
frame_id: ""world""",1722274210.661678,"position: 
  x: 0.05906402931796068
  y: 0.6115253714414058
  z: 1.2270151733548766
orientation: 
  x: 0.02278579576601739
  y: 0.059870243989840095
  z: 0.002316467158829364
  w: 0.9979433828508553","linear: 
  x: 0.6433035497672227
  y: 0.179914157428143
  z: 0.05069955461433498
angular: 
  x: 0.35388377618479144
  y: -0.02010964849181578
  z: 0.026286471283922443","linear: 
  x: 0.6899966422733694
  y: -0.04854254677377337
  z: 0.15385795024803578
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.6653996
"seq: 10934
stamp: 
  secs: 1722274210
  nsecs: 671994925
frame_id: ""world""",1722274210.671995,"position: 
  x: 0.06705779954208625
  y: 0.6125756100349798
  z: 1.2272217858698022
orientation: 
  x: 0.024853770999809496
  y: 0.059801190562071914
  z: 0.002207918221465907
  w: 0.9978984080414074","linear: 
  x: 0.6973006186313634
  y: 0.15051078105276322
  z: 0.040496667846915385
angular: 
  x: 0.38212967909529266
  y: -0.018109744985634276
  z: 0.014417571495285277","linear: 
  x: 1.0446920989194048
  y: -0.26800768038206557
  z: 0.06410649577587892
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.6774936
"seq: 10935
stamp: 
  secs: 1722274210
  nsecs: 683556795
frame_id: ""world""",1722274210.6835568,"position: 
  x: 0.0753229492661243
  y: 0.614034162451647
  z: 1.2275683412721166
orientation: 
  x: 0.027301394287514415
  y: 0.05957080302482123
  z: 0.0021578665339423873
  w: 0.9978483336203742","linear: 
  x: 0.7137328509097302
  y: 0.13879400854106186
  z: 0.0371220598052839
angular: 
  x: 0.40341192431741346
  y: -0.02962369793449511
  z: 0.016081240171549726","linear: 
  x: 1.0768693262884295
  y: -0.33170307168958657
  z: 0.033687104261489055
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.6895263
"seq: 10936
stamp: 
  secs: 1722274210
  nsecs: 692469835
frame_id: ""world""",1722274210.6924698,"position: 
  x: 0.08142473735249156
  y: 0.6150196336922108
  z: 1.2277783455580826
orientation: 
  x: 0.029248825402852216
  y: 0.05915365642087509
  z: 0.0022104253793986946
  w: 0.9978178516965092","linear: 
  x: 0.7136015960152524
  y: 0.12816921555671038
  z: 0.03349201623050226
angular: 
  x: 0.41553206999307846
  y: -0.05384591537797431
  z: 0.025205694862949893","linear: 
  x: 1.0052717188021383
  y: -0.38813314125126547
  z: 0.004764566028495645
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.6984425
"seq: 10937
stamp: 
  secs: 1722274210
  nsecs: 701978207
frame_id: ""world""",1722274210.7019782,"position: 
  x: 0.08777566014214133
  y: 0.616454564508588
  z: 1.2281137510597666
orientation: 
  x: 0.030912350162065973
  y: 0.058643384030287134
  z: 0.0022929026583953216
  w: 0.9977976361539114","linear: 
  x: 0.7072686909862276
  y: 0.13191043777938802
  z: 0.034234444919837195
angular: 
  x: 0.38294305812336427
  y: -0.08133762449613811
  z: 0.030864249068770645","linear: 
  x: 0.8871256199168794
  y: -0.333567909055791
  z: 0.010260279620858216
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.7056599
"seq: 10938
stamp: 
  secs: 1722274210
  nsecs: 711845636
frame_id: ""world""",1722274210.7118456,"position: 
  x: 0.0944212751171769
  y: 0.6176476445305434
  z: 1.2286671445015358
orientation: 
  x: 0.0321028675626477
  y: 0.0572838208404439
  z: 0.002332778154486098
  w: 0.9978389288408511","linear: 
  x: 0.7028837168086525
  y: 0.12516765930311505
  z: 0.042163434494136336
angular: 
  x: 0.30237013340895147
  y: -0.19158134951707137
  z: 0.030892373692616302","linear: 
  x: 0.7879603003387684
  y: -0.3600939316096652
  z: 0.07000707152978497
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.718859
"seq: 10939
stamp: 
  secs: 1722274210
  nsecs: 723142862
frame_id: ""world""",1722274210.7231429,"position: 
  x: 0.10224161868746515
  y: 0.6189267718130063
  z: 1.2293391176433006
orientation: 
  x: 0.03311445032533921
  y: 0.05541969830917719
  z: 0.0023829623025919543
  w: 0.9979110239443368","linear: 
  x: 0.7061913155724547
  y: 0.11742838730263706
  z: 0.049224104128279336
angular: 
  x: 0.23748999207555083
  y: -0.26335275420482235
  z: 0.03003023628664706","linear: 
  x: 0.7465223258751493
  y: -0.3872878803853784
  z: 0.11644958139177466
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.7304173
"seq: 10940
stamp: 
  secs: 1722274210
  nsecs: 731592894
frame_id: ""world""",1722274210.731593,"position: 
  x: 0.10802182561469112
  y: 0.6196646276463048
  z: 1.2301454037730808
orientation: 
  x: 0.03211115784334797
  y: 0.052339062693517915
  z: 0.0022970939605233376
  w: 0.9981103242716509","linear: 
  x: 0.705443049813321
  y: 0.10621455954642962
  z: 0.06295494139389056
angular: 
  x: 0.05932902679912737
  y: -0.43805858367027123
  z: 0.014629714242679923","linear: 
  x: 0.6941897191981267
  y: -0.4461826798657466
  z: 0.21098430495075204
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.7376623
"seq: 10941
stamp: 
  secs: 1722274210
  nsecs: 741784573
frame_id: ""world""",1722274210.7417846,"position: 
  x: 0.11523520822661282
  y: 0.6228947856572962
  z: 1.2330651834169077
orientation: 
  x: 0.0307587845089361
  y: 0.04719577180087139
  z: 0.0019457225376410207
  w: 0.9984100712950865","linear: 
  x: 0.7121207290848296
  y: 0.16716010391607294
  z: 0.13608824440207112
angular: 
  x: -0.09629666093163129
  y: -0.7247381451552684
  z: -0.014033715221760727","linear: 
  x: 0.6912596002913064
  y: 0.026761236185946443
  z: 0.7296488685861804
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.7482872
"seq: 10942
stamp: 
  secs: 1722274210
  nsecs: 751630545
frame_id: ""world""",1722274210.7516305,"position: 
  x: 0.12228074557925314
  y: 0.6243072938680428
  z: 1.2345750948207108
orientation: 
  x: 0.029980010664832087
  y: 0.04295237381682764
  z: 0.001835354125331831
  w: 0.9986255174084382","linear: 
  x: 0.7189442583541261
  y: 0.15941673665666556
  z: 0.14786617518488895
angular: 
  x: -0.12729641025520122
  y: -0.7919961006210114
  z: -0.00888367289716259","linear: 
  x: 0.691389937893497
  y: -0.0331928705944487
  z: 0.7640467424079007
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.758248
"seq: 10943
stamp: 
  secs: 1722274210
  nsecs: 769727945
frame_id: ""world""",1722274210.769728,"position: 
  x: 0.1352757352630835
  y: 0.6242873979591463
  z: 1.241134063524155
orientation: 
  x: 0.029099675362120013
  y: 0.035319346795885
  z: 0.0019237719567431245
  w: 0.9989504751173552","linear: 
  x: 0.727526964822379
  y: 0.07066357496032932
  z: 0.2759426368422575
angular: 
  x: -0.10881028016020292
  y: -0.8269894039830892
  z: 0.018264756662551812","linear: 
  x: 0.6629370502999474
  y: -0.6714658047165081
  z: 1.5912746565719704
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.777242
"seq: 10944
stamp: 
  secs: 1722274210
  nsecs: 778817892
frame_id: ""world""",1722274210.778818,"position: 
  x: 0.14182071807471502
  y: 0.6242490089415899
  z: 1.2435745232665965
orientation: 
  x: 0.028945192182152402
  y: 0.030731272351546896
  z: 0.001795519593004022
  w: 0.9991068715901141","linear: 
  x: 0.7305687454347778
  y: 0.04417364718151993
  z: 0.2862366192526756
angular: 
  x: -0.07582872730832663
  y: -0.9097497091564616
  z: 0.010242223890554469","linear: 
  x: 0.6411055464738031
  y: -0.8206020006868043
  z: 1.560764504044825
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.7836816
"seq: 10945
stamp: 
  secs: 1722274210
  nsecs: 788774729
frame_id: ""world""",1722274210.7887747,"position: 
  x: 0.14897056791841368
  y: 0.6245726001589273
  z: 1.2453533496090343
orientation: 
  x: 0.02961248806099677
  y: 0.02602452560779338
  z: 0.0017828034416888185
  w: 0.9992210197096612","linear: 
  x: 0.7318903165569951
  y: 0.0335525548841066
  z: 0.2645290935419316
angular: 
  x: 0.02749640284494913
  y: -0.927583407611578
  z: 0.019988180695310085","linear: 
  x: 0.60364719426376
  y: -0.8387360991399064
  z: 1.2851238257230673
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.7921903
"seq: 10946
stamp: 
  secs: 1722274210
  nsecs: 793855429
frame_id: ""world""",1722274210.7938554,"position: 
  x: 0.15259159049995216
  y: 0.624788860361742
  z: 1.2459544061549075
orientation: 
  x: 0.03021035634901239
  y: 0.024139929862199032
  z: 0.0017549063036393076
  w: 0.999250478338329","linear: 
  x: 0.7313985625683881
  y: 0.031204842312099582
  z: 0.24538568788859666
angular: 
  x: 0.08472319783440313
  y: -0.8762125198098762
  z: 0.01951493274455444","linear: 
  x: 0.5770116199222526
  y: -0.824413113520738
  z: 1.0929729827829262
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.8105404
"seq: 10947
stamp: 
  secs: 1722274210
  nsecs: 811475754
frame_id: ""world""",1722274210.8114758,"position: 
  x: 0.16544709671868413
  y: 0.6254801842439524
  z: 1.2507754328230287
orientation: 
  x: 0.03342190754282945
  y: 0.019036546615288075
  z: 0.0011184010751782783
  w: 0.9992593933349827","linear: 
  x: 0.7378310133338866
  y: 0.024957958256699962
  z: 0.27470942486100713
angular: 
  x: 0.28066525358874767
  y: -0.6701646145299374
  z: -0.02573601342130872","linear: 
  x: 0.5498961327991767
  y: -0.7642998646454455
  z: 1.1660508970600527
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.8187501
"seq: 10948
stamp: 
  secs: 1722274210
  nsecs: 819535971
frame_id: ""world""",1722274210.819536,"position: 
  x: 0.17111950430206052
  y: 0.6258754837168542
  z: 1.251955017420502
orientation: 
  x: 0.03475942824401298
  y: 0.01749231804426813
  z: 0.0010550334605535711
  w: 0.9992420566919632","linear: 
  x: 0.7329225988219996
  y: 0.025789019429047738
  z: 0.24986235784468436
angular: 
  x: 0.3001873684714567
  y: -0.5602484205046527
  z: -0.014340875346153595","linear: 
  x: 0.481261797993563
  y: -0.7129272675274554
  z: 0.9144176130518568
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.8231068
"seq: 10949
stamp: 
  secs: 1722274210
  nsecs: 823370934
frame_id: ""world""",1722274210.823371,"position: 
  x: 0.17375326231159793
  y: 0.6260636127656614
  z: 1.252190995196063
orientation: 
  x: 0.03494054743133213
  y: 0.01681992577555833
  z: 0.0010634638196422247
  w: 0.9992472753462018","linear: 
  x: 0.7286197417410123
  y: 0.026272800433758917
  z: 0.22853977914458948
angular: 
  x: 0.2554822020134736
  y: -0.5148004785871397
  z: -0.007388316644903924","linear: 
  x: 0.43522186665350293
  y: -0.688832085828627
  z: 0.7284950317423492
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.8307445
"seq: 10950
stamp: 
  secs: 1722274210
  nsecs: 831773996
frame_id: ""world""",1722274210.831774,"position: 
  x: 0.17972819657788902
  y: 0.6266150173293106
  z: 1.2520285270601788
orientation: 
  x: 0.034252251140051475
  y: 0.015103574163794
  z: 0.0009819997774794063
  w: 0.9992986045300748","linear: 
  x: 0.7270648241899865
  y: 0.033858946320843825
  z: 0.1572979181611367
angular: 
  x: 0.04743561976707227
  y: -0.4723303478444265
  z: -0.007773644230649829","linear: 
  x: 0.3969306913355736
  y: -0.586040751296736
  z: 0.13786573925486129
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.8502483
"seq: 10951
stamp: 
  secs: 1722274210
  nsecs: 850679874
frame_id: ""world""",1722274210.8506799,"position: 
  x: 0.19319491590459745
  y: 0.6272377527802444
  z: 1.2526412085958871
orientation: 
  x: 0.03305856863325183
  y: 0.012075881513148527
  z: 0.0006928713773653131
  w: 0.999380219963781","linear: 
  x: 0.7233797835689754
  y: 0.02557133016595787
  z: 0.08363470429193633
angular: 
  x: -0.08708299951310712
  y: -0.35530541123183546
  z: -0.018529336224342073","linear: 
  x: 0.3148370392351475
  y: -0.5655565322343271
  z: -0.4217064758588122
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.8565063
"seq: 10952
stamp: 
  secs: 1722274210
  nsecs: 856534004
frame_id: ""world""",1722274210.856534,"position: 
  x: 0.1972656999445381
  y: 0.6273546883272164
  z: 1.2524451330137523
orientation: 
  x: 0.03255995227342648
  y: 0.01124062778298366
  z: 0.0006576470975015348
  w: 0.9994063564413086","linear: 
  x: 0.7198876517386487
  y: 0.02153373295705076
  z: 0.05979425700152227
angular: 
  x: -0.10984868458953749
  y: -0.3362977610393347
  z: -0.01480945171441475","linear: 
  x: 0.2758303172604694
  y: -0.5708699621635772
  z: -0.5779586057650941
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.8606966
"seq: 10953
stamp: 
  secs: 1722274210
  nsecs: 861976147
frame_id: ""world""",1722274210.8619761,"position: 
  x: 0.20094230057097331
  y: 0.6273371999252922
  z: 1.252381870825435
orientation: 
  x: 0.03201026169672434
  y: 0.010173074047113064
  z: 0.0004991404811916764
  w: 0.9994356420347031","linear: 
  x: 0.7128600088335363
  y: 0.013978332919106957
  z: 0.04386477352667905
angular: 
  x: -0.13718750285953157
  y: -0.35625332817280614
  z: -0.026556700739250077","linear: 
  x: 0.21160688355730803
  y: -0.6044908449740505
  z: -0.6733187973322918
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.8665264
"seq: 10954
stamp: 
  secs: 1722274210
  nsecs: 878843307
frame_id: ""world""",1722274210.8788433,"position: 
  x: 0.21307489290613857
  y: 0.6283939137003626
  z: 1.251206334719287
orientation: 
  x: 0.03165150083704888
  y: 0.0051834324907081095
  z: -0.00023658470851889134
  w: 0.9994854969183158","linear: 
  x: 0.7185909920766413
  y: 0.0307711259395404
  z: -0.021534695644094288
angular: 
  x: -0.07435890576453776
  y: -0.5129154020059058
  z: -0.053364495718617774","linear: 
  x: 0.22673551445721044
  y: -0.4105783533106903
  z: -1.0613644909026643
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.886085
"seq: 10955
stamp: 
  secs: 1722274210
  nsecs: 885029078
frame_id: ""world""",1722274210.885029,"position: 
  x: 0.21730848284147236
  y: 0.6284781186946918
  z: 1.2514457943072033
orientation: 
  x: 0.03171726445869781
  y: 0.003123719158987183
  z: -0.0003103403104303088
  w: 0.9994919515447659","linear: 
  x: 0.7125274667059662
  y: 0.024830862624653862
  z: -0.014503430733306746
angular: 
  x: -0.04607887740213646
  y: -0.5584545512806609
  z: -0.03817539003166982","linear: 
  x: 0.17066789128957896
  y: -0.43611512887971166
  z: -0.9592583807904335
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.8889024
"seq: 10956
stamp: 
  secs: 1722274210
  nsecs: 891650200
frame_id: ""world""",1722274210.8916502,"position: 
  x: 0.22185947750005025
  y: 0.6284907281786816
  z: 1.2517875951789477
orientation: 
  x: 0.0317220750870238
  y: 0.0010438328973934796
  z: -0.00036417939894136243
  w: 0.9994961169201314","linear: 
  x: 0.7080353127492437
  y: 0.01725240268565444
  z: -0.0057222313016994306
angular: 
  x: -0.031218661383110666
  y: -0.5804004817689443
  z: -0.024980309242616083","linear: 
  x: 0.12899764093146726
  y: -0.4708829491860228
  z: -0.8470991648919465
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.8956711
"seq: 10957
stamp: 
  secs: 1722274210
  nsecs: 911885262
frame_id: ""world""",1722274210.9118853,"position: 
  x: 0.23611344760476694
  y: 0.6285140014698692
  z: 1.2532208013663768
orientation: 
  x: 0.03256924175182819
  y: -0.0059298103129060056
  z: -0.0005565703503303868
  w: 0.9994517357385545","linear: 
  x: 0.7080772502909735
  y: 0.001419675432748918
  z: 0.02571269298627973
angular: 
  x: 0.05588309060178299
  y: -0.6684529875184877
  z: -0.009095579130896507","linear: 
  x: 0.11132849209702902
  y: -0.515129271674253
  z: -0.5035281450133974
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.9192166
"seq: 10958
stamp: 
  secs: 1722274210
  nsecs: 918362141
frame_id: ""world""",1722274210.9183621,"position: 
  x: 0.24044659474811833
  y: 0.6282916750138583
  z: 1.2541332728768735
orientation: 
  x: 0.03289534332245851
  y: -0.008730507375970363
  z: -0.0007968335326593439
  w: 0.9994203518464977","linear: 
  x: 0.700018740525778
  y: -0.009506475507486518
  z: 0.04846477597800434
angular: 
  x: 0.07068298117503406
  y: -0.7337668658666054
  z: -0.021428949424073373","linear: 
  x: 0.045400502219581765
  y: -0.5721223806247749
  z: -0.30818722664102605
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.9233713
"seq: 10959
stamp: 
  secs: 1722274210
  nsecs: 923910618
frame_id: ""world""",1722274210.9239106,"position: 
  x: 0.24416871413238164
  y: 0.6281040601848105
  z: 1.2547766954311814
orientation: 
  x: 0.03300389018438369
  y: -0.010913414044889935
  z: -0.0009497071892895529
  w: 0.9993951864416981","linear: 
  x: 0.6946889464245263
  y: -0.01700784122908803
  z: 0.05977258850495059
angular: 
  x: 0.06115116186838993
  y: -0.7503271962122808
  z: -0.023965058381483786","linear: 
  x: 0.0034854175970699536
  y: -0.604615146882531
  z: -0.2104317637349129
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.9275758
"seq: 10960
stamp: 
  secs: 1722274210
  nsecs: 931840658
frame_id: ""world""",1722274210.9318407,"position: 
  x: 0.24996508419198488
  y: 0.6278264617426338
  z: 1.255128536795881
orientation: 
  x: 0.03276508458382504
  y: -0.013746966317164903
  z: -0.0012194249628392456
  w: 0.9993677917323781","linear: 
  x: 0.7067501008346508
  y: -0.025971089519249747
  z: 0.051976053844712544
angular: 
  x: 0.004713044044746091
  y: -0.7302059360058244
  z: -0.0339437210250547","linear: 
  x: 0.09843770589574696
  y: -0.635760472415339
  z: -0.2610101698685314
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.936375
"seq: 10961
stamp: 
  secs: 1722274210
  nsecs: 941544771
frame_id: ""world""",1722274210.9415448,"position: 
  x: 0.25699960883428535
  y: 0.6274898185941575
  z: 1.2554544273223336
orientation: 
  x: 0.032706553927183905
  y: -0.017124688668110823
  z: -0.0014942397165415744
  w: 0.9993171636752258","linear: 
  x: 0.7136115798180833
  y: -0.03402368118380906
  z: 0.04371966132797964
angular: 
  x: -0.0033900459230320878
  y: -0.7144089541760943
  z: -0.03382391753550705","linear: 
  x: 0.14278663768672287
  y: -0.6499003730422556
  z: -0.3039871760559754
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.9466107
"seq: 10962
stamp: 
  secs: 1722274210
  nsecs: 955964565
frame_id: ""world""",1722274210.9559646,"position: 
  x: 0.2669828230340147
  y: 0.626764969329902
  z: 1.2563491001935494
orientation: 
  x: 0.03275111868930097
  y: -0.022493967273125585
  z: -0.0018156069873162847
  w: 0.9992087315632217","linear: 
  x: 0.7059086822927794
  y: -0.04826418207280687
  z: 0.04842644819668752
angular: 
  x: 0.0014512127031626146
  y: -0.7339655010875344
  z: -0.026741891335923668","linear: 
  x: 0.072223706398103
  y: -0.6846819089397109
  z: -0.2380258482596451
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722274210.9599485
