Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,-0.032752,0.066038,-1.594984,271.507904,-1699.265503,1043.884644,0.042700,-0.105116,1.611787,751.720642,-2713.350830,1085.211060
2,0,-0.032905,0.065362,-1.594828,272.013184,-1698.507935,1043.896973,0.042290,-0.099544,1.613752,751.491333,-2717.924072,1082.683472
3,0,-0.033286,0.063965,-1.594801,272.571686,-1697.767090,1043.900269,0.040924,-0.101299,1.610780,751.680115,-2722.408936,1080.136108
4,0,-0.033365,0.063504,-1.594676,273.109314,-1697.082520,1043.909180,0.039872,-0.097788,1.610733,751.455994,-2726.919678,1077.795776
5,0,-0.033972,0.062994,-1.594656,273.636536,-1696.398682,1043.956421,0.038449,-0.092718,1.611854,751.690247,-2731.645264,1075.183838
6,0,-0.043222,0.052870,-1.597751,273.537628,-1695.890869,1044.440552,0.037443,-0.080080,1.614617,751.061462,-2736.875488,1072.549805
7,0,-0.043413,0.052843,-1.597930,274.417419,-1695.316040,1044.490234,0.033244,-0.079744,1.611422,751.349915,-2741.456055,1070.341675
8,0,-0.046456,0.055112,-1.596411,274.841278,-1694.848511,1044.731079,0.029999,-0.079052,1.611119,751.514160,-2746.012939,1067.884277
9,0,-0.046046,0.055661,-1.596360,275.403809,-1694.337769,1044.763306,0.026449,-0.069471,1.612755,751.140259,-2751.161133,1065.221680
10,0,-0.044292,0.056713,-1.595812,275.971039,-1693.877563,1044.766602,0.022057,-0.070241,1.611475,751.589600,-2755.944580,1062.593140
11,0,-0.042608,0.057905,-1.595268,276.553162,-1693.441284,1044.756592,0.018751,-0.062401,1.609154,751.160889,-2761.333008,1060.078003
12,0,-0.041503,0.058984,-1.595625,277.165680,-1693.006226,1044.726685,0.013069,-0.053321,1.608479,750.623901,-2766.466797,1058.073608
13,0,-0.040156,0.059908,-1.595729,277.772491,-1692.594360,1044.696655,0.010670,-0.051576,1.610900,750.830078,-2771.277100,1054.643677
14,0,-0.034939,0.061858,-1.594251,278.473389,-1692.237183,1044.499390,0.003692,-0.047391,1.609875,750.882446,-2776.709961,1052.182251
15,0,-0.038358,0.061808,-1.596249,278.696594,-1691.715088,1044.536377,0.000076,-0.046981,1.608477,750.588440,-2781.697021,1049.529541
16,0,-0.039282,0.060986,-1.596119,279.627441,-1691.332275,1044.481201,-0.005614,-0.042488,1.605782,750.924988,-2786.916504,1047.033081
17,0,-0.038815,0.060939,-1.596270,279.924377,-1690.868896,1044.345703,-0.010767,-0.040652,1.604956,750.992615,-2792.489258,1044.538208
18,0,-0.040101,0.060852,-1.596171,280.855072,-1690.524292,1044.263062,-0.015345,-0.035345,1.605004,750.881592,-2797.542480,1041.810425
19,0,-0.036225,0.062244,-1.594615,281.568970,-1690.182983,1044.006104,-0.025676,-0.021399,1.600919,750.044434,-2803.656738,1040.376343
20,0,-0.040833,0.060858,-1.596563,281.825592,-1689.706177,1044.005737,-0.027427,-0.016824,1.601353,750.066467,-2808.881348,1037.558228
21,0,-0.041775,0.060224,-1.595921,282.774139,-1689.441162,1043.945679,-0.032205,-0.012310,1.599234,750.268433,-2814.346191,1034.870972
22,0,-0.041209,0.060108,-1.595367,283.401154,-1689.135254,1043.846924,-0.037559,-0.005115,1.598834,750.038086,-2819.868896,1032.254395
23,0,-0.041288,0.060242,-1.595488,284.075989,-1688.867798,1043.754150,-0.038140,-0.010939,1.597781,750.711548,-2824.700684,1028.992920
24,0,-0.041331,0.060455,-1.595677,284.747345,-1688.647827,1043.657959,-0.047338,0.002441,1.599925,749.948730,-2830.552490,1027.112915
25,0,-0.040905,0.060842,-1.595977,285.417664,-1688.443604,1043.563110,-0.049145,0.004359,1.598663,750.025696,-2836.051514,1024.449585
26,0,-0.040428,0.061277,-1.596285,286.091003,-1688.248535,1043.486694,-0.050448,0.004084,1.597691,750.190796,-2841.466553,1021.764771
27,0,-0.039510,0.062024,-1.596689,286.456909,-1688.026245,1043.368530,-0.056657,-0.003733,1.598302,750.370544,-2846.586670,1019.540894
28,0,-0.042290,0.063192,-1.597008,287.558044,-1687.963989,1043.191650,-0.064173,-0.001565,1.594645,750.158569,-2852.415283,1017.568726
29,0,-0.041397,0.062973,-1.597140,288.224152,-1687.814331,1043.073364,-0.059927,-0.001677,1.598940,750.878174,-2857.223877,1013.488525
30,0,-0.037052,0.060402,-1.595743,288.895691,-1687.689819,1042.952881,-0.054334,0.016876,1.604855,749.312988,-2862.655518,1012.276428
31,0,-0.037722,0.060376,-1.595831,289.590973,-1687.581421,1042.871216,-0.068241,0.012956,1.597435,750.029785,-2868.821533,1009.396912
32,0,-0.039205,0.062507,-1.597123,289.913879,-1687.358398,1042.923950,-0.069683,0.013044,1.600367,749.975342,-2874.098389,1006.996887
33,0,-0.040498,0.062499,-1.596850,290.967133,-1687.325073,1042.890137,-0.072464,0.013759,1.598296,749.853271,-2879.685059,1004.280457
34,0,-0.039485,0.062073,-1.597201,291.337006,-1687.216675,1042.813354,-0.074574,0.011159,1.596867,749.893127,-2885.064209,1002.237305
35,0,-0.040057,0.061694,-1.597025,292.354401,-1687.227417,1042.846436,-0.074635,0.011707,1.597431,750.337341,-2890.314697,999.784973
36,0,-0.038745,0.060523,-1.597465,293.010468,-1687.207031,1042.858887,-0.074317,0.016149,1.596074,750.211853,-2895.292725,997.985718
37,0,-0.037758,0.058746,-1.597832,293.644897,-1687.163818,1042.905151,-0.075837,0.014771,1.598879,750.742432,-2901.263184,995.002930
38,0,-0.036110,0.057240,-1.597918,294.269073,-1687.179932,1042.961792,-0.073364,0.012316,1.600791,750.832886,-2905.855957,992.392212
39,0,-0.030376,0.056624,-1.596687,294.976990,-1687.294556,1042.880981,-0.072181,0.008215,1.600184,750.883423,-2911.067383,989.902405
