Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,-0.007523,0.036684,1.561011,2497.082764,-3258.031982,1059.586914,0.038108,-0.135069,-1.608599,2384.214844,-805.149170,1062.272583
2,0,-0.012935,0.057042,1.556164,2496.426758,-3258.809082,1059.680664,0.031066,-0.125891,-1.602621,2383.456055,-804.689209,1061.507446
3,0,-0.017030,0.041585,1.563576,2496.605713,-3259.281982,1060.153076,0.031491,-0.125731,-1.602281,2382.812744,-804.901550,1061.396240
4,0,-0.006085,0.037657,1.560453,2496.006592,-3260.290039,1060.069580,0.028843,-0.125681,-1.602336,2382.265137,-805.257446,1061.460571
5,0,-0.015419,0.040325,1.565730,2493.709473,-3263.042725,1059.382202,0.027955,-0.125527,-1.603019,2381.536621,-805.544373,1061.295288
6,0,-0.017104,0.037144,1.565560,2493.282959,-3263.849854,1059.539185,0.028181,-0.125326,-1.603464,2380.983643,-805.781006,1061.088257
7,0,0.012530,0.014939,1.561859,2493.410889,-3266.086914,1061.857910,0.031562,-0.125424,-1.604326,2380.301270,-806.044128,1060.835938
8,0,0.009252,0.035912,1.570513,2493.130859,-3267.039795,1062.146484,0.031871,-0.126359,-1.604130,2379.606201,-806.388794,1060.732544
9,0,0.006095,0.041363,1.570273,2492.773193,-3267.700195,1062.264526,0.027243,-0.126423,-1.603972,2378.936279,-806.747314,1060.822144
10,0,0.008993,0.041342,1.568258,2492.516846,-3268.436035,1062.489624,0.026615,-0.126127,-1.604231,2378.203369,-807.101562,1060.799927
11,0,0.009624,0.045482,1.568817,2492.159912,-3269.063232,1062.520874,0.024984,-0.125234,-1.603230,2377.344238,-807.385132,1060.695435
12,0,0.006959,0.048598,1.569649,2491.999268,-3270.003906,1062.806641,0.022211,-0.124268,-1.603135,2376.543945,-807.747925,1060.543579
13,0,0.007498,0.044543,1.570581,2491.524170,-3270.705811,1062.941284,0.028978,-0.124918,-1.604052,2375.668213,-808.205383,1060.472290
14,0,0.006110,0.046066,1.571934,2491.062256,-3271.323730,1062.991943,0.030757,-0.125940,-1.604501,2374.921143,-808.751526,1060.504028
15,0,0.011027,0.041547,1.568813,2490.644043,-3272.084473,1063.125244,0.026072,-0.125911,-1.603905,2374.083252,-809.317810,1060.552002
16,0,0.002670,0.046289,1.570904,2490.211914,-3272.696533,1063.300537,0.024187,-0.128238,-1.603441,2373.316162,-809.717896,1060.294800
17,0,0.007569,0.039325,1.569905,2490.138428,-3273.602295,1063.800049,0.022222,-0.123148,-1.602856,2372.455078,-810.217407,1060.236572
18,0,0.002502,0.039291,1.571546,2489.665039,-3274.164795,1063.968872,0.029229,-0.123273,-1.604861,2371.756348,-810.901733,1060.205933
19,0,0.002832,0.040791,1.571693,2489.108887,-3274.822266,1063.964233,0.023365,-0.122087,-1.604375,2370.963379,-811.509705,1060.220825
20,0,0.007284,0.030868,1.568120,2488.719971,-3275.544922,1064.114868,0.022693,-0.121570,-1.604878,2370.122559,-812.138245,1060.111938
21,0,0.002929,0.029857,1.571934,2488.329834,-3276.134521,1064.297119,0.018047,-0.120352,-1.604909,2369.190918,-812.647522,1059.890503
22,0,-0.000765,0.028186,1.572085,2487.663086,-3276.867676,1064.276123,0.022031,-0.121168,-1.605599,2368.382080,-813.437073,1060.068115
23,0,-0.004497,0.029611,1.571223,2487.314209,-3277.379395,1064.291992,0.024446,-0.120835,-1.605250,2367.387451,-814.000549,1059.887451
24,0,0.000675,0.023795,1.569766,2487.151367,-3278.132080,1064.675781,0.019438,-0.121931,-1.605391,2366.532715,-814.723145,1060.044312
25,0,0.004822,0.026290,1.566356,2486.475342,-3278.799316,1064.517578,0.018070,-0.122570,-1.605749,2365.571289,-815.356140,1060.045654
26,0,0.000938,0.024321,1.568696,2486.034668,-3279.469482,1064.530640,0.017357,-0.124232,-1.606324,2364.553955,-816.036316,1059.991211
27,0,-0.003521,0.021952,1.572299,2485.597168,-3280.121094,1064.632935,0.020612,-0.125691,-1.605828,2363.401611,-816.667114,1059.740601
28,0,-0.001369,0.024106,1.570290,2485.375977,-3280.729980,1064.788452,0.017804,-0.126139,-1.605296,2362.585693,-817.465515,1059.988403
29,0,-0.001831,0.026596,1.571843,2485.134277,-3281.279541,1064.900879,0.017165,-0.125574,-1.605108,2361.668945,-818.274719,1059.919434
30,0,0.003755,0.025175,1.570917,2484.825684,-3281.848145,1064.932861,0.020332,-0.124256,-1.605855,2360.767334,-819.078125,1059.778320
31,0,0.009589,0.022784,1.566753,2484.610107,-3282.669922,1065.180542,0.016663,-0.121556,-1.605184,2359.888428,-819.903870,1059.633301
32,0,0.010426,0.029399,1.567262,2484.301758,-3283.053223,1065.192383,0.009582,-0.117756,-1.604704,2359.072754,-820.860901,1059.689819
33,0,0.006270,0.033259,1.570429,2483.911865,-3283.525391,1065.350220,0.007152,-0.113658,-1.604855,2358.340088,-821.768799,1059.589844
34,0,0.004711,0.040492,1.570696,2483.604004,-3284.003418,1065.456909,0.008593,-0.111866,-1.605571,2357.464355,-822.609375,1059.365723
35,0,0.009045,0.037980,1.570829,2483.292480,-3284.584961,1065.697388,0.002102,-0.109933,-1.604806,2356.635010,-823.544861,1059.364624
36,0,0.008744,0.045691,1.572125,2483.113525,-3285.220703,1065.993652,0.001801,-0.109182,-1.605295,2355.721924,-824.551575,1059.263672
37,0,0.010452,0.042419,1.572510,2482.710938,-3285.602539,1066.087891,0.007172,-0.108960,-1.606685,2354.772705,-825.543579,1059.110840
38,0,0.011581,0.039647,1.571959,2482.537842,-3286.158691,1066.450562,0.002942,-0.107391,-1.605656,2353.827881,-826.360352,1058.789551
