header,t,pose,velocity,acceleration,acc_bias,gyr_bias,jerk,snap,motors,timestamp
"seq: 28774
stamp: 
  secs: 1722284418
  nsecs: 714377403
frame_id: ""world""",1722284418.7143774,"position: 
  x: 0.37557241686367104
  y: -3.0909614366488833
  z: 1.25524982358803
orientation: 
  x: -0.012685754828170328
  y: 0.0274217479674376
  z: -0.009967185507933548
  w: 0.9994937591480503","linear: 
  x: 0.06079102802376335
  y: -0.0847575514572458
  z: 0.0963615868234251
angular: 
  x: 0.025394881270345403
  y: 0.026796340953064886
  z: -0.012513416219870984","linear: 
  x: 0.1633957887473117
  y: 0.21963249303283341
  z: 0.3353299937861418
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.718903
"seq: 28775
stamp: 
  secs: 1722284418
  nsecs: 723862886
frame_id: ""world""",1722284418.723863,"position: 
  x: 0.37619552829847375
  y: -3.091681424045221
  z: 1.2561239144954797
orientation: 
  x: -0.012799115195262918
  y: 0.02764719663302121
  z: -0.010018520610943831
  w: 0.9994855898977841","linear: 
  x: 0.06381069261426958
  y: -0.07991154080090253
  z: 0.09757591876375908
angular: 
  x: -0.001047310488719254
  y: 0.0375196195276029
  z: -0.011351762105855551","linear: 
  x: 0.17469375322541944
  y: 0.24082876675420173
  z: 0.32040993778713234
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.7399404
"seq: 28776
stamp: 
  secs: 1722284418
  nsecs: 741093159
frame_id: ""world""",1722284418.7410932,"position: 
  x: 0.37784857691773016
  y: -3.092821757839019
  z: 1.2572656658667771
orientation: 
  x: -0.012847161350019752
  y: 0.027915114886042945
  z: -0.010082901346180529
  w: 0.9994768791255699","linear: 
  x: 0.08416997687833876
  y: -0.06915904189384493
  z: 0.08379333244343916
angular: 
  x: -0.004509934388090769
  y: 0.03276814712466232
  z: -0.008280372606670874","linear: 
  x: 0.30327492229888287
  y: 0.2897654557328781
  z: 0.17734647941267395
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.7484474
"seq: 28777
stamp: 
  secs: 1722284418
  nsecs: 747521162
frame_id: ""world""",1722284418.7475212,"position: 
  x: 0.3785185176729324
  y: -3.0931901724273376
  z: 1.2577050487460104
orientation: 
  x: -0.012933321503774006
  y: 0.028065800656963503
  z: -0.010113818424318941
  w: 0.9994712355567036","linear: 
  x: 0.0900319904018682
  y: -0.06505815715274064
  z: 0.08165010269436825
angular: 
  x: -0.011480640688061853
  y: 0.03710388815073348
  z: -0.008743097053291524","linear: 
  x: 0.3320421683160838
  y: 0.3062224259109041
  z: 0.1532065355352395
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.753006
"seq: 28778
stamp: 
  secs: 1722284418
  nsecs: 754221916
frame_id: ""world""",1722284418.754222,"position: 
  x: 0.37910391984361275
  y: -3.0935768120057103
  z: 1.2583515450302927
orientation: 
  x: -0.013071845705331112
  y: 0.028282426657096987
  z: -0.010194000346049706
  w: 0.9994625123280948","linear: 
  x: 0.0913680811556033
  y: -0.06151780203066272
  z: 0.08604267874664806
angular: 
  x: -0.02250576601356418
  y: 0.04725720624172683
  z: -0.014477005062976079","linear: 
  x: 0.3253232805103617
  y: 0.31747371515159467
  z: 0.17865044473659583
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.7584784
"seq: 28779
stamp: 
  secs: 1722284418
  nsecs: 763867617
frame_id: ""world""",1722284418.7638676,"position: 
  x: 0.3800613016913584
  y: -3.0942404028485027
  z: 1.258549408770781
orientation: 
  x: -0.013169294005857916
  y: 0.028252457322891635
  z: -0.010360863928056728
  w: 0.9994603648215721","linear: 
  x: 0.09709546483798721
  y: -0.06172111102082841
  z: 0.06312437398265044
angular: 
  x: -0.01946282374812549
  y: 0.016929502310130597
  z: -0.026211853343975838","linear: 
  x: 0.3458171006588095
  y: 0.29220976484557964
  z: -0.012047888200305695
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.7677987
"seq: 28780
stamp: 
  secs: 1722284418
  nsecs: 775638819
frame_id: ""world""",1722284418.7756388,"position: 
  x: 0.3812286292001844
  y: -3.0950132212273833
  z: 1.258831366711796
orientation: 
  x: -0.013169495659208958
  y: 0.028227718872353088
  z: -0.010426974783092686
  w: 0.9994603736358026","linear: 
  x: 0.10105747913934111
  y: -0.060494434924231635
  z: 0.04790320877641791
angular: 
  x: -0.008050010708077034
  y: 0.00552205211743995
  z: -0.01641973434988421","linear: 
  x: 0.34474645990228836
  y: 0.2757513645727731
  z: -0.12370648726669671
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.7813156
"seq: 28781
stamp: 
  secs: 1722284418
  nsecs: 789647579
frame_id: ""world""",1722284418.7896476,"position: 
  x: 0.38249587102022375
  y: -3.0958134123375407
  z: 1.2600250233174382
orientation: 
  x: -0.01339226593155226
  y: 0.028200274693604126
  z: -0.010520052789044502
  w: 0.9994572127958954","linear: 
  x: 0.09962730937567606
  y: -0.05590656820004129
  z: 0.0649125991721296
angular: 
  x: -0.021949427715281643
  y: -0.0006996557351748063
  z: -0.01566158177531568","linear: 
  x: 0.29781022253349326
  y: 0.28125090293365806
  z: 0.017605395910387137
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.7957988
"seq: 28782
stamp: 
  secs: 1722284418
  nsecs: 793844700
frame_id: ""world""",1722284418.7938447,"position: 
  x: 0.382916641945271
  y: -3.09604558171742
  z: 1.2602976243956991
orientation: 
  x: -0.013439245433355404
  y: 0.02819885288925791
  z: -0.010551583086591319
  w: 0.999456289925817","linear: 
  x: 0.10087725481536748
  y: -0.05472612422286557
  z: 0.06498649114314708
angular: 
  x: -0.02194946815145691
  y: -0.0006984190367529393
  z: -0.015661575784761565","linear: 
  x: 0.29781022253349326
  y: 0.28125090293365806
  z: 0.017605395910387137
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.8002279
"seq: 28783
stamp: 
  secs: 1722284418
  nsecs: 807700396
frame_id: ""world""",1722284418.8077004,"position: 
  x: 0.384172950127439
  y: -3.0976530902395423
  z: 1.2619575904575433
orientation: 
  x: -0.013202576435222102
  y: 0.028080655422309166
  z: -0.010687163196588214
  w: 0.9994613315728305","linear: 
  x: 0.0999007566848994
  y: -0.07645061681512749
  z: 0.0880080394625497
angular: 
  x: 0.007651843492856281
  y: -0.011613077604299468
  z: -0.01804832833910437","linear: 
  x: 0.26101593222372554
  y: 0.09809527093286123
  z: 0.18191371608019985
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.812808
"seq: 28784
stamp: 
  secs: 1722284418
  nsecs: 813850880
frame_id: ""world""",1722284418.8138509,"position: 
  x: 0.3847004983834424
  y: -3.0980327894620787
  z: 1.2629056119261504
orientation: 
  x: -0.013146683311186845
  y: 0.027866158486747734
  z: -0.010680798652291643
  w: 0.9994681397969902","linear: 
  x: 0.0982884277274553
  y: -0.07253275437634286
  z: 0.10322166476744128
angular: 
  x: 0.011653845979560389
  y: -0.031575625179235005
  z: -0.00996200594183453","linear: 
  x: 0.2367146968854359
  y: 0.12355702105930548
  z: 0.2882862673558378
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.81862
"seq: 28785
stamp: 
  secs: 1722284418
  nsecs: 832357407
frame_id: ""world""",1722284418.8323574,"position: 
  x: 0.3864561438862663
  y: -3.099047824165009
  z: 1.2651567091377072
orientation: 
  x: -0.012930072009193938
  y: 0.027885531794253866
  z: -0.01064230307966358
  w: 0.9994708358624326","linear: 
  x: 0.09962856644078294
  y: -0.06122760263797507
  z: 0.11703864832007599
angular: 
  x: 0.020112640283539034
  y: -0.007781278234672471
  z: 0.0002992350921618368","linear: 
  x: 0.21497026529149368
  y: 0.1881811633816207
  z: 0.3488272570821666
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.8411217
"seq: 28786
stamp: 
  secs: 1722284418
  nsecs: 841350317
frame_id: ""world""",1722284418.8413503,"position: 
  x: 0.38665459463574237
  y: -3.0995348784722543
  z: 1.2658991116594245
orientation: 
  x: -0.012921123444575197
  y: 0.0279229623638867
  z: -0.010712667717503973
  w: 0.999469154847777","linear: 
  x: 0.07837906121195277
  y: -0.05769857070891276
  z: 0.10953218123977117
angular: 
  x: 0.01323404583702953
  y: -0.0014617401576770151
  z: -0.005805144883517743","linear: 
  x: 0.04332204925589253
  y: 0.20178062345513664
  z: 0.27002166898744157
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.8481386
"seq: 28787
stamp: 
  secs: 1722284418
  nsecs: 848333120
frame_id: ""world""",1722284418.8483331,"position: 
  x: 0.3870370174562994
  y: -3.099877878490747
  z: 1.2666028829947769
orientation: 
  x: -0.012854584638711272
  y: 0.027901201324412102
  z: -0.010743359688810463
  w: 0.9994702911247627","linear: 
  x: 0.07346915068514881
  y: -0.05456261299583783
  z: 0.10929258240869862
angular: 
  x: 0.015229090752556176
  y: -0.0029136589418035357
  z: -0.006627403499149182","linear: 
  x: 0.005194983422760778
  y: 0.21441276841050128
  z: 0.2544772389351032
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.852605
"seq: 28788
stamp: 
  secs: 1722284418
  nsecs: 867878199
frame_id: ""world""",1722284418.8678782,"position: 
  x: 0.3886965791925211
  y: -3.100641585622206
  z: 1.2688209939572015
orientation: 
  x: -0.013207911835578921
  y: 0.028104942365667292
  z: -0.010901638362763817
  w: 0.9994582620402783","linear: 
  x: 0.07999070137143052
  y: -0.04282250658264363
  z: 0.11522881626697369
angular: 
  x: -0.02081301788405353
  y: 0.013723197304725999
  z: -0.013894718236477208","linear: 
  x: 0.05095945193028999
  y: 0.2682278999653713
  z: 0.26133801820026503
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.872049
"seq: 28789
stamp: 
  secs: 1722284418
  nsecs: 875514030
frame_id: ""world""",1722284418.875514,"position: 
  x: 0.3891240849740418
  y: -3.1008734964733446
  z: 1.2695824291002298
orientation: 
  x: -0.013418970803403806
  y: 0.028082200259760378
  z: -0.01107302418803698
  w: 0.9994542057475567","linear: 
  x: 0.07513122746530931
  y: -0.0381129452362242
  z: 0.11327693060872439
angular: 
  x: -0.03150753328755582
  y: 0.006239985717040131
  z: -0.02666792905989565","linear: 
  x: 0.013694258394308179
  y: 0.2875691915893604
  z: 0.23241837881220762
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.8786457
"seq: 28790
stamp: 
  secs: 1722284418
  nsecs: 900875568
frame_id: ""world""",1722284418.9008756,"position: 
  x: 0.39133465481872465
  y: -3.101705050184392
  z: 1.272314665854595
orientation: 
  x: -0.0135871995117857
  y: 0.027829137615423306
  z: -0.011676064296075216
  w: 0.9994521482450087","linear: 
  x: 0.0830265763897502
  y: -0.029838254501600645
  z: 0.11393060982249012
angular: 
  x: -0.016617704037239476
  y: -0.012528505078380974
  z: -0.04152912690894555","linear: 
  x: 0.06487305983629418
  y: 0.2940153914617665
  z: 0.19728072184270865
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.9066494
"seq: 28791
stamp: 
  secs: 1722284418
  nsecs: 909243345
frame_id: ""world""",1722284418.9092433,"position: 
  x: 0.3931008904212229
  y: -3.1015090915381216
  z: 1.27278622143411
orientation: 
  x: -0.0132999497425799
  y: 0.027832863877044516
  z: -0.011407256032829516
  w: 0.9994590124337508","linear: 
  x: 0.11447186929894425
  y: -0.01479567520469011
  z: 0.10145710843414367
angular: 
  x: 0.007321615509529338
  y: -0.0087267244678467
  z: -0.010639531606552377","linear: 
  x: 0.28465617359633305
  y: 0.3835028723602429
  z: 0.09682644684887841
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.9151385
"seq: 28792
stamp: 
  secs: 1722284418
  nsecs: 916241646
frame_id: ""world""",1722284418.9162416,"position: 
  x: 0.3940404345413519
  y: -3.10161865743217
  z: 1.2734859369556462
orientation: 
  x: -0.013344406410739567
  y: 0.027808876834848197
  z: -0.01153080579506405
  w: 0.9994576697911952","linear: 
  x: 0.12053498533409106
  y: -0.012589080128552317
  z: 0.10174198366632015
angular: 
  x: 0.0008727627413869517
  y: -0.007973943309395205
  z: -0.019174422552290297","linear: 
  x: 0.31431990492712164
  y: 0.3800251804688595
  z: 0.09396467491347382
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.9212663
"seq: 28793
stamp: 
  secs: 1722284418
  nsecs: 932579041
frame_id: ""world""",1722284418.932579,"position: 
  x: 0.39598020691824565
  y: -3.1019111105963044
  z: 1.275245431855344
orientation: 
  x: -0.013319193516571813
  y: 0.027799433269096358
  z: -0.011765750667624253
  w: 0.9994555306291585","linear: 
  x: 0.12361091149650116
  y: -0.010183418020370328
  z: 0.10562161188505821
angular: 
  x: 0.0026166941794819277
  y: -0.0025852878996337827
  z: -0.02476616348068681","linear: 
  x: 0.299645385687006
  y: 0.353291472736019
  z: 0.11044639299861773
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.9383054
"seq: 28794
stamp: 
  secs: 1722284418
  nsecs: 938952923
frame_id: ""world""",1722284418.938953,"position: 
  x: 0.3971776301774855
  y: -3.102130774511468
  z: 1.2749366771787838
orientation: 
  x: -0.013437806639294744
  y: 0.027783499978010377
  z: -0.011814062483138254
  w: 0.9994538160462151","linear: 
  x: 0.13863764709869622
  y: -0.013196207755013411
  z: 0.07432742612291268
angular: 
  x: -0.008363521113843775
  y: -0.0033155683591185813
  z: -0.022392067083743517","linear: 
  x: 0.3964656113322186
  y: 0.3144312889400494
  z: -0.12574395215417233
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.9439569
"seq: 28795
stamp: 
  secs: 1722284418
  nsecs: 946446896
frame_id: ""world""",1722284418.946447,"position: 
  x: 0.3982184064307916
  y: -3.102339870795935
  z: 1.2752761777143828
orientation: 
  x: -0.013572305199123974
  y: 0.027857700452204905
  z: -0.011873211427080872
  w: 0.9994492322812124","linear: 
  x: 0.14129678148259153
  y: -0.014831474696649343
  z: 0.0662097321283977
angular: 
  x: -0.018159206158673502
  y: 0.004911121849602479
  z: -0.02028815414499305","linear: 
  x: 0.3941428381533954
  y: 0.28471159649529176
  z: -0.17916852148526322
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.9509244
"seq: 28796
stamp: 
  secs: 1722284418
  nsecs: 958539009
frame_id: ""world""",1722284418.958539,"position: 
  x: 0.3997329047730583
  y: -3.102587718346127
  z: 1.2762143598914024
orientation: 
  x: -0.013719418216435604
  y: 0.028083494981891798
  z: -0.012070344549230989
  w: 0.999438543211071","linear: 
  x: 0.13916390262939887
  y: -0.01407825450371161
  z: 0.06884483943217447
angular: 
  x: -0.02238501297408566
  y: 0.021012990454229954
  z: -0.027206087507683815","linear: 
  x: 0.3439486930174453
  y: 0.2653105479865325
  z: -0.14392506354267748
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.9816055
"seq: 28797
stamp: 
  secs: 1722284418
  nsecs: 985709667
frame_id: ""world""",1722284418.9857097,"position: 
  x: 0.40294790314594586
  y: -3.103382478338075
  z: 1.2792173818834418
orientation: 
  x: -0.013704185368406993
  y: 0.027550284020007264
  z: -0.012681707936032724
  w: 0.9994460222731544","linear: 
  x: 0.12967320082294198
  y: -0.020733681519304693
  z: 0.09715275740144937
angular: 
  x: -0.0009674059074106268
  y: -0.029598574095676043
  z: -0.04271275807087725","linear: 
  x: 0.2124074384752357
  y: 0.16849071801626048
  z: 0.08107244255281426
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284418.99017
"seq: 28798
stamp: 
  secs: 1722284418
  nsecs: 994853020
frame_id: ""world""",1722284418.994853,"position: 
  x: 0.4040159241586521
  y: -3.10356967013742
  z: 1.2802830691892444
orientation: 
  x: -0.013648471041988948
  y: 0.02747497622277431
  z: -0.012843776655215137
  w: 0.9994467881388208","linear: 
  x: 0.12820511006885593
  y: -0.01931871561602252
  z: 0.10258445325011485
angular: 
  x: 0.004905248822663109
  y: -0.023956728679107482
  z: -0.039680528421846425","linear: 
  x: 0.18859173466059045
  y: 0.1676135422898294
  z: 0.11382872528068577
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284419.0137086
"seq: 28799
stamp: 
  secs: 1722284419
  nsecs:  14887571
frame_id: ""world""",1722284419.0148876,"position: 
  x: 0.40669690390700863
  y: -3.103931748620085
  z: 1.2818737977576675
orientation: 
  x: -0.013242354082376204
  y: 0.02707556913274018
  z: -0.013060083772773677
  w: 0.9994603483011938","linear: 
  x: 0.13405471652202897
  y: -0.016201524942197267
  z: 0.0913336226711189
angular: 
  x: 0.02962520823494899
  y: -0.034149928719539334
  z: -0.027097998455807463","linear: 
  x: 0.203168769702624
  y: 0.16591834245307083
  z: 0.01859818589283818
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284419.0227053
"seq: 28800
stamp: 
  secs: 1722284419
  nsecs:  23789644
frame_id: ""world""",1722284419.0237896,"position: 
  x: 0.4078411767451157
  y: -3.103932151745484
  z: 1.2826445695954802
orientation: 
  x: -0.013171072979119302
  y: 0.026847969108789886
  z: -0.013099231558687795
  w: 0.9994669176735588","linear: 
  x: 0.13417955241484128
  y: -0.010680226214296033
  z: 0.09023142508951987
angular: 
  x: 0.02471755043219856
  y: -0.040587156217458696
  z: -0.0201213753796866","linear: 
  x: 0.1910903277114981
  y: 0.19492950071798124
  z: 0.009504064912963316
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284419.0392532
"seq: 28801
stamp: 
  secs: 1722284419
  nsecs:  40692806
frame_id: ""world""",1722284419.0406928,"position: 
  x: 0.40954784380030695
  y: -3.1034621860279596
  z: 1.2842330121411687
orientation: 
  x: -0.013657395290787348
  y: 0.026762872763753623
  z: -0.013304550065946146
  w: 0.999459960750227","linear: 
  x: 0.11986476773825196
  y: 0.011171552572739357
  z: 0.09223654177947643
angular: 
  x: -0.028939982335923466
  y: -0.020739430952295017
  z: -0.023979153334853218","linear: 
  x: 0.06493301144203156
  y: 0.3283639553947709
  z: 0.02276685050017228
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284419.0515494
"seq: 28802
stamp: 
  secs: 1722284419
  nsecs:  52417994
frame_id: ""world""",1722284419.052418,"position: 
  x: 0.41091074486624585
  y: -3.1032515099570808
  z: 1.2853334223991106
orientation: 
  x: -0.014046352386305574
  y: 0.026530762883479095
  z: -0.013528985186003364
  w: 0.9994577455627114","linear: 
  x: 0.11921377427389834
  y: 0.016738031097409248
  z: 0.09302499735779918
angular: 
  x: -0.04841794332291564
  y: -0.03114973197854819
  z: -0.033001978196649","linear: 
  x: 0.054742428862430983
  y: 0.34074804036709466
  z: 0.026529734172837126
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284419.0713584
"seq: 28803
stamp: 
  secs: 1722284419
  nsecs:  73746204
frame_id: ""world""",1722284419.0737462,"position: 
  x: 0.4145730942635392
  y: -3.1030882313912485
  z: 1.287545586384177
orientation: 
  x: -0.015398312290447169
  y: 0.026166149166537568
  z: -0.013677202756192929
  w: 0.9994454255941974","linear: 
  x: 0.15127197620615085
  y: 0.016439280494524224
  z: 0.09978616394502698
angular: 
  x: -0.10600963826376493
  y: -0.03446333459521401
  z: -0.021668342130162308","linear: 
  x: 0.2721224128297465
  y: 0.28750339285981186
  z: 0.07012681134471724
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284419.0796652
"seq: 28804
stamp: 
  secs: 1722284419
  nsecs:  80866814
frame_id: ""world""",1722284419.0808668,"position: 
  x: 0.41580361437898095
  y: -3.103064547208818
  z: 1.2883011862497633
orientation: 
  x: -0.01592675626894089
  y: 0.025931578913076413
  z: -0.013829951498006551
  w: 0.9994411558923255","linear: 
  x: 0.15778158481874316
  y: 0.015344458697574531
  z: 0.10163654828558738
angular: 
  x: -0.12038484081748992
  y: -0.04610093929633989
  z: -0.030965851201942052","linear: 
  x: 0.3055022428959157
  y: 0.26456338657700657
  z: 0.0799907923347532
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284419.0863907
"seq: 28805
stamp: 
  secs: 1722284419
  nsecs:  90933800
frame_id: ""world""",1722284419.0909338,"position: 
  x: 0.4174099307517587
  y: -3.1029412456185033
  z: 1.289325166615892
orientation: 
  x: -0.01645947227158232
  y: 0.025559693861765296
  z: -0.014013968608534015
  w: 0.9994395411960011","linear: 
  x: 0.16092927074035843
  y: 0.01669466788194102
  z: 0.10234617443052034
angular: 
  x: -0.11315677122071471
  y: -0.05858598695355403
  z: -0.035099856371082296","linear: 
  x: 0.30601963418943723
  y: 0.25515314804795386
  z: 0.07930541907377574
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722284419.0956688
