timestamp,data,cov
1722284426.001024,"[-0.127355694770813, -2.4074056148529053, 1.250725269317627, 0.007814902812242508, 0.015144848264753819, -0.010285717435181141, 0.9998018741607666, -0.29494822976010404, 0.0830180023231143, 0.10148003589339537, 0.011314642117171477, -0.19371485564277208, 0.007733418782185191]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0010374,"[-0.1288042515516281, -2.4069700241088867, 1.25128972530365, 0.007839028723537922, 0.014687828719615936, -0.010266384109854698, 0.999808669090271, -0.2936111212472948, 0.08228261033215106, 0.10342831567308962, 0.029951176258156895, -0.17131048097751894, 0.014084622297776838]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0010455,"[-0.1309584379196167, -2.40614652633667, 1.2551532983779907, 0.00821845792233944, 0.014513521455228329, -0.0102598387748003, 0.9998082518577576, -0.2965376628786692, 0.08470566186628091, 0.11625314383742945, 0.09487327731614464, -0.15113943596041826, 0.01737472975095786]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0012422,"[-0.13241532444953918, -2.4057042598724365, 1.255778193473816, 0.00850559864193201, 0.014130664989352226, -0.010239491239190102, 0.9998115301132202, -0.2958041323646076, 0.08409503609852031, 0.11562264358912448, 0.1206079663016068, -0.15749008170503137, 0.004558350057711637]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0058727,"[-0.13386918604373932, -2.4052650928497314, 1.2564059495925903, 0.008798375725746155, 0.013746731914579868, -0.010253604501485825, 0.9998142123222351, -0.29510973985666167, 0.08346865966776285, 0.11549791398858127, 0.11930258123581189, -0.13757776534614966, -0.010295777803350975]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0487232,"[-0.13532447814941406, -2.4048283100128174, 1.2570382356643677, 0.00913491565734148, 0.013478330336511135, -0.010284429416060448, 0.9998145699501038, -0.2947714484096182, 0.08284807870640583, 0.11593240348753305, 0.1637658853672644, -0.06760185122789157, -0.0008528457096310231]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.048751,"[-0.13679957389831543, -2.404385805130005, 1.2575205564498901, 0.00961990375071764, 0.013438581489026546, -0.01025746576488018, 0.9998108148574829, -0.29676692656937614, 0.08312882637306136, 0.09857920858786418, 0.21916956446448077, 0.04782715035803345, 0.027904797322343106]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0487657,"[-0.13825765252113342, -2.4039506912231445, 1.2580370903015137, 0.010193824768066406, 0.013692465610802174, -0.01017544325441122, 0.9998025298118591, -0.2966716616827323, 0.08287110548203068, 0.09175832066546093, 0.22561484591353856, 0.1497777969930349, 0.03541971513345495]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0487857,"[-0.13972333073616028, -2.4035165309906006, 1.258531928062439, 0.010731488466262817, 0.014133858494460583, -0.010106034576892853, 0.9997914433479309, -0.2970513456105796, 0.082586803405845, 0.08552455314318815, 0.19790373917272286, 0.20163138099694086, 0.020501181562931563]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.048799,"[-0.14013920724391937, -2.402614116668701, 1.259817123413086, 0.011085142381489277, 0.014634532853960991, -0.010117878206074238, 0.9997802376747131, -0.29867989450934707, 0.08205778849363322, 0.07871254808310492, 0.18188263950874198, 0.21639187013685857, -0.003976219243355919]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0488605,"[-0.14162017405033112, -2.4021873474121094, 1.2602530717849731, 0.011581208556890488, 0.015202397480607033, -0.010132452473044395, 0.9997661113739014, -0.2999762087692444, 0.08084635881433752, 0.07163222678297042, 0.2210709227741619, 0.24803306474546477, 0.0012074221991396363]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0488741,"[-0.14310792088508606, -2.4017655849456787, 1.2606528997421265, 0.012188630178570747, 0.01590818166732788, -0.010121114552021027, 0.9997479319572449, -0.30126260416584766, 0.07965391599020115, 0.06445702459165635, 0.2458076402805964, 0.33062052048925655, 0.00037503470511719846]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0488882,"[-0.14461521804332733, -2.4013800621032715, 1.2610455751419067, 0.01279840525239706, 0.01682242751121521, -0.01013385970145464, 0.9997252821922302, -0.304086275843969, 0.07502230516637717, 0.060396966377164914, 0.23292182810323037, 0.3923693196351011, -0.008278269090945011]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0930803,"[-0.14612340927124023, -2.4009876251220703, 1.2613955736160278, 0.013387062586843967, 0.01784583553671837, -0.010141282342374325, 0.9996997117996216, -0.30586288863320155, 0.0727194713476044, 0.05415616076146907, 0.23494651432384, 0.4345009418102783, 0.002348090415011346]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0931642,"[-0.14764176309108734, -2.400606155395508, 1.2617212533950806, 0.013974719680845737, 0.01898190565407276, -0.01011733990162611, 0.9996710419654846, -0.3076629394479005, 0.07042039891850532, 0.048120756070456044, 0.2150058849237489, 0.4748617431316371, 0.009857432257425604]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0931888,"[-0.1491459459066391, -2.400205612182617, 1.2620322704315186, 0.014492318034172058, 0.020214946940541267, -0.010081375017762184, 0.9996397495269775, -0.3062985473428772, 0.07256660776204787, 0.04368729702193671, 0.19670143001441814, 0.5192448258120104, 0.014041200091072384]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.093208,"[-0.15064658224582672, -2.4003429412841797, 1.259630799293518, 0.01490895077586174, 0.021015239879488945, -0.010032972320914268, 0.9996176958084106, -0.30290117359797547, 0.07010057009166151, 0.014224456788524322, 0.19581922800134097, 0.500545240577289, 0.010904108974033981]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.093228,"[-0.15215179324150085, -2.399965763092041, 1.2597612142562866, 0.01541089080274105, 0.022177277132868767, -0.010007991455495358, 0.9995852112770081, -0.3030357387873367, 0.06959076708369978, 0.007352935796439286, 0.1989246503213644, 0.4345585464647341, 0.005516735721845004]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.09328,"[-0.15362852811813354, -2.3996500968933105, 1.2600367069244385, 0.01592974364757538, 0.023187357932329178, -0.00999449472874403, 0.9995542764663696, -0.30043161071064745, 0.06291915650584601, 0.020968299172916854, 0.20641463108731345, 0.3784238408360501, 0.0002613838846025906]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0932932,"[-0.15511807799339294, -2.3993163108825684, 1.260221004486084, 0.016450760886073112, 0.024085409939289093, -0.009997551329433918, 0.9995245933532715, -0.29974860579604484, 0.060371797938766764, 0.02080933948779814, 0.20007072997446598, 0.3508027240198911, -0.00296860950867095]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0933053,"[-0.15659990906715393, -2.398995876312256, 1.2604117393493652, 0.016927167773246765, 0.02491902746260166, -0.009986759163439274, 0.999496340751648, -0.2987704174477445, 0.05783178803820234, 0.021061796855868377, 0.1693202073725138, 0.3107775102290854, 0.013973747152197465]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.0934358,"[-0.15805009007453918, -2.398667812347412, 1.2606096267700195, 0.017299866303801537, 0.02563689649105072, -0.009943854063749313, 0.9994721412658691, -0.2944108812951425, 0.058320026475214566, 0.022399373158535137, 0.12045943047572008, 0.2745243777878887, 0.007809154718909928]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.1384704,"[-0.1590263545513153, -2.3981897830963135, 1.2585504055023193, 0.017587149515748024, 0.026036793366074562, -0.009949692524969578, 0.9994567632675171, -0.29011491554427504, 0.05822581706442432, 0.011958123929234706, 0.08006635883599073, 0.20074143481500245, 0.012831057393577792]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.138492,"[-0.16045188903808594, -2.397878885269165, 1.2587008476257324, 0.017771529033780098, 0.026421958580613136, -0.009904474951326847, 0.9994438290596008, -0.287531649166977, 0.056928383724468457, 0.012614185172124391, 0.07048018563343361, 0.119902866397422, 0.012007773678289892]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.138516,"[-0.16186892986297607, -2.397573709487915, 1.2588586807250977, 0.017932653427124023, 0.026640618219971657, -0.00988676119595766, 0.9994353652000427, -0.2851459704208715, 0.05562283228943126, 0.013463139311515578, 0.049447613933052324, 0.054386629420871475, 0.006521279565424064]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.138535,"[-0.16327960789203644, -2.3973402976989746, 1.2591042518615723, 0.018015405163168907, 0.026701167225837708, -0.009876065887510777, 0.9994323253631592, -0.2836361307682482, 0.048157816606552675, 0.023131200432408988, 0.01958125753907009, 0.0002615023220136817, -0.001841533060370322]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.1390069,"[-0.16468095779418945, -2.397085428237915, 1.2593119144439697, 0.01803281344473362, 0.026640763506293297, -0.009894832037389278, 0.9994334578514099, -0.28183469642010095, 0.04504078040561704, 0.026364937839342115, -0.005828945355777183, -0.051528798357990624, -0.008324904707753343]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.1390429,"[-0.1660725325345993, -2.3968465328216553, 1.2595345973968506, 0.017971934750676155, 0.026458648964762688, -0.009913175366818905, 0.9994391798973083, -0.27993313422051236, 0.04192165495430408, 0.029806065598833635, -0.044008531140976796, -0.08768340765182565, -0.005085184628472513]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.139059,"[-0.1674545556306839, -2.3966119289398193, 1.259768009185791, 0.01782839559018612, 0.026202334091067314, -0.00993538461625576, 0.999448299407959, -0.2780645858653, 0.04047766436350437, 0.032391845202855665, -0.06008733160568428, -0.1235305387645191, -0.015645393705883148]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.1390727,"[-0.1692008376121521, -2.396332025527954, 1.2612159252166748, 0.01777767762541771, 0.02625073492527008, -0.01001061126589775, 0.9994471669197083, -0.28044182318267674, 0.0379563784991585, 0.03882130116981263, -0.07691800768036249, -0.16491195123967825, -0.007347040259779668]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.1390872,"[-0.17059311270713806, -2.396125078201294, 1.261493444442749, 0.017571236938238144, 0.02581440657377243, -0.010033137165009975, 0.9994619488716125, -0.27914528160482255, 0.03550099609901573, 0.04119898069540324, -0.07502631718094188, -0.17981905685097144, -0.01979098412544514]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.180834,"[-0.17201626300811768, -2.3959078788757324, 1.2617828845977783, 0.017393041402101517, 0.025361983105540276, -0.010092242620885372, 0.9994760751724243, -0.28186873315181527, 0.03538476592657656, 0.04354876998162555, -0.0694896138638472, -0.18710195282469275, -0.007452018329280244]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.1809146,"[-0.17340730130672455, -2.395714282989502, 1.262087106704712, 0.017237631604075432, 0.024883465841412544, -0.010084878653287888, 0.9994908571243286, -0.28097517131013616, 0.033673084099777956, 0.04665065265329281, -0.040030187658630145, -0.19458464845913265, 0.0056771748144289185]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.1809318,"[-0.17479269206523895, -2.395531177520752, 1.2624082565307617, 0.017146237194538116, 0.024405071511864662, -0.010080017149448395, 0.9995043277740479, -0.2801602663694428, 0.031954469608202425, 0.050224751278280515, -0.05019373883439246, -0.18506938914740584, 0.00966508566618855]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.1809566,"[-0.17615355551242828, -2.3953497409820557, 1.2627490758895874, 0.016984200105071068, 0.02394813857972622, -0.010074470192193985, 0.9995181560516357, -0.2767362815548006, 0.03130478477206913, 0.054339477289624946, -0.06130254236222348, -0.18705901306428965, -0.014473840301379404]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.1809707,"[-0.17751894891262054, -2.3951778411865234, 1.2630996704101562, 0.016852274537086487, 0.02346743829548359, -0.010132706724107265, 0.9995311498641968, -0.2756285650443099, 0.02997860313779952, 0.05755802392494669, -0.04195078047528691, -0.19670576692541714, -0.009603395459248817]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.181008,"[-0.17866496741771698, -2.394562005996704, 1.2658509016036987, 0.016922179609537125, 0.02338823676109314, -0.010119300335645676, 0.9995320439338684, -0.26870884348951335, 0.03200297542793809, 0.06902088151751812, -0.022925842751056306, -0.18193490901476547, -0.008156446249800327]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.1810231,"[-0.18004253506660461, -2.394409418106079, 1.2662099599838257, 0.01687520556151867, 0.022988349199295044, -0.010155558586120605, 0.9995417594909668, -0.27315910362407364, 0.028160677882712048, 0.06382687911928486, -0.012309589167084859, -0.13216415451046826, -0.008414484459255503]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.1810358,"[-0.18138763308525085, -2.3942575454711914, 1.2665903568267822, 0.01683775521814823, 0.02269687131047249, -0.010173692367970943, 0.9995488524436951, -0.2730805582450016, 0.0260157848469246, 0.06283383323359386, -0.01864461292421855, -0.11493205369252656, -0.00822843429235741]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.181574,"[-0.1827370524406433, -2.3941166400909424, 1.2669652700424194, 0.016777614131569862, 0.022421864792704582, -0.010217185132205486, 0.9995556473731995, -0.2732597168859724, 0.023849991461273864, 0.061822418840742015, -0.02299076961730606, -0.09410844393944007, -0.024222030113994424]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.186262,"[-0.18408769369125366, -2.3939905166625977, 1.26731276512146, 0.016728611662983894, 0.022227518260478973, -0.010289901867508888, 0.9995599985122681, -0.2730905276005747, 0.020973713260632177, 0.05742882483881767, -0.011298816162093137, -0.07052636818676557, -0.02852407092447006]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284426.2287292,"[-0.18543829023838043, -2.393874168395996, 1.2676575183868408, 0.016721896827220917, 0.022094106301665306, -0.010349183343350887, 0.9995625615119934, -0.2731554192630728, 0.01852760159406685, 0.05509405863041286, 0.008882791275088444, -0.02421125482308057, -0.01470972880879408]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
