timestamp,data,cov
1722284421.3213847,"[0.34354549646377563, -2.6408908367156982, 1.3009024858474731, -0.018684905022382736, 0.03646058216691017, -0.012069949880242348, 0.9990875124931335, 0.07174695788348902, 0.18331967896067758, 0.09709671640757371, -0.0060754404316452175, 0.010425962298675715, 0.01203039656103117]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.324916,"[0.34396153688430786, -2.639961004257202, 1.30132257938385, -0.018701445311307907, 0.036508720368146896, -0.012018474750220776, 0.9990860223770142, 0.07308230733401706, 0.1845996283130032, 0.09551687839139161, -0.0207005642846611, 0.0212076649407651, 0.016669478058890574]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.3263502,"[0.3443853259086609, -2.639026403427124, 1.3017323017120361, -0.018764035776257515, 0.03655537962913513, -0.011990110389888287, 0.9990835785865784, 0.07444224196952481, 0.18587102989790436, 0.0936979102081172, -0.015769650755667646, 0.01477076650662051, 0.012139024186120015]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.3688543,"[0.3448238670825958, -2.6380860805511475, 1.3021297454833984, -0.018782885745167732, 0.03659169003367424, -0.011948675848543644, 0.9990823268890381, 0.07695098309644705, 0.1871787246554238, 0.0917423049928106, -0.012215539561199933, 0.015791953017507007, 0.0186415237809941]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.3688853,"[0.3456057906150818, -2.6372830867767334, 1.3028205633163452, -0.018832610920071602, 0.03664460405707359, -0.011911153793334961, 0.9990798830986023, 0.07741643185920251, 0.18731082748945752, 0.0999240655190538, -0.024102188964586914, 0.017000069540151465, 0.0038608571463356104]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.368898,"[0.3460540473461151, -2.636335611343384, 1.3032522201538086, -0.018888432532548904, 0.03666761517524719, -0.011915263719856739, 0.9990779757499695, 0.07838941777461957, 0.18857733392169682, 0.09951498305833689, -0.017739494524414902, -0.0020664781717291384, -0.0006093922922571312]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.368961,"[0.34651726484298706, -2.635371208190918, 1.3036837577819824, -0.018918687477707863, 0.036640435457229614, -0.01189978327602148, 0.999078631401062, 0.0807257448028894, 0.19107797924201544, 0.09946949690875594, -0.008123960998572372, -0.01594039678541635, 0.009098070137627529]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.368978,"[0.34698331356048584, -2.6344029903411865, 1.3041117191314697, -0.018934978172183037, 0.03659621626138687, -0.011880272068083286, 0.9990801811218262, 0.0824073944399247, 0.19276744982914767, 0.09907504517077481, -0.006007062290206937, -0.020116840291729658, 0.002734456790017279]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.36899,"[0.3474607765674591, -2.6334269046783447, 1.304532527923584, -0.01892794482409954, 0.03654707223176956, -0.011864832602441311, 0.9990822076797485, 0.0843776377338968, 0.1944655915899731, 0.0983417401538386, 0.019342019939797814, -0.016975541255671855, 0.017438802015259297]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.3690255,"[0.34794893860816956, -2.6324429512023926, 1.3049451112747192, -0.018859026953577995, 0.03650636225938797, -0.011806229129433632, 0.9990857243537903, 0.08643566893936847, 0.1961680821167396, 0.09736176479409878, 0.022800495048796218, -0.019015584300175154, 0.02192814311448467]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.3690434,"[0.35030609369277954, -2.6316797733306885, 1.3044894933700562, -0.01876463182270527, 0.03645617514848709, -0.011751080863177776, 0.9990899562835693, 0.09977049490922467, 0.19880022655150714, 0.09091714574052318, 0.008854239577617634, -0.008511431580215527, 0.014307398034684166]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4150693,"[0.3508608043193817, -2.630676507949829, 1.3048675060272217, -0.01874515227973461, 0.036456335335969925, -0.011704625561833382, 0.9990909099578857, 0.10131028331743594, 0.20115690682351164, 0.09020710246419986, 0.0077798808463977655, 0.006398921125971346, 0.028059521600822097]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.415102,"[0.35141992568969727, -2.629662036895752, 1.3052408695220947, -0.018717145547270775, 0.036478057503700256, -0.011635626666247845, 0.9990914463996887, 0.1026729539242759, 0.2035072698725206, 0.089435307656581, 0.012063191626613201, 0.007470888370961082, 0.017656808599227865]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4151173,"[0.3519805669784546, -2.6286773681640625, 1.3056285381317139, -0.01869325526058674, 0.036491986364126205, -0.011612601578235626, 0.999091625213623, 0.10337800973391588, 0.20138132032273995, 0.09060661147169811, 0.00256027198782884, 0.004245984723982507, 0.009964814143589299]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4151318,"[0.35255780816078186, -2.627664566040039, 1.3060059547424316, -0.01869155280292034, 0.03648175671696663, -0.01159626618027687, 0.9990922212600708, 0.10515138820446714, 0.20236896310491245, 0.09071622927767259, 0.004544776256133611, -0.018959349645466132, -0.005714362942720264]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4151406,"[0.3531453311443329, -2.6266472339630127, 1.3063840866088867, -0.01868046261370182, 0.03641171380877495, -0.011630247347056866, 0.999094545841217, 0.1070189120147155, 0.2033702197383495, 0.09089996844735042, -0.0005820208655458537, -0.027646875279603696, -0.013389761231684378]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4151485,"[0.35375046730041504, -2.6256191730499268, 1.306772232055664, -0.018681036308407784, 0.03636465221643448, -0.011647683568298817, 0.9990960955619812, 0.1100231112181154, 0.20508974149961165, 0.09253006040359148, 0.010860434532927964, -0.008472318267066433, -0.002632797599152588]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4151561,"[0.3552773892879486, -2.6250345706939697, 1.3069747686386108, -0.018696995452046394, 0.03637976199388504, -0.011660711839795113, 0.9990951418876648, 0.1148704971837347, 0.20298111401388297, 0.09233681030751596, -0.012109758409853193, -0.0041125479720597, -0.008955594918019515]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4151638,"[0.3559112846851349, -2.6240129470825195, 1.3073530197143555, -0.018763002008199692, 0.03636246919631958, -0.011685705743730068, 0.9990941882133484, 0.1163664654138669, 0.20426673833418152, 0.09236610664790035, -0.025256391215055192, -0.0063797757058323265, -0.004921078661860248]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.456758,"[0.35656824707984924, -2.622962474822998, 1.307710886001587, -0.01880422793328762, 0.036340974271297455, -0.011680377647280693, 0.9990943074226379, 0.11972921113825333, 0.2082511549193566, 0.09033175541490801, -0.010163767874531576, -0.01579923708177492, 0.002692849118460656]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4568086,"[0.3572273254394531, -2.6219141483306885, 1.3080735206604004, -0.018830835819244385, 0.03631534427404404, -0.011681878007948399, 0.9990947246551514, 0.12185664917001059, 0.21041140094832067, 0.0895329130184915, -0.014394629119634468, 0.008313668074301247, -0.00585731603841656]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4568243,"[0.35789966583251953, -2.6208560466766357, 1.3084229230880737, -0.018833670765161514, 0.03635526821017265, -0.011690563522279263, 0.9990931153297424, 0.12424077625403974, 0.21257795472774307, 0.0881221421288055, 0.027778126555221955, 0.006624591131688606, 0.0057156202173765675]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4568377,"[0.35856541991233826, -2.6197948455810547, 1.3087717294692993, -0.018719077110290527, 0.036325518041849136, -0.011656218208372593, 0.9990967512130737, 0.12411522177544283, 0.21356433322124604, 0.08768985479883129, 0.04314214502580208, -0.025460875120994552, 0.020719572576581628]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4568517,"[0.3592427372932434, -2.6187219619750977, 1.3091222047805786, -0.018668368458747864, 0.03624322637915611, -0.011629626154899597, 0.999100923538208, 0.12559454559352387, 0.2152568365723425, 0.08711183336215197, -0.005907951904947364, -0.038139902547772345, -0.008913986224468528]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.456874,"[0.36020582914352417, -2.619210720062256, 1.3103703260421753, -0.01869838498532772, 0.03612009063363075, -0.011610319837927818, 0.9991050958633423, 0.12026935872110962, 0.20891507432300174, 0.10645322897812953, -0.012525671265970838, -0.04338374204285269, -0.001841388634777125]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4568908,"[0.36092889308929443, -2.6181576251983643, 1.3107638359069824, -0.018690260127186775, 0.03602789342403412, -0.011572667397558689, 0.9991089701652527, 0.127866164905601, 0.21086378185538676, 0.10141100037790371, 0.02155498563278952, -0.023382575656994253, 0.02396647045156011]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4579914,"[0.36163514852523804, -2.6170969009399414, 1.3111724853515625, -0.018635518848896027, 0.0360177643597126, -0.011521317064762115, 0.999110996723175, 0.13082116375691283, 0.21262961635957087, 0.09966015113765857, 0.002740890035426877, 0.013819445116720643, 0.013321957692242068]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.4581769,"[0.36235809326171875, -2.616028308868408, 1.311565637588501, -0.01864156313240528, 0.03605346381664276, -0.011492004618048668, 0.9991099238395691, 0.1339636397685075, 0.21439014210960516, 0.09761181082042326, 0.011744894689502529, 0.0012824126496514075, 0.01844058391513136]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.458195,"[0.3630950152873993, -2.6149516105651855, 1.3119447231292725, -0.018601059913635254, 0.03601141646504402, -0.011431693099439144, 0.9991129040718079, 0.13707402525682627, 0.21615223699863023, 0.09535204217665467, -0.004602588831911362, -0.030750755302274703, 0.0239525361208173]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.5011444,"[0.36380091309547424, -2.613877296447754, 1.312403917312622, -0.018672162666916847, 0.03593641147017479, -0.011405997909605503, 0.9991145133972168, 0.1346526472874149, 0.2161045346457567, 0.10296799914379362, -0.0401283975595473, -0.022325299693110198, -0.014231457958931302]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.501182,"[0.36589315533638, -2.613812208175659, 1.3125563859939575, -0.01874474622309208, 0.0359114445745945, -0.011414852924644947, 0.9991139769554138, 0.1424020792854404, 0.21116065706362838, 0.09753121426776351, -0.020020422708338346, -0.0389764635532678, -0.0071796479384847855]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.5011997,"[0.3666527569293976, -2.612748861312866, 1.3129642009735107, -0.018753111362457275, 0.035798121243715286, -0.011403763666749, 0.9991180300712585, 0.14308013016383941, 0.21235380632241738, 0.09803006252809664, 0.006810093802962296, -0.03831354758964936, 0.0017661229263355642]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.501209,"[0.36740538477897644, -2.6116819381713867, 1.313357949256897, -0.01876571774482727, 0.035719383507966995, -0.01141233742237091, 0.9991204738616943, 0.1423004110810549, 0.2135734227271351, 0.09802665819361782, -0.028159823399487503, -0.03583950390039483, -0.0038126128522216972]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.5012174,"[0.3681755065917969, -2.6106104850769043, 1.3137587308883667, -0.018859416246414185, 0.03563660383224487, -0.011398985050618649, 0.9991218447685242, 0.14288186010802487, 0.214734505499659, 0.09900501209352867, -0.02858419063163139, -0.020263034080824128, 0.012166484267201716]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.5012245,"[0.36894744634628296, -2.6095335483551025, 1.3141642808914185, -0.018896540626883507, 0.03562584146857262, -0.011363078840076923, 0.999121904373169, 0.14323028832529805, 0.21589684680916466, 0.0998312293090377, -0.011216569701689225, 0.004352337005160281, 0.008044150170455606]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.501234,"[0.36973121762275696, -2.6084437370300293, 1.314548373222351, -0.0189400352537632, 0.03564292564988136, -0.011357457377016544, 0.9991205930709839, 0.14520121260249821, 0.21807934980870178, 0.09733087531200191, -0.026166948871870484, 0.007462243736649681, -0.0006030883254970304]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.501242,"[0.3705180585384369, -2.607349157333374, 1.3149397373199463, -0.019016649574041367, 0.035642240196466446, -0.011370371095836163, 0.9991190433502197, 0.14649909316589813, 0.2196567532048577, 0.09686333605032205, -0.029456466441225355, -0.014715388301763402, -0.01744915042450119]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.5015059,"[0.3730070888996124, -2.60505747795105, 1.3159130811691284, -0.019084664061665535, 0.035567257553339005, -0.011461027897894382, 0.9991192817687988, 0.16341009060834616, 0.22618479965354762, 0.09602935430449024, 0.001387101715059946, -0.043384381026290456, -0.018751035643344613]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.5064113,"[0.3738666772842407, -2.603935480117798, 1.3163403272628784, -0.019031260162591934, 0.03542369231581688, -0.011491420678794384, 0.9991251230239868, 0.1627945217795155, 0.22636654124639374, 0.10067914070046809, 0.04595373221650156, -0.06987329072017034, -0.009049379666868043]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.548739,"[0.37474164366722107, -2.602801561355591, 1.3167352676391602, -0.018921487033367157, 0.035224318504333496, -0.011507806368172169, 0.9991340637207031, 0.16391212623167628, 0.22752895295137782, 0.10045199217422911, 0.02399375341473754, -0.08579072812578709, -0.0027376936000093337]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.549191,"[0.37562182545661926, -2.6016623973846436, 1.3171288967132568, -0.018913257867097855, 0.03499239683151245, -0.011502502486109734, 0.9991424679756165, 0.16503296554406988, 0.22866367892772435, 0.10030485112474939, 0.00013926226876399885, -0.10161583021825046, 0.00260156320071854]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.5492165,"[0.37652063369750977, -2.6004884243011475, 1.3175171613693237, -0.018914906308054924, 0.03471514210104942, -0.011471952311694622, 0.9991524815559387, 0.16810827965605168, 0.2340894033147494, 0.09955905450801394, -0.005922816555154816, -0.11966247413612152, 0.0226769569813799]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
1722284421.5492337,"[0.3774247467517853, -2.599313497543335, 1.317909836769104, -0.018931187689304352, 0.03441238775849342, -0.011406933888792992, 0.9991632699966431, 0.17046052068106735, 0.23691412787365065, 0.09979717513011546, 0.0034062880454213177, -0.11865955301314249, 0.011258880568196421]","(0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001)"
