header,t,pose,velocity,acceleration,acc_bias,gyr_bias,jerk,snap,motors,timestamp
"seq: 5747
stamp: 
  secs: 1722376908
  nsecs: 676688910
frame_id: ""world""",1722376908.676689,"position: 
  x: 0.6045516375666823
  y: -0.38653755689726255
  z: 1.210526657245578
orientation: 
  x: -0.012249332816665947
  y: -0.012381781271900247
  z: 0.00145296497442476
  w: 0.9998472554499834","linear: 
  x: -0.0786665390849915
  y: 0.0023194250494238686
  z: -0.08103430845765061
angular: 
  x: 0.019003487453155526
  y: 0.005837180064388311
  z: 0.018640492588319423","linear: 
  x: -0.6928321429247775
  y: 0.6230227768421426
  z: -0.11906393095890438
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.6825435
"seq: 5748
stamp: 
  secs: 1722376908
  nsecs: 683448553
frame_id: ""world""",1722376908.6834486,"position: 
  x: 0.6041357819361265
  y: -0.38696811298150335
  z: 1.209994760726596
orientation: 
  x: -0.012167682202120531
  y: -0.01225509966262377
  z: 0.0015097247538334135
  w: 0.9998497290959553","linear: 
  x: -0.07898531591498702
  y: -0.008725454530032548
  z: -0.08122332142178915
angular: 
  x: 0.020736271735721547
  y: 0.01589682859763182
  z: 0.018100778343198568","linear: 
  x: -0.6604204179227654
  y: 0.5097268006435987
  z: -0.11449076439689834
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.6886635
"seq: 5749
stamp: 
  secs: 1722376908
  nsecs: 693636179
frame_id: ""world""",1722376908.6936362,"position: 
  x: 0.602881560261536
  y: -0.38664697852392765
  z: 1.2092708655115012
orientation: 
  x: -0.012202438094840581
  y: -0.012264342910623284
  z: 0.001693244377799056
  w: 0.9998488982446245","linear: 
  x: -0.09840109549492147
  y: 0.008041796957088974
  z: -0.07901672838371565
angular: 
  x: 0.006269305887663802
  y: 0.008370032537889002
  z: 0.02515627746955276","linear: 
  x: -0.7524399784039129
  y: 0.5933395384160687
  z: -0.08996578274134377
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.6971917
"seq: 5750
stamp: 
  secs: 1722376908
  nsecs: 704936266
frame_id: ""world""",1722376908.7049363,"position: 
  x: 0.6019071512665031
  y: -0.386774781811566
  z: 1.2083343787823262
orientation: 
  x: -0.012235013652313111
  y: -0.012004922642686424
  z: 0.0018228628444551165
  w: 0.999851420684254","linear: 
  x: -0.10075551665447134
  y: 0.006304133145315164
  z: -0.08129466393105422
angular: 
  x: 0.0017795480634718135
  y: 0.02785305120680617
  z: 0.024807032968867954","linear: 
  x: -0.7067840821225909
  y: 0.5307678757662844
  z: -0.09934769076315411
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.7146857
"seq: 5751
stamp: 
  secs: 1722376908
  nsecs: 715231180
frame_id: ""world""",1722376908.7152312,"position: 
  x: 0.6011296280309881
  y: -0.3870412151940947
  z: 1.2074441493253851
orientation: 
  x: -0.012420139567362331
  y: -0.01190933518541656
  z: 0.0018553785941766037
  w: 0.9998502215026215","linear: 
  x: -0.09815185541887773
  y: -0.00018133664253405248
  z: -0.08391455605224446
angular: 
  x: -0.015571410708321312
  y: 0.023559998211353638
  z: 0.01658916617277391","linear: 
  x: -0.6334044791793101
  y: 0.44201607193571435
  z: -0.1112096775115296
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.7233074
"seq: 5752
stamp: 
  secs: 1722376908
  nsecs: 723547459
frame_id: ""world""",1722376908.7235475,"position: 
  x: 0.6014215935125756
  y: -0.38667079409924104
  z: 1.2068414025507928
orientation: 
  x: -0.012404704036653237
  y: -0.011836948108513018
  z: 0.0018821923569246276
  w: 0.9998512225972277","linear: 
  x: -0.06596149797061468
  y: 0.015315519894813893
  z: -0.08155953159598474
angular: 
  x: -0.00794684542516116
  y: 0.021107664936387837
  z: 0.01266804522455187","linear: 
  x: -0.35524509281580025
  y: 0.5297972819638094
  z: -0.08685360241961376
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.7271874
"seq: 5753
stamp: 
  secs: 1722376908
  nsecs: 733487368
frame_id: ""world""",1722376908.7334874,"position: 
  x: 0.601176631706502
  y: -0.38656303300880657
  z: 1.206128551301881
orientation: 
  x: -0.01246990931175871
  y: -0.011844478307794684
  z: 0.001807714602967748
  w: 0.9998504597505004","linear: 
  x: -0.05645495398561161
  y: 0.018035920724966598
  z: -0.07919070050543077
angular: 
  x: -0.010613864385916183
  y: 0.009909221943368738
  z: -0.0005367453810248187","linear: 
  x: -0.26078495815191727
  y: 0.5104377426328507
  z: -0.06315173322499656
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.7433176
"seq: 5754
stamp: 
  secs: 1722376908
  nsecs: 745863676
frame_id: ""world""",1722376908.7458637,"position: 
  x: 0.6002620270191812
  y: -0.3866113244614579
  z: 1.2052074403896411
orientation: 
  x: -0.012264167318613097
  y: -0.011751987857970223
  z: 0.001814946178914214
  w: 0.9998540828299572","linear: 
  x: -0.06599927185913974
  y: 0.014339378366342762
  z: -0.07791490351222234
angular: 
  x: 0.013151802565056804
  y: 0.012598007643035347
  z: 0.00027223965061564607","linear: 
  x: -0.3073362455217844
  y: 0.43664062611875765
  z: -0.04798988548366799
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.7494142
"seq: 5755
stamp: 
  secs: 1722376908
  nsecs: 755959034
frame_id: ""world""",1722376908.755959,"position: 
  x: 0.599128978836966
  y: -0.3865642674145644
  z: 1.2045276841308707
orientation: 
  x: -0.01222731211572355
  y: -0.011567633090247094
  z: 0.0019850688305269766
  w: 0.9998563607863143","linear: 
  x: -0.08315324488366171
  y: 0.015733065441465136
  z: -0.07498665498182247
angular: 
  x: 0.008853258736376374
  y: 0.0234345186132175
  z: 0.015057020780401673","linear: 
  x: -0.4098432740082473
  y: 0.41624686352830936
  z: -0.023073185190027386
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.7613044
"seq: 5756
stamp: 
  secs: 1722376908
  nsecs: 763837099
frame_id: ""world""",1722376908.763837,"position: 
  x: 0.5982394683504456
  y: -0.38651465318775385
  z: 1.203931267858576
orientation: 
  x: -0.012298857075828147
  y: -0.011404796863681418
  z: 0.0020428430366642193
  w: 0.9998572375671709","linear: 
  x: -0.0939432147528214
  y: 0.016036691408878367
  z: -0.0753372628072481
angular: 
  x: -0.0012815170552145296
  y: 0.030156205136035102
  z: 0.015181262663955798","linear: 
  x: -0.4664511988084604
  y: 0.39396967941085953
  z: -0.024337196891099165
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.76747
"seq: 5757
stamp: 
  secs: 1722376908
  nsecs: 774788857
frame_id: ""world""",1722376908.7747889,"position: 
  x: 0.5970501398709366
  y: -0.3865274128597416
  z: 1.2030482597658432
orientation: 
  x: -0.012245468578291173
  y: -0.011491537567091186
  z: 0.0019343291170410765
  w: 0.9998571155092659","linear: 
  x: -0.10309640702333883
  y: 0.01364819866523794
  z: -0.0774002419989384
angular: 
  x: 0.003145513299348092
  y: 0.006045753758032948
  z: -0.00241742044281734","linear: 
  x: -0.49576604008163083
  y: 0.3448570586274083
  z: -0.0375236350937464
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.7847676
"seq: 5758
stamp: 
  secs: 1722376908
  nsecs: 785263538
frame_id: ""world""",1722376908.7852635,"position: 
  x: 0.5959483461958267
  y: -0.3865211600815754
  z: 1.2021883294195848
orientation: 
  x: -0.012319858407798083
  y: -0.011515365918841688
  z: 0.0018755328472386222
  w: 0.9998560395442466","linear: 
  x: -0.10811516058353332
  y: 0.012149879872634035
  z: -0.07934094732367089
angular: 
  x: -0.005100648849314195
  y: 0.0011269530342023723
  z: -0.006519399159182128","linear: 
  x: -0.49447556895450195
  y: 0.30700615768420786
  z: -0.048986158181478195
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.788995
"seq: 5759
stamp: 
  secs: 1722376908
  nsecs: 794076920
frame_id: ""world""",1722376908.794077,"position: 
  x: 0.5949587957928378
  y: -0.38539459357999056
  z: 1.2026383384450854
orientation: 
  x: -0.012487265944371722
  y: -0.01146388736339834
  z: 0.0017729423514867395
  w: 0.999854741525574","linear: 
  x: -0.11299780547068831
  y: 0.04618829821846614
  z: -0.04375302948235258
angular: 
  x: -0.01768648331246137
  y: 0.003887635831809294
  z: -0.013547651540215531","linear: 
  x: -0.49825705187751457
  y: 0.5354294432253163
  z: 0.2141069892859615
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.7998412
"seq: 5760
stamp: 
  secs: 1722376908
  nsecs: 803817511
frame_id: ""world""",1722376908.8038175,"position: 
  x: 0.5938387053882896
  y: -0.3849850562233348
  z: 1.2023353929270233
orientation: 
  x: -0.01236242507076475
  y: -0.011546521309311846
  z: 0.00165845991596272
  w: 0.9998555384667981","linear: 
  x: -0.11770531796230153
  y: 0.048904508089914416
  z: -0.03820206921424138
angular: 
  x: 0.0030665110466132606
  y: -0.0045726509885465625
  z: -0.0186252865506572","linear: 
  x: -0.49716075228718193
  y: 0.5161830312529797
  z: 0.23924568388780804
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.81151
"seq: 5761
stamp: 
  secs: 1722376908
  nsecs: 817302227
frame_id: ""world""",1722376908.8173022,"position: 
  x: 0.5917304429028842
  y: -0.3849388833564137
  z: 1.2021570886427866
orientation: 
  x: -0.01242727267837782
  y: -0.011524829284070658
  z: 0.0015806577517155438
  w: 0.9998551108659807","linear: 
  x: -0.14045693597940676
  y: 0.03359927075634895
  z: -0.024349639701286216
angular: 
  x: -0.004728598322479827
  y: 0.0002645809704647509
  z: -0.014220829740622892","linear: 
  x: -0.6169222266362757
  y: 0.3500151147833934
  z: 0.31854862896485475
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.8271837
"seq: 5762
stamp: 
  secs: 1722376908
  nsecs: 826529264
frame_id: ""world""",1722376908.8265293,"position: 
  x: 0.59041366745648
  y: -0.3849479290137009
  z: 1.2017424137196537
orientation: 
  x: -0.01226458567913714
  y: -0.011439157626780274
  z: 0.0015715409969127457
  w: 0.9998581178696324","linear: 
  x: -0.14596567059899462
  y: 0.025653817167924833
  z: -0.028221817173425534
angular: 
  x: 0.014627303746433007
  y: 0.009105820753865094
  z: -0.008381857547937424","linear: 
  x: -0.6155528874864686
  y: 0.2666820329336109
  z: 0.2677553194006858
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.8305023
"seq: 5763
stamp: 
  secs: 1722376908
  nsecs: 833716154
frame_id: ""world""",1722376908.8337162,"position: 
  x: 0.5894150111813963
  y: -0.38488330008386035
  z: 1.2013669697338476
orientation: 
  x: -0.012135124883049901
  y: -0.01131788571529743
  z: 0.001555040381147917
  w: 0.9998611033820755","linear: 
  x: -0.14822631575770662
  y: 0.023437460953223677
  z: -0.032157103998100754
angular: 
  x: 0.02267110853743113
  y: 0.018364482325939412
  z: -0.006956814066657734","linear: 
  x: -0.5995277494332094
  y: 0.23606562304920642
  z: 0.22434819497582187
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.8454964
"seq: 5764
stamp: 
  secs: 1722376908
  nsecs: 846627235
frame_id: ""world""",1722376908.8466272,"position: 
  x: 0.5877000513150036
  y: -0.3846284028643477
  z: 1.2005350605446996
orientation: 
  x: -0.012039246085159844
  y: -0.011176543768861314
  z: 0.0014243287554780752
  w: 0.9998640471137465","linear: 
  x: -0.14764544532027496
  y: 0.02423141414383876
  z: -0.043825519723091885
angular: 
  x: 0.017837284239087578
  y: 0.02062987161877569
  z: -0.014919302295920783","linear: 
  x: -0.5374815067953683
  y: 0.2192600095681011
  z: 0.11574859194828524
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.8502011
"seq: 5765
stamp: 
  secs: 1722376908
  nsecs: 855698824
frame_id: ""world""",1722376908.8556988,"position: 
  x: 0.5861595899900462
  y: -0.38421089743362463
  z: 1.199982330028653
orientation: 
  x: -0.011982025602780154
  y: -0.011141894318949882
  z: 0.0013320491667531418
  w: 0.9998652483702277","linear: 
  x: -0.15805993605050134
  y: 0.03205930274265442
  z: -0.04772489999105745
angular: 
  x: 0.015569811779912858
  y: 0.015304545839629409
  z: -0.017202408008470314","linear: 
  x: -0.5778436193155465
  y: 0.26180957303968244
  z: 0.0796807187744917
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.8597507
"seq: 5766
stamp: 
  secs: 1722376908
  nsecs: 867648602
frame_id: ""world""",1722376908.8676486,"position: 
  x: 0.5843277763267155
  y: -0.3837003486021211
  z: 1.1991437170704973
orientation: 
  x: -0.011640597688359844
  y: -0.010599841045630031
  z: 0.0010961920936425605
  w: 0.9998754613541423","linear: 
  x: -0.16188547975879836
  y: 0.038297791501008815
  z: -0.054807389445058814
angular: 
  x: 0.03704770581828255
  y: 0.05456894039582389
  z: -0.027301958900642367","linear: 
  x: -0.5553385693516677
  y: 0.2838986934299204
  z: 0.022147099648319363
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.8713617
"seq: 5767
stamp: 
  secs: 1722376908
  nsecs: 874997139
frame_id: ""world""",1722376908.8749971,"position: 
  x: 0.5833137773481676
  y: -0.38341567919496117
  z: 1.1985881675697108
orientation: 
  x: -0.011302607929621834
  y: -0.009597663286506653
  z: 0.0011376006728945453
  w: 0.9998894147745226","linear: 
  x: -0.15957515263786054
  y: 0.040235538621798586
  z: -0.059787811999934236
angular: 
  x: 0.0556298061310615
  y: 0.12754452166941405
  z: -0.013632338193175211","linear: 
  x: -0.5077682150362129
  y: 0.2827934536636733
  z: -0.01613373013668835
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.8789036
"seq: 5768
stamp: 
  secs: 1722376908
  nsecs: 892971039
frame_id: ""world""",1722376908.892971,"position: 
  x: 0.580607907768495
  y: -0.38266161811463995
  z: 1.1973012192483166
orientation: 
  x: -0.011408264918145004
  y: -0.007686342174384418
  z: 0.001128980658073561
  w: 0.9999047439822503","linear: 
  x: -0.16227974208630622
  y: 0.044929462196821375
  z: -0.06561868587892605
angular: 
  x: 0.016075346208040388
  y: 0.17745578889483482
  z: -0.004868928804371623","linear: 
  x: -0.46352957172308723
  y: 0.2801144997233968
  z: -0.0543736423096062
angular: 
  x: 0.0
  y: 0.0
  z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","x: 0.0
y: 0.0
z: 0.0","(0.0, 0.0, 0.0, 0.0)",1722376908.8975236
