Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,-0.226419,-0.181066,-1.414768,2510.843506,-920.216187,1342.525391,2.965607,-1.804749,-1.011741,2668.326904,-2898.560791,1171.480225
2,0,-0.224259,-0.181652,-1.414393,2508.130127,-918.182129,1338.653931,2.960934,-1.802882,-0.995135,2667.688965,-2898.961670,1171.401855
3,0,-0.223291,-0.182022,-1.413771,2505.489502,-915.996033,1334.744019,2.956805,-1.800669,-0.982519,2667.071045,-2899.344482,1171.243164
4,0,-0.222857,-0.182393,-1.413227,2502.968018,-913.606567,1330.926880,0.121413,-0.296700,1.436332,2662.903809,-2866.563477,1179.593872
5,0,-0.223645,-0.182828,-1.412117,2500.490234,-911.148926,1327.015259,0.109449,-0.265302,1.441040,2662.409424,-2866.774902,1179.934570
6,0,-0.222563,-0.181932,-1.411758,2498.116211,-908.445190,1323.224365,0.048783,-0.186686,1.437123,2662.104248,-2867.526123,1181.615601
7,0,-0.222529,-0.181468,-1.410860,2495.881592,-905.604309,1319.479980,0.135392,-0.081619,1.457455,2660.482910,-2868.229736,1186.037720
8,0,-0.226158,-0.181285,-1.409771,2493.517822,-902.738770,1315.511475,-0.000273,-0.022675,1.454671,2661.075684,-2869.679688,1185.764648
9,0,-0.219909,-0.180575,-1.409460,2491.545898,-899.554260,1312.123779,0.007982,-0.027367,1.453803,2660.680176,-2869.849365,1185.570190
10,0,-0.220153,-0.180700,-1.408946,2489.430664,-896.343872,1308.417603,-0.000896,-0.008460,1.467053,2659.793701,-2868.339844,1183.759033
11,0,-0.219118,-0.180117,-1.408014,2487.423828,-893.029236,1304.829346,-0.005435,-0.006355,1.467334,2659.356934,-2868.540283,1183.479736
12,0,-0.217669,-0.179208,-1.408077,2485.458740,-889.578003,1301.233765,-0.006340,-0.007691,1.466103,2659.011475,-2868.648438,1183.172607
13,0,-0.214895,-0.177494,-1.407979,2483.610352,-886.036011,1297.722900,0.001039,-0.015813,1.461147,2658.482666,-2868.807861,1182.727661
14,0,-0.213085,-0.175192,-1.407659,2481.818115,-882.369202,1294.244385,-0.006789,-0.004841,1.466734,2658.230225,-2869.201660,1182.657959
15,0,-0.213871,-0.171756,-1.407716,2479.962646,-878.756042,1290.529419,-0.003910,-0.008770,1.465603,2657.731445,-2869.430908,1182.269775
16,0,-0.207551,-0.168436,-1.407611,2478.463867,-874.896912,1287.324097,-0.009262,-0.007744,1.464362,2657.539795,-2869.713135,1182.209229
17,0,-0.202983,-0.163477,-1.408028,2476.933838,-871.061096,1283.957520,-0.008503,-0.007560,1.464348,2657.375488,-2869.885742,1182.069214
18,0,-0.197273,-0.158335,-1.407851,2475.490234,-867.191467,1280.630005,-0.011114,-0.004646,1.465319,2657.177734,-2870.114746,1181.833984
19,0,-0.190758,-0.150336,-1.408875,2474.120361,-863.329956,1277.286255,-0.029039,0.023290,1.487659,2657.557129,-2870.783447,1182.201538
20,0,-0.185892,-0.143539,-1.409136,2472.813965,-859.346008,1273.933472,-0.039724,0.030973,1.488647,2657.409180,-2870.926270,1181.859985
21,0,-0.178298,-0.135809,-1.409753,2471.548096,-855.335999,1270.646362,-0.036795,0.032662,1.490174,2657.506348,-2871.089600,1181.525879
22,0,-0.175337,-0.126509,-1.403561,2470.714355,-851.865723,1268.008423,-0.023957,0.027816,1.490738,2657.591797,-2871.274414,1181.497925
23,0,-0.160392,-0.109371,-1.406411,2469.494629,-847.521423,1264.605103,-0.029874,0.030487,1.489968,2657.567383,-2871.494873,1181.321289
24,0,-0.161319,-0.104588,-1.402914,2468.564941,-843.339172,1261.558716,-0.019204,0.025220,1.486794,2657.606689,-2871.536865,1181.000488
25,0,-0.157370,-0.098549,-1.403740,2467.650879,-838.912659,1258.421387,0.019478,-0.011853,1.466390,2657.111084,-2871.548584,1180.652710
26,0,-0.150534,-0.093783,-1.404106,2466.762695,-834.392273,1255.340820,0.032863,-0.013750,1.467504,2657.360352,-2871.626953,1180.259644
27,0,-0.147302,-0.089442,-1.404337,2465.988281,-829.702026,1252.267944,0.033926,-0.012649,1.468372,2657.526611,-2871.834229,1180.042236
28,0,-0.145398,-0.085800,-1.403834,2465.227051,-825.001953,1249.318604,-0.020153,0.016071,1.470419,2657.734619,-2872.136963,1179.659546
29,0,-0.134918,-0.076996,-1.404526,2464.587158,-820.235962,1246.776123,0.006170,0.007535,1.472766,2657.831787,-2872.159912,1179.252319
30,0,-0.136823,-0.068724,-1.401475,2463.852051,-815.431396,1244.199829,0.003109,0.005768,1.473496,2657.929443,-2872.430664,1179.201416
31,0,-0.163302,-0.070300,-1.379980,2463.760742,-811.415833,1242.278442,0.004894,0.003634,1.474105,2658.143066,-2872.621094,1178.974365
32,0,-0.159738,-0.064802,-1.381693,2463.405029,-806.500671,1239.754639,0.036644,-0.017157,1.472729,2658.371094,-2873.110352,1179.217529
33,0,-0.159770,-0.062148,-1.378787,2463.149414,-801.783203,1237.396118,-0.000677,-0.005860,1.467590,2658.889160,-2873.816162,1179.278687
34,0,-0.130391,-0.066032,-1.402277,2462.926270,-796.182129,1234.385742,-0.016263,0.023270,1.496343,2659.364990,-2873.626953,1178.639404
35,0,-0.121269,-0.049127,-1.401503,2462.336426,-791.447388,1231.928101,-0.015648,0.022981,1.496741,2659.811035,-2873.789307,1178.270264
36,0,-0.113015,-0.049965,-1.404616,2462.435547,-786.651978,1229.580688,-0.004649,0.016830,1.496396,2660.110840,-2873.937500,1177.914307
37,0,-0.107104,-0.046219,-1.405030,2462.394531,-781.980713,1227.417847,-0.018599,0.018526,1.496016,2660.356445,-2874.139404,1177.879395
38,0,-0.094333,-0.042167,-1.408845,2462.410400,-777.181396,1225.136353,-0.031880,0.022296,1.492935,2661.068848,-2874.518066,1177.808960
39,0,-0.096721,-0.041776,-1.406085,2462.415283,-772.631226,1223.113403,0.004263,-0.028380,1.457556,2661.756592,-2875.959229,1178.781616
40,0,-0.084008,-0.039256,-1.409765,2462.304199,-767.862793,1220.779175,0.005313,-0.030566,1.457647,2662.254150,-2876.109863,1178.710449
41,0,-0.081694,-0.042881,-1.409019,2462.370361,-763.250549,1218.752075,0.004278,-0.030887,1.457164,2662.792480,-2876.349121,1178.559204
