Frame,Sub Frame,RX_c,RY_c,RZ_c,TX_c,TY_c,TZ_c,RX_l,RY_l,RZ_l,TX_l,TY_l,TZ_l
1776,0,-0.066754,-0.109120,-1.592675,2575.563965,-372.899414,1884.572876,-0.130867,0.266352,1.516155,2719.103271,-3045.790039,1359.198364
1777,0,-0.063610,-0.104070,-1.590611,2576.347656,-375.313324,1882.124146,-0.140266,0.277620,1.512243,2720.810547,-3041.126953,1356.694214
1778,0,-0.060864,-0.111520,-1.593459,2577.323242,-377.222717,1879.342285,-0.135263,0.238324,1.513380,2722.467041,-3036.249756,1352.808228
1779,0,-0.070597,-0.115821,-1.592891,2577.915527,-379.652802,1876.918091,-0.144004,0.246500,1.510615,2724.335449,-3031.758301,1350.604248
1780,0,-0.073027,-0.120120,-1.592032,2578.557373,-381.389740,1874.321533,-0.096575,-0.008514,1.504371,2729.282715,-3019.278564,1346.941284
1781,0,-0.087036,-0.135383,-1.593035,2579.351807,-383.295044,1871.837891,-0.038301,-0.053806,1.487309,2731.358154,-3016.621826,1344.153809
1782,0,-0.091839,-0.141157,-1.592019,2579.917969,-385.185699,1869.089600,-0.041691,-0.063268,1.486941,2732.593994,-3011.910400,1341.920166
1783,0,-0.091766,-0.132849,-1.592187,2580.476318,-387.268890,1866.235474,-0.037388,-0.085335,1.483040,2734.133057,-3006.824707,1339.721436
1784,0,-0.078420,-0.124468,-1.578344,2579.504639,-388.220154,1864.354614,-0.045814,-0.087458,1.484800,2735.142578,-3002.208984,1337.756470
1785,0,-0.081187,-0.129984,-1.584740,2581.311035,-390.555420,1860.971924,-0.049405,-0.095540,1.483663,2736.329346,-2997.340820,1335.692383
1786,0,-0.089334,-0.131057,-1.581675,2581.802979,-392.504120,1858.016602,-0.040504,-0.117460,1.480320,2737.621826,-2993.469482,1334.664185
1787,0,-0.091648,-0.132698,-1.582239,2582.736572,-394.634613,1854.679810,-0.050327,-0.118698,1.480645,2738.395264,-2988.431885,1332.565796
1788,0,-0.089552,-0.132850,-1.581460,2583.611816,-396.741150,1851.263062,-0.045472,-0.136980,1.479117,2739.109863,-2983.671387,1331.065308
1789,0,-0.085547,-0.133229,-1.583975,2584.979248,-398.957153,1847.553223,-0.045304,-0.146395,1.479174,2739.666504,-2979.001221,1329.638550
1790,0,-0.090541,-0.131498,-1.584969,2585.719238,-401.161377,1843.905640,-0.046627,-0.150556,1.479653,2740.335205,-2974.610840,1328.311890
1791,0,-0.090398,-0.127692,-1.582112,2586.737549,-403.139130,1840.257080,-0.043551,-0.162590,1.478141,2741.009277,-2970.166504,1327.654663
1792,0,-0.081023,-0.126241,-1.581571,2587.676270,-405.013824,1836.400513,-0.041401,-0.172301,1.478408,2741.031006,-2965.770752,1326.445557
1793,0,-0.085360,-0.124792,-1.584854,2589.491211,-407.263733,1832.165161,-0.037456,-0.184046,1.479075,2741.114258,-2961.586914,1326.161499
1794,0,-0.088716,-0.126342,-1.582301,2591.081543,-409.321198,1828.000977,-0.036790,-0.190888,1.479331,2740.999512,-2957.529785,1325.268799
1795,0,-0.095978,-0.132210,-1.582551,2591.110352,-410.269867,1824.138550,-0.029995,-0.204545,1.476417,2741.053711,-2953.118652,1324.788940
1796,0,-0.106715,-0.130902,-1.592931,2594.762451,-413.097809,1818.508423,-0.025402,-0.212718,1.477686,2740.637695,-2949.108643,1324.517212
1797,0,-0.112736,-0.130386,-1.593851,2596.421387,-414.688416,1814.122559,-0.014601,-0.228471,1.475644,2740.458984,-2945.110596,1324.566650
1798,0,-0.125758,-0.130652,-1.591215,2597.573242,-416.102875,1809.971680,-0.017260,-0.230608,1.477039,2739.568359,-2940.982178,1324.142944
1799,0,-0.128914,-0.132234,-1.593057,2599.159180,-417.703705,1805.798096,-0.014211,-0.240808,1.475947,2738.595947,-2937.666748,1324.415161
1800,0,-0.133287,-0.134463,-1.590619,2600.646729,-418.782013,1801.536255,-0.003942,-0.253024,1.475950,2737.525391,-2933.655518,1324.485840
1801,0,-0.134610,-0.137763,-1.589784,2602.046387,-419.956482,1797.458496,0.000928,-0.256190,1.477085,2736.341553,-2930.515381,1325.154175
1802,0,-0.136057,-0.139623,-1.589920,2603.671631,-421.225311,1793.404541,0.008859,-0.261850,1.477777,2735.024902,-2926.952881,1325.697632
1803,0,-0.130784,-0.144388,-1.590474,2605.409180,-422.212830,1789.195435,0.014924,-0.265524,1.477549,2733.624268,-2923.725830,1326.590820
1804,0,-0.132738,-0.145000,-1.591286,2607.212158,-423.388336,1785.237671,0.016646,-0.265537,1.477070,2732.180420,-2920.651123,1327.667725
1805,0,-0.130747,-0.147952,-1.591686,2608.846680,-424.238647,1781.140991,0.031422,-0.272419,1.477292,2730.594238,-2917.674316,1328.905273
1806,0,-0.141022,-0.144964,-1.588682,2610.406494,-425.495728,1777.533813,0.038631,-0.273114,1.479653,2728.703125,-2915.062500,1330.518311
1807,0,-0.142831,-0.145661,-1.587953,2612.179199,-426.345184,1773.542114,0.048971,-0.274991,1.481186,2726.444824,-2912.453613,1331.650391
1808,0,-0.144698,-0.146433,-1.587450,2614.178711,-427.207458,1769.513672,0.049284,-0.268765,1.483738,2723.982910,-2909.816406,1332.854492
1809,0,-0.145851,-0.149717,-1.588609,2616.051758,-427.712616,1765.249023,0.055444,-0.272236,1.484050,2721.705322,-2907.368896,1334.739014
1810,0,-0.142555,-0.151927,-1.587950,2618.430176,-428.319183,1760.989746,0.060374,-0.267409,1.485725,2719.299316,-2905.424561,1336.679199
1811,0,-0.143326,-0.157569,-1.588732,2620.395020,-428.545624,1756.600830,0.068013,-0.258020,1.489176,2716.339111,-2903.435059,1338.835815
1812,0,-0.154530,-0.158160,-1.585526,2622.240723,-429.051697,1752.753540,0.080145,-0.264902,1.488846,2714.076904,-2901.689453,1340.991089
1813,0,-0.159821,-0.163512,-1.584026,2624.300049,-429.135254,1748.323853,0.089872,-0.263013,1.490897,2711.097168,-2900.104980,1343.427979
1814,0,-0.163766,-0.167360,-1.583336,2626.460938,-429.080109,1743.921753,0.105718,-0.267102,1.493132,2708.204102,-2899.055664,1346.176880
1815,0,-0.162393,-0.173737,-1.583850,2628.964111,-428.854065,1739.206177,0.115139,-0.265207,1.494686,2705.129150,-2897.605713,1348.635376
1816,0,-0.174187,-0.176847,-1.581073,2630.931152,-428.734924,1734.940552,0.118694,-0.252128,1.496095,2702.316406,-2896.401367,1351.203003
1817,0,-0.177183,-0.179818,-1.580431,2633.227539,-428.523926,1730.462036,0.120123,-0.233751,1.502978,2698.682373,-2895.402832,1353.669556
1818,0,-0.178453,-0.182720,-1.580022,2635.747314,-428.289703,1726.083008,0.127512,-0.222244,1.505792,2695.500732,-2894.724609,1356.427002
1819,0,-0.175148,-0.184200,-1.580734,2638.427002,-427.871582,1721.310791,0.137146,-0.213506,1.508297,2692.334961,-2894.189941,1359.522217
1820,0,-0.171500,-0.184983,-1.583699,2641.100342,-427.567810,1716.771484,0.116084,-0.174752,1.516232,2687.895752,-2893.809082,1360.838867
1821,0,-0.185753,-0.184219,-1.584823,2643.243652,-426.593811,1712.605103,0.147969,-0.190503,1.514897,2685.718262,-2893.424316,1365.767822
1822,0,-0.184552,-0.183784,-1.585028,2645.888184,-426.236084,1708.116577,0.209831,-0.192216,1.553484,2680.663086,-2888.313721,1365.651001
1823,0,-0.182586,-0.181357,-1.584542,2648.458496,-425.692139,1703.512939,0.249377,-0.195329,1.555816,2677.197998,-2888.670166,1368.898560
1824,0,-0.173046,-0.180601,-1.586527,2651.414551,-425.015533,1698.760254,0.173148,-0.144339,1.561627,2673.875244,-2888.158691,1372.712036
1825,0,-0.172197,-0.178905,-1.586552,2654.139160,-424.247162,1694.054565,0.203384,-0.150658,1.561438,2669.332520,-2889.028564,1376.020020
1826,0,-0.174613,-0.176501,-1.586794,2656.604736,-423.288330,1689.342651,0.210087,-0.142520,1.567240,2665.579102,-2889.532959,1379.436768
1827,0,-0.175040,-0.176112,-1.585749,2659.573730,-422.433167,1684.726196,0.187355,-0.139504,1.570048,2662.121094,-2890.257324,1383.475220
1828,0,-0.174038,-0.174470,-1.587189,2662.467529,-421.198639,1679.866089,0.184571,-0.137879,1.570086,2658.201416,-2890.965820,1387.224487
1829,0,-0.165426,-0.175041,-1.588176,2665.707764,-419.810608,1674.962769,0.132300,-0.109858,1.575162,2654.572998,-2891.883057,1391.602051
1830,0,-0.172712,-0.174754,-1.587176,2668.469727,-418.542877,1670.500122,0.073073,-0.077270,1.579360,2650.621338,-2893.011230,1395.640137
1831,0,-0.169084,-0.176253,-1.585533,2671.688721,-416.957123,1665.854248,0.071184,-0.075171,1.581031,2646.644531,-2894.272949,1399.260132
1832,0,-0.173648,-0.178410,-1.585337,2674.443848,-415.433746,1661.517090,0.069275,-0.075402,1.582473,2642.675293,-2895.739014,1403.034424
1833,0,-0.164954,-0.187891,-1.585158,2677.327393,-413.400024,1656.724121,0.057078,-0.069277,1.585468,2638.689941,-2897.289795,1406.862793
1834,0,-0.155289,-0.194076,-1.589023,2680.347656,-411.367096,1652.322021,0.057869,-0.052565,1.600889,2634.751709,-2899.447998,1410.767700
1835,0,-0.157011,-0.195663,-1.585682,2683.157959,-409.492096,1648.265625,0.041945,-0.049885,1.606698,2631.526611,-2900.933350,1415.607788
1836,0,-0.157603,-0.205594,-1.587191,2685.858154,-407.456085,1644.207153,0.049172,-0.046897,1.604843,2627.366211,-2903.167236,1418.842285
1837,0,-0.155323,-0.213807,-1.587507,2688.616699,-404.893097,1639.994995,0.034283,-0.037113,1.611267,2623.812012,-2904.936279,1422.945679
1838,0,-0.146803,-0.218186,-1.590988,2691.941162,-402.719391,1635.776733,0.050231,-0.036645,1.615018,2618.840332,-2907.003906,1425.691895
1839,0,-0.134861,-0.222256,-1.591846,2694.958496,-399.956390,1631.788452,0.047866,-0.031562,1.618361,2615.626465,-2909.196777,1429.893921
1840,0,-0.140680,-0.226358,-1.588293,2697.453857,-397.464783,1628.286133,0.036945,-0.020860,1.625970,2612.216797,-2911.320312,1433.764771
1841,0,-0.139068,-0.227903,-1.589739,2700.776367,-394.985352,1624.390991,0.042261,-0.015790,1.625510,2608.295898,-2913.950195,1437.438354
1842,0,-0.134099,-0.231007,-1.590407,2703.923828,-392.240784,1620.595337,0.034805,-0.006597,1.634845,2605.215820,-2916.203613,1441.565308
1843,0,-0.122589,-0.233718,-1.592180,2707.270020,-389.329529,1616.709351,0.035903,-0.002057,1.633089,2601.111816,-2918.966553,1444.822266
1844,0,-0.113964,-0.235694,-1.595747,2710.383545,-386.337616,1612.857910,0.041720,-0.000606,1.634924,2597.691895,-2921.550293,1448.687256
1845,0,-0.108785,-0.236437,-1.596534,2713.408447,-383.333160,1609.176514,0.045102,0.005424,1.631855,2593.588379,-2924.532471,1451.868042
1846,0,-0.101531,-0.237509,-1.598162,2716.458008,-380.378326,1605.578125,0.044427,0.007523,1.638290,2590.304688,-2927.151123,1455.933105
1847,0,-0.094730,-0.236958,-1.597076,2719.275146,-377.275421,1601.883423,0.051769,0.009332,1.634382,2586.046143,-2930.249268,1458.977783
1848,0,-0.084343,-0.236434,-1.610687,2722.700684,-374.381775,1598.502197,0.036580,0.022056,1.643922,2583.062500,-2933.088623,1462.568481
1849,0,-0.079446,-0.234049,-1.607956,2725.365479,-371.414917,1595.042847,0.042749,0.026357,1.638534,2578.856201,-2936.403564,1465.443848
1850,0,-0.068831,-0.230835,-1.609321,2728.344727,-368.253754,1591.616211,0.038590,0.029101,1.644356,2575.866211,-2939.043213,1469.295166
1851,0,-0.054100,-0.229930,-1.608255,2730.939209,-365.243042,1588.070190,0.033237,0.040109,1.643565,2571.741699,-2942.592529,1471.767456
1852,0,-0.043889,-0.226730,-1.609610,2733.691650,-362.068695,1584.686890,0.027293,0.045452,1.649969,2568.696533,-2945.458252,1475.260620
1853,0,-0.029224,-0.223421,-1.615590,2736.554688,-358.679352,1581.203735,0.029844,0.046307,1.650421,2565.411133,-2948.546387,1478.602539
1854,0,-0.040521,-0.232210,-1.610024,2738.997314,-355.552887,1578.308105,0.028403,0.050431,1.650159,2561.658691,-2952.024414,1481.219971
1855,0,-0.032757,-0.227327,-1.611799,2741.813721,-352.148682,1575.260376,0.075495,0.055421,1.531493,2556.625977,-2954.037109,1485.005371
1856,0,-0.027604,-0.223391,-1.612803,2744.628418,-348.649506,1572.324097,0.086844,-0.033057,1.538817,2552.616699,-2957.892822,1484.763062
1857,0,-0.021076,-0.219241,-1.615806,2747.190430,-344.707703,1569.172852,0.085590,0.080053,1.539335,2549.622803,-2960.760986,1490.379272
1858,0,-0.018679,-0.216003,-1.616842,2749.975586,-341.069458,1566.413330,0.118676,0.113899,1.516082,2545.796387,-2964.014160,1492.990356
1859,0,-0.024235,-0.213578,-1.613168,2752.544189,-337.472687,1563.883057,0.135177,0.073981,1.488528,2542.441162,-2966.985352,1495.140137
1860,0,-0.017652,-0.211824,-1.616352,2754.979492,-333.385681,1561.216797,0.138533,0.064818,1.482535,2538.853027,-2970.474121,1497.015137
1861,0,-0.021761,-0.212021,-1.613420,2757.258545,-329.753113,1559.143799,0.050146,0.037098,1.629342,2538.555420,-2975.967529,1498.974854
1862,0,-0.018464,-0.211104,-1.614171,2759.567383,-325.973267,1557.041138,0.050294,0.038882,1.627962,2534.842529,-2980.055176,1500.802856
1863,0,-0.005863,-0.209803,-1.618875,2761.683105,-322.134033,1555.064697,0.047300,0.036825,1.628770,2531.582275,-2983.555664,1503.335693
1864,0,-0.004287,-0.209545,-1.616610,2763.465820,-318.730560,1553.460938,0.043423,0.035643,1.629787,2528.569580,-2986.768311,1505.187866
1865,0,0.012927,-0.208910,-1.622131,2765.225586,-315.072510,1551.849365,0.039807,0.040179,1.629745,2525.755859,-2990.356445,1507.516846
1866,0,0.017397,-0.207531,-1.619773,2766.846436,-311.946930,1550.549316,0.027524,0.043747,1.630133,2522.361572,-2994.162842,1509.377197
1867,0,0.028066,-0.205250,-1.621364,2768.387695,-308.670410,1549.200684,0.028223,0.037342,1.631272,2520.004395,-2997.163086,1511.993774
1868,0,0.043356,-0.203589,-1.628233,2770.020264,-305.208313,1547.790649,0.026009,0.037250,1.631295,2517.007080,-3000.758057,1513.711304
1869,0,0.049355,-0.197458,-1.625262,2771.508545,-302.265045,1546.720459,0.021331,0.036362,1.630965,2513.824219,-3004.335449,1514.981445
1870,0,0.065939,-0.191706,-1.630292,2773.007324,-298.968445,1545.443848,0.008936,0.044020,1.632186,2510.926514,-3008.040527,1516.966064
1871,0,0.089627,-0.163358,-1.599604,2773.526611,-298.181946,1544.910767,0.007909,0.043285,1.633467,2508.175293,-3011.424561,1518.528198
1872,0,0.100540,-0.157839,-1.600116,2774.913330,-295.306732,1544.054688,0.006160,0.043311,1.633096,2505.249756,-3015.066162,1519.906494
1873,0,0.099943,-0.150900,-1.599374,2775.733154,-292.373016,1543.514771,0.004829,0.042179,1.632438,2502.427490,-3018.719482,1521.175415
1874,0,0.101633,-0.150016,-1.599594,2776.884521,-289.293671,1542.872559,0.015208,0.039011,1.632221,2499.939941,-3022.141846,1522.044067
1875,0,0.108318,-0.147440,-1.599776,2778.322998,-285.996368,1541.915161,-0.011989,0.046558,1.632491,2496.938965,-3025.772217,1523.754883
1876,0,0.110935,-0.139953,-1.602445,2779.152344,-282.524780,1541.822021,-0.012944,0.045089,1.632384,2494.194336,-3029.365234,1524.822021
1877,0,0.108813,-0.151897,-1.602086,2780.108887,-279.449432,1541.352173,-0.034870,0.051181,1.631806,2491.477539,-3032.947021,1526.216431
1878,0,0.096932,-0.150019,-1.601560,2780.523926,-276.673676,1541.665771,-0.010707,0.042875,1.632766,2489.119141,-3036.195068,1526.274536
1879,0,0.118436,-0.142832,-1.602994,2781.402344,-273.372528,1541.279053,-0.014491,0.038055,1.630978,2486.352783,-3039.626953,1526.913940
1880,0,0.090868,-0.153038,-1.603575,2781.394775,-270.489624,1542.634766,-0.016798,0.040787,1.632919,2483.593994,-3043.212158,1527.498657
1881,0,0.096639,-0.152611,-1.600920,2781.855713,-268.126343,1543.131104,-0.006669,0.036156,1.632767,2480.881348,-3046.691406,1527.522461
1882,0,0.099664,-0.152414,-1.602062,2782.083984,-265.638275,1543.886719,-0.007586,0.033987,1.632669,2478.196289,-3050.104980,1527.838013
1883,0,0.110061,-0.138403,-1.601232,2782.281006,-263.680145,1544.721558,-0.023432,0.034164,1.630573,2475.337158,-3053.619629,1528.359619
1884,0,0.112501,-0.147304,-1.601527,2782.435059,-261.481171,1545.855713,-0.010803,0.030085,1.635794,2473.564209,-3056.107910,1528.596191
1885,0,0.125404,-0.143914,-1.596568,2780.978516,-258.945740,1547.773315,-0.076120,0.059106,1.629467,2469.772217,-3060.707275,1528.809570
1886,0,0.137085,-0.139407,-1.595231,2781.026611,-257.288300,1548.873657,-0.078508,0.059590,1.629351,2467.145508,-3063.972900,1528.666138
1887,0,0.134181,-0.136821,-1.595868,2780.296875,-255.292542,1550.170776,-0.084170,0.060355,1.629489,2464.655762,-3067.195068,1528.656860
1888,0,0.153073,-0.108330,-1.592707,2780.066162,-253.583817,1551.404175,-0.088897,0.062078,1.629151,2462.039062,-3070.436768,1528.357910
1889,0,0.137322,-0.122225,-1.594807,2778.827881,-251.558929,1552.957764,-0.082033,0.058134,1.628865,2459.203125,-3073.810303,1527.721069
1890,0,0.141016,-0.121046,-1.594183,2778.667725,-250.089462,1554.050903,-0.082173,0.060711,1.628479,2456.776611,-3077.059326,1526.797485
1891,0,0.135719,-0.119280,-1.593425,2777.601807,-248.635178,1555.552979,0.039208,-0.315720,1.605280,2450.604492,-3083.931396,1513.403564
1892,0,0.136639,-0.119691,-1.593635,2776.774170,-247.228943,1556.919556,0.020122,-0.245714,1.608918,2447.615479,-3087.551025,1514.065796
1893,0,0.137181,-0.120936,-1.596537,2775.854492,-245.827209,1558.329712,-0.009620,-0.177293,1.611862,2444.559326,-3091.297852,1514.232178
1894,0,0.136539,-0.121055,-1.599118,2774.937988,-244.507141,1559.901245,-0.012830,-0.155729,1.611652,2441.960449,-3094.472900,1513.954468
1895,0,0.132252,-0.121012,-1.594828,2773.681885,-243.511185,1561.707275,-0.020224,-0.153768,1.611426,2439.178467,-3097.628662,1512.375488
1896,0,0.137848,-0.124902,-1.596140,2772.841553,-242.456772,1563.406982,-0.016720,-0.144555,1.611209,2436.600342,-3100.646240,1511.521362
1897,0,0.137449,-0.124176,-1.597939,2771.472412,-241.788498,1565.514648,-0.031402,-0.132024,1.610270,2433.830566,-3103.585938,1509.761353
1898,0,0.131022,-0.123599,-1.596722,2769.542480,-241.066162,1567.918335,-0.026458,-0.137691,1.610849,2431.161133,-3106.634521,1508.257568
1899,0,0.130026,-0.124181,-1.595621,2768.011230,-240.439774,1570.232788,-0.031855,-0.134745,1.609027,2428.454834,-3109.504150,1506.409668
1900,0,0.135586,-0.125845,-1.598940,2766.773438,-240.125610,1572.446289,-0.033497,-0.108835,1.610799,2425.534180,-3112.539795,1505.080811
1901,0,0.128619,-0.124602,-1.598515,2764.541504,-239.752716,1575.263306,-0.033684,-0.118091,1.610320,2422.831299,-3115.432617,1502.968628
1902,0,0.132759,-0.124975,-1.601327,2762.998047,-239.798721,1577.705933,-0.042644,-0.115084,1.608622,2420.131104,-3118.348389,1501.066162
1903,0,0.131937,-0.125007,-1.600872,2760.572998,-239.556030,1580.803589,-0.040640,-0.135077,1.607736,2417.443359,-3121.093994,1498.647583
1904,0,0.129195,-0.123697,-1.600247,2758.458740,-239.766922,1583.835815,-0.041747,-0.138392,1.607352,2414.647705,-3123.931152,1496.382202
1905,0,0.118482,-0.120917,-1.602679,2755.704590,-239.518845,1587.165283,-0.041797,-0.141489,1.605651,2411.845459,-3126.650879,1493.938477
1906,0,0.133268,-0.123338,-1.601090,2754.453369,-240.351288,1589.797729,-0.037071,-0.145574,1.607610,2408.764160,-3129.488770,1491.029297
1907,0,0.127754,-0.119581,-1.600524,2751.692627,-240.688919,1593.192627,-0.032509,-0.165630,1.606418,2406.435547,-3132.118164,1488.734253
1908,0,0.128717,-0.117919,-1.602673,2749.329346,-241.138565,1596.462402,-0.042789,-0.148650,1.605704,2403.539062,-3134.878662,1486.219727
1909,0,0.122746,-0.114978,-1.601232,2747.036133,-241.964325,1600.040283,-0.044608,-0.139854,1.603616,2400.630615,-3137.650879,1483.647583
1910,0,0.118642,-0.111839,-1.601043,2744.516113,-242.709106,1603.545166,-0.041783,-0.155575,1.602182,2397.861328,-3140.278809,1480.414795
1911,0,0.114674,-0.108445,-1.601245,2742.018555,-243.572678,1607.189453,-0.038189,-0.169967,1.602188,2395.031250,-3142.952881,1477.159058
1912,0,0.110842,-0.104345,-1.600885,2739.409424,-244.455994,1610.927734,-0.028208,-0.144232,1.604231,2392.023926,-3145.713867,1475.121460
1913,0,0.109886,-0.101506,-1.602623,2736.667969,-245.482971,1614.673584,-0.034464,-0.155475,1.603886,2389.149414,-3148.412109,1471.785400
1914,0,0.109579,-0.099259,-1.602408,2734.395264,-246.910004,1618.588379,-0.027504,-0.185302,1.601266,2386.328613,-3150.808105,1467.932739
1915,0,0.107422,-0.095776,-1.603136,2731.626465,-248.262100,1622.641724,-0.058315,0.008780,1.616392,2386.959961,-3148.653809,1472.469238
1916,0,0.093806,-0.104297,-1.605214,2729.103516,-249.979645,1626.436279,-0.054430,-0.001295,1.614686,2383.992188,-3151.061523,1468.928467
1917,0,0.094452,-0.098815,-1.604378,2725.943115,-251.508804,1630.664551,-0.062444,0.006182,1.614954,2380.703369,-3153.744141,1465.236206
1918,0,0.088374,-0.095514,-1.603095,2722.973877,-253.240265,1634.990479,-0.061226,0.002201,1.615353,2377.650635,-3156.081055,1461.719971
1919,0,0.084938,-0.091058,-1.602009,2719.947998,-255.085342,1639.375854,-0.067023,0.002701,1.613661,2374.375977,-3158.627686,1457.884521
1920,0,0.089068,-0.087548,-1.603886,2717.290771,-257.038910,1643.532227,-0.067418,0.001461,1.613296,2371.337646,-3160.914062,1454.141113
1921,0,0.079061,-0.073318,-1.601044,2713.255615,-258.615173,1648.629761,-0.082688,0.027749,1.621995,2368.089111,-3164.013916,1449.965454
1922,0,0.067126,-0.068395,-1.604108,2709.925293,-260.349640,1653.352661,-0.075468,0.013054,1.620643,2364.776855,-3165.982178,1446.381714
1923,0,0.076432,-0.066831,-1.601902,2707.508545,-263.013855,1657.415283,-0.082878,0.019959,1.625380,2361.897705,-3168.056641,1442.729126
1924,0,0.075707,-0.066857,-1.605133,2704.347168,-264.962219,1661.718506,-0.088815,0.024242,1.623206,2358.501709,-3170.534424,1438.534668
1925,0,0.060529,-0.060491,-1.598055,2700.759766,-267.418091,1666.562256,-0.087079,0.022909,1.625786,2355.272705,-3172.582764,1434.504028
1926,0,0.057883,-0.059896,-1.601403,2697.532227,-269.774689,1670.985962,-0.088444,0.023117,1.622882,2351.680176,-3174.912598,1430.236328
1927,0,0.052856,-0.059047,-1.601163,2694.310059,-272.157440,1675.501709,-0.090237,0.023483,1.622469,2348.149170,-3177.044189,1426.001221
1928,0,0.045619,-0.060799,-1.601018,2691.102295,-274.554565,1679.989380,-0.094833,0.026467,1.620487,2344.555664,-3179.375488,1421.594849
1929,0,0.041712,-0.064403,-1.600111,2688.296875,-277.131287,1684.337769,-0.098694,0.026463,1.620798,2340.993408,-3181.338135,1417.352417
1930,0,0.029506,-0.067170,-1.598459,2684.632080,-279.498627,1688.945068,-0.099556,0.026128,1.620252,2337.260742,-3183.612549,1412.785400
1931,0,0.022435,-0.070704,-1.598725,2681.281250,-281.944702,1693.336426,-0.103811,0.023077,1.618955,2333.547852,-3185.631348,1408.385376
1932,0,0.018908,-0.074841,-1.599563,2677.868896,-284.278107,1697.512451,-0.105254,0.026972,1.611277,2329.357666,-3188.286133,1402.930054
1933,0,0.010981,-0.078188,-1.598863,2674.592285,-287.039368,1701.917969,0.245156,-1.327149,1.424405,2333.287842,-3178.937744,1374.944092
1934,0,0.010491,-0.082855,-1.599406,2671.594482,-289.786102,1705.970947,0.268106,-1.401841,1.401152,2330.657959,-3179.182617,1370.024414
1935,0,0.005388,-0.085275,-1.598419,2668.361572,-292.620911,1710.093506,0.248755,-1.364637,1.414843,2326.050781,-3181.841797,1365.381348
1936,0,-0.004553,-0.085551,-1.597829,2664.719482,-295.484467,1714.315918,0.219431,-1.221810,1.459001,2319.913330,-3187.626709,1362.263428
1937,0,-0.003421,-0.085778,-1.602946,2662.177246,-298.558807,1718.177734,0.202578,-1.158133,1.473680,2315.194580,-3190.369873,1357.727783
1938,0,-0.005763,-0.085768,-1.599095,2658.717773,-301.808655,1721.971802,0.170708,-1.080781,1.495841,2309.988525,-3193.936279,1353.935181
1939,0,-0.011570,-0.082157,-1.597534,2655.173340,-304.993744,1725.895508,0.164942,-1.064381,1.497490,2305.900879,-3196.007080,1349.243164
1940,0,-0.006316,-0.080298,-1.598389,2652.374756,-308.402863,1729.258911,0.166866,-1.070484,1.499245,2301.390137,-3197.753174,1344.149292
1941,0,-0.008380,-0.077664,-1.597805,2649.244629,-311.760986,1732.652344,0.154376,-1.027209,1.507102,2296.706055,-3200.042480,1339.573486
1942,0,-0.014809,-0.075700,-1.596638,2645.725098,-315.025146,1735.983765,0.157176,-1.035916,1.504704,2292.639160,-3201.517334,1334.378540
1943,0,-0.011934,-0.076904,-1.601092,2643.090332,-318.278229,1738.843872,0.155583,-1.022476,1.505514,2288.207275,-3203.334961,1329.186890
1944,0,-0.016434,-0.080633,-1.596666,2639.233887,-321.417297,1741.736328,0.141594,-0.977234,1.514233,2283.492432,-3205.730469,1324.039917
1945,0,-0.020930,-0.084467,-1.596640,2636.018555,-324.505219,1744.285522,-2.311085,-2.222611,-0.032311,2248.889648,-3216.258545,1342.532227
1946,0,-0.020523,-0.089711,-1.597124,2633.244873,-327.635986,1746.498291,-2.313308,-2.221878,-0.019219,2244.536621,-3217.579346,1337.386353
1947,0,-0.027427,-0.092718,-1.595425,2629.734863,-330.680969,1749.031006,-2.312422,-2.220420,-0.005087,2240.200928,-3218.747559,1332.261353
1948,0,-0.030498,-0.095560,-1.594743,2626.580322,-333.878754,1751.265381,-2.312872,-2.220778,0.009752,2236.003418,-3219.785400,1327.055298
1949,0,-0.025607,-0.098756,-1.596192,2624.011230,-337.307861,1753.315186,-2.311839,-2.222632,0.040041,2231.236816,-3221.177246,1321.981567
1950,0,-0.029897,-0.099541,-1.595718,2621.071045,-340.622559,1755.445190,-2.313857,-2.213921,0.038752,2226.867676,-3221.758301,1316.401489
1951,0,-0.036845,-0.099913,-1.593504,2617.680664,-343.908600,1757.601440,-2.300597,-2.204969,0.030201,2221.994141,-3222.642334,1311.705566
1952,0,-0.033848,-0.102492,-1.595309,2615.121582,-347.360931,1759.276489,-2.306755,-2.202890,0.048208,2217.986816,-3223.666992,1306.651367
1953,0,-0.032829,-0.101979,-1.594369,2612.194092,-350.792084,1760.998169,-2.302587,-2.204280,0.067823,2213.118652,-3223.930908,1300.878418
1954,0,-0.038215,-0.101683,-1.591935,2608.809570,-354.161560,1762.579834,-0.123410,0.126347,1.591215,2235.679199,-3219.002197,1290.200317
1955,0,-0.038730,-0.101304,-1.591066,2605.889404,-357.591278,1763.910278,-0.137920,0.147309,1.592754,2231.522217,-3219.271240,1284.414185
1956,0,-0.032085,-0.102770,-1.592260,2603.367676,-361.116791,1764.991821,-0.091178,0.119235,1.607681,2226.667236,-3219.054443,1281.337891
1957,0,-0.033012,-0.102334,-1.591544,2600.487061,-364.534546,1766.008789,0.050184,-0.503326,1.577967,2220.064697,-3222.163086,1254.452271
1958,0,-0.040195,-0.101686,-1.589548,2597.321533,-367.843842,1767.022461,0.080264,-0.595677,1.569229,2216.218506,-3221.313477,1246.789429
