Frame,Sub Frame,RX_c,RY_c,RZ_c,TX_c,TY_c,TZ_c,RX_l,RY_l,RZ_l,TX_l,TY_l,TZ_l
4600,0,-0.059067,-0.069416,-1.585438,752.114136,-457.855011,2090.967285,0.034176,-0.005052,1.445108,1569.185547,-3122.261719,1823.744263
4601,0,-0.057515,-0.071467,-1.586321,760.584167,-456.575836,2090.550781,0.035017,-0.010678,1.445221,1577.091797,-3121.809814,1820.868164
4602,0,-0.049962,-0.073811,-1.586339,769.848633,-455.596741,2089.719727,0.035088,-0.010462,1.444888,1583.958496,-3121.458008,1816.961548
4603,0,-0.045474,-0.075678,-1.586597,778.525635,-454.433594,2089.282227,0.038682,-0.024100,1.411672,1593.330566,-3124.436768,1814.588135
4604,0,-0.042155,-0.077071,-1.587141,787.441589,-453.272583,2088.747070,0.047229,-0.032906,1.411232,1599.943970,-3124.721680,1811.383545
4605,0,-0.039088,-0.079938,-1.587086,796.563599,-452.226685,2088.170166,0.044943,-0.031481,1.411257,1607.224487,-3124.362061,1807.802856
4606,0,-0.037601,-0.082118,-1.587384,805.357971,-451.018646,2087.570801,0.019529,0.104948,1.361424,1612.374878,-3117.140869,1804.408447
4607,0,-0.032939,-0.086412,-1.588143,814.263123,-449.977295,2087.050781,0.027902,0.045079,1.364821,1619.705688,-3117.271973,1799.524902
4608,0,-0.031318,-0.087253,-1.586668,822.413879,-448.652740,2086.742676,0.027392,0.046821,1.364059,1627.064209,-3116.890381,1795.959106
4609,0,-0.023210,-0.107856,-1.608041,831.709045,-446.560577,2085.352783,0.026964,0.012181,1.369581,1633.929077,-3117.022705,1791.254150
4610,0,-0.026952,-0.095025,-1.587012,840.206177,-446.541718,2085.413574,0.034460,0.070220,1.356279,1641.896118,-3116.030762,1789.420410
4611,0,-0.014188,-0.104355,-1.600019,849.258118,-444.820984,2084.372314,0.034157,0.027483,1.364292,1648.657471,-3116.305420,1784.454590
4612,0,-0.017346,-0.106062,-1.589283,857.992249,-444.701965,2084.078125,-0.063934,0.046399,1.440820,1658.459473,-3117.831543,1783.248535
4613,0,-0.012631,-0.108360,-1.589060,867.339111,-443.894958,2083.159668,-0.050124,0.042048,1.442693,1665.530762,-3117.351318,1779.236694
4614,0,-0.006815,-0.111804,-1.590465,876.162720,-443.087738,2082.538330,-0.053501,0.042454,1.440982,1672.877075,-3116.943359,1775.956665
4615,0,-0.003050,-0.114461,-1.589996,884.719788,-442.226074,2081.899414,0.005580,0.008236,1.443845,1679.593262,-3116.764893,1772.093506
4616,0,0.000517,-0.116102,-1.589023,893.629211,-441.400879,2081.048096,0.004606,0.006656,1.443406,1686.810791,-3116.528564,1769.154785
4617,0,0.009498,-0.119966,-1.593553,902.401001,-440.557343,2080.347900,0.005281,0.003838,1.441862,1694.083618,-3116.143066,1766.247437
4618,0,0.007649,-0.120664,-1.589816,910.633728,-439.852112,2079.927490,0.000002,0.009503,1.443505,1701.462280,-3115.509766,1762.980713
4619,0,0.012599,-0.122605,-1.589288,919.756470,-439.260803,2079.051514,-0.034494,0.040729,1.444570,1708.315308,-3114.954346,1758.988037
4620,0,0.012423,-0.123992,-1.589510,928.006897,-438.331696,2078.456787,-0.030095,0.035283,1.444492,1716.060791,-3114.096924,1756.393921
4621,0,0.014146,-0.124629,-1.588342,937.098389,-437.646881,2077.464600,-0.036189,0.038788,1.443176,1722.803223,-3113.625244,1753.087891
4622,0,0.013964,-0.126194,-1.589138,945.333313,-436.891205,2077.005859,-0.037282,0.038093,1.442069,1729.829346,-3113.209229,1750.270874
4623,0,0.016976,-0.126538,-1.588795,954.391541,-436.300598,2076.130127,-0.054539,0.057672,1.458926,1738.005005,-3112.551514,1748.220093
4624,0,0.010827,-0.124998,-1.587739,962.624451,-435.338135,2075.507568,-0.058144,0.057778,1.457395,1744.911987,-3112.053955,1745.578735
4625,0,0.013882,-0.126212,-1.588865,971.695679,-434.905212,2074.718506,-0.059383,0.057080,1.455515,1751.768677,-3111.435547,1742.796631
4626,0,0.012888,-0.125193,-1.587904,980.520264,-434.418579,2073.984131,-0.096256,0.075326,1.452891,1759.032471,-3110.703369,1740.761353
4627,0,0.012362,-0.125281,-1.587803,988.812683,-433.682037,2073.398926,-0.102283,0.079386,1.452422,1765.790283,-3110.030273,1738.177246
4628,0,0.007514,-0.124218,-1.586819,997.207153,-433.127808,2072.802490,-0.102934,0.077776,1.451359,1772.684937,-3109.301025,1735.467773
4629,0,0.010363,-0.124543,-1.587161,1005.970215,-432.775757,2072.054443,-0.102174,0.076546,1.450517,1779.515625,-3108.495850,1732.931519
4630,0,0.009674,-0.122782,-1.585754,1014.277466,-432.264893,2071.368896,-0.122853,0.090023,1.451187,1786.122681,-3107.576904,1730.258545
4631,0,0.008350,-0.123340,-1.586134,1022.390137,-431.874603,2070.943115,-0.106543,0.079417,1.451234,1793.177856,-3106.610840,1727.475708
4632,0,0.006555,-0.121305,-1.585356,1030.483032,-431.354187,2070.193848,-0.107596,0.078406,1.451164,1800.037720,-3105.752930,1724.930786
4633,0,0.013580,-0.122664,-1.586252,1039.144165,-431.260254,2069.492188,-0.088318,0.069237,1.457211,1806.895264,-3104.398926,1721.888184
4634,0,0.007911,-0.120722,-1.585608,1046.680420,-430.651855,2068.918945,-0.086612,0.064449,1.453375,1813.470581,-3103.306885,1719.179199
4635,0,0.012518,-0.122425,-1.585878,1055.369629,-430.602386,2068.150879,-0.089982,0.064451,1.452829,1819.826172,-3102.283203,1716.557495
4636,0,0.010368,-0.121635,-1.585720,1063.235962,-430.206207,2067.569336,-0.089931,0.064947,1.457386,1826.815063,-3101.104980,1714.312744
4637,0,0.007245,-0.120769,-1.584914,1071.181030,-429.855652,2066.771973,-0.090413,0.061512,1.457174,1833.422852,-3099.874268,1711.930420
4638,0,0.011315,-0.121927,-1.586693,1079.389160,-429.704102,2066.061768,-0.088627,0.059394,1.456850,1839.953613,-3098.622803,1709.494141
4639,0,0.012319,-0.122579,-1.586057,1087.521851,-429.549835,2065.205078,-0.089566,0.061442,1.456333,1846.159546,-3097.575684,1706.827026
4640,0,0.006734,-0.121608,-1.587049,1095.227295,-429.369873,2064.457764,-0.110103,0.067687,1.454219,1853.171021,-3096.206543,1705.191406
4641,0,0.008721,-0.122101,-1.586239,1103.148804,-429.163757,2063.659424,-0.085236,0.053872,1.457483,1859.579224,-3094.685791,1702.401367
4642,0,0.011253,-0.123054,-1.586937,1111.055420,-429.079254,2062.758301,-0.082533,0.051837,1.457004,1865.973999,-3093.471436,1700.253906
4643,0,0.008957,-0.122107,-1.585969,1118.788818,-429.012207,2061.980469,-0.081206,0.050562,1.457593,1872.291504,-3091.852295,1697.879761
4644,0,0.010858,-0.122268,-1.586542,1126.833252,-429.058350,2060.942627,-0.081017,0.050980,1.458135,1878.473511,-3090.485107,1695.549316
4645,0,0.006832,-0.120722,-1.586248,1134.056519,-428.861145,2060.104736,-0.099015,0.055457,1.453341,1885.126953,-3088.951904,1694.048584
4646,0,0.012647,-0.121762,-1.587190,1142.040161,-429.079437,2059.118652,-0.092999,0.051596,1.453266,1891.354614,-3087.480957,1691.903564
4647,0,0.009831,-0.120983,-1.587072,1149.429199,-429.030701,2058.194824,-0.095500,0.051757,1.453780,1897.645142,-3085.875244,1689.931274
4648,0,0.012371,-0.121651,-1.586907,1157.296021,-429.210663,2057.026123,-0.096576,0.051345,1.454624,1903.909180,-3084.258789,1688.147949
4649,0,0.013198,-0.122225,-1.587290,1164.921875,-429.359589,2055.994873,-0.107205,0.055563,1.452729,1909.653442,-3082.649658,1686.163696
4650,0,0.012271,-0.121590,-1.587623,1172.485474,-429.479645,2054.938721,-0.089564,0.045682,1.455390,1916.307495,-3080.929443,1684.308228
4651,0,0.013577,-0.121535,-1.587555,1179.704590,-429.563690,2053.970215,-0.080746,0.039788,1.455813,1922.309204,-3079.383789,1682.388184
4652,0,0.009987,-0.122084,-1.587591,1187.067017,-429.731354,2052.956055,-0.071449,0.023356,1.439924,1927.350464,-3077.745605,1680.032959
4653,0,0.010647,-0.121612,-1.586960,1194.679443,-429.966705,2051.605957,-0.097724,0.040747,1.442071,1932.787598,-3075.964600,1677.985840
4654,0,0.008919,-0.122278,-1.586607,1201.448120,-430.025085,2050.629150,-0.136975,0.047038,1.435840,1938.832153,-3074.686035,1678.350586
4655,0,0.009318,-0.122019,-1.587021,1208.904785,-430.374573,2049.396484,-0.163911,0.057742,1.434960,1944.334473,-3072.960938,1677.034058
4656,0,0.012941,-0.124584,-1.587417,1216.320312,-430.715942,2048.061279,-0.158962,0.051321,1.435367,1950.182617,-3071.264160,1675.421387
4657,0,0.012754,-0.125245,-1.587378,1223.233765,-431.047577,2047.008789,-0.166284,0.050158,1.434200,1955.836548,-3069.654785,1674.217529
4658,0,0.015155,-0.125978,-1.587444,1230.514526,-431.415466,2045.610229,-0.162039,0.041864,1.431414,1961.590210,-3068.366699,1673.113159
4659,0,0.014895,-0.126583,-1.587496,1237.454224,-431.860046,2044.530884,-0.039898,-0.023455,1.439755,1967.210083,-3066.656738,1669.540527
4660,0,0.012453,-0.125839,-1.587659,1244.301514,-432.176483,2043.196167,-0.113475,0.012622,1.376947,1971.945312,-3074.540527,1669.686157
4661,0,0.018203,-0.126870,-1.589076,1251.954346,-432.887115,2041.783813,-0.115782,0.013988,1.376585,1977.597778,-3072.971436,1668.498779
4662,0,0.013025,-0.125508,-1.587679,1258.488647,-433.139191,2040.435791,-0.108100,0.005877,1.375816,1983.154907,-3071.590820,1667.261841
4663,0,0.014187,-0.124910,-1.587762,1265.521484,-433.730469,2039.099243,0.048870,-0.078920,1.446298,1989.674194,-3060.504639,1664.202271
4664,0,0.014839,-0.124861,-1.588777,1272.267822,-434.219727,2037.748779,0.054846,-0.079601,1.446880,1995.332397,-3059.105469,1663.183228
4665,0,0.015863,-0.124251,-1.588372,1279.655762,-434.923981,2036.077515,0.043947,-0.058595,1.448033,2001.111694,-3057.491699,1661.156494
4666,0,0.026072,-0.111912,-1.587604,1287.501953,-436.080322,2034.139404,0.054899,-0.065874,1.449647,2006.355469,-3056.128174,1660.348389
4667,0,0.025159,-0.110966,-1.586279,1294.241455,-436.651367,2032.621582,0.080691,-0.067858,1.457506,2009.868652,-3053.387451,1658.985107
4668,0,0.025021,-0.110244,-1.586640,1300.894653,-437.278442,2031.154663,0.075342,-0.076428,1.450005,2017.123657,-3053.956787,1658.937012
4669,0,0.024213,-0.110046,-1.587016,1307.664551,-438.006927,2029.550293,0.067734,-0.065615,1.449730,2022.705811,-3052.883545,1657.760376
4670,0,0.028079,-0.111520,-1.587699,1314.264526,-438.802856,2028.141968,0.068272,-0.062432,1.450780,2028.067627,-3051.811523,1657.037720
4671,0,0.021655,-0.107554,-1.586746,1320.335327,-439.317261,2027.037842,0.049738,-0.043155,1.452231,2033.272705,-3050.653076,1655.810059
4672,0,0.017533,-0.109372,-1.586464,1327.007812,-440.049866,2025.197266,0.057142,-0.051662,1.450817,2038.697998,-3049.750977,1655.608643
4673,0,0.019696,-0.110335,-1.585939,1333.522339,-440.749817,2023.730225,0.058925,-0.049790,1.452887,2043.494019,-3048.593506,1655.519653
4674,0,0.024605,-0.114793,-1.588489,1340.293335,-441.675018,2022.118530,0.057052,-0.049576,1.452268,2049.119141,-3048.040039,1654.861572
4675,0,0.018307,-0.113110,-1.587665,1346.401367,-442.357208,2020.744141,0.055390,-0.044811,1.453464,2053.895264,-3047.571045,1654.376587
4676,0,0.016646,-0.115062,-1.587295,1352.848022,-443.164825,2019.156006,0.055218,-0.044181,1.454941,2058.853271,-3046.831543,1654.142090
4677,0,0.017258,-0.119696,-1.589085,1359.408325,-443.947266,2017.388550,0.023179,-0.029306,1.451030,2064.160645,-3046.735352,1654.722778
4678,0,0.010814,-0.119813,-1.588413,1365.280884,-444.596466,2015.924194,0.029945,-0.032795,1.452642,2068.989014,-3046.175537,1654.458130
4679,0,0.010424,-0.121412,-1.588408,1371.539673,-445.385590,2014.357300,0.029749,-0.036750,1.449983,2074.615723,-3045.747559,1654.822754
4680,0,0.010552,-0.123879,-1.588272,1378.073608,-446.242065,2012.463135,0.009754,-0.021674,1.453282,2079.232422,-3045.797119,1655.800293
4681,0,0.006823,-0.126388,-1.589146,1384.403809,-447.132355,2010.765991,0.081926,-0.065419,1.452299,2083.955811,-3045.637207,1654.476196
4682,0,0.003770,-0.127587,-1.589040,1390.129150,-447.931732,2009.496216,0.086760,-0.071287,1.456206,2088.276367,-3045.326660,1654.923706
4683,0,0.000551,-0.127086,-1.587871,1396.221924,-448.777679,2007.717651,0.086827,-0.060151,1.455605,2093.593262,-3045.661621,1655.024170
4684,0,-0.017913,-0.141467,-1.593737,1398.015991,-443.522614,2002.254028,0.089385,-0.070836,1.456957,2098.495361,-3045.343262,1655.460815
4685,0,-0.022866,-0.143009,-1.593890,1403.907227,-444.389160,2000.295654,0.089357,-0.066392,1.455351,2103.767334,-3045.871094,1655.386108
4686,0,-0.028626,-0.143843,-1.592827,1409.822998,-445.270264,1998.589966,0.108305,-0.080372,1.450415,2106.453857,-3044.391602,1654.710449
4687,0,-0.023601,-0.146888,-1.593322,1415.885986,-446.080658,1996.829346,0.084713,0.041479,1.375131,2112.458008,-3044.281494,1657.288330
4688,0,-0.025355,-0.148643,-1.593582,1421.804077,-446.933990,1995.047729,0.108815,0.030797,1.383196,2115.735107,-3044.573242,1658.371460
4689,0,-0.026574,-0.149446,-1.593925,1427.602173,-447.859131,1993.202393,0.109388,-0.057378,1.385159,2120.566162,-3045.639893,1656.450928
4690,0,-0.033596,-0.148148,-1.594161,1433.205322,-448.855133,1991.301636,0.308812,-1.415767,1.173357,2136.156738,-3034.200195,1632.626587
4691,0,-0.033058,-0.148486,-1.593746,1438.913574,-449.832062,1989.402466,0.288353,-1.315629,1.211042,2138.956299,-3036.161377,1633.275635
4692,0,-0.027385,-0.150274,-1.594270,1444.766602,-450.740753,1987.557983,0.274877,-1.249733,1.234448,2142.888184,-3038.104736,1634.133545
4693,0,-0.020361,-0.152735,-1.591474,1453.841431,-457.237793,1989.850098,0.076542,-0.048396,1.454864,2142.492676,-3050.581543,1658.107300
4694,0,-0.024754,-0.153769,-1.590766,1459.459961,-457.960754,1987.779419,0.074429,-0.046244,1.455610,2147.568115,-3051.186279,1658.920898
4695,0,-0.025462,-0.157040,-1.591055,1465.100586,-458.789886,1985.869873,0.067566,-0.040217,1.457391,2152.171387,-3052.011719,1659.475830
4696,0,-0.032423,-0.158995,-1.592542,1469.718872,-459.052399,1984.189941,0.043645,-0.014350,1.458526,2157.397949,-3052.734375,1659.551514
4697,0,-0.037491,-0.162220,-1.593448,1475.303223,-459.768433,1982.061523,0.045999,-0.013896,1.457383,2161.945068,-3054.089111,1660.001099
4698,0,-0.040034,-0.165459,-1.591644,1480.907227,-460.284027,1980.013550,0.043430,-0.008873,1.460377,2166.536133,-3054.926758,1660.650879
4699,0,-0.045216,-0.166430,-1.591835,1486.441040,-460.773163,1977.855103,0.043838,-0.006578,1.458729,2171.569824,-3056.220215,1661.290283
4700,0,-0.046375,-0.168572,-1.591018,1491.847656,-461.447937,1975.906128,0.041826,-0.003278,1.460323,2176.808350,-3057.098633,1662.289307
4701,0,-0.044596,-0.169092,-1.589772,1498.092529,-462.567047,1973.679932,0.040229,0.000814,1.459438,2181.053955,-3058.724854,1662.625610
4702,0,-0.049996,-0.167983,-1.591302,1502.574585,-462.817780,1971.954224,0.035173,0.005473,1.461514,2186.082520,-3059.520508,1663.560303
4703,0,-0.052355,-0.166465,-1.591451,1507.971069,-463.534241,1969.958496,0.030246,0.009693,1.461499,2190.820068,-3061.038330,1664.295410
4704,0,-0.056121,-0.163249,-1.591021,1513.385010,-464.177338,1967.787964,0.028548,0.010247,1.461723,2195.747314,-3062.227783,1665.212646
4705,0,-0.054962,-0.162082,-1.590422,1518.804077,-464.910065,1965.759766,0.023148,0.011374,1.460767,2200.108887,-3063.724854,1665.734253
4706,0,-0.050899,-0.162663,-1.589182,1524.894409,-465.979065,1963.425659,0.021066,0.011130,1.462575,2204.957764,-3064.696045,1666.857666
4707,0,-0.057009,-0.162053,-1.591164,1529.927490,-466.324219,1961.456421,0.013929,0.019917,1.461914,2209.471191,-3066.564453,1667.376953
4708,0,-0.058657,-0.163136,-1.589625,1534.438721,-466.534180,1959.248779,0.010346,0.021072,1.461636,2213.990234,-3068.172363,1668.083862
4709,0,-0.061609,-0.162743,-1.588547,1539.494385,-466.812073,1956.918335,-0.000266,0.026078,1.459032,2219.446777,-3069.524902,1669.298218
4710,0,-0.059671,-0.166744,-1.589173,1544.403442,-467.173828,1954.861572,-0.003052,0.029157,1.459696,2223.700684,-3071.048096,1669.729004
4711,0,-0.062357,-0.170055,-1.590189,1550.237061,-467.748566,1952.541748,-0.006673,0.027011,1.457572,2228.874756,-3072.342529,1670.884644
4712,0,-0.067150,-0.169562,-1.587726,1554.711914,-467.506042,1950.196411,-0.012123,0.034805,1.457699,2233.062012,-3074.282227,1671.229126
4713,0,-0.067721,-0.171778,-1.588223,1559.829956,-467.658447,1948.091187,-0.010091,0.032675,1.458424,2238.142090,-3075.434326,1672.277344
4714,0,-0.069666,-0.171582,-1.586756,1564.963623,-467.923615,1945.922974,-0.013132,0.034063,1.457942,2242.308105,-3076.927490,1672.480103
4715,0,-0.074140,-0.171443,-1.588624,1570.183472,-467.950928,1943.722046,-0.017771,0.037173,1.458755,2247.386475,-3078.545898,1673.684570
4716,0,-0.075941,-0.169865,-1.587750,1575.063721,-468.037292,1941.640137,-0.024168,0.039168,1.459979,2252.139893,-3079.759766,1674.397461
4717,0,-0.079806,-0.165534,-1.587760,1580.322388,-468.171478,1939.526489,-0.032669,0.040918,1.458737,2256.807861,-3081.337402,1675.374634
4718,0,-0.085138,-0.160333,-1.587789,1585.844971,-468.323395,1937.349243,-0.035909,0.045348,1.459617,2261.246338,-3082.786865,1675.630981
4719,0,-0.087793,-0.155009,-1.587231,1591.210938,-468.410339,1935.275513,-0.025653,0.039968,1.459207,2265.569336,-3084.510742,1675.802124
4720,0,-0.091650,-0.149340,-1.587137,1596.434082,-468.474030,1933.227295,-0.022646,0.036976,1.460266,2270.550049,-3085.606445,1676.691040
4721,0,-0.095933,-0.143796,-1.586723,1601.374268,-468.371643,1931.205933,-0.039836,0.046062,1.459692,2274.880371,-3087.183594,1677.228760
4722,0,-0.096234,-0.141474,-1.588123,1607.510864,-468.658630,1929.191895,-0.031497,0.036881,1.459227,2279.702148,-3088.304932,1677.930420
4723,0,-0.097676,-0.137901,-1.588111,1612.725830,-468.496216,1927.086548,-0.033474,0.040944,1.460600,2283.872314,-3089.892090,1678.004028
4724,0,-0.099477,-0.134307,-1.588397,1617.955444,-468.348145,1924.965820,-0.064157,0.057521,1.460893,2288.114258,-3091.312988,1678.651978
4725,0,-0.102655,-0.132938,-1.589277,1622.957642,-468.241791,1922.940674,-0.035288,0.037490,1.461285,2293.068359,-3092.361572,1679.112427
4726,0,-0.104346,-0.130526,-1.585575,1627.486206,-467.416229,1920.890991,-0.041461,0.039390,1.461330,2297.299072,-3093.866455,1679.478027
4727,0,-0.105984,-0.129700,-1.585933,1632.664062,-466.991821,1918.873657,-0.037063,0.034406,1.462293,2302.150146,-3094.865967,1680.127441
4728,0,-0.105493,-0.130133,-1.587889,1638.449463,-466.839447,1916.867432,-0.071523,0.054674,1.461938,2305.974365,-3096.294922,1680.279175
4729,0,-0.108596,-0.130832,-1.586557,1643.558716,-466.370789,1914.914795,-0.085179,0.059341,1.462659,2310.484131,-3097.326416,1680.938354
4730,0,-0.109970,-0.129593,-1.584605,1648.033936,-465.494049,1912.963501,-0.102216,0.061291,1.459944,2314.680176,-3098.550781,1681.405029
4731,0,-0.108004,-0.131637,-1.587242,1653.876099,-465.200562,1911.110962,-0.089341,0.058002,1.462555,2318.902588,-3099.651367,1681.091919
4732,0,-0.107522,-0.131799,-1.585671,1658.981812,-464.610718,1909.231567,-0.097733,0.059755,1.462755,2323.415771,-3100.542725,1681.373291
4733,0,-0.107723,-0.131724,-1.584713,1663.575439,-463.668854,1907.400391,-0.095107,0.057524,1.463378,2327.795410,-3101.434570,1681.341797
4734,0,-0.106718,-0.132961,-1.586939,1669.356934,-463.189240,1905.581543,-0.106374,0.061184,1.463170,2332.070557,-3102.456299,1681.420654
4735,0,-0.105856,-0.132024,-1.585734,1674.609863,-462.490204,1903.797363,-0.102318,0.059730,1.462780,2336.118896,-3103.641113,1680.947021
4736,0,-0.105650,-0.132453,-1.584905,1679.897583,-461.660583,1901.918701,-0.102199,0.058704,1.463573,2340.461182,-3104.515381,1680.552002
4737,0,-0.107676,-0.131118,-1.583224,1684.595947,-460.538177,1900.069458,-0.109369,0.061354,1.464043,2344.743652,-3105.303955,1680.363037
4738,0,-0.105073,-0.131742,-1.585429,1690.527344,-459.995728,1898.355591,-0.172918,0.083448,1.458520,2348.849365,-3106.216064,1681.834839
4739,0,-0.104951,-0.131511,-1.585265,1695.934326,-459.096313,1896.552368,-0.199673,0.093640,1.457268,2352.988525,-3107.182861,1681.853882
4740,0,-0.104973,-0.130614,-1.585184,1701.324341,-458.111969,1894.757324,-0.166519,0.077585,1.461460,2356.974365,-3107.988770,1680.183960
4741,0,-0.106750,-0.129697,-1.584176,1706.060547,-456.790405,1893.096802,-0.187088,0.081665,1.459477,2361.083740,-3108.637695,1679.987183
4742,0,-0.105222,-0.128827,-1.585083,1712.303955,-456.002747,1891.318481,-0.150363,0.068143,1.465567,2364.665771,-3109.358398,1677.576904
4743,0,-0.106730,-0.128736,-1.584835,1717.843994,-454.989868,1889.576660,-0.073145,0.025961,1.472557,2368.136230,-3109.797119,1674.909546
4744,0,-0.106128,-0.127726,-1.585287,1723.357910,-453.844116,1887.917969,-0.121095,-0.365742,1.592805,2380.139160,-3118.986084,1669.567383
4745,0,-0.110939,-0.134693,-1.586939,1728.727539,-452.572510,1886.363770,-0.124140,-0.366556,1.591961,2384.225830,-3120.173584,1668.764893
4746,0,-0.110312,-0.135946,-1.588283,1734.088501,-451.330292,1884.831421,-0.131003,-0.344961,1.596839,2388.254395,-3121.026123,1668.314575
4747,0,-0.112028,-0.134945,-1.587727,1739.890625,-450.033875,1883.201416,-0.125304,-0.352591,1.589911,2391.594971,-3121.771973,1666.842163
4748,0,-0.112496,-0.136146,-1.586109,1744.789307,-448.456482,1881.637817,-0.108736,-0.382648,1.600425,2395.916748,-3121.941406,1664.871216
4749,0,-0.104958,-0.135791,-1.588394,1750.647705,-447.403503,1880.320068,-0.149651,-0.335879,1.593554,2399.651855,-3123.358398,1665.304810
4750,0,-0.110193,-0.135448,-1.587360,1756.711914,-446.061584,1878.547241,-0.165290,-0.302153,1.589339,2402.447754,-3124.107178,1664.785889
4751,0,-0.107052,-0.129125,-1.587156,1762.375977,-444.703552,1877.258789,-0.131253,-0.346426,1.593564,2405.780518,-3123.845703,1661.698120
4752,0,-0.108007,-0.146967,-1.612500,1768.531006,-442.071930,1875.078979,-0.135268,-0.317567,1.607672,2409.802246,-3124.662842,1661.060059
4753,0,-0.103038,-0.143013,-1.618151,1774.394653,-440.668182,1873.713989,0.209495,-1.402246,1.269591,2419.176025,-3109.815918,1641.438477
4754,0,-0.099702,-0.142573,-1.615081,1779.894653,-439.346893,1872.359619,0.188237,-1.297373,1.301487,2421.231201,-3112.401611,1640.444458
4755,0,-0.100557,-0.140447,-1.612454,1785.735229,-438.130554,1871.172607,0.154212,-1.150705,1.338780,2421.856201,-3114.433838,1639.706055
4756,0,-0.084088,-0.127428,-1.606681,1792.555908,-437.036072,1869.573364,0.134286,-1.056521,1.358819,2424.229248,-3116.780518,1639.245117
4757,0,-0.085399,-0.122720,-1.608699,1798.428833,-435.573120,1868.288940,0.122038,-1.004325,1.370117,2424.383789,-3116.056396,1636.638550
4758,0,-0.082207,-0.119054,-1.609233,1804.285034,-434.176422,1867.075195,0.127745,-1.040434,1.362262,2430.129639,-3117.524658,1635.792969
4759,0,-0.052155,-0.104103,-1.584639,1811.478394,-435.381195,1865.109253,-0.037987,0.055748,1.385733,2428.428223,-3122.769775,1658.982544
4760,0,-0.056892,-0.088115,-1.582998,1816.843872,-433.693329,1864.721191,-0.042997,0.092002,1.382497,2431.475586,-3122.871094,1658.061401
4761,0,-0.045788,-0.088518,-1.582566,1822.932495,-432.379089,1863.343262,-0.035773,0.039727,1.393720,2433.832764,-3124.016113,1654.746338
4762,0,-0.042430,-0.084005,-1.582617,1828.898560,-430.982574,1862.309082,-0.117313,-0.425302,1.583890,2441.211914,-3128.425537,1640.936646
4763,0,-0.039935,-0.080804,-1.584231,1834.976440,-429.804901,1861.326172,-0.126545,-0.394127,1.590410,2443.796387,-3129.100830,1639.553101
4764,0,-0.033152,-0.078113,-1.582602,1841.064209,-428.370483,1860.339111,-0.173049,-0.308397,1.607798,2446.629883,-3130.063721,1639.852783
4765,0,-0.030266,-0.072770,-1.582724,1847.088623,-427.069397,1859.459961,0.195514,-1.348349,1.288501,2455.131348,-3116.335693,1619.565918
4766,0,-0.033425,-0.067909,-1.581587,1853.048828,-425.742065,1858.687500,0.170811,-1.223788,1.322547,2455.879883,-3118.852783,1617.941895
4767,0,-0.023801,-0.065658,-1.583318,1859.424561,-424.522522,1857.698242,0.145575,-1.114885,1.348255,2456.031982,-3119.666748,1615.761841
4768,0,-0.037589,-0.077993,-1.583247,1865.182983,-422.938660,1857.388184,0.133262,-1.042293,1.362613,2457.515625,-3121.022705,1614.314209
4769,0,-0.035609,-0.076217,-1.582912,1871.362793,-421.482086,1856.644043,0.159062,-1.144107,1.342765,2461.230713,-3120.189453,1610.704224
4770,0,-0.034696,-0.075383,-1.583183,1877.568481,-420.008575,1855.927246,0.149143,-1.095185,1.352293,2461.528564,-3119.680664,1607.804932
4771,0,-0.035760,-0.075833,-1.582466,1883.759033,-418.570618,1855.251099,0.208373,-1.362507,1.282012,2469.760986,-3117.804932,1605.048096
4772,0,-0.030773,-0.075936,-1.580608,1889.980469,-417.279083,1854.573486,0.200841,-1.350599,1.287679,2470.488525,-3116.888672,1601.058716
4773,0,-0.034249,-0.075460,-1.582201,1896.284546,-415.620575,1853.992065,0.178095,-1.229178,1.320212,2471.317383,-3119.469238,1599.549194
4774,0,-0.033695,-0.076668,-1.583575,1902.608032,-414.343903,1853.536133,0.178826,-1.136754,1.335288,2467.781006,-3117.731201,1596.250122
4775,0,-0.034060,-0.076526,-1.583639,1909.038574,-413.074219,1853.132324,0.192535,-1.152037,1.330101,2469.408203,-3117.046631,1593.014771
4776,0,-0.030185,-0.076679,-1.584443,1915.690918,-411.859650,1852.562622,0.204428,-1.189398,1.321240,2471.953369,-3117.073242,1590.318359
4777,0,-0.033158,-0.075000,-1.582870,1921.822510,-410.636749,1852.333252,-0.021708,0.035350,1.400281,2472.140869,-3128.890869,1615.017578
4778,0,-0.030894,-0.073955,-1.583761,1928.211548,-409.463867,1852.038330,-0.016351,0.028105,1.398287,2474.245605,-3129.005127,1612.507202
4779,0,-0.030841,-0.072784,-1.583317,1934.616577,-408.422058,1851.591553,-0.021150,0.049529,1.396793,2475.412842,-3128.625732,1609.850098
4780,0,-0.025995,-0.073387,-1.584318,1941.351318,-407.421509,1850.985229,-0.006556,-0.053929,1.401154,2477.276123,-3129.347412,1604.468994
4781,0,-0.024591,-0.072266,-1.584391,1947.827148,-406.407715,1850.579956,0.002136,-0.078806,1.433096,2477.920410,-3131.663086,1601.641357
4782,0,-0.028614,-0.071201,-1.582982,1954.127563,-405.334930,1850.323975,0.000172,-0.077164,1.432758,2479.612549,-3131.947754,1598.863159
4783,0,-0.027049,-0.071936,-1.583565,1960.608398,-404.294220,1849.966309,-0.004063,-0.075567,1.434934,2480.639648,-3132.229004,1595.718628
