timestamp,data
1724778755.3685882,"[-0.26657951413371367, 0.03820229499238152, 0.03762832001515384, 0.0, 0.0, 0.0]"
1724778755.3786228,"[-0.2681974819142205, 0.03865748319198028, 0.037936935807604086, 0.0, 0.0, 0.0]"
1724778755.389363,"[-0.26979138501528777, 0.03918993971521179, 0.038126696133169484, 0.0, 0.0, 0.0]"
1724778755.3991973,"[-0.2716434393938089, 0.03945903470532334, 0.03838842949721123, 0.0, 0.0, 0.0]"
1724778755.408785,"[-0.27353854871216593, 0.04022751835197524, 0.0389741319368811, 0.0, 0.0, 0.0]"
1724778755.4110453,"[-0.20996024386187193, 0.023805200999480396, 0.042250417295741145, 0.0, 0.0, 0.0]"
1724778755.4196754,"[-0.21143192781417475, 0.023972059884990776, 0.04254656508052437, 0.0, 0.0, 0.0]"
1724778755.4286616,"[-0.21296732108156133, 0.02450233946802473, 0.04297578195758794, 0.0, 0.0, 0.0]"
1724778755.4389536,"[-0.21439319931404263, 0.02481095943372953, 0.04276668752053662, 0.0, 0.0, 0.0]"
1724778755.4489954,"[-0.21591637120355187, 0.025235985512820403, 0.04243837405374114, 0.0, 0.0, 0.0]"
1724778755.4600396,"[-0.2176073657264512, 0.025651017081423592, 0.04198692610183287, 0.0, 0.0, 0.0]"
1724778755.4628198,"[-0.21050782876292962, 0.0582483322434881, 0.03619886094329579, 0.0, 0.0, 0.0]"
1724778755.4697711,"[-0.21198335092715576, 0.058656614946129365, 0.036452591277010477, 0.0, 0.0, 0.0]"
1724778755.4799597,"[-0.21354272744660363, 0.059628867465597236, 0.033634831853690886, 0.0, 0.0, 0.0]"
1724778755.4898343,"[-0.21545559909972506, 0.06077183397753349, 0.031088559092961026, 0.0, 0.0, 0.0]"
1724778755.4991543,"[-0.21637500856501987, 0.06183966824756126, 0.022191791367169252, 0.0, 0.0, 0.0]"
1724778755.5088863,"[-0.2172940237147385, 0.06239861653840276, 0.01932706397711371, 0.0, 0.0, 0.0]"
1724778755.5190377,"[-0.2181995524009075, 0.06304268116104862, 0.01832336057067639, 0.0, 0.0, 0.0]"
1724778755.5223272,"[-0.18425066496714812, 0.07007458088344744, 0.03404030557343469, 0.0, 0.0, 0.0]"
1724778755.5304039,"[-0.1855421415907496, 0.07056575785225665, 0.03427890584614568, 0.0, 0.0, 0.0]"
1724778755.5392754,"[-0.18492052680964488, 0.07149735663866871, 0.03554855347744399, 0.0, 0.0, 0.0]"
1724778755.5493617,"[-0.18538596240894936, 0.0723110674236976, 0.0374739534314541, 0.0, 0.0, 0.0]"
1724778755.5593479,"[-0.18585509614079013, 0.07315187089627993, 0.039105921046507196, 0.0, 0.0, 0.0]"
