Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
2557,0,-0.020376,0.040473,-1.567547,-1277.203369,-1364.982056,1102.912598
2558,0,-0.020474,0.040666,-1.566576,-1276.207397,-1365.884277,1102.801025
2559,0,-0.019510,0.041169,-1.569473,-1275.150024,-1366.798584,1102.729614
2560,0,-0.021150,0.032970,-1.567770,-1274.039062,-1368.019531,1102.764648
2561,0,-0.019009,0.036621,-1.567704,-1272.886841,-1369.218140,1102.271362
2562,0,-0.022813,0.031515,-1.567941,-1271.743896,-1370.473633,1102.228027
2563,0,-0.023440,0.034838,-1.566782,-1270.526978,-1371.513916,1101.920776
2564,0,-0.022186,0.036013,-1.567685,-1269.475708,-1372.576538,1101.620239
2565,0,-0.027222,0.028234,-1.568024,-1268.333008,-1373.878418,1101.483154
2566,0,-0.021283,0.036994,-1.566997,-1267.260254,-1374.919312,1100.961426
2567,0,-0.024470,0.032541,-1.569194,-1266.147095,-1376.364136,1100.502930
2568,0,-0.022747,0.037161,-1.568259,-1265.102417,-1377.484253,1099.961548
2569,0,-0.021519,0.037309,-1.567672,-1264.078735,-1378.706665,1099.462646
2570,0,-0.021011,0.037742,-1.567486,-1263.039673,-1379.823242,1099.041260
2571,0,-0.021740,0.037545,-1.567498,-1262.067139,-1381.045898,1098.578857
2572,0,-0.023930,0.033063,-1.569154,-1261.050659,-1382.232910,1098.281616
2573,0,-0.022041,0.036611,-1.567420,-1260.092285,-1383.318604,1097.786865
2574,0,-0.023823,0.036407,-1.566841,-1259.032593,-1384.488281,1097.484497
2575,0,-0.025997,0.029356,-1.569711,-1258.214233,-1385.121948,1097.506104
2576,0,-0.026197,0.026486,-1.565960,-1257.329590,-1386.068970,1097.104980
2577,0,-0.028930,0.022349,-1.567235,-1256.522949,-1386.980225,1096.919312
2578,0,-0.031318,0.011279,-1.567261,-1255.837036,-1387.661743,1097.080078
2579,0,-0.032384,0.014990,-1.568236,-1254.957153,-1388.642090,1096.680786
2580,0,-0.032694,0.010872,-1.568037,-1254.233521,-1389.670532,1096.575073
2581,0,-0.033427,0.008717,-1.568940,-1253.498291,-1390.495117,1096.610596
2582,0,-0.034596,0.006692,-1.567381,-1252.693970,-1391.612915,1096.566406
2583,0,-0.033045,0.010678,-1.566701,-1251.915405,-1392.698730,1096.646484
2584,0,-0.030084,0.008002,-1.567077,-1251.273315,-1393.484985,1096.506104
2585,0,-0.031885,0.008186,-1.566705,-1250.404297,-1394.693481,1096.355591
2586,0,-0.029981,0.008896,-1.566072,-1249.674805,-1395.558350,1096.314331
2587,0,-0.028129,0.011424,-1.567724,-1249.053345,-1396.420410,1096.061035
2588,0,-0.027034,0.009277,-1.567431,-1248.416138,-1397.248291,1095.863281
2589,0,-0.029569,0.010075,-1.568356,-1247.851685,-1397.958618,1095.734497
2590,0,-0.024004,0.010707,-1.567865,-1247.346802,-1398.818970,1095.263428
2591,0,-0.022942,0.010446,-1.567583,-1246.816284,-1399.644409,1094.896851
2592,0,-0.024814,0.010417,-1.568246,-1246.224365,-1400.484619,1094.445312
2593,0,-0.025520,0.010572,-1.568493,-1245.669067,-1401.181396,1094.112549
2594,0,-0.022986,0.014103,-1.565964,-1245.121948,-1401.860596,1093.942261
2595,0,-0.027623,0.011771,-1.567014,-1244.573608,-1402.684692,1093.512451
2596,0,-0.029579,0.011563,-1.567667,-1244.082031,-1403.283813,1093.225220
2597,0,-0.030713,0.005852,-1.569340,-1243.705933,-1403.814697,1093.063110
2598,0,-0.030218,0.006335,-1.569388,-1243.333740,-1404.395874,1092.887451
2599,0,-0.030317,0.009772,-1.566601,-1242.916382,-1405.065552,1092.647217
2600,0,-0.028266,0.010166,-1.567336,-1242.647705,-1405.514160,1092.522095
2601,0,-0.028114,0.010675,-1.565762,-1242.269897,-1406.090698,1092.547241
2602,0,-0.028827,0.010927,-1.566524,-1241.966919,-1406.674316,1092.476440
2603,0,-0.028022,0.004829,-1.567926,-1241.759644,-1407.012207,1092.655762
2604,0,-0.026873,0.009771,-1.567165,-1241.522583,-1407.460083,1092.594238
2605,0,-0.026156,0.009891,-1.567142,-1241.303467,-1407.913208,1092.622070
2606,0,-0.028213,0.008798,-1.566044,-1241.065796,-1408.431396,1092.689331
2607,0,-0.028866,0.008954,-1.566320,-1240.930420,-1408.761475,1092.796509
2608,0,-0.030803,0.007520,-1.566617,-1240.801636,-1409.032349,1092.957397
2609,0,-0.028578,0.010232,-1.568414,-1240.711060,-1409.277344,1092.982178
2610,0,-0.028004,0.009489,-1.567984,-1240.657471,-1409.617920,1093.059204
2611,0,-0.027839,0.007847,-1.567527,-1240.616455,-1409.914673,1093.126465
2612,0,-0.026853,0.006501,-1.566767,-1240.619629,-1410.034424,1093.299927
2613,0,-0.027856,0.005375,-1.566598,-1240.590698,-1410.217773,1093.452515
2614,0,-0.029616,0.005585,-1.567616,-1240.579590,-1410.483398,1093.529541
2615,0,-0.029395,0.004958,-1.566720,-1240.600586,-1410.534180,1093.737671
2616,0,-0.027842,0.005643,-1.567167,-1240.704834,-1410.679565,1093.821045
2617,0,-0.028743,0.006249,-1.566194,-1240.734497,-1410.941528,1093.956909
2618,0,-0.028518,0.006146,-1.566277,-1240.866943,-1411.059692,1094.059937
2619,0,-0.030712,0.005322,-1.566479,-1240.972290,-1411.196899,1094.139771
2620,0,-0.031137,0.005813,-1.567404,-1241.145996,-1411.338745,1094.162476
2621,0,-0.030341,0.006204,-1.567430,-1241.341797,-1411.401489,1094.228027
2622,0,-0.030212,0.006900,-1.567628,-1241.568115,-1411.438843,1094.296143
2623,0,-0.029717,0.006706,-1.568890,-1241.825684,-1411.334351,1094.328247
2624,0,-0.029869,0.007182,-1.569466,-1242.072632,-1411.277832,1094.385498
2625,0,-0.030195,0.007800,-1.569856,-1242.353271,-1411.155396,1094.484375
2626,0,-0.030516,0.007528,-1.570078,-1242.678467,-1411.058228,1094.536743
2627,0,-0.032899,0.007363,-1.569355,-1242.983887,-1410.948608,1094.668579
2628,0,-0.030456,0.007844,-1.570442,-1243.446777,-1410.669800,1094.724976
2629,0,-0.031246,0.007952,-1.570528,-1243.849243,-1410.419556,1094.856201
2630,0,-0.031055,0.006625,-1.569619,-1244.233643,-1410.281738,1094.885986
2631,0,-0.030644,0.006773,-1.569522,-1244.648438,-1410.092407,1094.946411
2632,0,-0.031375,0.005716,-1.567689,-1245.032715,-1409.797119,1095.204712
2633,0,-0.030119,0.005178,-1.568487,-1245.610474,-1409.421021,1095.320557
2634,0,-0.031485,0.005970,-1.567893,-1246.090576,-1409.264404,1095.425659
2635,0,-0.031821,0.006052,-1.567918,-1246.641846,-1408.941406,1095.537842
2636,0,-0.029894,0.006722,-1.569441,-1247.208496,-1408.494995,1095.624390
2637,0,-0.029902,0.007164,-1.569444,-1247.768799,-1408.135498,1095.720703
2638,0,-0.029610,0.006658,-1.568578,-1248.382812,-1407.632568,1095.852783
2639,0,-0.029889,0.006324,-1.568580,-1249.056152,-1407.183594,1095.931152
2640,0,-0.031595,0.011322,-1.568033,-1249.630249,-1406.832642,1096.149414
2641,0,-0.033250,0.007726,-1.569511,-1250.341431,-1406.232300,1096.137939
2642,0,-0.030557,0.008378,-1.569339,-1251.124878,-1405.679932,1096.128174
2643,0,-0.031768,0.009118,-1.570790,-1251.849976,-1405.183350,1096.185669
2644,0,-0.032301,0.010228,-1.571677,-1252.570801,-1404.601074,1096.327271
2645,0,-0.033114,0.007372,-1.567979,-1253.308594,-1404.276123,1096.330566
2646,0,-0.032743,0.004778,-1.566839,-1254.166260,-1403.559326,1096.555786
2647,0,-0.031013,0.007771,-1.569148,-1254.974121,-1403.022705,1096.485352
2648,0,-0.031086,0.007663,-1.568783,-1255.843994,-1402.375000,1096.611816
2649,0,-0.032145,0.006067,-1.566646,-1256.652100,-1401.734131,1096.792969
2650,0,-0.033212,0.006242,-1.566725,-1257.525879,-1401.069702,1096.890503
2651,0,-0.031246,0.007415,-1.567924,-1258.482544,-1400.280151,1097.014771
2652,0,-0.032957,0.008239,-1.569206,-1259.398804,-1399.572876,1097.074829
2653,0,-0.035294,0.007852,-1.569424,-1260.287720,-1398.840210,1097.219604
2654,0,-0.031832,0.008445,-1.569587,-1261.399414,-1398.005005,1097.220215
2655,0,-0.031038,0.005293,-1.567551,-1262.370605,-1397.242310,1097.272461
2656,0,-0.032690,0.006863,-1.566900,-1263.342407,-1396.624390,1097.244507
2657,0,-0.031588,0.008607,-1.568672,-1264.396362,-1395.708252,1097.278687
2658,0,-0.031129,0.009163,-1.567706,-1265.397705,-1394.787720,1097.401489
2659,0,-0.034285,0.009036,-1.567075,-1266.346313,-1394.121704,1097.447266
2660,0,-0.035173,0.010395,-1.568403,-1267.397705,-1393.169434,1097.487183
2661,0,-0.036522,0.012345,-1.568495,-1268.449585,-1392.269043,1097.589478
2662,0,-0.039964,0.013040,-1.567050,-1269.410278,-1391.345093,1097.765625
2663,0,-0.040492,0.010211,-1.570790,-1270.437256,-1390.554199,1097.933838
2664,0,-0.040851,0.020512,-1.567802,-1271.501221,-1389.531128,1097.927124
2665,0,-0.046605,0.013253,-1.568447,-1272.474854,-1388.651245,1098.009521
2666,0,-0.043002,0.020253,-1.569051,-1273.603394,-1387.582153,1098.035156
2667,0,-0.047338,0.021529,-1.567183,-1274.641724,-1386.616455,1098.049194
2668,0,-0.046521,0.019597,-1.568684,-1275.837402,-1385.206177,1098.478271
2669,0,-0.046742,0.026591,-1.566919,-1276.848877,-1384.263550,1098.465210
2670,0,-0.049692,0.027012,-1.566860,-1277.981934,-1383.460693,1098.409302
2671,0,-0.047489,0.030835,-1.568445,-1279.111084,-1382.249756,1098.565552
2672,0,-0.047896,0.033172,-1.568064,-1280.210938,-1381.237183,1098.678833
2673,0,-0.048163,0.035324,-1.566429,-1281.247437,-1380.468506,1098.743164
2674,0,-0.044245,0.039494,-1.566290,-1282.421753,-1379.340942,1098.875610
2675,0,-0.043903,0.047861,-1.569577,-1283.450806,-1378.520752,1098.894409
2676,0,-0.042195,0.050053,-1.567905,-1284.519897,-1377.720215,1098.890747
2677,0,-0.039645,0.053993,-1.567109,-1285.610352,-1376.820557,1098.947754
2678,0,-0.038431,0.056188,-1.566778,-1286.652222,-1375.769531,1099.061768
2679,0,-0.035647,0.058858,-1.565419,-1287.827881,-1374.751587,1099.151855
2680,0,-0.037115,0.061370,-1.567060,-1288.839111,-1373.707397,1099.215698
2681,0,-0.036721,0.062898,-1.566922,-1289.893677,-1372.614624,1099.409180
2682,0,-0.038072,0.058406,-1.567552,-1290.879028,-1371.640381,1099.624023
2683,0,-0.037795,0.063125,-1.565764,-1291.881714,-1370.530640,1099.690796
2684,0,-0.038623,0.063322,-1.565199,-1292.834229,-1369.382446,1099.974609
2685,0,-0.040912,0.059091,-1.565961,-1293.819946,-1368.217529,1100.441040
2686,0,-0.041111,0.062796,-1.564677,-1294.825439,-1367.194336,1100.596802
2687,0,-0.041938,0.064253,-1.565826,-1295.750732,-1366.254883,1100.860474
2688,0,-0.043662,0.059201,-1.566590,-1296.805542,-1365.136108,1101.425903
2689,0,-0.040574,0.063179,-1.564366,-1297.724121,-1363.955933,1101.755005
2690,0,-0.041132,0.060429,-1.563520,-1298.694580,-1362.746948,1102.263550
2691,0,-0.043155,0.060254,-1.564818,-1299.615845,-1361.774658,1102.554932
2692,0,-0.044867,0.062021,-1.564564,-1300.397217,-1361.067627,1102.740479
2693,0,-0.042541,0.063904,-1.565682,-1301.399658,-1360.041992,1103.016846
2694,0,-0.040967,0.065069,-1.566164,-1302.181885,-1359.198486,1103.200439
2695,0,-0.039816,0.067487,-1.567012,-1303.021729,-1358.263550,1103.382202
2696,0,-0.036981,0.067752,-1.565544,-1303.825073,-1357.482910,1103.451050
2697,0,-0.036433,0.064272,-1.566000,-1304.606201,-1356.623901,1103.694458
2698,0,-0.035208,0.071635,-1.565486,-1305.364380,-1355.798462,1103.580078
2699,0,-0.035722,0.074915,-1.566008,-1306.060425,-1354.926758,1103.600342
2700,0,-0.036080,0.078283,-1.566203,-1306.656372,-1354.204834,1103.488281
2701,0,-0.036107,0.081325,-1.565425,-1307.236938,-1353.371094,1103.424194
2702,0,-0.034680,0.084516,-1.565407,-1307.918091,-1352.666016,1103.310547
2703,0,-0.033476,0.084077,-1.564892,-1308.558960,-1351.829956,1103.263184
2704,0,-0.033306,0.084976,-1.564918,-1309.202515,-1351.045532,1103.156128
2705,0,-0.032379,0.083711,-1.564434,-1309.880981,-1350.104370,1103.188965
2706,0,-0.031850,0.082451,-1.563612,-1310.505615,-1349.342041,1103.092896
2707,0,-0.031840,0.082964,-1.565305,-1311.051636,-1348.693359,1102.947754
2708,0,-0.035533,0.081282,-1.564999,-1311.553101,-1348.089844,1102.912476
2709,0,-0.033951,0.081464,-1.564182,-1312.152222,-1347.376099,1102.987793
2710,0,-0.032903,0.080133,-1.565145,-1312.724976,-1346.544678,1103.104248
2711,0,-0.033745,0.080008,-1.565439,-1313.173828,-1345.873291,1103.260010
2712,0,-0.033270,0.079593,-1.564963,-1313.593872,-1345.187866,1103.458740
2713,0,-0.036065,0.079721,-1.566841,-1313.882812,-1344.773804,1103.650391
2714,0,-0.036997,0.081789,-1.566177,-1314.321777,-1344.033325,1103.810913
2715,0,-0.036982,0.081501,-1.566042,-1314.648315,-1343.545410,1103.873657
2716,0,-0.037022,0.079509,-1.566217,-1315.025269,-1342.976929,1103.848755
2717,0,-0.037152,0.079677,-1.566149,-1315.296509,-1342.441772,1103.895996
2718,0,-0.037459,0.078103,-1.565452,-1315.581421,-1341.804565,1103.992432
2719,0,-0.039279,0.078523,-1.563036,-1315.730591,-1341.551758,1103.957275
2720,0,-0.038289,0.078740,-1.562565,-1315.989624,-1341.133301,1103.818359
2721,0,-0.035603,0.079903,-1.563644,-1316.336670,-1340.408936,1103.786255
2722,0,-0.036475,0.079536,-1.564328,-1316.554688,-1339.952271,1103.682373
2723,0,-0.035120,0.078577,-1.565256,-1316.776123,-1339.537231,1103.457397
2724,0,-0.035459,0.080672,-1.566496,-1316.918823,-1339.268188,1103.181396
2725,0,-0.036119,0.080856,-1.566769,-1317.043457,-1338.894165,1102.954834
2726,0,-0.036968,0.081761,-1.568166,-1317.146973,-1338.466187,1102.760742
2727,0,-0.035824,0.081787,-1.567497,-1317.222412,-1338.200317,1102.426758
2728,0,-0.036470,0.082120,-1.568304,-1317.281860,-1337.960571,1102.043457
2729,0,-0.036844,0.082064,-1.568135,-1317.349121,-1337.597656,1101.728394
2730,0,-0.036731,0.081784,-1.567980,-1317.359131,-1337.331421,1101.425049
2731,0,-0.038450,0.081031,-1.566939,-1317.326416,-1337.164551,1101.174805
2732,0,-0.038039,0.080193,-1.565969,-1317.279419,-1337.029907,1100.832275
2733,0,-0.037791,0.079900,-1.565430,-1317.231934,-1336.716309,1100.641479
2734,0,-0.036992,0.079667,-1.565223,-1317.130859,-1336.539307,1100.359253
2735,0,-0.035592,0.080760,-1.567023,-1317.082031,-1336.260742,1100.141724
2736,0,-0.036250,0.080901,-1.567650,-1316.959717,-1336.030762,1099.984741
2737,0,-0.036269,0.080910,-1.567611,-1316.837158,-1335.891479,1099.866211
2738,0,-0.035443,0.080335,-1.567040,-1316.677979,-1335.676514,1099.828979
2739,0,-0.035417,0.080913,-1.567454,-1316.503784,-1335.516113,1099.790894
2740,0,-0.035438,0.080542,-1.567551,-1316.303467,-1335.401123,1099.728271
2741,0,-0.035080,0.080619,-1.567316,-1316.069824,-1335.293945,1099.688232
2742,0,-0.036559,0.081051,-1.568181,-1315.820801,-1335.285767,1099.637451
2743,0,-0.036512,0.080955,-1.568043,-1315.563965,-1335.228516,1099.648071
2744,0,-0.037622,0.080656,-1.568623,-1315.201904,-1335.270142,1099.616211
2745,0,-0.038165,0.080568,-1.569314,-1314.842773,-1335.237671,1099.671997
2746,0,-0.038010,0.080850,-1.569475,-1314.473511,-1335.255615,1099.711670
2747,0,-0.037617,0.080864,-1.569121,-1314.146851,-1335.235596,1099.812378
2748,0,-0.037324,0.080387,-1.569102,-1313.765625,-1335.248169,1099.909668
2749,0,-0.037195,0.080263,-1.569446,-1313.369385,-1335.282104,1099.985840
2750,0,-0.036735,0.080631,-1.569499,-1312.948975,-1335.331665,1100.077148
2751,0,-0.036352,0.080946,-1.569714,-1312.496460,-1335.381836,1100.162231
2752,0,-0.037048,0.080910,-1.570138,-1311.961426,-1335.469116,1100.219238
2753,0,-0.037555,0.081187,-1.570530,-1311.448975,-1335.566162,1100.256592
2754,0,-0.037416,0.080616,-1.570387,-1310.944824,-1335.650146,1100.339111
2755,0,-0.037693,0.080549,-1.570385,-1310.436768,-1335.758789,1100.410889
2756,0,-0.037376,0.080284,-1.569968,-1309.922729,-1335.851807,1100.517456
2757,0,-0.037682,0.080192,-1.570544,-1309.303467,-1336.031616,1100.583740
2758,0,-0.038574,0.079803,-1.571113,-1308.627197,-1336.215332,1100.635010
2759,0,-0.037931,0.080448,-1.571522,-1307.995850,-1336.230591,1100.862915
2760,0,-0.035361,0.080470,-1.570058,-1307.394165,-1336.342407,1101.070068
2761,0,-0.037254,0.075635,-1.571588,-1306.747070,-1336.664917,1101.297363
2762,0,-0.036755,0.080250,-1.570916,-1305.991577,-1336.825317,1101.362671
2763,0,-0.037819,0.080244,-1.570954,-1305.250366,-1337.052979,1101.498779
2764,0,-0.037570,0.079766,-1.569871,-1304.533447,-1337.341919,1101.662109
2765,0,-0.037767,0.080086,-1.569941,-1303.777344,-1337.602539,1101.835083
2766,0,-0.038412,0.080693,-1.570721,-1302.999268,-1337.948730,1101.945801
2767,0,-0.039314,0.076426,-1.571556,-1302.223267,-1338.273438,1102.198730
2768,0,-0.037876,0.081226,-1.570461,-1301.404907,-1338.485840,1102.237549
2769,0,-0.038886,0.080722,-1.570890,-1300.492554,-1338.819702,1102.317749
2770,0,-0.038059,0.080085,-1.570274,-1299.662842,-1339.147583,1102.435547
2771,0,-0.036512,0.079188,-1.569898,-1298.877075,-1339.455322,1102.572144
2772,0,-0.037125,0.073624,-1.571767,-1297.966309,-1339.861084,1102.763672
2773,0,-0.034412,0.076643,-1.570418,-1297.129517,-1340.220581,1102.731079
2774,0,-0.034911,0.074048,-1.568686,-1296.314331,-1340.643066,1102.860474
2775,0,-0.031390,0.072756,-1.569914,-1295.548950,-1340.923706,1102.868530
2776,0,-0.032190,0.066694,-1.571401,-1294.651611,-1341.313232,1102.999268
2777,0,-0.029514,0.071330,-1.570039,-1293.699585,-1341.702759,1102.828369
2778,0,-0.028559,0.071728,-1.569818,-1292.701782,-1342.118652,1102.802979
2779,0,-0.028053,0.072554,-1.569356,-1291.642456,-1342.536377,1102.727173
2780,0,-0.029036,0.067907,-1.569025,-1290.608398,-1342.926880,1102.808594
2781,0,-0.031044,0.068423,-1.570058,-1289.497192,-1343.257935,1102.732422
2782,0,-0.030222,0.073245,-1.568552,-1288.433350,-1343.740234,1102.387451
2783,0,-0.030564,0.072660,-1.569134,-1287.439209,-1344.315063,1102.162476
2784,0,-0.029912,0.066480,-1.569677,-1286.478882,-1344.905151,1102.062500
2785,0,-0.026057,0.069527,-1.568465,-1285.597290,-1345.358398,1101.796265
2786,0,-0.023240,0.067358,-1.568904,-1284.669067,-1345.906250,1101.579712
2787,0,-0.020137,0.062788,-1.567570,-1283.778931,-1346.413940,1101.417480
2788,0,-0.020782,0.058699,-1.567896,-1282.802368,-1347.190796,1101.231812
2789,0,-0.020102,0.060275,-1.566924,-1281.797119,-1347.693970,1100.934814
2790,0,-0.018249,0.061314,-1.569577,-1280.873535,-1348.160278,1100.788940
2791,0,-0.018919,0.061980,-1.568665,-1279.750244,-1348.883789,1100.630493
2792,0,-0.021547,0.055356,-1.568453,-1278.672729,-1349.648560,1100.647827
2793,0,-0.018629,0.058697,-1.568511,-1277.788696,-1350.001343,1100.519775
2794,0,-0.016554,0.058937,-1.570022,-1276.732788,-1350.602051,1100.338379
2795,0,-0.015831,0.053238,-1.568020,-1275.734131,-1351.547607,1100.338623
2796,0,-0.014831,0.049993,-1.567383,-1274.807251,-1352.166260,1100.394775
2797,0,-0.010700,0.055312,-1.567983,-1273.851929,-1352.724487,1100.205444
2798,0,-0.009382,0.054264,-1.567563,-1272.964600,-1353.412598,1100.244141
2799,0,-0.011512,0.049277,-1.567722,-1271.950317,-1354.282104,1100.392700
2800,0,-0.010608,0.048472,-1.564692,-1271.035400,-1354.757935,1100.526001
2801,0,-0.010597,0.054600,-1.567499,-1270.130737,-1355.412476,1100.641968
2802,0,-0.011913,0.047641,-1.567603,-1269.083862,-1356.336548,1100.772583
2803,0,-0.011114,0.050233,-1.565731,-1268.214233,-1357.045410,1100.807495
2804,0,-0.008878,0.051841,-1.567808,-1267.387573,-1357.586304,1101.043335
2805,0,-0.010723,0.053370,-1.569555,-1266.434326,-1358.432373,1101.139160
2806,0,-0.007862,0.050630,-1.567496,-1265.505493,-1359.373535,1101.313843
2807,0,-0.010031,0.051137,-1.567533,-1264.641602,-1359.995117,1101.460693
2808,0,-0.008545,0.050193,-1.566022,-1263.849609,-1360.770874,1101.634888
2809,0,-0.007505,0.049116,-1.565363,-1263.119019,-1361.549438,1101.833618
2810,0,-0.008396,0.048857,-1.566958,-1262.209595,-1362.541016,1101.895630
2811,0,-0.009345,0.049361,-1.567261,-1261.386475,-1363.528198,1101.908081
2812,0,-0.009205,0.049855,-1.566617,-1260.615479,-1364.364136,1102.003052
2813,0,-0.012477,0.046030,-1.566621,-1259.723999,-1365.384888,1102.154907
2814,0,-0.012913,0.048558,-1.565542,-1259.001221,-1366.167603,1102.156128
2815,0,-0.010636,0.049001,-1.566433,-1258.368896,-1366.901855,1102.221191
2816,0,-0.013376,0.043916,-1.567920,-1257.527100,-1367.919189,1102.359131
2817,0,-0.014050,0.046480,-1.565089,-1256.816772,-1368.814209,1102.310181
2818,0,-0.012197,0.043561,-1.566973,-1256.310669,-1369.438354,1102.270020
2819,0,-0.014389,0.041608,-1.565915,-1255.642090,-1370.201294,1102.404175
2820,0,-0.014342,0.041419,-1.566430,-1255.009644,-1371.047974,1102.379272
2821,0,-0.015635,0.037314,-1.565204,-1254.410278,-1372.014038,1102.269165
2822,0,-0.014844,0.036617,-1.566195,-1253.882935,-1372.640381,1102.353638
2823,0,-0.014767,0.039124,-1.566131,-1253.119263,-1373.754761,1102.229980
2824,0,-0.013095,0.038586,-1.568213,-1252.560303,-1374.929199,1101.988770
2825,0,-0.014188,0.038763,-1.566875,-1252.084717,-1375.786255,1101.869019
2826,0,-0.014408,0.038371,-1.566634,-1251.566406,-1376.715088,1101.768555
2827,0,-0.014447,0.038592,-1.567138,-1251.038452,-1377.705322,1101.645630
2828,0,-0.014740,0.039769,-1.568369,-1250.636841,-1378.548828,1101.538818
2829,0,-0.013187,0.037025,-1.566576,-1250.245850,-1379.401367,1101.470337
2830,0,-0.011956,0.036739,-1.566042,-1249.810669,-1380.405640,1101.204102
2831,0,-0.013032,0.035388,-1.566632,-1249.328247,-1381.312134,1100.997437
2832,0,-0.011884,0.030451,-1.566276,-1248.942627,-1382.288574,1100.906128
2833,0,-0.013241,0.035623,-1.566697,-1248.536011,-1383.336548,1100.466431
2834,0,-0.013078,0.035031,-1.566062,-1248.205200,-1384.253296,1100.274048
2835,0,-0.013811,0.035199,-1.567081,-1247.848389,-1385.149658,1100.063721
2836,0,-0.017373,0.034320,-1.566877,-1247.453613,-1386.037354,1099.956055
2837,0,-0.020039,0.030054,-1.568787,-1247.176392,-1386.841431,1100.014648
2838,0,-0.018312,0.032254,-1.565194,-1246.917236,-1387.733398,1099.778198
2839,0,-0.019722,0.030035,-1.564679,-1246.719849,-1388.587769,1099.705444
2840,0,-0.019909,0.026334,-1.565409,-1246.489990,-1389.464233,1099.764526
2841,0,-0.021199,0.030541,-1.563367,-1246.179565,-1390.524048,1099.479248
2842,0,-0.022583,0.029666,-1.565054,-1246.007568,-1391.554077,1099.349121
2843,0,-0.020209,0.030254,-1.565746,-1245.902954,-1392.405640,1099.207031
2844,0,-0.018556,0.030712,-1.565916,-1245.827515,-1393.319336,1099.049805
2845,0,-0.020887,0.030180,-1.564196,-1245.610474,-1394.119507,1099.112427
2846,0,-0.020938,0.029437,-1.563131,-1245.514282,-1395.042969,1098.989624
2847,0,-0.023196,0.028272,-1.563520,-1245.482178,-1395.796387,1098.920166
2848,0,-0.025916,0.025626,-1.565203,-1245.500610,-1396.466797,1098.749390
2849,0,-0.028071,0.022700,-1.564689,-1245.470337,-1397.183105,1098.580566
2850,0,-0.029861,0.019764,-1.564624,-1245.442383,-1397.762085,1098.532227
2851,0,-0.033303,0.017022,-1.565112,-1245.450073,-1398.430908,1098.410767
2852,0,-0.035703,0.014758,-1.563715,-1245.441895,-1399.083862,1098.396973
2853,0,-0.037746,0.013387,-1.564306,-1245.505371,-1399.679565,1098.354126
2854,0,-0.037766,0.011563,-1.567008,-1245.596680,-1400.418701,1098.235474
2855,0,-0.040569,0.006568,-1.566483,-1245.769165,-1401.133301,1098.169922
2856,0,-0.040263,0.007347,-1.566364,-1245.906738,-1401.836060,1098.070801
2857,0,-0.040612,0.011891,-1.564153,-1245.994019,-1402.637207,1097.862183
2858,0,-0.040118,0.013105,-1.564235,-1246.153931,-1403.348267,1097.685425
2859,0,-0.040425,0.015509,-1.565687,-1246.345337,-1403.835693,1097.574463
2860,0,-0.036262,0.015712,-1.564850,-1246.599121,-1404.390381,1097.231079
2861,0,-0.035850,0.016918,-1.565312,-1246.823975,-1404.934326,1096.955200
2862,0,-0.034463,0.017258,-1.564749,-1247.076172,-1405.649414,1096.494995
2863,0,-0.032705,0.017511,-1.563667,-1247.319702,-1406.100098,1096.190552
2864,0,-0.034476,0.017507,-1.564901,-1247.592041,-1406.740601,1095.717773
2865,0,-0.032530,0.016443,-1.564742,-1247.879272,-1407.160645,1095.513062
2866,0,-0.034507,0.016223,-1.565586,-1248.212769,-1407.631226,1095.188354
2867,0,-0.035039,0.013749,-1.564612,-1248.622803,-1407.911621,1095.057129
2868,0,-0.037212,0.013561,-1.565435,-1249.005737,-1408.171875,1094.907227
2869,0,-0.035064,0.012769,-1.564535,-1249.433228,-1408.495850,1094.885254
2870,0,-0.036148,0.016189,-1.565752,-1249.892090,-1408.990479,1094.520508
2871,0,-0.037890,0.015038,-1.565332,-1250.282349,-1409.282593,1094.523071
2872,0,-0.037620,0.015456,-1.565634,-1250.715820,-1409.573853,1094.526978
2873,0,-0.037642,0.015405,-1.565837,-1251.172852,-1409.864746,1094.557129
2874,0,-0.037969,0.015563,-1.565861,-1251.669556,-1410.128418,1094.619507
2875,0,-0.037577,0.013503,-1.564763,-1252.223389,-1410.260254,1094.807861
2876,0,-0.037253,0.013423,-1.564587,-1252.783325,-1410.416870,1094.923706
2877,0,-0.038537,0.013906,-1.565580,-1253.321167,-1410.474976,1095.053467
2878,0,-0.036179,0.013056,-1.563758,-1253.917603,-1410.632080,1095.157593
2879,0,-0.035350,0.014850,-1.564219,-1254.515503,-1410.787598,1095.214233
2880,0,-0.035417,0.014711,-1.564068,-1255.149658,-1410.902832,1095.304199
2881,0,-0.035215,0.015179,-1.563768,-1255.795776,-1410.923462,1095.408081
2882,0,-0.035783,0.015664,-1.564432,-1256.391602,-1410.968384,1095.483643
2883,0,-0.038869,0.016632,-1.566690,-1257.022705,-1411.065063,1095.473267
2884,0,-0.039359,0.018332,-1.567846,-1257.708740,-1410.983154,1095.594482
2885,0,-0.039853,0.018983,-1.566393,-1258.401978,-1411.057007,1095.659668
2886,0,-0.038921,0.017315,-1.567340,-1259.192139,-1410.745850,1095.802612
2887,0,-0.039226,0.017866,-1.567722,-1259.902710,-1410.678345,1095.842041
2888,0,-0.042582,0.012096,-1.567581,-1260.619751,-1410.706665,1096.063843
