layout,data,timestamp
"dim: []
data_offset: 0","(0.0, 1.0, -0.010751012858445532, -0.0471297550166313, 0.9125148967823401, 0.6832729275983271, -0.12488650015834865, 1.2065548463330977, 1.0017156982421875, 0.6165272827148438, 1.0760623779296874, 1722209180.1965466)",1722209180.1972294
"dim: []
data_offset: 0","(0.0, 1.0, -0.013655849415289448, -0.04664073903321689, 0.9119219066370786, 0.7015812898143503, -0.12514120762367997, 1.2095582174947495, 0.9986878051757813, 0.61562060546875, 1.07597314453125, 1722209180.22771)",1722209180.2282581
"dim: []
data_offset: 0","(0.0, 1.0, -0.016071321925463254, -0.04693397950353266, 0.9114283649070614, 0.6986133354976678, -0.12256414832911483, 1.2055984683427474, 0.9958660888671875, 0.615176025390625, 1.07595458984375, 1722209180.247953)",1722209180.24844
"dim: []
data_offset: 0","(0.0, 1.0, -0.018287864667222646, -0.04690150768883298, 0.9097475037650642, 0.719302540451217, -0.12489806731905023, 1.211311689721272, 0.9958660888671875, 0.615176025390625, 1.07595458984375, 1722209180.2764869)",1722209180.2769713
"dim: []
data_offset: 0","(0.0, 1.0, -0.024499146619898528, -0.04650121557889597, 0.8912807268498486, 0.691757984146788, -0.12174576774625737, 1.2048043003688056, 0.9941212768554688, 0.6148978881835937, 1.075419921875, 1722209180.3064423)",1722209180.3069677
"dim: []
data_offset: 0","(0.0, 1.0, 0.1946607527707285, -0.05260751700135142, 0.9771785290123147, 0.6401214282083587, -0.119624624381685, 1.6262191768054803, 1.17533837890625, 0.6027884521484375, 1.1376517333984375, 1722209180.7864113)",1722209180.7872262
"dim: []
data_offset: 0","(0.0, 1.0, 0.2543234979336429, -0.055469644662349556, 1.0011238274699954, 0.7153336480405401, -0.11553522739841554, 1.3979207657383321, 1.212908447265625, 0.598857421875, 1.145006591796875, 1722209180.8565083)",1722209180.8570428
"dim: []
data_offset: 0","(0.0, 1.0, 0.3095330778426065, -0.061166810345397164, 1.0088096395011152, 0.7447009049543865, -0.11702127060626942, 1.372271354467987, 1.2877225341796874, 0.589616943359375, 1.1595643310546875, 1722209180.906414)",1722209180.9067857
"dim: []
data_offset: 0","(0.0, 1.0, 0.3357163645190916, -0.06411609943825645, 1.0215259891996533, 0.745675862878973, -0.1168680070123683, 1.371268034130518, 1.2877225341796874, 0.589616943359375, 1.1595643310546875, 1722209180.9363759)",1722209180.9371705
"dim: []
data_offset: 0","(0.0, 1.0, 0.35163312144486564, -0.06575885517086598, 1.0282741915117133, 0.7404536682945033, -0.11473404641845317, 1.3264390130684578, 1.328195556640625, 0.5832830200195313, 1.1686312255859375, 1722209180.959468)",1722209180.9613812
