Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
2955,0,0.083382,0.013835,1.671501,-542.179016,-3269.779053,1046.937134
2956,0,0.092021,-0.008596,1.670450,-536.338867,-3268.741943,1046.798096
2957,0,0.092901,-0.001801,1.670566,-530.816101,-3267.603516,1047.075562
2958,0,0.095750,-0.002044,1.675614,-525.452576,-3266.411377,1046.649902
2959,0,0.090751,0.001707,1.673442,-519.127319,-3265.132324,1046.336670
2960,0,0.092646,0.016814,1.679298,-513.364014,-3263.498291,1045.133789
2961,0,0.098987,0.009969,1.679785,-507.215668,-3262.525635,1045.314819
2962,0,0.095373,0.012275,1.684188,-501.616730,-3261.236328,1044.595337
2963,0,0.113433,-0.010943,1.686432,-495.282257,-3260.685547,1045.006958
2964,0,0.106737,-0.022953,1.684072,-488.790344,-3259.955811,1044.835693
2965,0,0.108231,0.015405,1.691692,-482.831665,-3258.099365,1043.843018
2966,0,0.112264,-0.003904,1.690334,-476.822021,-3257.314209,1044.555054
2967,0,0.127507,-0.025005,1.691948,-470.280182,-3256.138672,1044.551392
2968,0,0.121880,-0.012960,1.696081,-463.941864,-3255.194580,1044.423096
2969,0,0.120830,-0.009227,1.698555,-457.341980,-3253.879883,1044.298828
2970,0,0.107451,-0.006100,1.696647,-450.221832,-3253.240479,1044.438843
2971,0,0.110772,-0.010638,1.699687,-443.811340,-3252.096680,1044.660278
2972,0,0.114524,-0.013015,1.701887,-437.114349,-3250.784180,1044.783325
2973,0,0.111693,-0.010009,1.704902,-430.198273,-3250.192139,1044.709717
2974,0,0.111114,0.008092,1.711029,-423.388184,-3248.499023,1043.910400
2975,0,0.102037,0.016212,1.716767,-416.181396,-3247.715088,1043.379150
2976,0,0.113920,-0.015210,1.715895,-409.727631,-3247.603760,1045.313599
2977,0,0.099068,0.012656,1.725321,-403.065796,-3246.188721,1044.247314
2978,0,0.090187,0.007371,1.726085,-396.105713,-3245.459229,1044.981689
2979,0,0.086866,-0.000203,1.732993,-389.731110,-3244.623535,1045.638550
2980,0,0.087420,-0.007144,1.733008,-381.853241,-3244.724365,1046.317749
2981,0,0.095278,-0.015747,1.738102,-374.875305,-3244.229980,1047.061035
2982,0,0.087168,-0.023946,1.740945,-367.827209,-3243.347168,1047.170166
2983,0,0.082117,-0.019790,1.744791,-360.919769,-3242.733154,1048.153320
2984,0,0.041684,-0.206232,1.660790,-352.909698,-3241.250488,1045.089844
2985,0,0.070929,-0.245536,1.663012,-345.875977,-3240.149414,1044.409424
2986,0,0.094579,-0.040581,1.754787,-340.205170,-3239.626709,1048.627686
2987,0,0.138003,-0.164462,1.759287,-333.161469,-3238.902344,1045.796997
2988,0,0.086024,-0.024040,1.762280,-325.590637,-3238.109375,1049.364258
2989,0,0.093597,-0.015422,1.766873,-318.416077,-3237.899902,1051.133667
2990,0,0.096431,-0.019172,1.769768,-311.112488,-3237.296143,1051.695435
2991,0,0.084377,-0.003635,1.774345,-304.387604,-3236.373047,1052.058472
2992,0,0.100284,-0.028524,1.768507,-296.322906,-3236.695557,1053.953735
2993,0,0.098438,-0.026788,1.769915,-289.035004,-3236.288818,1054.437744
2994,0,0.102919,-0.028647,1.769353,-281.703949,-3235.983398,1055.060669
2995,0,0.124188,-0.004055,1.780824,-274.754639,-3234.322021,1053.917480
2996,0,0.111412,-0.004875,1.778342,-268.617157,-3234.140625,1054.576538
2997,0,0.107464,-0.001002,1.777070,-261.260345,-3233.576416,1054.804321
2998,0,0.116119,-0.023114,1.775225,-253.982010,-3233.483887,1055.702026
2999,0,0.114275,-0.016228,1.775190,-247.010513,-3232.710693,1055.808594
3000,0,0.125997,-0.007984,1.778379,-240.145309,-3231.988770,1055.904297
3001,0,0.116118,-0.013201,1.770086,-233.517883,-3231.458496,1056.769409
3002,0,0.114531,-0.007507,1.767542,-226.495880,-3230.690918,1057.117432
3003,0,0.113566,-0.000797,1.764661,-219.738556,-3229.841553,1057.482178
3004,0,0.105667,-0.003429,1.753946,-212.601135,-3229.229004,1058.625732
3005,0,0.115053,0.004460,1.761890,-206.035294,-3228.284668,1058.430054
3006,0,0.150672,-0.007164,1.760942,-199.291550,-3227.635010,1059.107666
3007,0,0.121461,0.020603,1.768585,-192.071548,-3226.689209,1058.840576
3008,0,0.117704,0.015700,1.756946,-185.853638,-3226.067627,1060.008789
3009,0,0.093935,-0.003419,1.741017,-178.626053,-3226.386719,1062.291382
3010,0,0.132679,-0.037332,1.744121,-171.568268,-3226.050293,1062.545410
3011,0,0.136813,-0.010292,1.738613,-165.846207,-3224.806152,1063.338379
3012,0,0.136317,-0.011320,1.734610,-159.307281,-3224.558105,1064.015625
3013,0,0.131170,-0.013538,1.734038,-153.314178,-3223.775879,1064.745605
3014,0,0.131340,-0.038351,1.727674,-146.414658,-3223.589600,1065.019409
3015,0,0.141607,-0.018924,1.727776,-140.917511,-3222.519043,1065.844604
3016,0,0.110071,-0.016669,1.726196,-134.294922,-3221.585693,1065.761230
3017,0,0.103940,0.019012,1.729648,-128.696564,-3220.074707,1065.568726
3018,0,0.124563,0.011775,1.730142,-122.750969,-3219.168945,1065.822754
3019,0,0.147246,-0.020654,1.727520,-117.736168,-3218.700684,1067.666382
3020,0,0.133989,-0.022802,1.718485,-110.823662,-3218.406738,1068.317505
3021,0,0.132231,-0.023486,1.715604,-104.755211,-3217.469238,1068.619629
3022,0,0.172019,-0.004650,1.718475,-99.442009,-3215.691650,1066.848145
3023,0,0.154304,-0.007414,1.719320,-93.187332,-3214.631836,1067.326660
3024,0,0.165474,-0.008374,1.713322,-87.693138,-3213.575928,1066.852539
3025,0,0.150237,-0.004736,1.705731,-81.435379,-3212.435303,1066.651001
3026,0,0.145517,-0.000524,1.703834,-75.468430,-3211.326172,1066.558594
3027,0,0.148462,-0.009977,1.705961,-69.585007,-3209.993652,1066.019409
3028,0,0.145099,-0.011726,1.705680,-63.495853,-3208.517334,1065.609741
3029,0,0.099124,-0.007636,1.706435,-57.281525,-3206.874512,1065.860107
3030,0,0.106299,-0.014851,1.707134,-51.479820,-3205.314209,1065.402466
3031,0,0.115587,-0.037486,1.705190,-45.761917,-3203.819580,1065.487305
3032,0,0.116426,-0.038994,1.694224,-38.819305,-3202.678467,1064.623169
3033,0,0.102682,-0.035143,1.695062,-32.742584,-3200.622314,1063.723389
3034,0,0.100391,-0.016774,1.696384,-26.596603,-3198.205566,1061.549438
3035,0,0.100656,-0.033014,1.685116,-20.260546,-3197.130371,1061.453125
3036,0,0.097069,-0.031106,1.684099,-13.774499,-3195.174561,1060.186279
3037,0,0.102481,-0.046017,1.682427,-7.082647,-3193.329346,1058.750244
3038,0,0.097812,-0.026355,1.678021,-0.884088,-3191.304932,1057.675049
3039,0,0.097637,-0.025416,1.676250,5.707293,-3189.481934,1056.470337
3040,0,0.101240,-0.023102,1.671569,12.372355,-3187.479004,1055.290039
3041,0,0.121083,-0.032977,1.679134,19.011915,-3185.530029,1053.598511
3042,0,0.099431,-0.018106,1.668830,25.549286,-3183.864014,1053.041748
3043,0,0.081745,-0.007250,1.667037,31.702250,-3181.615723,1051.388672
3044,0,0.100086,-0.019667,1.663830,38.605530,-3180.025879,1050.995239
3045,0,0.101647,-0.033850,1.661544,45.082436,-3178.200684,1049.862183
3046,0,0.074813,-0.004193,1.656275,51.787891,-3176.075928,1048.497314
3047,0,0.075414,-0.009665,1.654012,58.182667,-3174.245117,1047.628906
3048,0,0.096462,-0.041782,1.657349,64.523659,-3172.808594,1047.383179
3049,0,0.087668,-0.027849,1.653016,70.781555,-3170.548828,1046.943604
3050,0,0.089327,-0.038645,1.652179,77.071686,-3168.677734,1046.214966
3051,0,0.085315,-0.040940,1.651011,83.327904,-3166.675049,1045.588013
3052,0,0.079397,-0.029508,1.653019,89.917664,-3164.091064,1043.770630
3053,0,0.063392,-0.039834,1.651070,96.238930,-3161.877930,1043.102173
3054,0,0.064325,-0.049676,1.647311,103.434311,-3160.294922,1042.621338
3055,0,0.068128,-0.045684,1.647005,109.588814,-3157.953613,1042.581787
3056,0,0.051766,-0.034653,1.643950,116.750450,-3155.434814,1041.579468
3057,0,0.048842,-0.038056,1.644630,123.027672,-3152.953613,1041.148560
3058,0,0.044265,-0.035036,1.643235,129.940323,-3150.360596,1040.263428
3059,0,0.041905,-0.035310,1.644833,136.326019,-3147.683105,1039.710327
3060,0,0.041363,-0.047263,1.645783,143.409729,-3145.275635,1038.846680
3061,0,0.041409,-0.035215,1.643725,149.924927,-3142.586182,1038.869385
3062,0,0.037780,-0.030393,1.643366,156.904755,-3140.095947,1038.286987
3063,0,0.023286,-0.023635,1.638999,163.683762,-3137.558105,1037.648682
3064,0,0.033637,-0.039400,1.646188,170.546616,-3135.342041,1037.174561
3065,0,0.034632,-0.036427,1.646569,177.373505,-3132.962891,1036.632080
3066,0,0.029374,-0.032292,1.646600,183.916901,-3130.449463,1036.276123
3067,0,0.021979,-0.012323,1.648380,190.718155,-3127.599854,1035.266113
3068,0,0.047662,-0.055923,1.645536,197.072571,-3124.943848,1034.582642
3069,0,0.037869,-0.072632,1.638956,204.335205,-3123.200195,1034.210327
3070,0,0.005782,-0.008625,1.633473,211.014923,-3121.225342,1035.045776
3071,0,0.003601,-0.010491,1.632078,217.636414,-3119.197754,1034.858154
3072,0,0.012069,-0.004019,1.640993,222.773468,-3117.531250,1035.602173
3073,0,0.017148,-0.023750,1.638762,230.955154,-3116.059326,1035.012939
3074,0,0.015216,-0.019640,1.628027,236.977905,-3113.632568,1034.920044
3075,0,0.014308,-0.022139,1.629259,244.775757,-3112.164062,1034.687988
3076,0,0.005519,-0.004656,1.615471,251.028183,-3108.554932,1032.980835
3077,0,0.026354,-0.018810,1.615003,257.739136,-3106.884521,1033.391724
3078,0,0.007387,-0.006518,1.604890,265.217316,-3104.860840,1033.078491
3079,0,0.019762,-0.000185,1.608093,271.830322,-3102.576660,1032.758545
3080,0,0.038642,-0.024123,1.610202,279.337433,-3101.199219,1033.177002
3081,0,0.031676,-0.013544,1.597299,286.245667,-3099.034180,1033.760986
3082,0,0.036010,-0.009715,1.594568,293.208069,-3096.857666,1033.781860
3083,0,0.035480,-0.002788,1.589709,300.358734,-3094.899658,1033.909546
3084,0,0.037495,-0.000547,1.587107,307.390991,-3092.900146,1033.922852
3085,0,0.038950,0.003847,1.583553,314.388641,-3091.040527,1033.943115
3086,0,0.039584,0.004597,1.580248,321.763214,-3089.221191,1034.224243
3087,0,0.019889,0.025926,1.574282,329.095978,-3087.170166,1033.543579
3088,0,0.020854,0.029914,1.574889,335.845367,-3085.240723,1033.550781
3089,0,0.019515,0.029611,1.574428,342.137787,-3083.315674,1033.725708
3090,0,0.028488,0.023218,1.570914,350.016541,-3082.248047,1034.411377
3091,0,0.033321,0.005989,1.573793,357.471344,-3081.016602,1034.529297
3092,0,0.030493,0.021471,1.567729,364.320374,-3079.138184,1034.968628
3093,0,0.032116,0.020066,1.564931,371.609100,-3077.676025,1035.311646
3094,0,0.014417,0.033020,1.562327,378.935822,-3075.820312,1035.322998
3095,0,0.030534,0.008884,1.570111,386.653717,-3074.780029,1035.506104
3096,0,0.029269,0.009304,1.568232,393.875244,-3073.219727,1035.760254
3097,0,0.039021,0.024581,1.567589,401.069916,-3071.025635,1035.872437
3098,0,0.019234,0.032743,1.560357,408.967896,-3069.649170,1036.104980
3099,0,0.028885,0.021089,1.558150,416.838806,-3068.603760,1036.865479
3100,0,0.017490,0.029914,1.554603,424.867432,-3067.087891,1036.657715
3101,0,0.029084,-0.000585,1.557200,433.419128,-3065.858643,1036.543701
3102,0,0.022871,0.025344,1.551633,440.823669,-3064.577637,1036.776978
3103,0,0.024163,0.008956,1.553506,449.272156,-3063.585205,1036.343628
3104,0,0.025834,0.023267,1.547499,457.632721,-3062.211182,1036.801758
3105,0,0.032753,0.002909,1.550111,466.536835,-3061.390869,1036.391479
3106,0,0.027195,0.025532,1.544400,474.912537,-3060.032715,1036.489136
3107,0,0.048499,-0.003176,1.550984,484.090820,-3059.618164,1036.294067
3108,0,0.040722,0.026997,1.544495,492.390472,-3057.698975,1035.794189
3109,0,0.042684,0.020395,1.541111,501.675537,-3057.039551,1035.855347
3110,0,0.066372,0.014030,1.545253,510.604980,-3055.948730,1035.579712
3111,0,0.076538,0.006692,1.544276,519.653870,-3055.081543,1035.682129
3112,0,0.056925,0.034927,1.544029,529.444824,-3053.929688,1034.576782
3113,0,0.065763,0.011907,1.549193,539.354980,-3053.599365,1034.427368
3114,0,0.073074,0.022596,1.546526,548.411438,-3052.720459,1034.931274
3115,0,0.088855,0.008570,1.544537,558.263489,-3052.669189,1035.265869
3116,0,0.065767,0.010731,1.545056,567.269592,-3052.049072,1035.829712
3117,0,0.047902,0.007706,1.546776,577.440979,-3051.799316,1035.253784
3118,0,0.051432,0.013722,1.545220,586.573730,-3051.364746,1036.281372
3119,0,0.047962,0.007785,1.546101,596.174438,-3051.343994,1036.669434
3120,0,0.032583,0.010795,1.543378,606.039185,-3051.233154,1036.917358
3121,0,0.032141,0.006592,1.547398,615.422791,-3051.111084,1037.095825
3122,0,0.038570,-0.010044,1.546641,625.238464,-3051.695557,1038.083984
3123,0,0.043365,-0.007914,1.563254,635.188843,-3052.086670,1038.213501
3124,0,0.044062,-0.013676,1.563874,645.315125,-3052.361084,1038.827148
3125,0,0.026118,-0.010245,1.559583,655.574829,-3052.638672,1039.309204
3126,0,0.018767,-0.001437,1.555256,665.555420,-3052.332275,1039.375000
3127,0,0.023518,-0.007831,1.563043,676.312988,-3052.858154,1039.848633
3128,0,0.023565,-0.006640,1.558324,686.756958,-3052.753418,1040.257324
3129,0,0.025347,-0.008555,1.559500,697.431702,-3052.846680,1040.791748
3130,0,0.033009,-0.011626,1.560319,708.225525,-3052.929443,1041.359619
3131,0,0.038243,-0.014208,1.560987,719.259766,-3052.932129,1041.513184
3132,0,0.028453,-0.009442,1.556368,730.179260,-3053.066650,1042.022827
3133,0,0.026073,-0.002616,1.556273,741.021790,-3052.934082,1042.107056
3134,0,0.038213,-0.004604,1.550929,751.774109,-3053.159668,1042.157471
3135,0,0.034828,-0.004604,1.553183,763.149231,-3052.678223,1042.292114
3136,0,0.030810,0.004209,1.559505,774.046570,-3052.994385,1042.681274
3137,0,0.034681,0.005413,1.557753,785.023987,-3053.137939,1043.054321
3138,0,0.036646,-0.007434,1.561505,796.677795,-3054.377930,1044.155273
3139,0,0.048750,-0.002688,1.556589,806.964478,-3053.781494,1044.268433
3140,0,0.056529,-0.036999,1.551212,817.902222,-3053.420654,1043.227783
3141,0,0.056760,-0.042143,1.544302,828.513916,-3053.833252,1043.977905
3142,0,0.047327,0.002294,1.546774,839.025269,-3054.486816,1045.269653
3143,0,0.043389,0.005321,1.543333,849.802490,-3054.866211,1045.713501
3144,0,0.057897,-0.003809,1.543502,860.188416,-3055.271484,1046.175537
3145,0,0.059403,0.002346,1.546134,870.180969,-3055.825195,1046.895142
3146,0,0.056373,0.002332,1.542772,880.388306,-3056.335205,1047.547852
3147,0,0.049573,-0.004019,1.542661,890.915161,-3057.143066,1048.599121
3148,0,0.053769,-0.012743,1.538205,900.932983,-3057.704346,1049.858032
3149,0,0.046075,0.002686,1.530009,910.488525,-3057.368652,1050.388184
3150,0,0.066285,-0.010433,1.531178,920.153503,-3057.524902,1051.297119
3151,0,0.046025,0.016178,1.536290,929.959412,-3058.012451,1051.948486
3152,0,0.052274,0.000491,1.525265,939.548889,-3057.733398,1052.747437
3153,0,0.043260,-0.006079,1.518987,949.220825,-3058.388428,1054.243652
3154,0,0.045811,0.011940,1.526925,958.662231,-3058.385254,1054.856567
3155,0,0.049938,0.001183,1.521587,967.610779,-3058.516113,1055.824219
3156,0,0.047460,0.002795,1.520698,977.027466,-3058.705566,1056.615234
3157,0,0.038724,-0.008319,1.509604,986.788879,-3058.839844,1057.622070
3158,0,0.040828,-0.018008,1.507614,996.106140,-3059.369385,1058.685425
3159,0,0.050213,-0.014949,1.516600,1004.804626,-3059.436768,1058.860474
3160,0,0.045120,-0.010939,1.516259,1014.020935,-3059.486572,1059.295532
3161,0,0.045170,-0.025510,1.513101,1023.072388,-3060.196777,1060.640747
3162,0,0.029761,-0.014831,1.518250,1032.557373,-3060.328369,1060.569214
3163,0,0.029712,-0.017168,1.516625,1041.530884,-3060.514160,1060.957764
3164,0,0.031633,-0.012709,1.511580,1050.378906,-3060.091309,1061.157349
3165,0,0.028404,-0.017202,1.508517,1059.495728,-3060.445557,1061.676758
3166,0,0.037526,-0.011734,1.512652,1068.258423,-3060.357666,1061.393433
3167,0,0.021340,-0.010616,1.507021,1077.313477,-3060.558838,1061.847534
3168,0,0.038174,-0.018415,1.509467,1086.347412,-3060.358154,1061.425903
3169,0,0.023489,-0.013285,1.504544,1095.400146,-3060.394287,1061.324097
3170,0,0.029689,-0.023673,1.501808,1104.485107,-3060.625488,1061.452393
3171,0,0.055261,-0.052508,1.510706,1114.218872,-3060.811768,1061.113037
3172,0,0.044090,-0.023006,1.512609,1122.822998,-3060.366699,1060.366821
3173,0,0.046389,-0.040460,1.499716,1131.180664,-3059.626953,1060.198730
3174,0,0.021642,-0.017009,1.495168,1140.898804,-3059.005859,1058.594971
3175,0,0.053625,-0.042818,1.496892,1149.509521,-3058.430176,1058.156372
3176,0,0.032766,-0.029625,1.499285,1159.268311,-3058.669922,1057.432983
3177,0,0.031566,-0.025928,1.496869,1168.556763,-3057.462646,1055.746094
3178,0,0.023929,-0.025127,1.492315,1177.625732,-3056.603760,1054.731567
3179,0,0.041241,-0.046746,1.479255,1186.816772,-3054.855225,1053.061401
3180,0,0.024351,-0.035992,1.479172,1196.157471,-3053.975342,1052.216309
3181,0,0.041674,-0.050290,1.490173,1205.816528,-3053.056396,1050.910522
3182,0,0.023361,-0.032944,1.478494,1214.914185,-3051.247314,1049.605713
3183,0,0.029933,-0.044153,1.487486,1224.755859,-3050.173584,1048.246704
3184,0,0.017642,-0.032824,1.476438,1233.693115,-3048.372559,1047.233521
3185,0,0.014889,-0.051004,1.475672,1243.567871,-3047.033691,1045.947388
3186,0,0.030589,-0.049844,1.476927,1252.205933,-3045.452881,1045.208740
3187,0,0.011838,-0.030541,1.475609,1261.462158,-3043.732910,1043.906494
3188,0,0.008739,-0.036336,1.477710,1271.031372,-3042.924316,1043.669922
3189,0,0.026190,-0.056904,1.474188,1278.934204,-3040.809570,1042.883789
3190,0,0.000033,-0.039994,1.471079,1289.259888,-3039.882080,1041.959473
3191,0,-0.013595,-0.041573,1.460128,1298.101807,-3038.064453,1041.030396
3192,0,-0.016382,-0.043280,1.464747,1307.555786,-3036.990479,1040.599854
3193,0,-0.008305,-0.052888,1.465178,1316.980713,-3035.680176,1040.219971
3194,0,-0.022171,-0.048296,1.456371,1325.965332,-3033.764160,1039.639771
3195,0,-0.007855,-0.055505,1.464890,1335.621338,-3032.807617,1039.911743
3196,0,-0.012716,-0.049311,1.468303,1345.025391,-3031.206299,1039.636353
3197,0,-0.020223,-0.049504,1.453657,1354.060547,-3029.281738,1039.638672
3198,0,-0.024284,-0.045866,1.451576,1363.424927,-3027.962158,1040.076782
3199,0,-0.006781,-0.055562,1.451963,1372.593140,-3026.424072,1040.457520
3200,0,-0.008236,-0.048944,1.459218,1382.033081,-3025.383301,1041.041626
3201,0,-0.012816,-0.051044,1.451969,1391.238403,-3023.979248,1041.675903
3202,0,-0.025372,-0.039357,1.450309,1400.068970,-3022.522217,1041.892334
3203,0,-0.024400,-0.038430,1.448913,1409.094604,-3021.104980,1042.328979
3204,0,-0.022942,-0.044876,1.443815,1417.957886,-3019.772949,1042.727051
3205,0,-0.021511,-0.045998,1.441298,1426.875488,-3018.371094,1043.189697
3206,0,-0.019745,-0.052769,1.431828,1435.413452,-3016.898438,1043.624634
3207,0,-0.017916,-0.052960,1.429216,1444.443359,-3015.419922,1043.954346
3208,0,-0.007386,-0.059036,1.434057,1453.717163,-3014.324463,1044.615479
3209,0,-0.006076,-0.046885,1.435614,1462.554443,-3012.588379,1044.513428
3210,0,-0.015686,-0.040394,1.425628,1471.677124,-3010.760498,1044.771484
3211,0,-0.003026,-0.037916,1.427676,1480.768921,-3009.126709,1045.020752
3212,0,-0.008031,-0.023756,1.424117,1489.787476,-3007.288330,1045.407959
3213,0,0.004128,-0.029949,1.413525,1498.897461,-3005.151123,1046.101685
3214,0,0.000673,-0.017486,1.410463,1508.128296,-3003.508789,1046.451660
3215,0,0.005253,-0.001890,1.422022,1517.001709,-3002.083008,1046.770508
3216,0,0.007368,-0.000788,1.417885,1526.144165,-3000.503418,1047.127441
3217,0,-0.001053,0.002444,1.406810,1534.406250,-2998.821533,1047.739258
3218,0,-0.000253,0.003222,1.405890,1542.927979,-2997.649658,1048.409302
3219,0,0.005789,-0.006610,1.404299,1551.153564,-2996.451660,1049.295166
3220,0,0.008986,-0.007383,1.404991,1559.343384,-2995.181885,1049.628052
3221,0,0.007273,-0.018419,1.398797,1568.010986,-2994.175537,1050.278442
3222,0,0.000948,-0.009490,1.399252,1576.374390,-2992.941895,1050.258667
3223,0,-0.001674,-0.017657,1.394544,1584.924927,-2992.378174,1051.234131
3224,0,0.000197,-0.013542,1.398786,1593.072510,-2990.835449,1051.186279
3225,0,0.005687,-0.009877,1.402855,1601.214966,-2989.890137,1051.522583
3226,0,0.006964,-0.009630,1.404366,1609.805664,-2988.626953,1051.872925
3227,0,-0.008164,-0.000642,1.411159,1618.622925,-2988.315186,1052.634399
3228,0,0.014004,-0.019024,1.412880,1626.966064,-2986.902588,1052.949585
3229,0,0.001030,-0.000961,1.416357,1635.235840,-2985.542236,1052.406616
3230,0,0.007816,-0.017319,1.404719,1644.247437,-2984.144287,1052.331421
3231,0,0.006569,-0.020480,1.404964,1652.777588,-2983.292969,1052.303467
3232,0,-0.001002,-0.007472,1.417815,1661.378418,-2982.723389,1052.101196
3233,0,0.002175,-0.015800,1.418554,1669.928101,-2982.100098,1052.049438
3234,0,0.005558,-0.026737,1.410014,1678.380981,-2980.550049,1051.346802
3235,0,0.006341,-0.025106,1.415446,1686.727661,-2979.968994,1051.125854
3236,0,0.001814,-0.021478,1.426114,1695.775391,-2979.458740,1050.675293
3237,0,-0.006181,-0.037588,1.422001,1704.863525,-2978.753906,1050.126831
3238,0,0.003703,-0.041667,1.431567,1713.675171,-2977.706787,1049.259033
3239,0,0.013939,-0.054130,1.436287,1722.340820,-2977.083496,1048.980469
3240,0,-0.005883,-0.031705,1.429786,1730.823364,-2976.022705,1048.289185
3241,0,0.001926,-0.044809,1.443508,1740.186401,-2975.698486,1047.399780
3242,0,0.013283,-0.059275,1.450538,1748.963745,-2975.346191,1047.036255
3243,0,-0.006783,-0.040055,1.443409,1757.441162,-2974.303955,1046.206055
3244,0,-0.007105,-0.046026,1.447085,1766.440186,-2974.121338,1045.854004
3245,0,0.000505,-0.048665,1.456030,1775.233032,-2973.541016,1044.783325
3246,0,-0.003096,-0.055164,1.467858,1784.656372,-2973.580566,1044.038086
3247,0,-0.010373,-0.048794,1.463662,1793.412842,-2973.248291,1043.924561
3248,0,-0.002031,-0.052346,1.469500,1802.320801,-2972.885986,1043.008301
3249,0,-0.003895,-0.052194,1.473544,1811.433838,-2972.694092,1042.504517
3250,0,-0.002849,-0.054259,1.477879,1820.592285,-2972.729736,1042.069336
3251,0,-0.007322,-0.045841,1.482981,1829.467651,-2972.915527,1041.634888
3252,0,-0.006901,-0.042897,1.493767,1838.860596,-2973.246826,1041.249512
3253,0,0.005423,-0.056783,1.491112,1847.977173,-2973.088867,1040.807129
3254,0,0.005288,-0.049386,1.499252,1856.909180,-2973.505615,1040.493652
3255,0,0.009916,-0.051211,1.504961,1866.068604,-2973.927246,1040.312012
3256,0,0.001734,-0.044621,1.509417,1875.083008,-2974.273438,1040.075806
3257,0,0.016706,-0.051108,1.518693,1884.309082,-2974.596436,1039.943115
3258,0,0.012640,-0.041696,1.534280,1893.385254,-2975.379639,1039.783325
3259,0,0.020960,-0.056317,1.528215,1902.354370,-2975.164307,1039.741943
3260,0,0.021644,-0.059712,1.533424,1911.147949,-2975.592773,1040.000366
3261,0,0.009582,-0.051125,1.536214,1920.011108,-2975.895752,1040.283447
3262,0,0.012807,-0.051992,1.542568,1928.769653,-2976.058105,1040.434448
3263,0,0.009869,-0.045675,1.547728,1937.443604,-2976.232910,1040.796143
3264,0,0.007914,-0.046480,1.552422,1946.129395,-2976.626221,1041.583862
3265,0,0.007802,-0.046629,1.557334,1954.618530,-2976.884277,1042.173340
3266,0,0.002789,-0.041719,1.561115,1963.142334,-2977.244385,1042.790649
3267,0,-0.001939,-0.037414,1.564611,1971.593018,-2977.390869,1043.314087
3268,0,0.002205,-0.041658,1.566735,1979.983521,-2977.767090,1044.167603
3269,0,0.000563,-0.041792,1.573055,1988.008667,-2978.494629,1044.912354
3270,0,-0.002274,-0.054935,1.581887,1996.503906,-2979.580078,1046.035278
3271,0,0.005172,-0.047798,1.576931,2004.291992,-2979.352783,1046.517212
3272,0,0.005357,-0.046711,1.582063,2012.123535,-2980.092773,1047.213013
3273,0,0.005036,-0.046355,1.584938,2019.930420,-2980.513184,1047.847900
3274,0,0.010344,-0.049459,1.585090,2028.035156,-2980.641357,1048.730713
3275,0,0.010818,-0.048020,1.589565,2035.702759,-2981.062988,1049.381714
3276,0,0.009815,-0.045285,1.591217,2043.328247,-2981.174805,1050.060913
3277,0,0.010957,-0.047169,1.591404,2050.935791,-2981.306885,1050.891479
3278,0,0.001605,-0.039782,1.585350,2058.700439,-2981.251465,1051.771606
3279,0,0.011338,-0.045414,1.587195,2066.154785,-2981.250732,1052.385132
3280,0,0.006695,-0.039821,1.587875,2073.414795,-2981.311523,1052.889404
3281,0,0.002776,-0.035124,1.586210,2080.615967,-2981.302490,1053.408813
3282,0,0.002750,-0.034276,1.584550,2087.857666,-2981.367920,1054.003906
3283,0,0.003154,-0.033877,1.583524,2095.061035,-2981.326660,1054.525391
3284,0,0.004268,-0.034113,1.580628,2102.362305,-2981.150879,1055.013306
3285,0,0.004182,-0.033543,1.582421,2109.339355,-2981.255127,1055.430176
3286,0,-0.003412,-0.030790,1.579272,2116.377197,-2981.447754,1055.970459
3287,0,0.006843,-0.033929,1.582119,2123.263916,-2981.366211,1056.024048
3288,0,0.007915,-0.036948,1.582054,2130.125732,-2981.390869,1056.403931
3289,0,0.008968,-0.037920,1.579699,2137.081055,-2980.981689,1056.540527
3290,0,0.008591,-0.038741,1.582427,2143.749512,-2980.935303,1056.730469
3291,0,0.007272,-0.046150,1.589754,2150.809082,-2980.984863,1056.661255
3292,0,0.007372,-0.038436,1.581998,2157.102051,-2980.485107,1056.782349
3293,0,0.005312,-0.038066,1.582469,2163.667969,-2980.058105,1056.642212
3294,0,-0.003640,-0.039531,1.578772,2170.432129,-2979.957520,1056.986572
3295,0,0.007180,-0.043118,1.584772,2176.697266,-2979.084717,1056.453735
3296,0,0.001528,-0.041524,1.585204,2183.346191,-2978.409912,1056.019775
3297,0,0.002764,-0.045480,1.585696,2189.582764,-2977.776611,1055.807617
3298,0,-0.005255,-0.043492,1.585077,2196.163086,-2977.068115,1055.365112
3299,0,-0.007203,-0.043627,1.585935,2202.632324,-2976.094727,1054.810547
3300,0,-0.010110,-0.043100,1.586612,2208.870117,-2975.262451,1054.166138
3301,0,-0.015150,-0.049491,1.594993,2215.575928,-2974.555664,1053.369263
3302,0,-0.015578,-0.043390,1.587729,2221.633545,-2973.174805,1052.884277
3303,0,-0.027100,-0.043139,1.582780,2228.073242,-2972.406250,1052.571533
3304,0,-0.017916,-0.044465,1.588411,2234.203125,-2970.949219,1051.408203
3305,0,-0.020913,-0.046068,1.586731,2240.489990,-2969.945801,1050.813965
3306,0,-0.020845,-0.047667,1.586592,2246.809814,-2968.655518,1050.008057
