timestamp,data
1724786975.450713,"[-0.25238140264489334, 0.03379009691862525, 0.027304464457828116, 0.0, 0.0, 0.0]"
1724786975.4554777,"[-0.2541504311681052, 0.03402694339235393, 0.027495850890943734, 0.0, 0.0, 0.0]"
1724786975.4650536,"[-0.25785074410477454, 0.03633984116562432, 0.028125184405743943, 0.0, 0.0, 0.0]"
1724786975.4719667,"[-0.26087632289929524, 0.0370915808695065, 0.028802983111563804, 0.0, 0.0, 0.0]"
1724786975.4825308,"[-0.26394012551807855, 0.0377928469594046, 0.029551518962615146, 0.0, 0.0, 0.0]"
1724786975.4987621,"[-0.26671353908033996, 0.038899074589081845, 0.02988667095782159, 0.0, 0.0, 0.0]"
1724786975.506395,"[-0.26852055852212364, 0.03916305387020041, 0.030089310400382673, 0.0, 0.0, 0.0]"
1724786975.5129337,"[-0.2719716804639637, 0.04151085411038027, 0.030706694823840894, 0.0, 0.0, 0.0]"
1724786975.523023,"[-0.27379022398869174, 0.041789439613174495, 0.030912241357389573, 0.0, 0.0, 0.0]"
1724786975.536084,"[-0.2771120465747402, 0.04330842683199967, 0.030517395673485277, 0.0, 0.0, 0.0]"
1724786975.5432029,"[-0.28028193144277197, 0.044575193738544745, 0.029888644426175066, 0.0, 0.0, 0.0]"
1724786975.5518758,"[-0.28230960007101136, 0.04715732248061545, 0.020291536416397245, 0.0, 0.0, 0.0]"
1724786975.5600402,"[-0.25243819770473935, 0.03916003595353598, 0.016329029156323296, 0.0, 0.0, 0.0]"
1724786975.5622587,"[-0.2550358926002248, 0.04040692555762735, 0.01438304079189754, 0.0, 0.0, 0.0]"
1724786975.570714,"[-0.25681112483840796, 0.040688227702423904, 0.014483054238019415, 0.0, 0.0, 0.0]"
1724786975.5808291,"[-0.25784490435021956, 0.042213785381602593, 0.00895061134376217, 0.0, 0.0, 0.0]"
1724786975.590854,"[-0.25871969461518635, 0.044057742536896226, 0.0019911439380004515, 0.0, 0.0, 0.0]"
1724786975.6007597,"[-0.26026902835779, 0.04520948739713292, 0.0019486260787659289, 0.0, 0.0, 0.0]"
1724786975.6135104,"[-0.24919690964776775, 0.050221620503912774, 0.017598231000833055, 0.0, 0.0, 0.0]"
1724786975.6220355,"[-0.25027105659412957, 0.05217071069478287, 0.018553761493988786, 0.0, 0.0, 0.0]"
1724786975.630539,"[-0.25151783780202974, 0.05398565051274165, 0.01999041302744584, 0.0, 0.0, 0.0]"
1724786975.6406252,"[-0.2530525737610561, 0.05503342986470398, 0.022990191589150406, 0.0, 0.0, 0.0]"
1724786975.6506114,"[-0.25502148654705553, 0.055685916921576574, 0.032007761489906035, 0.0, 0.0, 0.0]"
1724786975.6618917,"[-0.25581722107477245, 0.057112311155553534, 0.03926880933230656, 0.0, 0.0, 0.0]"
1724786975.6632104,"[-0.2903730247070108, 0.06617716718912973, -0.03909870771714417, 0.0, 0.0, 0.0]"
1724786975.6711273,"[-0.2930944944958173, 0.0674985829390506, -0.028605257514538046, 0.0, 0.0, 0.0]"
1724786975.6804514,"[-0.29513462886186603, 0.06796845250183467, -0.02880384070018315, 0.0, 0.0, 0.0]"
1724786975.6912565,"[-0.29837640089473505, 0.06936282472785259, -0.015892629999979157, 0.0, 0.0, 0.0]"
1724786975.701291,"[-0.2999724861133353, 0.0704122559303371, -0.010686034867737877, 0.0, 0.0, 0.0]"
1724786975.7109165,"[-0.30094671219165253, 0.07110617805650424, -0.010209450934540393, 0.0, 0.0, 0.0]"
1724786975.7211308,"[-0.30298458959304275, 0.0715880415886038, -0.010275073037257446, 0.0, 0.0, 0.0]"
1724786975.7241697,"[-0.2507118108782791, 0.05337114329527631, -0.12473551265699855, 0.0, 0.0, 0.0]"
1724786975.7303154,"[-0.25076710892315796, 0.05304429328226175, -0.12274172180045508, 0.0, 0.0, 0.0]"
1724786975.7402747,"[-0.2514581783846865, 0.05320344831099163, -0.12209638593098877, 0.0, 0.0, 0.0]"
1724786975.7503366,"[-0.2531961839239242, 0.05357115976817842, -0.12294008588979709, 0.0, 0.0, 0.0]"
1724786975.7606337,"[-0.2515010401890712, 0.05210962022288703, -0.118198770558957, 0.0, 0.0, 0.0]"
1724786975.7707446,"[-0.25199818804876073, 0.0523366061099673, -0.11816421698927881, 0.0, 0.0, 0.0]"
1724786975.7807913,"[-0.25370360053082636, 0.05269059919295014, -0.11896288805896538, 0.0, 0.0, 0.0]"
1724786975.7907333,"[-0.25386765686883417, 0.05304936563111316, -0.11887707641312076, 0.0, 0.0, 0.0]"
1724786975.7935646,"[-0.2562090397982572, 0.07097819344131574, -0.09410528976985519, 0.0, 0.0, 0.0]"
1724786975.8003619,"[-0.2557907621336015, 0.07129051783946184, -0.0939115171264785, 0.0, 0.0, 0.0]"
1724786975.81079,"[-0.25617151364960267, 0.07160976842963697, -0.09387014876667635, 0.0, 0.0, 0.0]"
1724786975.8214993,"[-0.25794204157796163, 0.07210474070810256, -0.09451891206643506, 0.0, 0.0, 0.0]"
1724786975.8305752,"[-0.2570488410211478, 0.07241232540746967, -0.09365493153537467, 0.0, 0.0, 0.0]"
