Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,0.167881,0.063546,1.640176,2455.625732,-3251.199463,865.141113,-0.001300,-0.184446,-1.620418,2356.908936,-1616.783325,1080.086792
2,0,0.158141,0.030502,1.641049,2456.211914,-3249.518555,865.641479,-0.002793,-0.191012,-1.618251,2355.436279,-1616.544922,1079.866943
3,0,0.128107,-0.002351,1.613119,2458.629395,-3249.091309,866.758057,-0.003360,-0.189580,-1.619156,2354.307617,-1616.570801,1079.947632
4,0,0.109553,0.019104,1.607998,2459.260498,-3245.833740,866.793945,-0.004654,-0.187696,-1.619076,2353.203613,-1616.585205,1080.023804
5,0,0.129404,-0.010361,1.620225,2459.368652,-3243.731689,866.222229,-0.005687,-0.186368,-1.618251,2352.012451,-1616.506958,1080.189087
6,0,0.128432,-0.015818,1.617366,2459.799805,-3241.476807,866.335327,-0.008334,-0.183694,-1.618050,2350.981934,-1616.447388,1080.276001
7,0,0.122421,-0.011134,1.615985,2460.006592,-3239.082764,866.302307,-0.031094,-0.160595,-1.607051,2349.638916,-1616.980591,1081.466309
8,0,0.134833,-0.020794,1.621376,2460.356934,-3236.809326,866.039429,-0.034325,-0.157163,-1.607341,2348.599609,-1616.810059,1081.434814
9,0,0.111172,0.008186,1.614702,2460.829590,-3234.296387,866.394714,-0.039214,-0.153491,-1.606836,2347.525146,-1616.547241,1081.291992
10,0,0.132104,-0.022127,1.616607,2460.616699,-3232.448975,865.825745,-0.037055,-0.151030,-1.608153,2346.422363,-1616.320312,1081.286133
11,0,0.120731,-0.016562,1.610321,2460.917725,-3229.982910,865.802002,-0.032698,-0.149106,-1.610747,2345.362305,-1616.165405,1081.264282
12,0,0.124915,-0.026509,1.617698,2461.736328,-3227.803467,865.661072,-0.035167,-0.147957,-1.610566,2344.293701,-1615.999634,1081.399780
13,0,0.129460,-0.026946,1.619402,2461.724854,-3226.060547,865.636047,-0.040245,-0.145569,-1.609296,2343.145508,-1615.587402,1081.342285
14,0,0.121762,-0.023781,1.618385,2462.235596,-3223.967773,865.672974,-0.038644,-0.144626,-1.609892,2342.066406,-1615.346313,1081.619385
15,0,0.118805,-0.024406,1.615290,2462.695557,-3222.000488,865.756104,-0.039141,-0.143260,-1.609509,2340.948486,-1614.957886,1081.734863
16,0,0.122047,-0.032260,1.624014,2463.583252,-3220.132812,865.763245,-0.047163,-0.141647,-1.606987,2339.931396,-1614.656982,1081.947144
17,0,0.128911,-0.032050,1.619451,2463.820801,-3218.002197,865.584290,-0.053204,-0.140474,-1.606196,2339.023682,-1614.482056,1082.178345
18,0,0.117273,-0.025342,1.618703,2464.364014,-3216.181152,865.645325,-0.053456,-0.139250,-1.607299,2337.984619,-1614.188477,1082.253052
19,0,0.116658,-0.029894,1.625510,2465.021973,-3214.786133,865.800171,-0.054027,-0.138474,-1.606100,2336.847412,-1613.742920,1082.424316
20,0,0.099582,0.012148,1.623160,2465.721680,-3212.995361,866.432739,-0.054846,-0.138490,-1.607276,2335.936035,-1613.432861,1082.503052
21,0,0.078736,0.056691,1.640934,2467.110596,-3212.033447,867.090759,-0.054942,-0.139015,-1.607072,2334.964600,-1613.036865,1082.542114
22,0,0.083827,0.049725,1.641171,2467.788086,-3210.768311,867.276306,-0.054072,-0.139686,-1.605790,2333.864990,-1612.491577,1082.590454
23,0,0.093936,0.048595,1.646361,2468.062988,-3209.185059,867.096130,-0.056425,-0.140062,-1.606079,2332.918945,-1612.003052,1082.484497
24,0,0.074289,0.054923,1.641835,2468.654297,-3207.726074,867.378479,-0.055246,-0.141107,-1.605446,2331.890137,-1611.449829,1082.534180
25,0,0.082826,0.052712,1.640233,2468.935059,-3206.571533,867.469177,-0.052032,-0.142329,-1.605859,2330.836182,-1610.954224,1082.777344
26,0,0.072226,0.051589,1.642739,2469.582764,-3205.419189,867.638733,-0.050518,-0.141957,-1.607257,2330.008057,-1610.574463,1082.928467
27,0,0.087004,0.047280,1.648665,2469.924805,-3204.050781,867.468811,-0.049489,-0.141351,-1.606396,2328.998047,-1609.965820,1083.095337
28,0,0.108703,-0.036659,1.624903,2469.458984,-3202.432129,866.500366,-0.050675,-0.140963,-1.606760,2328.238281,-1609.462891,1083.182495
29,0,0.108175,-0.044721,1.626365,2470.208496,-3201.630371,866.701355,-0.050238,-0.140118,-1.607435,2327.550293,-1608.947266,1083.264038
30,0,0.076432,0.017373,1.626282,2470.795166,-3200.483887,867.651001,-0.046477,-0.140127,-1.608749,2326.643066,-1608.144043,1083.190063
31,0,0.104875,-0.040612,1.627028,2470.734863,-3199.741455,867.023987,-0.041070,-0.140200,-1.609978,2325.789551,-1607.259766,1083.035278
32,0,0.106553,-0.049072,1.633947,2471.589600,-3198.885742,867.309509,-0.050216,-0.139914,-1.608954,2325.224121,-1606.803955,1083.177490
33,0,0.098794,-0.046749,1.629274,2472.091309,-3198.006592,867.807495,-0.048587,-0.141319,-1.608165,2324.528320,-1606.149170,1083.418701
34,0,0.094010,-0.042258,1.628301,2472.495605,-3197.198975,868.089722,-0.046925,-0.141818,-1.607171,2323.707520,-1605.408203,1083.648315
35,0,0.085774,-0.016219,1.625574,2472.916748,-3196.302246,868.579651,-0.051964,-0.142237,-1.606538,2323.122803,-1604.839111,1083.861572
36,0,0.085049,-0.022226,1.534122,2470.138916,-3196.324707,868.204529,-0.052677,-0.142175,-1.606323,2322.552490,-1604.069580,1083.976318
37,0,0.090930,-0.028764,1.625794,2473.770264,-3195.390381,869.090088,-0.051937,-0.142012,-1.605887,2321.805420,-1603.187866,1084.113770
