layout,data,timestamp
"dim: []
data_offset: 0","(0.0, 1.0, -0.03133802575653862, 0.0034372860236042964, 0.9558945085214698, 0.2645102488686386, 0.02733063637552275, 0.9255651297567915, 1.658480224609375, 2.3883486328125, 1.059641845703125, 1724178420.406289)",1724178420.4074852
"dim: []
data_offset: 0","(0.0, 1.0, -0.027220716188446837, -0.0004622280760134994, 0.9546137171668774, 0.28531425612195255, 0.03035683723421398, 0.9235282605949058, 1.662284912109375, 2.384568359375, 1.0591053466796876, 1724178420.4258025)",1724178420.426925
"dim: []
data_offset: 0","(0.0, 1.0, -0.026160302852940822, -0.0021369124625026346, 0.952854139032707, 0.2853142561219527, 0.030356837234213983, 0.9235282605949058, 1.662284912109375, 2.384568359375, 1.0591053466796876, 1724178420.4452844)",1724178420.4460273
"dim: []
data_offset: 0","(0.0, 1.0, -0.021994429185370777, -0.00720614727360484, 0.9482769973435108, 0.26813402653762386, 0.02446625062252077, 0.9075304888757854, 1.667297607421875, 2.380162841796875, 1.0574345703125, 1724178420.4852831)",1724178420.486429
"dim: []
data_offset: 0","(0.0, 1.0, -0.016818347253836068, -0.012393750590220904, 0.9422373914788672, 0.2740363790523007, 0.023949739917602735, 0.8898137190230839, 1.6716640625, 2.37725244140625, 1.0548046875, 1724178420.5253327)",1724178420.5264125
"dim: []
data_offset: 0","(0.0, 1.0, -0.015744314740604646, -0.01335100226519439, 0.9402979312197245, 0.2740363790523008, 0.023949739917602735, 0.8898137190230839, 1.6716640625, 2.37725244140625, 1.0548046875, 1724178420.535349)",1724178420.5380652
"dim: []
data_offset: 0","(0.0, 1.0, -0.012708098786083241, -0.014925930767129919, 0.9353150611812804, 0.2732353163389434, 0.019572971061087872, 0.8894886252506069, 1.6772684326171876, 2.373927001953125, 1.0499698486328124, 1724178420.5658312)",1724178420.5666738
"dim: []
data_offset: 0","(0.0, 1.0, -0.009199907846364128, -0.01572999985202118, 0.9311110695468334, 0.2745788626455926, 0.018849014903212866, 0.8882094679196979, 1.6772684326171876, 2.373927001953125, 1.0499698486328124, 1724178420.5958595)",1724178420.5962634
"dim: []
data_offset: 0","(0.0, 1.0, -0.006012264615602614, -0.016654268749013365, 0.9288693068885985, 0.2983791606377953, 0.018966193096008443, 0.8992876127034992, 1.682769775390625, 2.3712900390625, 1.04420361328125, 1724178420.6152022)",1724178420.6164396
"dim: []
data_offset: 0","(0.0, 1.0, -0.0023892114400588193, -0.017860878421558337, 0.9258573538165172, 0.2983791606377953, 0.01896619309600844, 0.8992876127034992, 1.682769775390625, 2.3712900390625, 1.04420361328125, 1724178420.6404812)",1724178420.6410854
"dim: []
data_offset: 0","(0.0, 1.0, 0.001790462946560544, -0.017234150844774202, 0.9218792861777914, 0.28115696687349256, 0.015001701658184288, 0.9140409057207581, 1.688297607421875, 2.36914892578125, 1.038180419921875, 1724178420.6660187)",1724178420.6668634
"dim: []
data_offset: 0","(0.0, 1.0, 0.0031956539980884193, -0.017165005189431766, 0.9204957421414427, 0.2811569668734925, 0.015001701658184288, 0.9140409057207581, 1.688297607421875, 2.36914892578125, 1.038180419921875, 1724178420.6768434)",1724178420.6772416
"dim: []
data_offset: 0","(0.0, 1.0, 0.008387959272104081, -0.018316965092990835, 0.9167468741519075, 0.2964309197896317, 0.012824781747674402, 0.9217941492818177, 1.693020751953125, 2.3680205078125, 1.033548095703125, 1724178420.7151158)",1724178420.716065
"dim: []
data_offset: 0","(0.0, 1.0, 0.009774254353138627, -0.018416514291209034, 0.9155031381759874, 0.29643091978963165, 0.012824781747674402, 0.9217941492818177, 1.693020751953125, 2.3680205078125, 1.033548095703125, 1724178420.7253222)",1724178420.7294588
"dim: []
data_offset: 0","(0.0, 1.0, 0.017057520092759928, -0.01842590814510463, 0.9088314005067709, 0.29373848665696367, 0.00705659684487633, 0.93412318928928, 1.69921728515625, 2.36763330078125, 1.027676513671875, 1724178420.7660756)",1724178420.7669082
"dim: []
data_offset: 0","(0.0, 1.0, 0.02001885086174772, -0.017956098669371222, 0.9070360667300522, 0.29373848665696356, 0.00705659684487633, 0.93412318928928, 1.7054688720703124, 2.36819873046875, 1.0222167358398437, 1724178420.7954926)",1724178420.7961805
"dim: []
data_offset: 0","(0.0, 1.0, 0.021150444190430016, -0.016369687949596142, 0.9058683647315561, 0.31256762385665926, 0.0013496734534366277, 0.9500752569111646, 1.7054688720703124, 2.36819873046875, 1.0222167358398437, 1724178420.8156915)",1724178420.8168807
"dim: []
data_offset: 0","(0.0, 1.0, 0.02701460297130397, -0.014019871995842294, 0.9045498584001503, 0.31256762385665937, 0.0013496734534366277, 0.9500752569111646, 1.711947998046875, 2.36981494140625, 1.0176190795898437, 1724178420.8558757)",1724178420.8565502
