layout,data,timestamp
"dim: []
data_offset: 0","(0.0, 1.0, -0.0013526245084349387, 0.015347591430802093, 0.9418191699947672, 0.2222008617559666, 0.031614875576760494, 0.9851230903974081, 1.5527406005859374, 2.36012109375, 1.0710745849609375, 1723771167.7600722)",1723771167.7605836
"dim: []
data_offset: 0","(0.0, 1.0, -0.002118167612640681, 0.011940221396438211, 0.9409057521669911, 0.2090364609728574, 0.03201627952230437, 0.9859073614221049, 1.5527406005859374, 2.36012109375, 1.0710745849609375, 1723771167.790313)",1723771167.7910104
"dim: []
data_offset: 0","(0.0, 1.0, -0.0026348229187671945, 0.009127405159276918, 0.9392505287000928, 0.215960868087959, 0.031214963972743467, 0.9867139346584256, 1.5533253173828125, 2.357324462890625, 1.071286376953125, 1723771167.8217323)",1723771167.8222926
"dim: []
data_offset: 0","(0.0, 1.0, -0.0031857236309859294, 0.007888739238185583, 0.9375015059891098, 0.21596086808795895, 0.031214963972743467, 0.9867139346584256, 1.5533253173828125, 2.357324462890625, 1.071286376953125, 1723771167.8399403)",1723771167.841082
"dim: []
data_offset: 0","(0.0, 1.0, -0.0034692411037050065, 0.004845281753042471, 0.9325820823626415, 0.20282860141398878, 0.02648232742313013, 0.9851054520600713, 1.5543427734375, 2.3546728515625, 1.0707969970703124, 1723771167.8621314)",1723771167.8625562
"dim: []
data_offset: 0","(0.0, 1.0, -0.0037357808857947394, 0.0029894325057372314, 0.9295847179192664, 0.20918080347155787, 0.02368958583103513, 0.9947311423738773, 1.555504638671875, 2.352039306640625, 1.06861669921875, 1723771167.8868093)",1723771167.887194
"dim: []
data_offset: 0","(0.0, 1.0, -0.003714718903234708, 0.003716744585784454, 0.92506290576392, 0.2091808034715578, 0.02368958583103513, 0.9947311423738773, 1.555504638671875, 2.352039306640625, 1.06861669921875, 1723771167.9199455)",1723771167.9204535
"dim: []
data_offset: 0","(0.0, 1.0, -0.002335956501353614, 0.0035732701675923414, 0.9251010248043142, 0.20113599733316792, 0.022563355568658287, 1.0060936731572423, 1.5563643798828124, 2.35003955078125, 1.0662171630859374, 1723771167.9356768)",1723771167.936209
"dim: []
data_offset: 0","(0.0, 1.0, -0.00042516558078323083, 0.0027318113198863893, 0.9260991901160034, 0.19390672480391058, 0.02145530323419435, 1.0311850612634823, 1.5563643798828124, 2.35003955078125, 1.0662171630859374, 1723771167.9724987)",1723771167.9730997
"dim: []
data_offset: 0","(0.0, 1.0, -0.0008110704758852768, 0.003966712974823553, 0.9287811203857348, 0.1940801663331306, 0.020952177578172634, 1.0300102760812608, 1.5570299072265625, 2.348384033203125, 1.0629521484375, 1723771167.994472)",1723771167.9950578
"dim: []
data_offset: 0","(0.0, 1.0, -0.0002811027904526533, 0.004059367936339428, 0.9284230595466815, 0.17799632516663602, 0.020019519570241572, 1.043694587135372, 1.5570299072265625, 2.348384033203125, 1.0629521484375, 1723771168.0214949)",1723771168.0253825
"dim: []
data_offset: 0","(0.0, 1.0, 0.0005272830169725233, 0.004263229443805908, 0.9273959050787584, 0.19249805612394472, 0.01697856859229274, 1.0509795434198455, 1.5580916748046876, 2.347455810546875, 1.0602508544921876, 1723771168.038281)",1723771168.0409994
"dim: []
data_offset: 0","(0.0, 1.0, 0.0012983560031037341, 0.004969207925030897, 0.924351619372139, 0.18000656690556466, 0.014378106662557628, 1.0448182190799844, 1.5580916748046876, 2.347455810546875, 1.0602508544921876, 1723771168.0638163)",1723771168.0642793
"dim: []
data_offset: 0","(0.0, 1.0, 0.002066561322151756, 0.005127673675910594, 0.9219163320386659, 0.18000656690556457, 0.014378106662557628, 1.0448182190799844, 1.5580916748046876, 2.347455810546875, 1.0602508544921876, 1723771168.0880163)",1723771168.0891974
"dim: []
data_offset: 0","(0.0, 1.0, 0.003474214349008225, 0.00565133721218333, 0.9201577982728775, 0.17475955219886313, 0.009163031905990764, 1.0426470733293187, 1.55998486328125, 2.347618896484375, 1.05745703125, 1723771168.1193638)",1723771168.1198292
"dim: []
data_offset: 0","(0.0, 1.0, 0.005458705416042782, 0.0063244696112770915, 0.9183510119281709, 0.16540322203850658, 0.007603904432594163, 1.0430285270595625, 1.562124755859375, 2.34850537109375, 1.0553648681640626, 1723771168.1395285)",1723771168.1400125
"dim: []
data_offset: 0","(0.0, 1.0, 0.006356085388749441, 0.007568402902728818, 0.9184173591928576, 0.16540322203850666, 0.007603904432594163, 1.0430285270595625, 1.565069091796875, 2.3504365234375, 1.0530068359375, 1723771168.170392)",1723771168.1718109
"dim: []
data_offset: 0","(0.0, 1.0, 0.007934164489138515, 0.008598007124659895, 0.9185938699178285, 0.17445523740709168, 0.0030089027520848258, 1.0500952880879808, 1.565069091796875, 2.3504365234375, 1.0530068359375, 1723771168.1898525)",1723771168.1909313
"dim: []
data_offset: 0","(0.0, 1.0, 0.01113239241163204, 0.010323221803006544, 0.9186757256069396, 0.17363377026875165, 0.0025680395797356686, 1.0500907271906443, 1.56824853515625, 2.35316064453125, 1.051295654296875, 1723771168.217342)",1723771168.2177975
"dim: []
data_offset: 0","(0.0, 1.0, 0.01388136841368905, 0.012034711726635738, 0.917817176785808, 0.1691004185490791, -0.005016071449410721, 1.052370180347714, 1.56824853515625, 2.35316064453125, 1.051295654296875, 1723771168.2426884)",1723771168.2438245
"dim: []
data_offset: 0","(0.0, 1.0, 0.016028254285672592, 0.014756599745514258, 0.9176454723695271, 0.1702019169438528, -0.0037646351081610328, 1.0524628622316534, 1.56824853515625, 2.35316064453125, 1.051295654296875, 1723771168.2672381)",1723771168.2679105
"dim: []
data_offset: 0","(0.0, 1.0, 0.017988769879483113, 0.017197413503349517, 0.918508249976455, 0.15764327047469923, -0.008819057568143295, 1.0490079104949412, 1.5715072021484375, 2.35614501953125, 1.051250244140625, 1723771168.287467)",1723771168.288284
"dim: []
data_offset: 0","(0.0, 1.0, 0.02143112488405526, 0.021384082419806084, 0.9203348744126287, 0.15101008201422317, -0.014705757607193483, 1.047603282246266, 1.5762647705078126, 2.360844482421875, 1.052408935546875, 1723771168.3174474)",1723771168.3179326
"dim: []
data_offset: 0","(0.0, 1.0, 0.023983925666207807, 0.02494636178898855, 0.9222653611677234, 0.15383505954869284, -0.014461289655114964, 1.0501859936697435, 1.5762647705078126, 2.360844482421875, 1.052408935546875, 1723771168.337593)",1723771168.3379788
"dim: []
data_offset: 0","(0.0, 1.0, 0.027347793381993404, 0.03006745679221419, 0.9245305356641088, 0.1518511351733376, -0.01684991192815248, 1.0495559744279466, 1.5814405517578125, 2.36571044921875, 1.054695068359375, 1723771168.3672376)",1723771168.3679729
