timestamp,data
1724169219.9912415,"[-1.0, -0.015999990802512427, -0.007471259375637349, 0.0, 0.0, 0.0]"
1724169219.9932623,"[-1.0, -0.016112140270754336, -0.007523628016120789, 0.0, 0.0, 0.0]"
1724169220.0033617,"[-1.0, -0.017736113216620778, -0.008116902468381508, 0.0, 0.0, 0.0]"
1724169220.0138888,"[-1.0, -0.01834730939196138, -0.007482912344061969, 0.0, 0.0, 0.0]"
1724169220.0228944,"[-1.0, -0.019431674872213568, -0.005757160053813397, 0.0, 0.0, 0.0]"
1724169220.0338554,"[-1.0, -0.01956456127056775, -0.005796026457093201, 0.0, 0.0, 0.0]"
1724169220.0442789,"[-1.0, -0.021723482931385218, -0.004229292550181786, 0.0, 0.0, 0.0]"
1724169220.0522003,"[-1.0, -0.022509020863441732, -0.003975736552596646, 0.0, 0.0, 0.0]"
1724169220.0619004,"[-1.0, -0.023602844164257245, -0.00611003103991718, 0.0, 0.0, 0.0]"
1724169220.0751073,"[-1.0, -0.024880495170391134, -0.009480729896722188, 0.0, 0.0, 0.0]"
1724169220.0818026,"[-1.0, -0.025046509348363576, -0.0095444946302449, 0.0, 0.0, 0.0]"
1724169220.0952668,"[-1.0, -0.02521252352633602, -0.009608259363767612, 0.0, 0.0, 0.0]"
1724169220.109442,"[-1.0, -0.032993277758353964, -0.03909844732230361, 0.0, 0.0, 0.0]"
1724169220.1147547,"[-1.0, -0.03321266628249962, -0.03936847203170258, 0.0, 0.0, 0.0]"
1724169220.122698,"[-1.0, -0.037430678080379046, -0.058345429920243046, 0.0, 0.0, 0.0]"
1724169220.1313162,"[-1.0, -0.03881306759021084, -0.06346697894122574, 0.0, 0.0, 0.0]"
1724169220.1492167,"[-1.0, -0.03906843926757748, -0.06390121393656388, 0.0, 0.0, 0.0]"
1724169220.1534765,"[-1.0, -0.03932381094494412, -0.064335448931902, 0.0, 0.0, 0.0]"
1724169220.1633196,"[-1.0, -0.04359971635776163, -0.07948330939100547, 0.0, 0.0, 0.0]"
1724169220.178482,"[-1.0, -0.043883269346358056, -0.08002067727510831, 0.0, 0.0, 0.0]"
1724169220.1847026,"[-1.0, -0.04416682233495449, -0.08055804515921115, 0.0, 0.0, 0.0]"
1724169220.1916425,"[-1.0, -0.04747154932302851, -0.08678403156472138, 0.0, 0.0, 0.0]"
1724169220.204171,"[-1.0, -0.04840987787859017, -0.08521081695168346, 0.0, 0.0, 0.0]"
1724169220.2117445,"[-1.0, -0.050103640134442254, -0.07698245732281624, 0.0, 0.0, 0.0]"
1724169220.221869,"[-1.0, -0.05112288070753301, -0.07248054130924944, 0.0, 0.0, 0.0]"
1724169220.23168,"[-1.0, -0.05204618154946849, -0.06805600415963897, 0.0, 0.0, 0.0]"
1724169220.2417822,"[-1.0, -0.0525194277540544, -0.04961157840802981, 0.0, 0.0, 0.0]"
1724169220.2513976,"[-1.0, -0.05251759406067267, -0.03859733395800584, 0.0, 0.0, 0.0]"
1724169220.2679114,"[-1.0, -0.05284428022411385, -0.0388169426286114, 0.0, 0.0, 0.0]"
1724169220.271476,"[-1.0, -0.05330076918696361, -0.031146803750017965, 0.0, 0.0, 0.0]"
1724169220.2816052,"[-1.0, -0.0536681980984058, -0.014735427541178821, 0.0, 0.0, 0.0]"
1724169220.2917068,"[-1.0, -0.05439516633827297, -0.0013039762111060676, 0.0, 0.0, 0.0]"
1724169220.3020236,"[-1.0, -0.0547258389182264, -0.0012576152289189855, 0.0, 0.0, 0.0]"
1724169220.313563,"[-1.0, -0.05519125900327043, 0.004944306827502876, 0.0, 0.0, 0.0]"
1724169220.3212104,"[-1.0, -0.05370179861743747, 0.028480013264332592, 0.0, 0.0, 0.0]"
1724169220.3320088,"[-1.0, -0.05340734174434997, 0.03449445492843844, 0.0, 0.0, 0.0]"
1724169220.3418021,"[-1.0, -0.05372189535699615, 0.034788682862369885, 0.0, 0.0, 0.0]"
1724169220.3514385,"[-1.0, -0.051170933585940506, 0.05855763189442943, 0.0, 0.0, 0.0]"
1724169220.3616188,"[-1.0, -0.051465401810383164, 0.05901640226596458, 0.0, 0.0, 0.0]"
1724169220.371574,"[-1.0, -0.05175987003482582, 0.05947517263749973, 0.0, 0.0, 0.0]"
1724169220.3827324,"[-1.0, -0.04862962011464107, 0.08046789661103268, 0.0, 0.0, 0.0]"
1724169220.3960109,"[-1.0, -0.04728116010385141, 0.08808461415356635, 0.0, 0.0, 0.0]"
1724169220.4100106,"[0.015553325188208412, 0.0019056468356932615, 0.00632327694462943, 0.0, 0.0, 0.0]"
1724169220.4155164,"[0.0156623438227052, 0.0019190041733266254, 0.006367598979288048, 0.0, 0.0, 0.0]"
1724169220.4257774,"[0.01577136245720199, 0.0019323615109599894, 0.006411921013946665, 0.0, 0.0, 0.0]"
1724169220.4273672,"[0.02864887965996561, 0.003778278976540755, 0.015669249627873534, 0.0, 0.0, 0.0]"
1724169220.4492176,"[0.05286646835689697, 0.006755771850063007, 0.024237331458595485, 0.0, 0.0, 0.0]"
1724169220.4693582,"[0.011683453203341496, 0.0016480981273434125, 0.0019173623668276559, 0.0, 0.0, 0.0]"
1724169220.4751163,"[0.03521937069620779, 0.004099664239571296, 0.0022306419483068694, 0.0, 0.0, 0.0]"
1724169220.4851058,"[0.043531153442853084, 0.0054636364845142725, 0.004997044494539928, 0.0, 0.0, 0.0]"
1724169220.5042717,"[0.013362009121679464, 0.0018696108702383981, 0.0028162625259475094, 0.0, 0.0, 0.0]"
1724169220.5093908,"[0.04076882858829603, 0.005372855168008346, 0.007032067414471286, 0.0, 0.0, 0.0]"
1724169220.5239632,"[0.026664670574753354, 0.0022230799554299394, 0.016134679845827837, 0.0, 0.0, 0.0]"
1724169220.5438542,"[0.009252126872248571, 0.0010271725542086647, 0.008605749272585075, 0.0, 0.0, 0.0]"
1724169220.5471668,"[0.009316978228829752, 0.0010343723618316226, 0.008666069945056467, 0.0, 0.0, 0.0]"
1724169220.5587568,"[0.021440489317949247, 0.0023635775112612312, 0.010163853874256154, 0.0, 0.0, 0.0]"
1724169220.5624475,"[0.011506693815972368, 0.0013078325342048374, -0.0030098125566399626, 0.0, 0.0, 0.0]"
1724169220.574819,"[0.011587348211878715, 0.0013169995846782356, -0.0030309093736257567, 0.0, 0.0, 0.0]"
1724169220.5820978,"[0.02179869131272828, 0.0022711905445984017, -0.00820600488356901, 0.0, 0.0, 0.0]"
1724169220.5867755,"[0.030941189136103456, 0.0030813500347723877, -0.013677614357047655, 0.0, 0.0, 0.0]"
