Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,0.058834,0.000071,1.585360,2411.443848,-2956.999268,1108.575684,0.016141,-0.174601,-1.560244,2466.965088,-2113.596924,1099.093872
2,0,0.059283,-0.000988,1.582195,2411.674561,-2956.585938,1108.409424,0.003940,-0.179408,-1.558767,2466.715332,-2114.510986,1099.503296
3,0,0.059496,-0.001130,1.575398,2411.946289,-2956.252686,1108.299316,0.004522,-0.179113,-1.559220,2466.214844,-2115.184082,1099.585571
4,0,0.061674,0.001534,1.574459,2412.126221,-2955.961670,1108.142822,0.003262,-0.179554,-1.559645,2465.753662,-2115.827881,1099.654419
5,0,0.054647,0.004217,1.575047,2412.538574,-2955.830322,1108.235352,0.001100,-0.184819,-1.558837,2465.196777,-2116.457520,1099.525635
6,0,0.045394,0.027549,1.569816,2412.735107,-2955.225830,1108.397095,0.006029,-0.179395,-1.560011,2464.757812,-2117.105225,1099.636353
7,0,0.053780,0.005774,1.573871,2412.881348,-2955.147705,1108.075439,0.003843,-0.180537,-1.560847,2464.354004,-2117.870605,1100.097656
8,0,0.051393,0.005588,1.571824,2412.961670,-2954.821777,1108.032959,0.002912,-0.180273,-1.561039,2463.757324,-2118.434326,1100.229492
9,0,0.053334,0.004147,1.573591,2413.078125,-2954.432617,1107.922241,0.002978,-0.180978,-1.560206,2463.098633,-2118.971680,1100.302979
10,0,0.065707,0.000954,1.579306,2413.069580,-2953.972168,1107.645264,0.000101,-0.189995,-1.559411,2462.307373,-2119.347412,1100.061646
11,0,0.065117,0.000831,1.577607,2413.098877,-2953.607178,1107.660645,0.011649,-0.179905,-1.561012,2461.637939,-2119.908691,1100.258423
12,0,0.051710,0.002041,1.570798,2413.388916,-2953.515381,1107.950195,0.007597,-0.181532,-1.561525,2461.082764,-2120.577881,1100.681274
13,0,0.052538,0.001091,1.569171,2413.416504,-2953.178223,1108.015259,-0.011447,-0.171833,-1.554558,2460.020752,-2121.420410,1101.427246
14,0,0.053562,-0.004748,1.567195,2413.550537,-2952.990967,1108.182861,-0.008531,-0.173163,-1.553969,2459.397949,-2121.968994,1101.758789
15,0,0.068067,-0.007917,1.573624,2413.238525,-2952.355957,1107.915894,-0.009223,-0.173367,-1.552884,2458.632568,-2122.437012,1101.833618
16,0,0.070227,-0.011037,1.575133,2413.255371,-2951.881836,1107.917358,-0.009486,-0.173338,-1.553048,2457.942627,-2122.875000,1101.948730
17,0,0.073507,-0.015694,1.574106,2413.153809,-2951.256348,1107.896851,-0.003114,-0.171873,-1.554437,2457.165039,-2123.238037,1101.956665
18,0,0.070613,-0.005957,1.572766,2412.959961,-2950.866211,1107.977051,-0.002948,-0.170339,-1.555357,2456.409912,-2123.696533,1102.047241
19,0,0.062151,0.006649,1.572424,2412.966553,-2950.528076,1108.206543,-0.008648,-0.170869,-1.554226,2455.710205,-2124.135498,1102.230469
20,0,0.070493,-0.016804,1.573863,2412.986084,-2950.604492,1108.171997,-0.008515,-0.170103,-1.553310,2454.964111,-2124.586426,1102.334717
21,0,0.064096,-0.026350,1.570983,2413.157715,-2950.557861,1108.499878,-0.006431,-0.171277,-1.554330,2454.146484,-2125.016113,1102.622559
22,0,0.065890,-0.030015,1.573483,2413.054199,-2950.147461,1108.642212,-0.009333,-0.170662,-1.552887,2453.196289,-2125.123291,1102.677856
23,0,0.058068,-0.028344,1.571131,2412.984375,-2949.753418,1108.843506,-0.004718,-0.171268,-1.554207,2452.263184,-2125.293457,1102.704834
24,0,0.057640,-0.032990,1.570675,2412.880615,-2949.535889,1108.949951,-0.003651,-0.170580,-1.554527,2451.345703,-2125.623047,1102.733643
25,0,0.058689,-0.034150,1.569891,2412.763184,-2949.277344,1109.037842,-0.004391,-0.170584,-1.554362,2450.532959,-2125.962158,1102.712891
26,0,0.058153,-0.035953,1.569452,2412.616699,-2948.986328,1109.099487,-0.007444,-0.169551,-1.553333,2449.857422,-2126.353516,1102.946533
27,0,0.060853,-0.037045,1.569255,2412.404053,-2948.656494,1109.133911,-0.009787,-0.168544,-1.551894,2448.939453,-2126.541504,1103.039185
28,0,0.062503,-0.037054,1.568675,2412.203125,-2948.347656,1109.260742,-0.010826,-0.167432,-1.552541,2448.070312,-2126.775146,1103.167114
29,0,0.064061,-0.038461,1.568303,2411.899902,-2948.030273,1109.376221,-0.012749,-0.166475,-1.553106,2447.232178,-2126.951416,1103.265015
30,0,0.066928,-0.038801,1.567535,2411.675293,-2947.777100,1109.508789,-0.014243,-0.160888,-1.553506,2446.106689,-2126.837646,1103.093140
31,0,0.067689,-0.038026,1.566587,2411.461182,-2947.521729,1109.663452,-0.015612,-0.161016,-1.551642,2444.970215,-2126.744141,1103.095703
32,0,0.068773,-0.035302,1.562851,2411.343994,-2947.209717,1109.870850,-0.012839,-0.164892,-1.551714,2444.205322,-2127.053467,1103.204712
33,0,0.070637,-0.033922,1.562963,2411.061523,-2946.911133,1110.013550,-0.011687,-0.163833,-1.552494,2443.339111,-2127.238037,1103.482422
34,0,0.071973,-0.027625,1.562176,2410.820312,-2946.643799,1110.195923,-0.011389,-0.163144,-1.554484,2442.368896,-2127.374268,1103.571411
35,0,0.075487,-0.027132,1.561515,2410.701172,-2946.460205,1110.397827,-0.014537,-0.163498,-1.552401,2441.383057,-2127.479248,1103.853394
36,0,0.072241,-0.006967,1.556322,2410.611572,-2946.089844,1110.795044,-0.015192,-0.164310,-1.551758,2440.305176,-2127.497070,1103.895874
37,0,0.084492,-0.021843,1.565352,2410.336914,-2946.197754,1110.684692,-0.012710,-0.160097,-1.552171,2439.165527,-2127.286621,1103.904663
38,0,0.073055,0.007493,1.557227,2409.961670,-2945.524414,1110.960938,-0.015003,-0.165366,-1.550066,2438.147217,-2127.372070,1104.092773
39,0,0.066291,0.030155,1.557220,2409.738770,-2945.325439,1111.310547,-0.014227,-0.159911,-1.551812,2436.972412,-2127.152832,1104.074463
40,0,0.055658,0.060899,1.562502,2409.420654,-2945.342773,1111.751587,-0.014648,-0.163246,-1.552502,2436.156982,-2127.403076,1104.349243
41,0,0.058680,0.058671,1.562040,2409.352051,-2945.412842,1111.819824,-0.020046,-0.161332,-1.549637,2434.992432,-2127.098877,1104.314819
42,0,0.094259,-0.009027,1.567321,2409.255615,-2945.572998,1111.008179,-0.021306,-0.158647,-1.549254,2434.127930,-2127.087402,1104.454834
43,0,0.096670,-0.007303,1.568447,2409.108398,-2945.805176,1111.138428,-0.025791,-0.155597,-1.549510,2433.213623,-2126.997559,1104.458618
44,0,0.104306,-0.014004,1.566628,2408.731445,-2945.880859,1111.135864,-0.025801,-0.153841,-1.550009,2432.317871,-2126.890137,1104.616943
45,0,0.104143,-0.010625,1.566579,2408.332275,-2945.678467,1111.111084,-0.030837,-0.151484,-1.548750,2431.276611,-2126.527100,1104.567017
46,0,0.107857,-0.009034,1.568491,2408.134033,-2945.740234,1111.154419,-0.029666,-0.150890,-1.549712,2430.406738,-2126.423584,1104.682495
47,0,0.102606,0.000893,1.569904,2408.032227,-2945.593262,1111.183350,-0.030588,-0.150204,-1.550505,2429.445312,-2126.267578,1104.724121
48,0,0.103907,0.002234,1.569564,2407.944824,-2945.686768,1111.221924,-0.026712,-0.149697,-1.550976,2428.403564,-2125.930908,1104.714111
49,0,0.107122,0.004727,1.567810,2407.869873,-2945.833496,1111.280640,-0.027684,-0.143345,-1.551435,2427.197754,-2125.485840,1104.540649
50,0,0.109800,0.007546,1.566689,2407.674316,-2945.872559,1111.284790,-0.025364,-0.143183,-1.552659,2426.198975,-2125.304932,1104.682861
51,0,0.110603,0.010619,1.566831,2407.530029,-2945.915527,1111.317993,-0.026126,-0.147610,-1.551709,2425.210205,-2125.179443,1104.809692
52,0,0.110369,0.012895,1.566257,2407.432129,-2945.981445,1111.410522,-0.026201,-0.148158,-1.551533,2424.111084,-2124.839355,1104.792358
53,0,0.106725,0.015267,1.566043,2407.424561,-2946.044678,1111.591675,-0.029449,-0.148436,-1.550817,2423.088867,-2124.513184,1104.677002
54,0,0.101735,0.017743,1.565803,2407.357422,-2946.153076,1111.770264,-0.029684,-0.147571,-1.549825,2422.014648,-2124.131836,1104.681885
55,0,0.099287,0.018599,1.565464,2407.266602,-2946.219482,1111.886841,-0.023847,-0.142624,-1.552666,2420.947021,-2123.731689,1104.795166
56,0,0.097803,0.016602,1.564797,2407.132324,-2946.244141,1111.924683,-0.027756,-0.146431,-1.551841,2420.154785,-2123.540771,1104.727051
57,0,0.106545,0.014228,1.569496,2406.869385,-2946.174072,1111.749634,-0.031078,-0.142673,-1.550407,2418.964844,-2122.960449,1104.606445
58,0,0.105898,0.014187,1.570107,2406.760498,-2946.197510,1111.781250,-0.031490,-0.147285,-1.549713,2418.034912,-2122.676025,1104.659424
59,0,0.090288,0.017769,1.565830,2406.960693,-2946.469727,1112.069214,-0.032508,-0.147504,-1.550479,2417.204590,-2122.358154,1104.576050
60,0,0.101933,0.015062,1.570804,2406.740723,-2946.391113,1111.835815,-0.027370,-0.146714,-1.551457,2416.274658,-2121.893066,1104.501831
61,0,0.085656,0.017226,1.566142,2407.048340,-2946.734863,1112.161011,-0.031879,-0.144536,-1.550764,2415.266113,-2121.365234,1104.375244
62,0,0.097253,0.017070,1.571796,2406.947998,-2946.665039,1111.940674,-0.033585,-0.142623,-1.551194,2414.489502,-2120.941650,1104.307007
63,0,0.090189,0.029763,1.567539,2406.957031,-2946.464111,1112.067383,-0.035555,-0.140258,-1.550153,2413.534180,-2120.312256,1104.188354
64,0,0.096816,0.015295,1.572643,2407.033447,-2946.827881,1111.798340,-0.032704,-0.139385,-1.551139,2412.728027,-2119.882812,1104.200806
65,0,0.087729,0.029853,1.568585,2407.209473,-2946.699707,1111.911133,-0.027468,-0.138580,-1.552985,2411.801270,-2119.295410,1103.990112
66,0,0.083317,0.038782,1.568532,2407.392334,-2946.812988,1111.891357,-0.033851,-0.137401,-1.551172,2410.940430,-2118.789062,1104.024780
67,0,0.081341,0.039582,1.568327,2407.610840,-2946.968506,1111.830078,-0.038444,-0.138578,-1.549865,2410.077881,-2118.322021,1104.019409
68,0,0.080962,0.036121,1.568673,2407.783203,-2947.053711,1111.698364,-0.037965,-0.140369,-1.550647,2409.366455,-2117.903809,1103.986938
69,0,0.091639,0.013214,1.573439,2407.995850,-2947.353271,1111.385254,-0.040339,-0.141598,-1.548621,2408.368896,-2117.080811,1103.774536
70,0,0.084027,0.026903,1.568287,2408.037842,-2947.053711,1111.408936,-0.040738,-0.140941,-1.548902,2407.629639,-2116.492676,1103.625000
71,0,0.085718,0.017287,1.572723,2408.173828,-2947.250977,1111.136719,-0.039109,-0.134553,-1.551077,2406.781738,-2115.766846,1103.413940
72,0,0.087011,0.023753,1.568765,2408.341064,-2946.985840,1111.005127,-0.037159,-0.137300,-1.552456,2406.174316,-2115.299072,1103.242676
73,0,0.085656,0.020108,1.574236,2408.837158,-2947.398193,1110.910278,-0.042883,-0.135835,-1.550811,2405.457031,-2114.694336,1103.222290
74,0,0.089620,0.012066,1.574501,2409.307373,-2947.563232,1110.842163,-0.038421,-0.135401,-1.552408,2404.785645,-2114.060303,1103.021118
75,0,0.088138,0.007912,1.573783,2409.631104,-2947.598145,1110.746094,-0.037104,-0.135044,-1.551804,2404.092529,-2113.368164,1102.910156
76,0,0.083155,0.006195,1.569876,2409.957764,-2947.707031,1110.747314,-0.037974,-0.135466,-1.550593,2403.338867,-2112.597168,1102.790039
77,0,0.079805,0.005276,1.569943,2410.129150,-2947.650391,1110.566650,-0.036576,-0.136663,-1.552171,2402.738037,-2112.024170,1102.712891
78,0,0.075232,0.005612,1.567889,2410.322998,-2947.565430,1110.405273,-0.039343,-0.136167,-1.551173,2401.971680,-2111.126709,1102.392334
79,0,0.070714,0.005876,1.566089,2410.517334,-2947.479980,1110.211548,-0.042478,-0.137716,-1.550547,2401.422119,-2110.616699,1102.290894
80,0,0.061906,0.007147,1.567005,2410.927490,-2947.392578,1110.119141,-0.042588,-0.137462,-1.548926,2400.678223,-2109.758057,1102.083130
81,0,0.059238,0.006708,1.562094,2411.130615,-2947.232666,1110.007324,-0.036573,-0.137131,-1.550626,2400.075439,-2109.018555,1101.855713
82,0,0.058388,0.001996,1.560767,2411.326660,-2947.160645,1109.829224,-0.042915,-0.135856,-1.550364,2399.603516,-2108.344727,1101.769043
83,0,0.057062,-0.000595,1.559402,2411.579834,-2947.118408,1109.760254,-0.040420,-0.135760,-1.550377,2398.957031,-2107.419189,1101.496826
84,0,0.039721,0.031826,1.550964,2411.866943,-2946.742676,1109.972046,-0.040138,-0.135662,-1.550189,2398.531006,-2106.596680,1101.371460
85,0,0.019951,0.075366,1.553855,2411.941650,-2946.699219,1110.326416,-0.041419,-0.134642,-1.549917,2398.146240,-2105.719971,1101.136597
86,0,0.049377,-0.002897,1.556657,2412.330078,-2946.785400,1109.333008,-0.047108,-0.134121,-1.547933,2397.731201,-2104.831055,1101.058350
87,0,0.033226,0.045277,1.551843,2412.450439,-2946.344727,1109.702881,-0.046549,-0.132394,-1.549597,2397.402100,-2104.042725,1100.925659
88,0,0.052743,0.021851,1.559973,2412.680176,-2945.981934,1109.049561,-0.042765,-0.132348,-1.551629,2396.995117,-2103.343506,1100.951538
89,0,0.074609,-0.026353,1.560824,2412.943359,-2946.066406,1108.355225,-0.040952,-0.132766,-1.550577,2396.430420,-2102.285156,1100.564209
90,0,0.072861,-0.020825,1.563373,2413.188965,-2946.020264,1108.400513,-0.045140,-0.133338,-1.548768,2396.161621,-2101.545410,1100.552124
91,0,0.057621,-0.015799,1.561138,2413.860596,-2946.632568,1108.802979,-0.039619,-0.133849,-1.550981,2395.881348,-2100.621338,1100.458252
92,0,0.057758,-0.011834,1.561599,2414.002686,-2946.366211,1108.669189,-0.044973,-0.133701,-1.549688,2395.494873,-2099.673340,1100.431152
93,0,0.057291,-0.008685,1.561329,2414.250000,-2946.227051,1108.557739,-0.046421,-0.133318,-1.548624,2394.982666,-2098.593506,1100.241211
94,0,0.055911,-0.008404,1.560896,2414.524414,-2946.118408,1108.450806,-0.040421,-0.133986,-1.550526,2394.721436,-2097.718750,1100.150757
95,0,0.059217,-0.009843,1.559757,2414.812256,-2946.050049,1108.322388,-0.037523,-0.134198,-1.549600,2394.430176,-2096.745850,1100.211426
96,0,0.059985,-0.007337,1.560538,2415.011230,-2945.866211,1108.119751,-0.037494,-0.133374,-1.549745,2394.208740,-2095.823730,1100.148193
97,0,0.061782,-0.007481,1.560858,2415.200684,-2945.762451,1107.929077,-0.037263,-0.131776,-1.550692,2394.060303,-2094.944824,1100.110840
98,0,0.059412,-0.002790,1.556221,2415.087158,-2945.646484,1107.734619,-0.041346,-0.131105,-1.549357,2393.893555,-2093.938232,1100.128784
99,0,0.058153,-0.002608,1.554567,2415.190430,-2945.382324,1107.532715,-0.039520,-0.130527,-1.549056,2393.546387,-2092.746826,1099.822144
100,0,0.055489,-0.002440,1.554052,2415.372803,-2945.222168,1107.437744,-0.037647,-0.131187,-1.548458,2393.536865,-2091.736328,1099.800903
101,0,0.055199,-0.003710,1.553877,2415.536865,-2945.045166,1107.325928,-0.035472,-0.130246,-1.549553,2393.589600,-2090.794922,1099.902466
102,0,0.054343,-0.008287,1.551828,2415.756348,-2944.997803,1107.215942,-0.032631,-0.127839,-1.551332,2393.584473,-2089.882812,1099.873657
103,0,0.071958,-0.009340,1.567254,2415.809814,-2944.252197,1106.590698,-0.038984,-0.127838,-1.550107,2393.372559,-2088.712891,1099.618408
104,0,0.091793,-0.001444,1.589624,2414.559814,-2942.673828,1105.098267,-0.035096,-0.127496,-1.550839,2393.468018,-2087.834717,1099.688721
105,0,0.082833,-0.001918,1.591105,2414.965820,-2942.549561,1105.111450,-0.032603,-0.128368,-1.551053,2393.484863,-2086.877197,1099.693481
106,0,0.094030,-0.027891,1.583401,2415.059570,-2941.843506,1104.408203,-0.037782,-0.126807,-1.548165,2393.399414,-2085.787598,1099.621582
107,0,0.112271,-0.064800,1.585045,2415.305908,-2941.739014,1103.957031,-0.035180,-0.125010,-1.549286,2393.473877,-2084.851318,1099.679810
108,0,0.149228,-0.117238,1.580541,2415.197266,-2941.218506,1102.926392,-0.028104,-0.115898,-1.551849,2393.303467,-2083.569824,1099.297119
109,0,0.161227,-0.124522,1.577714,2415.988770,-2941.413574,1103.406250,-0.030542,-0.115829,-1.551011,2393.496826,-2082.755127,1099.507690
110,0,0.163529,-0.121941,1.576676,2416.088623,-2941.145752,1103.218140,-0.022565,-0.114708,-1.552922,2393.652100,-2081.908691,1099.733765
111,0,0.163452,-0.124376,1.576754,2416.161133,-2940.882324,1102.915039,-0.022346,-0.114761,-1.553061,2393.801514,-2080.854980,1099.721558
112,0,0.160698,-0.118092,1.577800,2416.268555,-2940.664795,1102.827637,-0.024432,-0.113965,-1.552278,2393.846191,-2079.492920,1099.347656
113,0,0.158973,-0.121954,1.577602,2416.376221,-2940.341309,1102.580322,-0.029449,-0.113303,-1.551500,2394.179932,-2078.566162,1099.428589
114,0,0.083400,-0.013272,1.570110,2417.242920,-2941.508301,1104.450073,-0.027792,-0.113304,-1.551584,2394.426514,-2077.517334,1099.440063
115,0,0.071056,-0.013333,1.564566,2417.433350,-2941.530273,1104.534546,-0.026690,-0.113078,-1.551818,2394.755127,-2076.489746,1099.455566
116,0,0.070382,-0.012219,1.564559,2417.506592,-2941.227051,1104.328247,-0.022900,-0.111785,-1.551839,2394.857910,-2075.220215,1099.344116
