timestamp,data
1724803481.132804,"[0.13849586947905693, -0.27160221367547416, -0.07926206658644472, 0.0, 0.0, 0.0]"
1724803481.1410708,"[0.1391073266887332, -0.2736685433154887, -0.07983071722808435, 0.0, 0.0, 0.0]"
1724803481.1539905,"[0.13968420015594363, -0.2757192418062795, -0.08044998782578622, 0.0, 0.0, 0.0]"
1724803481.1610577,"[0.14050174301202184, -0.2777336278015643, -0.08117804364631681, 0.0, 0.0, 0.0]"
1724803481.1724231,"[0.14121625623037962, -0.2796916410697613, -0.08153782321778891, 0.0, 0.0, 0.0]"
1724803481.1893222,"[0.14191927680002153, -0.28170884325810835, -0.08204213423864969, 0.0, 0.0, 0.0]"
1724803481.1921732,"[0.1413371854863631, -0.28096200002367383, -0.07623644987886515, 0.0, 0.0, 0.0]"
1724803481.2006502,"[0.1423278666930432, -0.2829313598369239, -0.07677081751820299, 0.0, 0.0, 0.0]"
1724803481.2053945,"[0.14318484917669175, -0.28504127460794515, -0.07740047386437439, 0.0, 0.0, 0.0]"
1724803481.2157414,"[0.14423195389075444, -0.28716494548522764, -0.0780976540453639, 0.0, 0.0, 0.0]"
1724803481.2219071,"[0.1451863928613363, -0.28966336842579704, -0.07827106019334616, 0.0, 0.0, 0.0]"
1724803481.2307868,"[0.14615181336906752, -0.29203566430652295, -0.07836220075673844, 0.0, 0.0, 0.0]"
1724803481.2336102,"[0.13391029317507142, -0.2959733223610251, -0.07787837994162436, 0.0, 0.0, 0.0]"
1724803481.2414973,"[0.13505418614947684, -0.2998930735381609, -0.07794351416547499, 0.0, 0.0, 0.0]"
1724803481.2516763,"[0.1361481691184119, -0.3026230199166721, -0.07771653528688237, 0.0, 0.0, 0.0]"
1724803481.2608228,"[0.1372606785454762, -0.3050238703772603, -0.07714702787097205, 0.0, 0.0, 0.0]"
1724803481.2751155,"[0.13885107381612818, -0.30810128733215675, -0.07604938642251186, 0.0, 0.0, 0.0]"
1724803481.2810059,"[0.14018348107741196, -0.3104921659776583, -0.0748440247413527, 0.0, 0.0, 0.0]"
1724803481.291327,"[0.1413771647034031, -0.31246197304424433, -0.07351676733881363, 0.0, 0.0, 0.0]"
1724803481.2942455,"[0.11428966703594642, -0.3006191183850061, -0.07256882719574759, 0.0, 0.0, 0.0]"
1724803481.3010235,"[0.11532052216462518, -0.3024938780648218, -0.07019008871502017, 0.0, 0.0, 0.0]"
1724803481.3111515,"[0.11636840360976619, -0.30433808498218073, -0.06756531372630134, 0.0, 0.0, 0.0]"
1724803481.3219612,"[0.11740722349674224, -0.30614251445473667, -0.06550848936371113, 0.0, 0.0, 0.0]"
1724803481.3329895,"[0.11846760405406528, -0.30738382302562955, -0.06326700770974288, 0.0, 0.0, 0.0]"
1724803481.3330183,"[0.11499899666293296, -0.33215980150163377, -0.05855258062519441, 0.0, 0.0, 0.0]"
1724803481.34072,"[0.11609162259115868, -0.33345040777796703, -0.05611081808111459, 0.0, 0.0, 0.0]"
1724803481.3521883,"[0.11717460428019241, -0.3350130900205981, -0.05411005512993948, 0.0, 0.0, 0.0]"
1724803481.3610775,"[0.11798460750608596, -0.3373287249543756, -0.05448371786214343, 0.0, 0.0, 0.0]"
1724803481.371287,"[0.11886962688311915, -0.33765848053126196, -0.050349580773854284, 0.0, 0.0, 0.0]"
1724803481.3735998,"[0.11181047694058914, -0.33305327151909675, -0.048775022667048085, 0.0, 0.0, 0.0]"
1724803481.3819165,"[0.11250734404846649, -0.334133591303973, -0.04705525274224716, 0.0, 0.0, 0.0]"
1724803481.3916612,"[0.11329045357476664, -0.33645928597048663, -0.04738268291801056, 0.0, 0.0, 0.0]"
1724803481.4007382,"[0.1136035831537227, -0.33571125472469254, -0.04508629767081301, 0.0, 0.0, 0.0]"
1724803481.410985,"[0.11404905041759895, -0.3361961040304613, -0.04469378675572424, 0.0, 0.0, 0.0]"
1724803481.4130592,"[0.1339731610291014, -0.37313872840420403, -0.015281655677425189, 0.0, 0.0, 0.0]"
1724803481.4225464,"[0.13476341631094602, -0.3741094126240903, -0.013945841741185043, 0.0, 0.0, 0.0]"
1724803481.4308834,"[0.13649711252283964, -0.37409439833301766, -0.013021066900709798, 0.0, 0.0, 0.0]"
1724803481.4407089,"[0.13832747134166234, -0.3740934073862539, -0.012195315926989558, 0.0, 0.0, 0.0]"
1724803481.4512062,"[0.13955873063352744, -0.3745535786624287, -0.010590181127288652, 0.0, 0.0, 0.0]"
1724803481.45407,"[0.12082959303252493, -0.36207995694432127, 0.02452871533757639, 0.0, 0.0, 0.0]"
1724803481.4609373,"[0.12167979830658428, -0.36271797359183966, 0.026696665456654244, 0.0, 0.0, 0.0]"
1724803481.4708865,"[0.12283216224430063, -0.36336186818392824, 0.027591081413861008, 0.0, 0.0, 0.0]"
1724803481.4809103,"[0.12380138724173798, -0.3638863418017979, 0.02931035296509908, 0.0, 0.0, 0.0]"
1724803481.4828813,"[0.11205768668262284, -0.3876659408872831, 0.05357115932084175, 0.0, 0.0, 0.0]"
1724803481.4909756,"[0.11297719931861852, -0.38784643330653706, 0.05616968712658067, 0.0, 0.0, 0.0]"
1724803481.5022984,"[0.11347113636443834, -0.38834418941801674, 0.05932006293352309, 0.0, 0.0, 0.0]"
1724803481.5129502,"[0.1142554772139536, -0.39102825998862706, 0.05973048454609646, 0.0, 0.0, 0.0]"
1724803481.5218034,"[0.11485071851484617, -0.3882958466395858, 0.06560771898672957, 0.0, 0.0, 0.0]"
1724803481.5254562,"[0.11207597514285814, -0.3909894825223688, 0.051205667469321, 0.0, 0.0, 0.0]"
1724803481.5310304,"[0.11258293708968446, -0.3904590367445443, 0.05589511806714489, 0.0, 0.0, 0.0]"
1724803481.542596,"[0.11315754880999175, -0.39075719014736493, 0.05910227891754265, 0.0, 0.0, 0.0]"
1724803481.552163,"[0.11381598962019353, -0.39045554930499593, 0.06172613020471456, 0.0, 0.0, 0.0]"
1724803481.5587883,"[0.11132779686522862, -0.3661053913988304, 0.06479262246532888, 0.0, 0.0, 0.0]"
1724803481.5617592,"[0.11210813188998489, -0.36867155068433627, 0.0652467763611139, 0.0, 0.0, 0.0]"
1724803481.5714607,"[0.11216456027639447, -0.3683563695572541, 0.0680039465074945, 0.0, 0.0, 0.0]"
1724803481.5812473,"[0.11248653432253336, -0.36779647192243536, 0.0701524953098791, 0.0, 0.0, 0.0]"
1724803481.5940893,"[0.11279600597477785, -0.3669920988765528, 0.07200059147889863, 0.0, 0.0, 0.0]"
1724803481.6026487,"[0.11287712192367504, -0.36576859570514036, 0.07278869988928148, 0.0, 0.0, 0.0]"
1724803481.6119363,"[0.1129585438700673, -0.3643409340655861, 0.073321169371004, 0.0, 0.0, 0.0]"
1724803481.6153886,"[0.09465434231609639, -0.3445970184104329, 0.07768327577119713, 0.0, 0.0, 0.0]"
1724803481.6217568,"[0.09481814759650443, -0.34306500309811, 0.07890335004016162, 0.0, 0.0, 0.0]"
1724803481.632232,"[0.09536099049004246, -0.34225654746331063, 0.07995046858161034, 0.0, 0.0, 0.0]"
1724803481.6406972,"[0.09587988885143982, -0.34113151185735324, 0.08118022068148506, 0.0, 0.0, 0.0]"
1724803481.6518104,"[0.09616089668233518, -0.33976527777765464, 0.08275599523292791, 0.0, 0.0, 0.0]"
1724803481.6606526,"[0.09630506051841926, -0.3378460610497118, 0.08438337250980181, 0.0, 0.0, 0.0]"
1724803481.6712973,"[0.09654953990280765, -0.3360004418547112, 0.08621301740450096, 0.0, 0.0, 0.0]"
1724803481.6777387,"[0.08291518065361743, -0.3407017857520915, 0.10869081965915091, 0.0, 0.0, 0.0]"
1724803481.681643,"[0.08288275415798525, -0.3382076315292181, 0.11043333509859993, 0.0, 0.0, 0.0]"
1724803481.691491,"[0.08291562456722933, -0.3367137199571157, 0.11180392178546929, 0.0, 0.0, 0.0]"
1724803481.7011907,"[0.0829970362593068, -0.33439350079336116, 0.11353674050693965, 0.0, 0.0, 0.0]"
1724803481.7116494,"[0.0830274652377529, -0.33194602862654876, 0.11510792218879846, 0.0, 0.0, 0.0]"
