timestamp,data
1722290884.9969177,"[0.04753861083325044, -0.06019229720242483, 0.06724374719392408, 0.0, 0.0, 0.0]"
1722290885.0043957,"[0.04624451014326885, -0.05895007644683336, 0.0663567008411384, 0.0, 0.0, 0.0]"
1722290885.0170336,"[0.04457580590481658, -0.05764703267547985, 0.06545594149870802, 0.0, 0.0, 0.0]"
1722290885.024269,"[0.04488366186180001, -0.058045267814848464, 0.06590820407002493, 0.0, 0.0, 0.0]"
1722290885.026175,"[0.032383523734536845, -0.059801329026026674, 0.05150328650050618, 0.0, 0.0, 0.0]"
1722290885.0338569,"[0.02722226742575024, -0.05709479185088803, 0.04938309250717322, 0.0, 0.0, 0.0]"
1722290885.0440643,"[0.025907675987730566, -0.056642934219082515, 0.048988051870801026, 0.0, 0.0, 0.0]"
1722290885.0538216,"[0.02608635451169361, -0.05703424151100297, 0.04932648716116558, 0.0, 0.0, 0.0]"
1722290885.0559402,"[0.02868916453709253, -0.06772106522097965, 0.047955644219357045, 0.0, 0.0, 0.0]"
1722290885.0640523,"[0.024859586214059478, -0.0676511084015521, 0.0465892300327878, 0.0, 0.0, 0.0]"
1722290885.0779681,"[0.014692430727957008, -0.07971244491921448, 0.015570611450301483, 0.0, 0.0, 0.0]"
1722290885.0839767,"[0.014795415055489416, -0.08027117700976973, 0.015679751250186773, 0.0, 0.0, 0.0]"
1722290885.0957384,"[0.013010188669656905, -0.07961020306613167, 0.014918460129860004, 0.0, 0.0, 0.0]"
1722290885.1040123,"[0.006900741768266351, -0.07972489197410115, 0.015035784502480373, 0.0, 0.0, 0.0]"
1722290885.1153102,"[0.005418770930256528, -0.07998003389017319, 0.01529326871812203, 0.0, 0.0, 0.0]"
1722290885.1263015,"[0.004205676793953009, -0.08639384413346787, -0.003268580451101501, 0.0, 0.0, 0.0]"
1722290885.1344202,"[0.0005430609852454373, -0.08759794868310976, -0.0055684140847189105, 0.0, 0.0, 0.0]"
1722290885.1446247,"[-0.00041909334551512643, -0.08807034133214417, -0.006218550306094223, 0.0, 0.0, 0.0]"
1722290885.1506155,"[-0.008779477853874434, -0.09391638046629729, -0.02085964905091158, 0.0, 0.0, 0.0]"
1722290885.1575398,"[-0.00884101625004645, -0.0945746728527433, -0.021005861544259093, 0.0, 0.0, 0.0]"
1722290885.1644273,"[-0.009876315191368638, -0.0956092913577486, -0.022298980852040594, 0.0, 0.0, 0.0]"
1722290885.1739485,"[-0.01126671033247921, -0.09616271249071985, -0.023023110323721452, 0.0, 0.0, 0.0]"
1722290885.1759632,"[-0.015894813323799526, -0.10007676939103946, -0.029955023902357904, 0.0, 0.0, 0.0]"
1722290885.1850362,"[-0.017450582233938094, -0.10037341020242664, -0.030453540067498935, 0.0, 0.0, 0.0]"
1722290885.1962554,"[-0.017339169991014168, -0.09967193751977917, -0.030243574946688015, 0.0, 0.0, 0.0]"
1722290885.2046711,"[-0.019647980611453966, -0.10097770894681855, -0.02968150219263944, 0.0, 0.0, 0.0]"
1722290885.2147481,"[-0.021865327661678664, -0.1010980230495321, -0.029007090168209678, 0.0, 0.0, 0.0]"
1722290885.2263374,"[-0.02358773224035729, -0.10756484084797205, -0.04048523758280098, 0.0, 0.0, 0.0]"
1722290885.234627,"[-0.02494901083821168, -0.10810646909657405, -0.03999578199419483, 0.0, 0.0, 0.0]"
1722290885.2440732,"[-0.027517174073661506, -0.108390102735427, -0.03890779367590053, 0.0, 0.0, 0.0]"
1722290885.2455604,"[-0.04620157759642604, -0.11816374070952357, -0.0529037861081974, 0.0, 0.0, 0.0]"
1722290885.2556164,"[-0.04814680876913924, -0.1178613653820109, -0.051536294704311904, 0.0, 0.0, 0.0]"
1722290885.263928,"[-0.05028079560108311, -0.117558345383452, -0.04982155517285787, 0.0, 0.0, 0.0]"
1722290885.2756598,"[-0.047723043033331296, -0.12946386750519784, -0.05978796327691128, 0.0, 0.0, 0.0]"
1722290885.2865121,"[-0.04907258825204127, -0.13015423045785, -0.05944632538457145, 0.0, 0.0, 0.0]"
1722290885.2982075,"[-0.049414210314712256, -0.13106016578571889, -0.05986006779725104, 0.0, 0.0, 0.0]"
1722290885.3011255,"[-0.0513176714565186, -0.12619746229405493, -0.056171256650472706, 0.0, 0.0, 0.0]"
1722290885.3041854,"[-0.05212653967655267, -0.12660976544476515, -0.05625791478346133, 0.0, 0.0, 0.0]"
1722290885.3148487,"[-0.053142051132751604, -0.12725120409596566, -0.0563869010362961, 0.0, 0.0, 0.0]"
