layout,data,timestamp
"dim: []
data_offset: 0","(2.4029098207171886, -0.2742387923675951, 1.233159516559073, -0.21818038600572642, -0.2564033028591711, -0.13276452875003164, 1.0, 0.0, 0.0, 0.0, 0.0, 0.016138553619384766, 1722290885.1048753)",1722290885.1054306
"dim: []
data_offset: 0","(2.408196601704663, -0.2782436795436349, 1.2195652149826333, -0.1947552360465778, -0.306744730549724, -0.17954325856347342, 1.0, 0.0, 0.0, 0.0, 0.0, 0.02415180206298828, 1722290885.136443)",1722290885.1375575
"dim: []
data_offset: 0","(2.4138041061258098, -0.2980752200144021, 1.1951278686494713, -0.20475099726667634, -0.3338064778694665, -0.21566381452380848, 1.0, 0.0, 0.0, 0.0, 0.0, 0.02843928337097168, 1722290885.1655126)",1722290885.1660242
"dim: []
data_offset: 0","(2.404511638985937, -0.30880301685132294, 1.1903396026840034, -0.24241064477567426, -0.3616388737611852, -0.2423575283351857, 1.0, 0.0, 0.0, 0.0, 0.0, 0.021861553192138672, 1722290885.18974)",1722290885.1913874
"dim: []
data_offset: 0","(2.3925826627766384, -0.31497378474455745, 1.1745686142197052, -0.24444337087577878, -0.3354909925234189, -0.26505803613593554, 1.0, 0.0, 0.0, 0.0, 0.0, 0.015339851379394531, 1722290885.2061036)",1722290885.20659
"dim: []
data_offset: 0","(2.3907038224426884, -0.3226493273692045, 1.1662690805479863, -0.19674706397935668, -0.3310996206168272, -0.27233911254814636, 1.0, 0.0, 0.0, 0.0, 0.0, 0.025716781616210938, 1722290885.23785)",1722290885.238313
"dim: []
data_offset: 0","(2.383416306382704, -0.326856176894075, 1.1424936714660574, -0.2480928792188486, -0.3475467815909029, -0.30119617338238025, 1.0, 0.0, 0.0, 0.0, 0.0, 0.025331497192382812, 1722290885.2636921)",1722290885.2644317
"dim: []
data_offset: 0","(2.3760070499154278, -0.33892176095878207, 1.1337835224257509, -0.26427237117623864, -0.3955704292727661, -0.2948318877942746, 1.0, 0.0, 0.0, 0.0, 0.0, 0.014050006866455078, 1722290885.2781906)",1722290885.2788184
"dim: []
data_offset: 0","(2.370087543704222, -0.34883256067487356, 1.1360231244354768, -0.24717057191282357, -0.41508086628466967, -0.24557354791920694, 1.0, 0.0, 0.0, 0.0, 0.0, 0.015052318572998047, 1722290885.303569)",1722290885.3039854
"dim: []
data_offset: 0","(2.3710896596375783, -0.356111504105759, 1.1429245917464128, -0.22307653376958744, -0.4134159950177564, -0.2050218010569366, 1.0, 0.0, 0.0, 0.0, 0.0, 0.027215242385864258, 1722290885.3395488)",1722290885.3402786
"dim: []
data_offset: 0","(2.3768075176555548, -0.38926143452384193, 1.133563230668715, -0.2182589552105465, -0.4456640295971613, -0.16086191294286578, 1.0, 0.0, 0.0, 0.0, 0.0, 0.02692580223083496, 1722290885.366883)",1722290885.3674185
"dim: []
data_offset: 0","(2.36425056368062, -0.39272672224711586, 1.1453543198331622, -0.23363210309812107, -0.41199663417043797, -0.12254509936390207, 1.0, 0.0, 0.0, 0.0, 0.0, 0.021570682525634766, 1722290885.3892236)",1722290885.3900125
"dim: []
data_offset: 0","(2.35542561672624, -0.39648510350225213, 1.1363274265031393, -0.19521174345913714, -0.3644371378850383, -0.09794953729033594, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0242764949798584, 1722290885.4146626)",1722290885.4157777
"dim: []
data_offset: 0","(2.3604829870055375, -0.40694411879594544, 1.1364252388252223, -0.13204661638982854, -0.3257637107405301, -0.08694569434721029, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0171506404876709, 1722290885.432253)",1722290885.4327805
"dim: []
data_offset: 0","(2.3514309806188334, -0.40368143627438147, 1.1417554965283452, -0.13320320154099385, -0.3075796023445407, -0.1491858869226345, 1.0, 0.0, 0.0, 0.0, 0.0, 0.022210359573364258, 1722290885.4612513)",1722290885.4626193
"dim: []
data_offset: 0","(2.3383686951791764, -0.4098465444511962, 1.125763577963205, -0.1213822418514939, -0.3201528858532936, -0.20387570646652164, 1.0, 0.0, 0.0, 0.0, 0.0, 0.03203248977661133, 1722290885.494201)",1722290885.4946196
"dim: []
data_offset: 0","(2.3282277791661348, -0.4246451496541531, 1.1216366865963656, -0.10215910508488074, -0.35832017531126736, -0.22923491572672272, 1.0, 0.0, 0.0, 0.0, 0.0, 0.017505168914794922, 1722290885.5122569)",1722290885.51284
"dim: []
data_offset: 0","(2.326192293683269, -0.4297833168299718, 1.1243132199886006, -0.05553533437094438, -0.361539307585789, -0.24566597332356266, 1.0, 0.0, 0.0, 0.0, 0.0, 0.017856836318969727, 1722290885.5309515)",1722290885.5344844
"dim: []
data_offset: 0","(2.3246612380924603, -0.4284896292136755, 1.1105175388367674, -0.01760856294939245, -0.38404900343456444, -0.2674686833586728, 1.0, 0.0, 0.0, 0.0, 0.0, 0.02081751823425293, 1722290885.5581586)",1722290885.558641
"dim: []
data_offset: 0","(2.326031313959227, -0.42767246398326986, 1.1066449175609168, -0.026282274774180873, -0.43069185116069875, -0.26323839292178264, 1.0, 0.0, 0.0, 0.0, 0.0, 0.021570920944213867, 1722290885.5837164)",1722290885.5842435
"dim: []
data_offset: 0","(2.31850953809372, -0.4558897858582106, 1.0987015909213533, -0.02589901920091066, -0.46997723300056865, -0.24977979250690935, 1.0, 0.0, 0.0, 0.0, 0.0, 0.015661001205444336, 1722290885.6048546)",1722290885.608054
"dim: []
data_offset: 0","(2.3132627682650204, -0.47715858749476986, 1.0944593413843915, -0.016082735211203864, -0.4976820803216219, -0.22685117324055343, 1.0, 0.0, 0.0, 0.0, 0.0, 0.01973414421081543, 1722290885.6320796)",1722290885.6326494
"dim: []
data_offset: 0","(2.3065815099349187, -0.5003829086418876, 1.094198915449771, -0.037677902855745765, -0.5183301447108917, -0.17758243912904711, 1.0, 0.0, 0.0, 0.0, 0.0, 0.020817995071411133, 1722290885.658001)",1722290885.6587892
