layout,data,timestamp
"dim: []
data_offset: 0","(1.3771717399581098, -0.029569162135351247, 1.1141188162552025, 0.026646332445388873, -0.012543739097370825, 0.0015040530475045272, 1.0, 0.0, -2.1910985598607815, 0.03858369588851929, 0.7615408897399902, 0.07938194274902344, 1724619715.0333726, -0.049215324223041534, 0.034327127039432526, 1.1344215869903564, -0.01820848137140274)",1724619715.0351045
"dim: []
data_offset: 0","(1.351432164776881, -0.02919092634500943, 1.1098975500829478, -0.027342631568262808, 0.0139457339326615, -0.0024124739260328425, 1.0, 0.0, -2.209534657429226, -0.006838083267211914, 1.04977548122406, 0.04203319549560547, 1724619715.0760212, -0.03822190687060356, 0.03689500689506531, 1.1180347204208374, -0.05742449313402176)",1724619715.0765147
"dim: []
data_offset: 0","(1.3351256031698493, -0.029115532679959397, 1.1077586546688338, 0.023329137167951798, 0.013398762949667164, -0.003992563170869891, 1.0, 0.0, -2.2185133368094325, 0.15118050575256348, 0.8203314542770386, 0.02792191505432129, 1724619715.1045177, -0.032831814140081406, 0.04226088896393776, 1.1263507604599, -0.07116946578025818)",1724619715.1053646
"dim: []
data_offset: 0","(1.3280880573184175, -0.02909209251416554, 1.1068725920787479, 0.06641030642786334, 0.012618001001315278, -0.004737905812189232, 1.0, 0.0, -2.6920981549701315, 0.3332010507583618, 0.6192584037780762, 0.03974485397338867, 1724619715.1447048, -0.031730275601148605, 0.0373980849981308, 1.1162128448486328, -0.07346509397029877)",1724619715.1452146
"dim: []
data_offset: 0","(1.3255730921929814, -0.028258057416963255, 1.1029717158000014, 0.0809065239426052, 0.012542486883302185, -0.005940469765744019, 1.0, 0.0, -2.1106954098929407, -0.0024140477180480957, 0.951949417591095, 0.04095149040222168, 1724619715.186607, -0.027892623096704483, 0.0386049784719944, 1.1084882020950317, -0.11833637207746506)",1724619715.1871457
"dim: []
data_offset: 0","(1.3172952740275898, -0.02817095791412353, 1.09530850450817, 0.1486004881484098, 0.012908075078554248, -0.00917380530194858, 1.0, 0.0, -2.3587011802860056, 0.10935193300247192, 0.8970472812652588, 0.038521528244018555, 1724619715.2259502, -0.04158284515142441, 0.031394291669130325, 1.0882014036178589, -0.15265139937400818)",1724619715.2264295
"dim: []
data_offset: 0","(1.3288817401389954, -0.025982165275321895, 1.0804590448924951, 0.18637339212583265, 0.0142825868109997, -0.01590041429284813, 1.0, 0.0, -2.7362163536590143, -0.16897380352020264, 0.9543462991714478, 0.03608822822570801, 1724619715.2625206, -0.05453895777463913, 0.03545043617486954, 1.0611367225646973, -0.20926974713802338)",1724619715.263341
"dim: []
data_offset: 0","(1.3275602035583292, -0.02509036476048948, 1.0743705428823984, 0.15777681142901637, 0.01722034672804806, -0.02186712429043074, 1.0, 0.0, -2.30046166224729, 0.03681671619415283, 0.6404970288276672, 0.04091382026672363, 1724619715.303863, -0.04976491630077362, 0.0495925173163414, 1.0659419298171997, -0.24353313446044922)",1724619715.3044124
"dim: []
data_offset: 0","(1.322574961555522, -0.022982841258614807, 1.1309074620278954, 0.15684909914276393, 0.019414914765533333, -0.0021806271764499424, 1.0, 0.0, -2.215287922052054, -0.11362850666046143, 0.7601304054260254, 0.03676581382751465, 1724619715.3416305, -0.05780847743153572, 0.05099505931138992, 1.059315800666809, -0.22739434242248535)",1724619715.3420246
"dim: []
data_offset: 0","(1.3182104628645157, -0.020905282121713623, 1.2103181127720604, 0.14055770852642724, 0.023166694140933548, 0.045087295197989395, 1.0, 0.0, -2.152192235535289, -0.09946835041046143, 0.68183434009552, 0.03278231620788574, 1724619715.374967, -0.039718326181173325, 0.05782400816679001, 1.0738253593444824, -0.2002449482679367)",1724619715.3759239
"dim: []
data_offset: 0","(1.3155579866540346, -0.021982099766986056, 1.2262807233752144, 0.10389061831578683, 0.023105127044026535, 0.07305811927646404, 1.0, 0.0, -2.8363503978577023, 0.10590559244155884, 0.8726064562797546, 0.0355992317199707, 1724619715.4110317, -0.050833821296691895, 0.06315561383962631, 1.0815733671188354, -0.18661925196647644)",1724619715.4114563
"dim: []
data_offset: 0","(1.293649504323856, -0.022412323159296504, 1.2330582657343625, 0.030446231292026886, 0.019349028101458846, 0.0789052853520137, 1.0, 0.0, -2.7307007559551093, 0.2971773147583008, 0.8316949605941772, 0.03238272666931152, 1724619715.444082, -0.046098653227090836, 0.032541923224925995, 1.0991196632385254, -0.14819128811359406)",1724619715.4452853
"dim: []
data_offset: 0","(1.2813706629677546, -0.018928102947720665, 1.229013382550585, 0.021287979144795306, 0.02130268350877418, 0.07716972251916902, 1.0, 0.0, -2.24414595236318, 0.19655179977416992, 1.0101293325424194, 0.048180341720581055, 1724619715.4930565, -0.034372515976428986, 0.07250334322452545, 1.1179988384246826, -0.17106693983078003)",1724619715.4940474
"dim: []
data_offset: 0","(1.271151968121165, -0.017748570594292565, 1.2476237606845835, -0.005263526478647565, 0.02590976959721049, 0.08325949114801484, 1.0, 0.0, -2.0177093061049147, -0.015411078929901123, 0.8583256602287292, 0.035590410232543945, 1724619715.5292025, -0.013786514289677143, 0.056048739701509476, 1.1501729488372803, -0.12006381899118423)",1724619715.5296376
"dim: []
data_offset: 0","(1.2694453851698901, -0.01722441501328202, 1.2551911086690484, -0.010990302157416781, 0.026139057785713835, 0.09032726734428703, 1.0, 0.0, -2.398974259643814, -0.02699369192123413, 1.0748472213745117, 0.04303336143493652, 1724619715.5730827, -0.011575273238122463, 0.05062275007367134, 1.1753990650177002, -0.05150233581662178)",1724619715.57982
"dim: []
data_offset: 0","(1.2707940831838827, -0.019140875811454065, 1.2501070757941892, -0.03940223329400606, 0.022554158798434035, 0.08761246018731117, 1.0, 0.0, -2.0236650529547524, 0.3223233222961426, 1.1867390871047974, 0.056719064712524414, 1724619715.6302524, -0.027499090880155563, 0.01989949494600296, 1.1750924587249756, -0.09225160628557205)",1724619715.6307738
"dim: []
data_offset: 0","(1.268011025734536, -0.01928448785267363, 1.2302580915020558, -0.046663686689644296, 0.017958261384146627, 0.0733086752488406, 1.0, 0.0, -2.708998610985077, 0.3038691282272339, 0.9824912548065186, 0.06053042411804199, 1724619715.6912613, -0.0025485206861048937, 0.020694324746727943, 1.1764010190963745, -0.1252415031194687)",1724619715.696952
"dim: []
data_offset: 0","(1.2684249541520773, -0.018704766397794465, 1.2200405068004059, -0.06659328725566091, 0.01708677816978152, 0.06021444851433073, 1.0, 0.0, -1.5864671081805533, 0.012448251247406006, 0.9204254150390625, 0.041884422302246094, 1724619715.735111, -0.0008822230738587677, 0.028616534546017647, 1.1707892417907715, -0.17164503037929535)",1724619715.7357247
"dim: []
data_offset: 0","(1.2805855493785432, -0.016916576142620477, 1.187378582914973, -0.0542236645090699, 0.018742133416135863, 0.03707321050775737, 1.0, 0.0, -2.6181281286720854, 0.03302145004272461, 1.0767948627471924, 0.03825998306274414, 1724619715.774205, -0.01092650555074215, 0.05646028742194176, 1.1540229320526123, -0.21615482866764069)",1724619715.777615
"dim: []
data_offset: 0","(1.2784229976092123, -0.015630862939190124, 1.154450300260733, -0.056725470600703626, 0.021335522616086348, 0.007547098744883022, 1.0, 0.0, -2.8135929391282883, -0.012842953205108643, 0.8390375375747681, 0.0501713752746582, 1724619715.8249016, -0.008766451850533485, 0.07440068572759628, 1.131565809249878, -0.26209744811058044)",1724619715.8259118
"dim: []
data_offset: 0","(1.2704873170926139, -0.013124848035885706, 1.1088669575811867, -0.06883988112382627, 0.02451796131504737, -0.029420491894784993, 1.0, 0.0, -2.0350378803711386, -0.13004541397094727, 0.8513198494911194, 0.04380321502685547, 1724619715.869308, -0.007701558992266655, 0.08581606298685074, 1.1075506210327148, -0.29802826046943665)",1724619715.870161
"dim: []
data_offset: 0","(1.2667928021228003, -0.011060126709261008, 1.0756304950080886, -0.07625099192243934, 0.028619940283313782, -0.06194471664991446, 1.0, 0.0, -2.4765027067833456, 0.03586435317993164, 0.9767226576805115, 0.03514528274536133, 1724619715.9063945, -0.009602819569408894, 0.10222659260034561, 1.0991556644439697, -0.3354663848876953)",1724619715.9069054
"dim: []
data_offset: 0","(1.2534939669502012, -0.011719043803320147, 1.0599177538741162, -0.10083177883569207, 0.02839737982582453, -0.07947119012972399, 1.0, 0.0, -2.5201226448351357, 0.13581228256225586, 0.9101631045341492, 0.04466843605041504, 1724619715.952564, -0.013925873674452305, 0.1066138818860054, 1.0891776084899902, -0.3881343901157379)",1724619715.9559016
"dim: []
data_offset: 0","(1.2453696216524273, -0.012683210427676603, 1.0517447911925, -0.16061040343753907, 0.024019556371610337, -0.08692361355945026, 1.0, 0.0, -1.7480397534059033, 0.03028881549835205, 0.7126753330230713, 0.03889298439025879, 1724619715.9931033, -0.016116410493850708, 0.08003953099250793, 1.0645850896835327, -0.40330642461776733)",1724619715.9937465
"dim: []
data_offset: 0","(1.2419919163584092, -0.013981443666065732, 1.0466288533845383, -0.22713909013843053, 0.019171646181460097, -0.09012444274278321, 1.0, 0.0, -2.0531977213585617, 0.0858687162399292, 0.8720546364784241, 0.04606294631958008, 1724619716.039915, 0.0029772943817079067, 0.03259412571787834, 1.0511398315429688, -0.3776242434978485)",1724619716.0408037
