Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,0.070445,-0.004965,1.659169,2461.317871,-3246.685303,987.218750,-0.048997,-0.136668,-1.601015,2424.054688,-1742.806396,1002.333313
2,0,0.075468,-0.004908,1.662698,2460.586426,-3246.968750,986.195557,-0.049733,-0.136532,-1.601212,2423.380371,-1743.263184,1002.474060
3,0,0.081034,-0.011010,1.661584,2460.000488,-3247.214111,985.287048,-0.050180,-0.133885,-1.601364,2422.762451,-1743.773926,1002.654297
4,0,0.081961,-0.006595,1.665164,2459.378174,-3247.776367,984.510864,-0.051586,-0.131650,-1.601857,2422.163574,-1744.255005,1002.877014
5,0,0.080016,0.011599,1.662971,2458.361572,-3248.437256,983.636047,-0.052223,-0.128850,-1.602154,2421.604248,-1744.726807,1003.093750
6,0,0.082488,0.009332,1.663625,2457.704834,-3248.999023,982.925842,-0.053236,-0.128209,-1.602178,2421.043457,-1745.148560,1003.252136
7,0,0.089281,0.003175,1.664180,2457.353027,-3249.283691,982.567017,-0.054074,-0.124632,-1.602620,2420.500244,-1745.575806,1003.454590
8,0,0.097012,-0.000291,1.663464,2456.753418,-3249.961182,981.963684,-0.054560,-0.123132,-1.603032,2419.969482,-1745.948730,1003.594849
9,0,0.094668,0.004770,1.663464,2456.125732,-3251.027100,981.003784,-0.054928,-0.121614,-1.603236,2419.447266,-1746.319824,1003.766663
10,0,0.095223,0.004575,1.661592,2455.686035,-3251.975342,980.531555,-0.054911,-0.122403,-1.603411,2418.910645,-1746.611084,1003.888367
11,0,0.098323,0.002523,1.661333,2455.080811,-3252.830811,979.833313,-0.054699,-0.122177,-1.604063,2418.338379,-1746.897949,1004.048706
12,0,0.097676,0.004445,1.660204,2454.512695,-3253.676270,979.194031,-0.054356,-0.123489,-1.603982,2417.800781,-1747.165771,1004.196411
