timestamp,data
1724619715.0705693,"[0.3314351155511707, -0.020428074371509147, 0.1980905299035405, 0.0, 0.0, 0.0]"
1724619715.071812,"[0.33375825888447336, -0.02057126180869262, 0.19947901492622888, 0.0, 0.0, 0.0]"
1724619715.0810666,"[0.33675876283257855, -0.022402358727668336, 0.2007758198881697, 0.0, 0.0, 0.0]"
1724619715.0925026,"[0.3390866540206578, -0.022557377306079325, 0.20216366229360982, 0.0, 0.0, 0.0]"
1724619715.0948234,"[0.3280506455752666, -0.01013298039792068, 0.19355353898889094, 0.0, 0.0, 0.0]"
1724619715.0999398,"[0.33035006598817734, -0.010204005961457508, 0.19491022267339253, 0.0, 0.0, 0.0]"
1724619715.1117935,"[0.3332561751809376, -0.011227845106730206, 0.19629762961231595, 0.0, 0.0, 0.0]"
1724619715.1208699,"[0.3362482686194556, -0.012043165191790783, 0.19772519782201858, 0.0, 0.0, 0.0]"
1724619715.1315458,"[0.339427659673266, -0.01298845179228546, 0.19928624128569944, 0.0, 0.0, 0.0]"
1724619715.1335616,"[0.33104776684436354, 0.0021031118559140844, 0.19084837598594484, 0.0, 0.0, 0.0]"
1724619715.1402087,"[0.33423775765391206, 0.0013683365345703198, 0.19283173002891327, 0.0, 0.0, 0.0]"
1724619715.1507597,"[0.33656428099069924, 0.0013778243506660764, 0.19417397774690856, 0.0, 0.0, 0.0]"
1724619715.1649354,"[0.34091375334098234, -0.0005792745871068546, 0.19914595573935046, 0.0, 0.0, 0.0]"
1724619715.164952,"[0.3100225488337632, -0.027341632712695595, 0.19419281531749255, 0.0, 0.0, 0.0]"
1724619715.1706583,"[0.312195604082598, -0.027533279670962155, 0.19555397991083948, 0.0, 0.0, 0.0]"
1724619715.1810782,"[0.3165653640366853, -0.029047710782296364, 0.2035791711135298, 0.0, 0.0, 0.0]"
1724619715.1908758,"[0.31875381674840736, -0.029248629592103115, 0.20498704617376465, 0.0, 0.0, 0.0]"
1724619715.2003145,"[0.3228971911873576, -0.031043781188931467, 0.21051060992878362, 0.0, 0.0, 0.0]"
1724619715.2164564,"[0.32606199475533204, -0.02308704774613622, 0.20099847332601006, 0.0, 0.0, 0.0]"
1724619715.221529,"[0.32834747602698156, -0.023248872847160543, 0.20240734112969705, 0.0, 0.0, 0.0]"
1724619715.2310262,"[0.3307735116729331, -0.024566291470390748, 0.20788355464001307, 0.0, 0.0, 0.0]"
1724619715.2403321,"[0.33259456544126764, -0.026655808616957682, 0.21119107387490976, 0.0, 0.0, 0.0]"
1724619715.2509844,"[0.33487776966859545, -0.026839188757326535, 0.21264155958307324, 0.0, 0.0, 0.0]"
1724619715.2530649,"[0.31246444085748665, -0.049346740584457, 0.19192905153030265, 0.0, 0.0, 0.0]"
1724619715.2606442,"[0.3146546121719083, -0.04969262895303964, 0.19327434862046833, 0.0, 0.0, 0.0]"
1724619715.2701237,"[0.3160375011111868, -0.05146027846009336, 0.19437380533694165, 0.0, 0.0, 0.0]"
1724619715.2811055,"[0.3174985597837044, -0.05304609543683964, 0.19596437984808837, 0.0, 0.0, 0.0]"
1724619715.2835703,"[0.31113550618137725, -0.034913627906730894, 0.1800815688113278, 0.0, 0.0, 0.0]"
1724619715.291217,"[0.31376344604795237, -0.03529713015481703, 0.17640405560851397, 0.0, 0.0, 0.0]"
1724619715.3005235,"[0.31549018409334223, -0.03629199368164953, 0.17581126179271497, 0.0, 0.0, 0.0]"
1724619715.310166,"[0.3176709691701664, -0.03654293931860419, 0.1770261312671666, 0.0, 0.0, 0.0]"
1724619715.3252242,"[0.30309507807804287, -0.048400306686387264, 0.25559297392711555, 0.0, 0.0, 0.0]"
1724619715.3309932,"[0.3052195762888703, -0.0487395611725068, 0.25738451346398783, 0.0, 0.0, 0.0]"
1724619715.3402703,"[0.30701378037519195, -0.050895302641412746, 0.2568962789818851, 0.0, 0.0, 0.0]"
1724619715.350514,"[0.30930569282300635, -0.0511330859144232, 0.2597763685143778, 0.0, 0.0, 0.0]"
1724619715.3606896,"[0.3116099777071115, -0.05112432057456004, 0.26311858906149066, 0.0, 0.0, 0.0]"
1724619715.3626595,"[0.27423430556630884, -0.046979961492673604, 0.3338628344749877, 0.0, 0.0, 0.0]"
1724619715.3709154,"[0.27570847191999914, -0.047431290420915, 0.3375990329801622, 0.0, 0.0, 0.0]"
1724619715.3803365,"[0.27762753455208045, -0.047761444567822046, 0.33994897835113486, 0.0, 0.0, 0.0]"
1724619715.3903456,"[0.2789477206059979, -0.047624531938672644, 0.34431385550772725, 0.0, 0.0, 0.0]"
1724619715.4019024,"[0.28086258550505466, -0.04795141225303724, 0.34667792423233745, 0.0, 0.0, 0.0]"
1724619715.4030619,"[0.2633171451353749, -0.0315523692993742, 0.3171092530233622, 0.0, 0.0, 0.0]"
1724619715.4101284,"[0.2631812581396893, -0.03194207730673975, 0.32021538667336524, 0.0, 0.0, 0.0]"
1724619715.4200807,"[0.262231773158877, -0.03318676141768567, 0.32234036914634134, 0.0, 0.0, 0.0]"
1724619715.4304683,"[0.2619942487865407, -0.03391991219088168, 0.3247114537400546, 0.0, 0.0, 0.0]"
1724619715.4325469,"[0.2565044799326353, -0.016874039614155057, 0.3173312080587553, 0.0, 0.0, 0.0]"
1724619715.4401758,"[0.2561585280665298, -0.017402794807764806, 0.31913390775496253, 0.0, 0.0, 0.0]"
1724619715.4531672,"[0.25586823327243075, -0.017650238499427876, 0.32081878495610067, 0.0, 0.0, 0.0]"
1724619715.4608777,"[0.25542374988845595, -0.017707542837005517, 0.322467277340214, 0.0, 0.0, 0.0]"
1724619715.4710646,"[0.2550649027483181, -0.017701537645409427, 0.3240876184859058, 0.0, 0.0, 0.0]"
1724619715.4795175,"[0.2624295712341022, -0.021223753821986806, 0.30924066690368146, 0.0, 0.0, 0.0]"
1724619715.4890852,"[0.2642690308455562, -0.021372518451580173, 0.31140824167169795, 0.0, 0.0, 0.0]"
1724619715.4962401,"[0.2638208527000536, -0.021442643563130026, 0.3130285180270209, 0.0, 0.0, 0.0]"
1724619715.5041864,"[0.2637465870657964, -0.021614632073127794, 0.31301120589616777, 0.0, 0.0, 0.0]"
1724619715.5104344,"[0.2619712605423104, -0.021676418976270536, 0.3129289509894113, 0.0, 0.0, 0.0]"
1724619715.5216777,"[0.2613934995039301, -0.02171675540721037, 0.3140709796800894, 0.0, 0.0, 0.0]"
1724619715.524942,"[0.25376978435777975, -0.039077885307903175, 0.30232941361881693, 0.0, 0.0, 0.0]"
1724619715.5309937,"[0.2555485445285119, -0.039351795718939875, 0.30444854502268714, 0.0, 0.0, 0.0]"
1724619715.5410802,"[0.25521544042864097, -0.04000336000679818, 0.3042363321060506, 0.0, 0.0, 0.0]"
1724619715.5509217,"[0.2512241679535627, -0.04020074673383469, 0.30254854518777535, 0.0, 0.0, 0.0]"
1724619715.560555,"[0.2507204364429785, -0.04039433638996071, 0.3042499234691112, 0.0, 0.0, 0.0]"
1724619715.5634398,"[0.22127203122789216, -0.040494023347142034, 0.32575975963017867, 0.0, 0.0, 0.0]"
1724619715.571539,"[0.21963373146322224, -0.04056614449246361, 0.3268352446564433, 0.0, 0.0, 0.0]"
1724619715.581246,"[0.21831460036606573, -0.040547649256569444, 0.32799882688826787, 0.0, 0.0, 0.0]"
1724619715.5914373,"[0.2151926283184266, -0.040152704164617824, 0.32995453260208224, 0.0, 0.0, 0.0]"
1724619715.6034083,"[0.21513899108125137, -0.04015824347367568, 0.3324370456373537, 0.0, 0.0, 0.0]"
1724619715.60441,"[0.20237487773915447, -0.011855245883504763, 0.313736466987196, 0.0, 0.0, 0.0]"
1724619715.610352,"[0.19852637184521535, -0.01110056692764963, 0.3142983430228513, 0.0, 0.0, 0.0]"
1724619715.62087,"[0.1999079689691432, -0.011177792180521883, 0.31648595462778656, 0.0, 0.0, 0.0]"
1724619715.630474,"[0.19428099884027825, -0.010483603490919079, 0.3180530887168516, 0.0, 0.0, 0.0]"
1724619715.6403303,"[0.19233428510786738, -0.010039152845192197, 0.3184463236628611, 0.0, 0.0, 0.0]"
1724619715.6502056,"[0.1896101789557607, -0.009828811791248428, 0.31864634160549227, 0.0, 0.0, 0.0]"
1724619715.6609602,"[0.1863968276515245, -0.009550810726111655, 0.3188926447285755, 0.0, 0.0, 0.0]"
1724619715.6640115,"[0.17630835250632154, -0.009841262264686207, 0.2773846445758217, 0.0, 0.0, 0.0]"
1724619715.6712034,"[0.17408084568069512, -0.00938996680440253, 0.27688466243178783, 0.0, 0.0, 0.0]"
1724619715.680338,"[0.17106004950117673, -0.008773953332020214, 0.27618511954491576, 0.0, 0.0, 0.0]"
1724619715.6908011,"[0.16795789921778612, -0.008105006283543272, 0.27537884169821225, 0.0, 0.0, 0.0]"
1724619715.7002997,"[0.16910973588285544, -0.00816045114274042, 0.2772685519589293, 0.0, 0.0, 0.0]"
1724619715.710725,"[0.16286715382552786, -0.006698638875603941, 0.27439787495972046, 0.0, 0.0, 0.0]"
1724619715.713289,"[0.1626313428938944, -0.03098298763004673, 0.26239025538985256, 0.0, 0.0, 0.0]"
1724619715.7202084,"[0.15957312762603781, -0.03046630677851079, 0.26176690964879773, 0.0, 0.0, 0.0]"
1724619715.7305624,"[0.15693550612126353, -0.029878696187093382, 0.2611582183529495, 0.0, 0.0, 0.0]"
1724619715.7411551,"[0.15801974715257028, -0.030085117909453507, 0.26296310464507183, 0.0, 0.0, 0.0]"
1724619715.751126,"[0.15184054925407667, -0.028635428014050873, 0.26117756199305747, 0.0, 0.0, 0.0]"
1724619715.7625518,"[0.14503184729827293, -0.022630271084273477, 0.2144082952927139, 0.0, 0.0, 0.0]"
