Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,2.264107,2.248503,0.194433,1617.684082,-995.621765,176.864822,0.025130,-0.042881,1.549776,1852.886230,-2690.373291,133.076202
2,0,2.263863,2.248826,0.193806,1617.661621,-995.611633,176.875732,0.020233,-0.044118,1.548723,1852.875977,-2690.231445,132.598679
3,0,2.263932,2.248509,0.194170,1617.665771,-995.613281,176.863937,0.019368,-0.041932,1.547769,1853.033813,-2690.228516,132.993896
4,0,2.264161,2.248036,0.194276,1617.669189,-995.595459,176.858017,0.027404,-0.042750,1.550878,1852.584106,-2690.510010,133.219330
5,0,2.263736,2.248614,0.193601,1617.658325,-995.613586,176.860886,0.026729,-0.042036,1.551178,1852.522827,-2690.744385,133.272873
6,0,2.263925,2.248409,0.193314,1617.666504,-995.594727,176.864014,0.026746,-0.043008,1.551292,1852.486938,-2690.777344,133.194855
7,0,2.263522,2.249172,0.193820,1617.680420,-995.595886,176.850952,0.026476,-0.043073,1.551212,1852.502930,-2690.764893,133.191177
8,0,2.263584,2.248580,0.194502,1617.690796,-995.600403,176.825104,0.022269,-0.041037,1.551111,1852.691772,-2690.558350,133.199783
9,0,2.272123,2.246323,0.186451,1617.427246,-995.242432,177.228607,0.030703,-0.045050,1.549862,1852.317871,-2690.311279,133.317215
10,0,0.031879,0.164650,-1.592330,1618.246338,-968.356934,182.751099,0.019975,-0.044102,1.548722,1852.896973,-2690.193359,132.575333
11,0,0.035153,0.163913,-1.590479,1618.329224,-968.520813,182.592377,0.024845,-0.044659,1.549674,1852.865356,-2690.356934,132.944000
12,0,0.035325,0.163794,-1.590422,1618.322266,-968.502441,182.606354,0.020454,-0.044132,1.548751,1852.903564,-2690.209473,132.574524
13,0,0.034957,0.163881,-1.590364,1618.314819,-968.491638,182.604034,0.024440,-0.044288,1.549573,1852.871948,-2690.350830,132.921722
14,0,0.035630,0.163872,-1.590298,1618.343262,-968.509521,182.577225,0.026936,-0.042694,1.550968,1852.610474,-2690.508545,133.161865
15,0,0.035090,0.163609,-1.590496,1618.327515,-968.511047,182.577454,0.027316,-0.042498,1.548843,1852.682007,-2690.284180,133.214233
16,0,0.034912,0.163695,-1.590175,1618.329468,-968.524536,182.581085,0.026415,-0.043136,1.551387,1852.514893,-2690.768066,133.153381
17,0,0.035245,0.164159,-1.590236,1618.330200,-968.505859,182.594131,0.018588,-0.040186,1.550646,1852.677734,-2690.449219,132.911606
18,0,0.034947,0.164113,-1.590175,1618.319458,-968.503601,182.580093,0.020195,-0.042914,1.547179,1852.979370,-2690.019287,132.617859
19,0,0.035291,0.163883,-1.590238,1618.328003,-968.503113,182.574051,0.025267,-0.042917,1.549925,1852.891479,-2690.392334,133.032944
20,0,0.035017,0.163767,-1.590175,1618.339722,-968.512573,182.563690,0.025080,-0.042630,1.547862,1852.988525,-2690.160400,133.035980
21,0,0.035053,0.163889,-1.590492,1618.324097,-968.494019,182.581635,0.027424,-0.044158,1.550898,1852.565063,-2690.499512,133.101227
22,0,0.037434,0.165171,-1.591266,1619.177002,-969.221680,183.145325,0.030009,-0.041504,1.549342,1853.229248,-2690.087646,133.556778
23,0,0.034722,0.163667,-1.590297,1618.327515,-968.498535,182.563446,0.026931,-0.042542,1.550897,1852.611206,-2690.495850,133.167099
24,0,0.035121,0.164008,-1.590184,1618.312378,-968.492065,182.580856,0.027140,-0.042501,1.550979,1852.609619,-2690.509277,133.192871
25,0,0.034998,0.163964,-1.590269,1618.314575,-968.499878,182.577316,0.026401,-0.043182,1.551275,1852.499756,-2690.760254,133.169022
26,0,0.037515,0.164902,-1.591302,1619.166870,-969.201416,183.137497,0.025444,-0.039921,1.553037,1853.593506,-2690.608398,133.345673
27,0,0.035164,0.163890,-1.590339,1618.317993,-968.506531,182.570679,0.024645,-0.043936,1.547579,1852.953857,-2690.136963,132.923828
28,0,0.035319,0.164175,-1.590113,1618.329346,-968.515625,182.574799,0.025564,-0.043126,1.549893,1852.374268,-2690.329590,133.306778
29,0,0.032220,0.165848,-1.592708,1619.160522,-969.138184,183.313690,0.030333,-0.040564,1.551700,1853.153809,-2690.301758,133.623260
30,0,0.031779,0.164355,-1.592300,1618.242310,-968.360535,182.721176,0.023800,-0.044085,1.549595,1852.863892,-2690.350830,132.899841
31,0,0.035196,0.163667,-1.590506,1618.332520,-968.508179,182.578720,0.026971,-0.043551,1.548753,1852.647095,-2690.253662,133.130539
32,0,0.035109,0.163554,-1.590218,1618.329102,-968.523193,182.567917,0.020123,-0.042951,1.547171,1852.966431,-2690.048340,132.634811
33,0,0.035106,0.163761,-1.590337,1618.327393,-968.526428,182.584320,0.024795,-0.044573,1.549481,1852.859741,-2690.334473,132.912384
34,0,0.034868,0.163947,-1.590110,1618.311890,-968.507080,182.587234,0.027545,-0.043316,1.549481,1852.320923,-2690.196777,133.099106
35,0,0.031806,0.164482,-1.592054,1618.237793,-968.365295,182.730225,0.007550,-0.043666,1.542667,1853.562378,-2689.575195,131.406296
36,0,0.031861,0.164252,-1.592146,1618.240601,-968.380432,182.728073,0.024770,-0.042377,1.547957,1852.969238,-2690.176514,133.062653
37,0,0.037424,0.164984,-1.591198,1619.197998,-969.239624,183.148254,0.025466,-0.040687,1.550678,1853.731323,-2690.332764,133.321365
38,0,0.035085,0.163898,-1.590276,1618.317505,-968.543945,182.606018,0.024524,-0.044393,1.549650,1852.846069,-2690.363525,132.950867
39,0,0.037702,0.164884,-1.591203,1619.187256,-969.227722,183.140533,0.025288,-0.039796,1.553121,1853.585815,-2690.609375,133.353851
40,0,0.031287,0.164439,-1.592204,1618.223755,-968.372864,182.745499,0.024368,-0.044259,1.549643,1852.843750,-2690.376221,132.949219
41,0,0.037132,0.164781,-1.591510,1619.172729,-969.221252,183.133713,0.021128,-0.040944,1.551799,1853.617554,-2690.398438,132.917023
42,0,0.035230,0.163605,-1.590285,1618.323730,-968.540283,182.598221,0.025167,-0.043081,1.548294,1852.582520,-2690.078613,132.991562
43,0,0.034730,0.163860,-1.590203,1618.307495,-968.542175,182.612625,0.020577,-0.042024,1.549270,1852.879028,-2690.279053,132.731293
44,0,0.034605,0.163842,-1.590243,1618.305542,-968.550049,182.636642,0.025607,-0.043229,1.548538,1852.564941,-2690.083008,133.024185
45,0,0.031417,0.164794,-1.592386,1618.213501,-968.394470,182.793182,0.024807,-0.042581,1.549952,1852.877930,-2690.393311,133.065155
46,0,0.034519,0.163605,-1.590311,1618.307129,-968.546814,182.616287,0.024261,-0.044137,1.549641,1852.862061,-2690.360840,132.964264
47,0,0.031173,0.164509,-1.592131,1618.228760,-968.397949,182.767792,0.024924,-0.043012,1.548437,1852.576904,-2690.074219,133.000031
48,0,0.034549,0.163471,-1.590302,1618.309692,-968.544312,182.611542,0.024936,-0.044776,1.548161,1852.507690,-2690.056152,132.890701
49,0,0.034647,0.163825,-1.590441,1618.302490,-968.557495,182.624619,0.024169,-0.044173,1.549677,1852.849731,-2690.381592,132.936478
50,0,0.034903,0.163759,-1.590318,1618.329834,-968.563538,182.614853,0.024673,-0.044272,1.549592,1852.885010,-2690.373779,132.965408
51,0,0.034502,0.163887,-1.590413,1618.309082,-968.553223,182.630005,0.024731,-0.042412,1.547988,1852.971313,-2690.197754,133.098114
52,0,0.037113,0.164726,-1.591554,1619.184448,-969.235168,183.151123,0.025149,-0.039143,1.553101,1853.615845,-2690.592529,133.382431
53,0,0.034409,0.163717,-1.590311,1618.321289,-968.546021,182.622131,0.024316,-0.044263,1.549771,1852.865723,-2690.379150,132.977982
54,0,0.034935,0.163841,-1.590447,1618.309082,-968.548157,182.632950,0.024617,-0.044422,1.549535,1852.878784,-2690.374268,132.998291
55,0,0.034393,0.163605,-1.590188,1618.324341,-968.566528,182.621704,0.028946,-0.043755,1.548894,1852.576172,-2690.187744,133.296570
56,0,0.034773,0.163702,-1.590331,1618.317627,-968.558228,182.619064,0.027082,-0.044583,1.549508,1852.265625,-2690.235596,133.067474
57,0,0.034668,0.163694,-1.590397,1618.307373,-968.554016,182.619736,0.024992,-0.042946,1.549813,1852.903931,-2690.407227,133.078842
58,0,0.034894,0.163728,-1.590359,1618.313599,-968.554321,182.622787,0.025126,-0.043049,1.549786,1852.887573,-2690.383545,133.040649
59,0,0.034667,0.163842,-1.590342,1618.307617,-968.537842,182.625702,0.024729,-0.042845,1.549859,1852.875000,-2690.405029,133.053970
60,0,0.034946,0.163585,-1.590333,1618.322266,-968.556213,182.616226,0.024926,-0.042851,1.549847,1852.891235,-2690.399170,133.067108
61,0,0.035109,0.163767,-1.590347,1618.309082,-968.553894,182.639664,0.024756,-0.042518,1.547920,1852.999268,-2690.179932,133.105148
62,0,0.034366,0.163627,-1.590174,1618.330322,-968.550842,182.634872,0.024075,-0.044011,1.549801,1852.861084,-2690.394043,132.960983
63,0,0.037450,0.165420,-1.591313,1619.163086,-969.221069,183.171310,0.030776,-0.041587,1.551476,1853.144897,-2690.290527,133.591644
64,0,0.034816,0.163490,-1.590480,1618.320312,-968.539307,182.640213,0.019853,-0.044114,1.548850,1852.893677,-2690.239502,132.592773
65,0,0.037205,0.165049,-1.591509,1619.168457,-969.208313,183.152420,0.025687,-0.040106,1.553102,1853.609863,-2690.607422,133.374191
66,0,0.035028,0.163984,-1.590179,1618.326782,-968.545166,182.610596,0.024522,-0.043793,1.547808,1852.971313,-2690.169434,132.988373
