Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
1,0,0.089610,0.023053,1.676964,2377.992432,-3235.720703,1086.767456,-0.014920,-0.122205,-1.600097,2324.187744,-1665.049805,988.696838
2,0,0.087417,-0.013544,1.676969,2379.595947,-3236.918945,1087.033569,-0.020349,-0.118583,-1.597394,2324.375244,-1664.260864,988.947388
3,0,0.086297,-0.009054,1.673577,2380.583496,-3237.824951,1086.781982,-0.017686,-0.114771,-1.597451,2324.493652,-1663.239014,988.859070
4,0,0.107791,-0.008215,1.675194,2381.698975,-3237.980957,1085.925171,-0.019472,-0.112691,-1.595367,2324.634033,-1662.288452,988.867432
5,0,0.093265,0.010142,1.675387,2382.825439,-3238.866699,1085.943726,-0.015331,-0.111473,-1.595430,2324.793945,-1661.263794,988.876099
6,0,0.093307,0.011618,1.674002,2383.950439,-3239.730713,1085.753906,-0.008895,-0.109031,-1.596426,2324.950439,-1660.151245,988.745361
7,0,0.093120,0.005238,1.677385,2385.121582,-3240.602783,1085.705811,-0.001486,-0.117966,-1.600223,2324.475342,-1659.456177,989.445923
8,0,0.062245,-0.055149,1.656466,2389.149658,-3244.233887,1087.404663,0.005676,-0.118922,-1.601399,2324.533203,-1658.343750,989.492859
9,0,0.060009,-0.054358,1.654899,2390.242432,-3245.328125,1087.395752,0.005965,-0.119475,-1.601295,2324.740479,-1657.175415,989.525818
10,0,0.036127,-0.031618,1.665987,2392.177979,-3246.977051,1088.207031,-0.011120,-0.108893,-1.593321,2324.596924,-1656.299561,990.274170
11,0,0.036802,-0.032939,1.665440,2393.130371,-3248.064209,1088.161865,-0.011744,-0.109786,-1.593373,2324.847168,-1655.109131,990.407898
12,0,0.037326,-0.033276,1.663606,2394.059570,-3249.118408,1088.147705,-0.008810,-0.110774,-1.594037,2325.031006,-1653.770874,990.370911
13,0,0.039100,-0.036863,1.665859,2394.928955,-3250.234619,1088.148438,-0.015143,-0.113013,-1.590815,2325.468506,-1652.758301,990.647888
14,0,0.040930,-0.035068,1.667839,2395.593018,-3251.363525,1088.062622,-0.014295,-0.113971,-1.590301,2325.733887,-1651.629639,990.828796
15,0,0.036003,-0.029603,1.666177,2396.114014,-3252.477783,1088.052612,-0.013077,-0.113805,-1.590802,2325.988037,-1650.480469,990.948975
16,0,0.042672,-0.030250,1.667901,2396.425537,-3253.616699,1087.919189,-0.014135,-0.113166,-1.590156,2326.272217,-1649.367798,991.066406
17,0,0.037534,-0.030427,1.668998,2397.258789,-3254.849854,1088.041016,-0.016938,-0.111641,-1.589500,2326.559326,-1648.338989,991.061401
18,0,0.039261,-0.027990,1.671043,2397.960449,-3256.167725,1088.031250,-0.014541,-0.111830,-1.590764,2326.992188,-1647.394775,991.270203
19,0,0.039071,-0.028151,1.674619,2398.466064,-3257.417969,1088.025146,-0.009317,-0.110896,-1.591148,2327.361572,-1646.366943,991.252014
20,0,0.040723,-0.025940,1.672991,2398.870361,-3258.741699,1088.053955,-0.011929,-0.110634,-1.588521,2327.775879,-1645.499023,991.465332
21,0,0.040779,-0.021296,1.673403,2399.383545,-3260.143555,1088.063843,-0.012297,-0.108804,-1.587821,2328.081543,-1644.478638,991.406433
22,0,0.039489,-0.023843,1.675056,2399.893555,-3261.456055,1088.187012,-0.009871,-0.106894,-1.588645,2328.431152,-1643.580566,991.293823
23,0,0.040792,-0.020338,1.676268,2400.224854,-3262.781738,1088.194580,-0.003780,-0.105587,-1.590055,2328.766113,-1642.637329,991.135803
24,0,0.046354,-0.012563,1.674731,2400.201660,-3264.030518,1087.984375,-0.005056,-0.104910,-1.590018,2329.358887,-1641.984741,991.224854
25,0,0.038784,-0.012396,1.678919,2400.660400,-3265.348389,1088.041016,-0.006943,-0.102666,-1.589563,2329.785156,-1641.107300,990.964539
26,0,0.043212,-0.011210,1.679948,2400.846436,-3266.665039,1087.994263,-0.004014,-0.100983,-1.589629,2330.232422,-1640.352905,990.861267
27,0,0.056070,-0.000521,1.677693,2400.652588,-3267.949219,1087.752808,0.003469,-0.096074,-1.588952,2330.659180,-1639.512451,990.743347
28,0,0.047792,-0.004949,1.680925,2401.297607,-3269.426514,1087.952393,0.010730,-0.098466,-1.591565,2330.978760,-1638.604370,990.335022
